"","Ant52","Ant6","Ant7","Ant19","Ant30","Ant60","Ant148","Ant202","Ant209","Ant268","Ant518","Ant32","Ant44","Ant50","Ant55","Ant63","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant552","Ant560","Ant564","Ant593"
"Ant298",4,27,6,7,8,3,7,0,12,0,0,6,18,12,4,0,12,1,14,12,0,0,2,0,0,2,5,0,6,0,0,0,0,13,5,6,1,9,3,5,5,4,3,12
"Ant324",0,1,2,7,8,4,0,1,1,0,4,3,2,1,0,0,4,0,6,3,0,0,5,1,0,6,2,0,8,0,1,0,0,6,9,3,7,1,12,7,16,8,3,19
"Ant332",2,0,5,11,4,17,3,0,1,0,2,2,19,7,0,1,1,1,2,24,1,0,16,0,0,20,7,0,5,0,0,13,6,0,13,2,14,10,3,5,15,5,1,6
"Ant342",1,7,18,15,11,7,5,0,1,2,1,7,10,4,1,4,4,5,10,4,0,0,8,2,0,5,1,0,5,8,2,5,9,13,0,4,7,15,8,2,2,1,4,12
"Ant356",7,1,2,1,4,2,0,0,15,0,0,7,14,0,0,2,9,5,4,1,0,0,3,0,0,3,7,0,6,0,0,6,3,2,4,0,0,2,1,9,2,5,0,2
"Ant395",0,0,15,0,8,3,1,3,0,1,3,0,3,0,8,2,1,0,0,2,0,0,12,3,0,1,8,0,5,4,4,1,7,14,7,0,0,0,10,2,3,1,4,4
"Ant400",9,0,13,7,4,15,0,3,2,1,1,1,19,5,0,8,2,10,2,3,0,0,14,3,0,1,1,0,13,0,0,9,1,10,15,2,0,0,10,6,14,7,0,25
"Ant437",0,6,11,6,4,1,3,2,0,0,7,1,17,5,4,18,1,0,14,4,2,0,25,15,1,1,5,0,6,0,8,3,12,3,8,1,10,10,0,13,3,2,8,4
"Ant492",2,0,8,7,5,5,4,0,2,0,5,1,10,0,5,6,4,0,2,12,0,0,15,2,0,1,8,0,8,1,0,5,7,5,2,9,2,6,13,0,4,3,8,10
"Ant552",2,0,25,18,12,9,5,0,14,0,0,4,15,1,2,5,7,2,2,4,0,0,18,3,0,0,6,0,23,0,0,5,16,15,2,2,3,14,3,4,0,4,0,10
"Ant560",5,13,3,2,6,11,8,0,4,0,2,5,5,10,0,3,2,1,9,2,0,1,4,0,0,1,10,0,2,0,2,4,8,5,1,5,1,7,2,3,4,0,0,2
"Ant564",0,0,5,4,1,5,3,4,4,34,2,0,0,0,9,0,6,0,30,4,2,0,1,21,18,0,10,8,1,3,0,3,3,1,4,0,4,0,8,8,0,0,0,6
"Ant593",2,7,3,8,11,17,0,0,2,1,1,12,9,1,2,4,13,6,13,11,0,0,13,3,0,5,3,0,20,2,1,12,19,6,12,2,4,25,4,10,10,2,6,0
