"","Ant52","Ant6","Ant7","Ant19","Ant30","Ant60","Ant148","Ant202","Ant209","Ant268","Ant518","Ant32","Ant44","Ant50","Ant55","Ant63","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant552","Ant560","Ant564","Ant593"
"Ant169",0,5,6,7,8,0,0,0,4,3,4,8,19,3,0,0,2,3,4,0,0,0,4,0,0,0,3,0,3,3,0,3,11,8,4,5,3,1,0,1,2,3,0,18
"Ant176",0,0,1,0,0,0,0,21,0,20,0,0,0,0,33,0,0,0,0,0,0,0,0,70,18,0,0,20,0,13,7,0,0,0,0,0,0,0,2,0,0,0,0,0
"Ant178",0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant195",0,10,8,12,6,8,0,0,12,31,24,6,4,2,10,6,5,2,7,4,0,0,0,0,0,2,4,0,5,8,8,4,24,16,3,4,10,1,12,1,2,4,32,0
"Ant215",0,0,1,0,0,0,0,61,0,71,2,0,0,0,68,0,2,0,0,0,70,8,0,0,38,0,0,9,0,14,30,0,0,0,0,0,0,0,3,0,0,0,19,0
"Ant217",0,0,1,0,0,0,0,16,0,39,0,0,0,0,35,0,3,0,0,0,18,1,0,38,0,0,0,5,0,27,28,0,0,0,0,0,0,0,2,0,0,0,17,0
"Ant219",5,6,5,10,12,7,0,0,3,0,1,12,6,0,0,10,11,4,6,0,0,0,2,0,0,0,0,0,2,0,3,10,3,0,15,44,7,0,0,11,13,2,0,4
"Ant232",3,6,9,12,2,12,9,0,2,3,26,4,15,10,0,9,3,4,7,3,0,0,4,0,0,0,0,1,11,1,0,21,8,3,4,2,3,10,3,8,12,2,10,23
"Ant243",0,0,0,0,0,0,0,18,0,36,0,0,0,0,10,0,0,0,0,0,20,0,0,9,5,0,1,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,2,0
"Ant257",6,4,12,4,12,3,0,0,8,0,1,6,35,0,0,1,3,3,22,3,0,0,5,0,0,2,11,0,0,1,0,5,3,1,0,2,2,1,1,7,1,6,2,1
"Ant289",0,10,1,4,4,0,0,22,1,33,0,2,3,0,5,0,1,0,2,3,13,1,8,14,27,0,1,18,1,0,5,0,0,2,11,0,1,0,10,0,1,0,15,0
"Ant294",1,2,8,3,5,0,0,30,0,74,10,0,2,0,23,0,0,0,8,0,7,0,8,30,28,3,0,6,0,5,0,0,0,0,0,1,6,0,22,0,2,0,1,0
"Ant298",2,24,3,7,3,28,12,0,3,0,4,8,1,37,1,5,2,1,1,3,0,0,4,0,0,10,21,0,5,0,0,0,4,5,18,4,4,8,2,10,22,17,0,7
"Ant324",0,4,6,5,5,7,0,0,4,5,13,3,3,3,10,0,1,5,6,11,0,0,24,0,0,3,8,0,3,0,0,4,0,2,1,0,0,2,2,8,11,1,2,7
"Ant332",3,3,8,3,12,29,1,0,12,1,2,3,9,1,0,0,0,0,0,8,0,0,16,0,0,0,3,0,1,2,0,5,2,0,2,9,2,2,5,0,15,6,5,12
"Ant342",1,11,3,7,11,5,1,0,1,4,3,9,2,17,0,9,3,14,5,4,0,0,3,0,0,15,4,0,0,11,0,18,1,2,0,6,5,3,1,6,4,5,1,16
"Ant356",1,9,5,11,14,8,2,0,16,2,0,2,9,0,0,2,9,16,4,5,0,0,4,0,0,44,2,0,2,0,1,4,0,9,6,0,5,4,0,4,14,4,0,5
"Ant395",0,2,10,1,14,1,1,0,6,3,6,4,9,0,0,5,0,7,8,3,0,0,10,0,0,7,3,0,2,1,6,4,0,2,5,5,0,0,6,14,2,2,2,1
"Ant400",0,3,1,3,3,2,6,0,17,1,6,0,20,11,0,1,2,1,1,1,0,0,1,0,0,0,10,0,1,0,0,8,2,2,3,4,0,0,1,0,6,7,6,13
"Ant437",0,5,14,7,4,1,1,0,1,14,10,0,5,0,2,0,4,1,13,0,2,0,12,3,2,0,3,0,1,10,22,2,2,5,1,0,6,1,0,0,1,2,6,15
"Ant492",8,4,8,13,12,16,0,0,1,2,1,8,2,3,0,25,8,0,16,1,0,0,1,0,0,11,8,0,7,0,0,10,8,0,6,4,14,0,0,0,9,1,0,1
"Ant552",1,8,6,6,8,5,11,0,10,1,0,14,9,0,0,10,0,13,7,2,0,0,2,0,0,13,12,0,1,1,2,22,11,15,4,14,2,6,1,9,0,14,0,5
"Ant560",1,4,0,3,6,1,7,0,3,1,3,7,7,1,0,4,0,2,1,3,0,0,4,0,0,2,2,0,6,0,0,17,1,6,5,4,2,7,2,1,14,0,0,8
"Ant564",0,0,7,0,0,0,0,10,0,42,18,0,0,3,21,0,2,1,13,0,0,0,32,19,17,0,10,2,2,15,1,0,2,5,1,0,2,6,6,0,0,0,0,3
"Ant593",3,4,4,18,2,6,11,0,12,8,2,0,33,16,0,3,6,0,1,18,0,0,0,0,0,4,23,0,1,0,0,7,7,12,16,5,1,13,15,1,5,8,3,0
