"","Ant52","Ant6","Ant7","Ant19","Ant30","Ant60","Ant148","Ant202","Ant209","Ant268","Ant518","Ant32","Ant44","Ant50","Ant55","Ant63","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant552","Ant560","Ant564","Ant593"
"Ant137",5,0,0,0,1,1,0,0,1,0,0,16,20,0,0,1,5,0,8,1,0,0,2,0,0,0,7,0,0,0,0,30,0,16,0,0,0,4,0,0,40,14,4,1
"Ant140",2,2,0,4,6,1,2,0,3,4,2,3,10,2,0,2,3,8,0,8,0,0,36,0,0,3,8,0,0,0,0,4,8,32,10,3,0,2,0,1,18,5,10,4
"Ant169",2,2,1,12,14,4,9,0,6,3,0,18,7,0,0,4,4,1,8,0,0,0,2,0,0,7,5,0,8,0,1,11,0,0,5,5,1,10,4,1,3,2,3,2
"Ant176",0,0,4,0,0,0,0,35,0,15,0,0,0,0,25,0,0,0,0,0,0,0,0,43,33,0,0,6,0,19,8,0,0,0,0,0,0,0,0,0,0,0,7,0
"Ant178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant195",1,4,0,7,4,15,10,0,0,4,6,4,6,2,0,2,8,2,36,2,0,0,0,0,0,2,10,0,5,0,0,3,0,4,9,1,5,2,16,1,12,0,2,10
"Ant215",1,0,11,0,10,0,0,55,0,20,0,0,0,0,23,0,0,0,0,0,43,0,0,0,39,0,0,15,1,74,12,0,0,0,2,0,0,0,3,0,0,0,26,0
"Ant217",0,11,1,0,0,0,0,18,0,77,17,0,0,0,28,1,0,0,0,0,33,1,0,39,0,1,1,1,6,19,25,0,7,0,2,0,2,0,7,0,0,0,31,2
"Ant219",3,1,0,9,5,21,6,0,11,0,1,7,13,1,6,1,2,0,3,7,0,0,2,0,1,0,0,0,5,1,3,0,2,2,6,5,0,2,3,3,6,8,0,1
"Ant232",3,0,5,13,19,0,3,7,0,5,18,3,13,0,8,0,5,7,8,5,0,0,10,0,1,0,0,0,0,0,0,0,2,10,24,5,12,13,4,1,33,1,15,8
"Ant243",0,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,6,0,0,15,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Ant257",2,14,1,12,16,0,5,0,0,3,8,2,4,0,2,1,14,0,0,8,0,0,5,1,6,5,0,0,0,0,2,0,3,9,2,10,5,1,6,4,3,12,1,13
"Ant289",0,0,13,1,2,0,0,26,0,37,4,0,0,0,20,0,0,0,0,0,19,0,0,74,19,1,0,5,0,0,11,0,0,0,0,0,0,0,7,0,0,1,19,0
"Ant294",0,0,2,3,2,0,0,6,0,2,18,1,0,0,1,1,0,0,0,1,8,0,0,12,25,3,0,0,2,11,0,0,0,0,1,0,6,0,1,0,0,0,12,0
"Ant298",24,11,0,11,25,23,10,0,5,0,0,16,50,13,0,8,9,30,4,11,0,0,3,0,0,0,0,0,0,0,0,0,3,5,3,9,1,4,5,3,13,12,0,6
"Ant324",0,4,7,9,3,0,1,0,1,2,10,1,2,1,2,9,2,0,8,0,0,0,0,0,7,2,2,0,3,0,0,3,0,1,21,0,1,2,4,0,2,0,1,6
"Ant332",0,17,0,7,9,0,0,0,7,1,0,2,16,7,1,3,30,16,32,0,0,0,4,0,0,2,10,0,9,0,0,5,1,0,1,25,1,29,5,5,20,0,0,3
"Ant342",0,8,2,3,7,1,1,0,1,25,22,2,9,1,16,4,8,0,10,5,0,0,9,2,2,6,24,0,2,0,1,3,21,1,0,1,4,2,9,3,2,1,10,10
"Ant356",13,4,0,16,2,15,8,0,5,0,1,0,6,1,0,0,31,0,3,5,0,0,1,0,0,5,5,0,10,0,0,9,0,25,1,0,5,3,0,15,13,3,0,6
"Ant395",1,3,4,6,9,1,0,0,0,0,6,3,0,1,1,2,4,0,0,1,0,0,5,0,2,0,12,0,5,0,6,1,1,1,4,5,0,0,7,0,2,5,0,3
"Ant400",1,8,1,10,4,11,2,0,4,0,0,1,9,2,4,2,21,4,2,10,0,0,2,0,0,2,13,0,1,0,0,4,2,29,2,3,0,0,5,2,6,3,1,6
"Ant437",0,9,8,7,12,4,0,0,0,6,14,5,3,0,44,4,0,0,0,4,0,0,16,3,7,3,4,0,6,7,1,5,4,5,9,0,7,5,0,2,3,2,12,8
"Ant492",3,0,0,16,7,14,1,0,29,0,4,5,7,4,1,0,3,0,1,1,0,0,1,0,0,3,1,0,4,0,0,3,0,5,3,15,0,2,2,0,4,2,0,8
"Ant552",1,9,0,4,1,0,0,0,9,0,0,3,8,18,0,0,2,40,18,3,0,0,12,0,0,6,33,0,3,0,0,13,2,20,2,13,2,6,3,4,0,0,1,8
"Ant560",8,2,5,11,1,9,1,0,3,1,5,5,10,1,0,3,5,14,5,2,0,0,0,0,0,8,1,0,12,1,0,12,0,0,1,3,5,3,2,2,0,0,0,6
"Ant564",0,12,9,3,2,0,0,8,0,127,57,1,8,0,11,0,0,4,10,3,7,0,2,26,31,0,15,2,1,19,12,0,1,0,10,0,0,1,12,0,1,0,0,4
"Ant593",0,4,2,7,2,1,2,0,10,4,12,16,2,5,5,0,31,1,4,2,0,0,10,0,2,1,8,0,13,0,0,6,6,3,10,6,3,6,8,8,8,6,4,0
