"","Ant52","Ant6","Ant7","Ant19","Ant30","Ant60","Ant148","Ant202","Ant209","Ant268","Ant518","Ant32","Ant44","Ant50","Ant55","Ant63","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant552","Ant560","Ant564","Ant593"
"Ant50",6,1,0,6,6,8,3,0,0,0,0,4,16,0,0,0,4,10,4,4,0,0,0,0,0,0,5,0,4,0,0,2,1,1,0,6,0,0,0,1,2,0,0,11
"Ant55",0,0,12,6,11,0,0,38,0,62,1,0,3,0,0,0,0,0,0,1,22,0,2,73,32,0,0,8,2,48,7,0,0,0,0,0,0,0,32,0,0,0,2,0
"Ant63",0,6,2,1,2,1,0,0,0,2,2,0,1,0,0,0,3,2,4,0,0,0,6,0,0,9,3,0,5,0,0,0,11,2,1,7,3,6,0,5,5,0,5,6
"Ant98",7,3,0,0,2,9,1,0,4,1,8,3,7,4,0,3,0,15,1,3,0,0,2,1,0,0,10,0,1,0,0,13,1,32,4,15,0,22,0,1,3,1,0,4
"Ant137",3,0,1,11,1,4,5,0,5,0,0,2,11,10,0,2,15,0,1,5,0,0,2,0,0,15,0,0,0,0,0,0,0,11,2,0,0,2,0,8,5,0,0,0
"Ant140",6,9,0,6,0,7,0,0,7,0,0,50,13,4,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,2,1,8,0,0,0,8,9,0,0,0
"Ant169",1,2,1,2,1,15,3,0,0,2,3,8,3,4,1,0,3,5,1,0,0,0,14,0,0,2,21,0,3,0,0,0,1,9,4,15,3,1,0,8,4,1,0,1
"Ant176",0,0,0,0,0,0,0,2,0,31,1,0,0,0,22,0,0,0,0,0,0,0,0,33,27,0,0,5,0,11,0,0,0,0,0,0,0,0,28,0,0,0,4,0
"Ant178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant195",1,7,0,17,3,4,5,0,2,1,0,0,5,0,2,6,2,2,0,14,0,0,0,0,0,7,32,0,11,13,0,2,2,9,16,11,4,0,0,3,4,0,11,3
"Ant215",0,0,0,0,0,0,0,39,0,55,0,0,0,0,73,0,1,0,0,0,33,0,0,0,29,0,0,23,0,72,3,0,0,0,2,0,0,2,6,0,0,1,10,0
"Ant217",0,0,0,0,6,0,0,45,0,46,0,0,0,0,32,0,0,0,0,0,27,0,0,29,0,0,0,6,0,18,0,0,0,0,0,0,0,0,5,0,0,0,3,0
"Ant219",0,1,0,7,0,8,9,0,0,0,1,0,5,0,0,9,0,15,0,2,0,0,7,0,0,0,6,0,2,0,0,1,5,5,2,7,0,3,0,0,11,12,0,1
"Ant232",4,3,3,9,7,7,7,0,0,1,14,8,10,5,0,3,10,0,0,21,0,0,32,0,0,6,0,0,4,12,0,6,4,6,10,0,19,1,0,15,16,1,9,1
"Ant243",0,0,0,0,0,0,0,5,0,8,0,0,0,0,8,0,0,0,0,0,5,0,0,23,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ant257",0,9,6,9,6,1,1,0,3,1,3,1,3,4,2,5,1,0,0,3,0,0,11,0,0,2,4,0,0,0,0,1,6,10,7,2,3,2,2,2,1,4,1,1
"Ant289",0,0,0,2,0,0,0,14,0,59,0,0,0,0,48,0,0,0,0,0,11,0,13,72,18,0,12,3,0,0,15,1,5,0,0,0,0,0,11,0,0,0,19,4
"Ant294",0,0,0,0,1,0,0,21,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ant298",17,10,0,2,1,1,1,0,9,0,3,12,16,2,0,0,13,0,12,0,0,0,2,0,0,1,6,0,1,1,0,0,5,4,2,2,7,10,0,4,3,9,0,6
"Ant324",0,8,0,2,8,2,0,0,1,0,1,0,4,1,0,11,1,0,1,1,0,0,2,0,0,5,4,0,6,5,0,5,0,7,1,1,6,1,0,7,6,10,1,2
"Ant332",2,20,6,10,0,7,5,0,2,0,1,11,34,1,0,2,32,11,2,9,0,0,9,0,0,5,6,0,10,0,0,4,7,0,4,6,0,22,0,11,29,2,5,6
"Ant342",3,4,23,12,2,1,2,0,0,2,12,3,4,0,0,1,4,2,1,4,0,0,16,2,0,2,10,0,7,0,0,2,1,4,0,8,3,1,7,0,1,0,10,5
"Ant356",4,6,0,10,7,12,4,0,1,0,0,0,19,6,0,7,15,0,8,15,0,0,11,0,0,7,0,0,2,0,0,2,1,6,8,0,0,7,0,2,6,5,0,1
"Ant395",0,0,28,3,3,0,1,0,0,1,11,1,1,0,0,3,0,0,0,3,0,0,4,0,0,0,19,0,3,0,0,7,6,0,3,0,0,0,5,2,0,1,7,1
"Ant400",3,8,0,7,7,3,4,0,3,5,0,9,8,0,0,6,22,2,0,1,0,0,0,2,0,3,1,0,2,0,0,10,1,22,1,7,0,0,0,8,4,4,0,3
"Ant437",0,0,26,1,11,0,0,6,0,39,14,0,1,0,32,0,0,0,0,0,28,0,0,6,5,0,0,1,2,11,1,0,0,0,7,0,5,0,0,0,0,0,2,3
"Ant492",5,4,3,2,3,2,6,0,0,1,0,1,9,1,0,5,1,8,8,8,0,0,3,0,0,0,15,0,2,0,0,4,7,11,0,2,2,8,0,0,12,7,7,0
"Ant552",0,1,0,13,3,5,4,0,1,1,0,4,12,2,0,5,3,5,9,4,0,0,4,0,0,11,16,0,1,0,0,3,6,29,1,6,0,4,0,12,0,2,2,0
"Ant560",9,4,0,1,7,7,7,0,1,0,2,2,5,0,0,0,1,0,0,1,0,0,0,1,0,12,1,0,4,0,0,9,10,2,0,5,1,4,0,7,2,0,2,0
"Ant564",0,5,19,3,2,0,1,5,0,35,15,0,0,0,2,5,0,0,0,0,4,0,11,10,3,0,9,0,1,19,0,0,1,5,10,0,7,0,2,7,2,2,0,0
"Ant593",8,3,25,14,5,4,1,0,2,0,0,3,3,11,0,6,4,0,0,1,0,0,3,0,0,1,1,0,1,4,0,6,2,6,5,1,1,3,3,0,0,0,0,0
