"","Ant52","Ant6","Ant7","Ant19","Ant30","Ant60","Ant148","Ant202","Ant209","Ant268","Ant518","Ant32","Ant44","Ant50","Ant55","Ant63","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant552","Ant560","Ant564","Ant593"
"Ant518",0,12,7,13,1,0,0,3,0,12,0,0,6,1,26,0,2,0,8,6,1,0,15,1,4,1,0,7,0,2,4,0,1,5,1,1,5,0,10,5,1,0,2,15
"Ant32",7,2,5,2,4,6,9,0,15,0,0,0,16,6,3,7,0,12,0,3,0,0,5,0,0,6,7,0,9,0,0,3,0,13,10,15,0,3,4,1,3,8,0,0
"Ant44",19,4,2,21,6,11,5,0,1,0,6,16,0,11,0,3,12,15,4,20,0,0,8,0,0,20,2,0,6,0,1,16,2,31,16,12,1,3,7,3,6,4,9,10
"Ant50",9,0,0,1,2,22,5,0,8,0,1,6,11,0,0,26,16,21,0,7,0,0,5,0,0,0,0,0,6,0,0,9,1,20,3,2,2,10,0,2,12,0,0,7
"Ant55",0,5,3,0,3,0,0,40,0,54,26,3,0,0,0,0,0,0,22,0,30,1,1,39,20,0,11,2,2,31,18,0,0,0,0,1,0,1,23,0,2,0,22,0
"Ant63",4,0,4,1,0,0,0,0,1,0,0,7,3,26,0,0,1,13,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,18,3,0,0,3,0,0,0,12,0,5
"Ant98",19,0,0,5,6,6,12,0,8,0,2,0,12,16,0,1,0,2,2,2,0,0,8,0,0,3,2,0,3,0,0,13,3,5,3,2,1,1,0,4,11,2,0,42
"Ant137",5,0,9,1,2,2,0,0,3,0,0,12,15,21,0,13,2,0,0,1,0,0,3,0,0,3,1,0,0,0,0,8,0,35,20,1,0,7,0,0,0,0,0,0
"Ant140",0,22,9,7,2,5,0,0,0,36,8,0,4,0,22,0,2,0,0,9,0,0,0,2,7,0,13,0,8,0,2,5,4,0,2,0,9,3,17,0,2,0,59,0
"Ant169",1,7,8,6,3,1,5,0,2,0,6,3,20,7,0,2,2,1,9,0,0,0,5,0,0,4,4,0,9,0,1,14,6,5,5,7,16,1,3,12,4,0,2,4
"Ant176",0,0,0,0,0,0,0,37,0,42,1,0,0,0,30,0,0,0,0,0,0,0,0,50,5,0,0,7,0,30,4,0,0,0,0,0,0,0,0,0,0,0,9,0
"Ant178",0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant195",15,0,5,1,12,9,3,0,2,0,15,5,8,5,1,0,8,3,0,5,0,0,0,0,0,17,30,0,2,0,7,3,3,6,7,1,2,2,2,1,6,2,0,15
"Ant215",0,3,2,0,0,1,0,77,0,102,1,0,0,0,39,0,0,0,2,0,50,0,0,0,22,0,0,15,0,61,9,0,0,0,0,0,1,0,0,0,0,0,13,0
"Ant217",0,1,6,0,0,0,0,8,0,57,4,0,0,0,20,0,0,0,7,0,5,0,0,22,0,0,7,0,1,35,43,0,0,0,9,0,0,1,9,0,0,0,30,0
"Ant219",0,0,1,8,5,2,16,0,20,0,1,6,20,0,0,0,3,3,0,4,0,0,17,0,0,0,6,0,3,0,0,8,0,11,1,4,1,0,0,0,12,0,0,4
"Ant232",4,14,26,2,12,13,6,0,8,51,0,7,2,0,11,2,2,1,13,4,0,0,30,0,7,6,0,0,10,0,35,2,12,6,9,4,1,1,8,7,7,3,4,20
"Ant243",0,2,0,0,0,0,0,28,0,17,7,0,0,0,2,0,0,0,0,0,7,0,0,15,0,0,0,0,0,31,4,0,0,0,0,0,0,0,2,0,0,0,23,0
"Ant257",0,5,7,2,2,4,0,0,3,0,0,9,6,6,2,0,3,0,8,9,0,0,2,0,1,3,10,0,0,0,0,2,2,0,0,4,7,2,1,4,15,8,0,4
"Ant289",0,0,0,0,0,0,0,20,0,71,2,0,0,0,31,0,0,0,0,0,30,0,0,61,35,0,0,31,0,0,35,0,0,0,0,0,0,0,1,0,0,0,20,0
"Ant294",0,3,20,5,4,0,0,17,0,58,4,0,1,0,18,0,0,0,2,1,4,1,7,9,43,0,35,4,0,35,0,1,1,0,4,0,1,0,17,1,0,0,0,0
"Ant298",11,1,2,7,18,19,10,0,1,0,0,3,16,9,0,0,13,8,5,14,0,0,3,0,0,8,2,0,2,0,1,0,2,6,5,8,10,11,1,11,10,1,0,5
"Ant324",0,5,9,13,5,0,0,0,0,1,1,0,2,1,0,1,3,0,4,6,0,0,3,0,0,0,12,0,2,0,1,2,0,3,5,0,15,0,2,1,2,1,1,3
"Ant332",3,0,2,12,7,14,2,0,6,0,5,13,31,20,0,18,5,35,0,5,0,0,6,0,0,11,6,0,0,0,0,6,3,0,4,6,0,3,0,0,2,1,0,1
"Ant342",0,1,9,2,11,3,0,0,0,3,1,10,16,3,0,3,3,20,2,5,0,0,7,0,9,1,9,0,0,0,4,5,5,4,0,7,21,1,2,0,3,6,0,8
"Ant356",0,0,0,11,2,6,15,0,6,0,1,15,12,2,1,0,2,1,0,7,0,0,1,0,0,4,4,0,4,0,0,8,0,6,7,0,5,1,0,1,12,4,0,3
"Ant395",1,9,9,2,4,1,2,0,0,2,5,0,1,2,0,0,1,0,9,16,0,0,2,1,0,1,1,0,7,0,1,10,15,0,21,5,0,1,7,3,5,2,4,4
"Ant400",8,5,9,7,5,4,0,0,0,0,0,3,3,10,1,3,1,7,3,1,0,0,2,0,1,0,1,0,2,0,0,11,0,3,1,1,1,0,3,7,1,8,0,2
"Ant437",0,10,5,4,4,0,0,1,0,13,10,4,7,0,23,0,0,0,17,3,0,0,2,0,9,0,8,2,1,1,17,1,2,0,2,0,7,3,0,0,1,1,19,0
"Ant492",5,3,1,9,7,3,1,0,0,0,5,1,3,2,0,0,4,0,0,12,0,0,1,0,0,0,7,0,4,0,1,11,1,0,0,1,3,7,0,0,1,0,0,9
"Ant552",2,8,4,4,5,7,1,0,10,2,1,3,6,12,2,0,11,0,2,4,0,0,6,0,0,12,7,0,15,0,0,10,2,2,3,12,5,1,1,1,0,3,0,10
"Ant560",1,1,1,3,10,7,0,0,5,1,0,8,4,0,0,12,2,0,0,0,0,0,2,0,0,0,3,0,8,0,0,1,1,1,6,4,2,8,1,0,3,0,0,3
"Ant564",0,3,10,2,0,0,0,1,0,34,2,0,9,0,22,0,0,0,59,2,9,0,0,13,30,0,4,23,0,20,0,0,1,0,0,0,4,0,19,0,0,0,0,0
"Ant593",0,0,1,7,14,4,11,0,3,0,15,0,10,7,0,5,42,0,0,4,0,0,15,0,0,4,20,0,4,0,0,5,3,1,8,3,4,2,0,9,10,3,0,0
