"","Ant52","Ant6","Ant7","Ant19","Ant30","Ant60","Ant148","Ant202","Ant209","Ant268","Ant518","Ant32","Ant44","Ant50","Ant55","Ant63","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant552","Ant560","Ant564","Ant593"
"Ant289",0,0,0,0,2,0,0,13,0,84,1,0,0,0,48,0,0,0,0,0,18,1,0,50,25,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant294",0,0,0,0,1,0,0,42,0,17,0,0,0,0,16,0,0,0,0,0,14,0,0,34,38,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant298",6,2,4,13,15,34,10,0,37,1,0,25,42,23,0,0,6,44,8,10,0,0,3,0,0,7,12,0,6,0,0,0,5,8,6,3,1,9,1,10,19,4,2,21
"Ant324",0,2,4,0,9,0,5,0,3,1,0,1,3,1,0,10,4,2,7,1,0,0,4,0,0,2,1,0,8,0,0,5,0,10,10,2,6,0,2,5,0,0,3,3
"Ant332",2,1,4,3,1,11,20,0,8,0,1,9,9,12,2,20,16,5,26,9,0,0,17,0,0,7,1,2,10,0,0,8,10,0,6,3,0,15,3,5,3,2,0,6
"Ant342",0,4,7,21,3,3,4,1,0,7,9,0,22,3,1,0,9,3,0,5,0,0,13,4,0,2,26,0,3,0,0,6,10,6,0,2,8,0,5,4,0,6,10,9
"Ant356",0,0,0,4,2,1,28,0,18,0,1,0,12,1,0,0,6,1,0,12,0,0,3,0,0,5,12,1,4,0,0,3,2,3,2,0,3,8,13,2,10,0,1,4
"Ant395",0,8,6,0,0,1,2,0,0,3,11,4,2,1,10,1,0,0,11,6,0,0,2,0,0,2,2,0,4,0,0,1,6,0,8,3,0,0,1,1,2,6,14,5
"Ant400",6,6,0,7,10,6,4,0,4,2,2,6,11,6,0,5,9,0,11,1,0,0,19,0,0,23,2,0,7,0,0,9,0,15,0,8,0,0,0,7,1,2,1,10
"Ant437",2,4,7,2,7,11,0,4,0,13,3,0,0,3,30,12,3,0,9,2,2,0,18,17,4,0,7,8,0,0,0,1,2,3,5,13,1,0,0,0,2,1,5,4
"Ant492",1,2,0,5,2,2,10,0,12,0,3,10,4,4,0,5,2,1,3,5,0,0,0,2,0,4,9,1,7,0,0,10,5,5,4,2,1,7,0,0,6,8,0,17
"Ant552",0,4,1,9,3,8,16,0,16,0,0,0,5,2,0,0,18,0,2,7,0,0,5,0,0,11,16,0,4,0,0,19,0,3,0,10,2,1,2,6,0,2,1,12
"Ant560",1,0,1,7,3,15,5,0,2,0,4,3,13,0,0,5,2,3,2,3,0,0,2,0,0,2,3,0,3,0,0,4,0,2,6,0,6,2,1,8,2,0,1,10
"Ant564",1,26,9,8,16,1,0,0,0,32,24,0,2,2,5,1,11,0,1,9,6,0,14,5,0,2,1,6,4,0,0,2,3,0,10,1,14,1,5,0,1,1,0,1
"Ant593",5,0,2,15,12,10,19,0,16,0,1,3,24,2,0,15,11,4,11,4,0,0,5,0,0,15,11,0,12,0,0,21,3,6,9,4,5,10,4,17,12,10,1,0
