"","Ant52","Ant6","Ant7","Ant19","Ant30","Ant60","Ant148","Ant202","Ant209","Ant268","Ant518","Ant32","Ant44","Ant50","Ant55","Ant63","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant552","Ant560","Ant564","Ant593"
"Ant332",0,0,5,12,9,3,3,0,0,0,1,0,18,16,0,1,6,5,3,7,0,0,2,0,0,17,4,0,6,0,0,23,3,0,9,6,3,7,5,13,21,14,0,2
"Ant342",1,11,13,4,3,10,1,0,0,8,2,2,8,13,0,15,1,4,21,4,0,0,4,0,3,4,5,0,5,5,0,6,12,9,0,2,2,10,2,10,10,11,0,4
"Ant356",5,1,3,3,9,12,7,0,14,0,0,1,2,11,0,0,4,2,0,6,0,0,0,0,0,9,0,0,4,0,0,3,0,6,2,0,0,1,0,5,3,2,0,6
"Ant395",0,0,2,10,1,0,2,0,1,6,0,0,1,7,0,3,0,1,0,1,0,0,17,0,0,3,0,0,5,5,0,12,2,3,2,0,0,4,2,0,0,1,0,4
"Ant400",5,0,0,4,4,9,1,0,2,2,7,5,12,20,0,6,2,10,19,14,0,0,6,0,0,4,3,0,27,1,0,2,3,7,10,1,4,0,5,6,8,3,0,6
"Ant437",0,23,13,14,7,0,1,0,0,20,14,1,2,4,2,0,0,0,3,5,0,0,5,4,11,2,14,0,0,11,6,0,13,5,2,0,2,5,0,2,2,0,1,3
"Ant492",7,0,0,1,15,1,0,0,1,0,0,0,7,4,0,10,2,5,1,0,0,0,0,0,0,5,0,0,0,7,0,13,0,13,10,5,0,6,2,0,1,1,0,0
"Ant552",7,6,13,6,15,10,6,0,1,1,0,1,15,26,0,0,5,12,3,3,0,0,1,0,0,28,1,0,2,0,0,3,10,21,10,3,0,8,2,1,0,0,0,7
"Ant560",13,0,0,27,11,1,0,0,4,1,0,6,7,12,0,28,6,0,1,3,0,0,0,0,0,1,0,0,11,0,0,16,0,14,11,2,1,3,0,1,0,0,0,8
"Ant564",0,0,0,0,0,0,0,21,0,166,0,0,0,0,56,0,0,0,0,2,32,5,0,24,38,0,2,32,0,12,43,0,1,0,0,0,0,0,1,0,0,0,0,0
"Ant593",3,6,14,5,9,11,13,0,2,7,1,5,13,11,0,4,12,6,15,4,0,0,7,0,6,1,2,0,6,1,11,5,8,2,4,6,4,6,3,0,7,8,0,0
