"","Ant52","Ant6","Ant7","Ant19","Ant30","Ant60","Ant148","Ant202","Ant209","Ant268","Ant518","Ant32","Ant44","Ant50","Ant55","Ant63","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant552","Ant560","Ant564","Ant593"
"Ant243",0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,16,23,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ant257",1,3,2,7,5,0,0,0,2,1,12,0,0,0,1,6,1,5,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,1,4,6,0,3,0,0,0,5,3,8
"Ant289",1,3,24,0,4,0,5,43,0,21,10,7,0,0,16,1,0,0,26,0,16,0,6,26,0,0,3,4,0,0,0,1,0,7,13,0,3,0,21,0,0,1,42,0
"Ant294",0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,2,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant298",24,11,1,12,0,1,0,0,0,0,2,0,45,1,0,0,3,1,0,9,0,0,1,7,0,4,1,0,5,1,0,0,0,3,3,0,10,4,3,20,3,0,0,2
"Ant324",0,0,2,2,3,1,2,0,0,1,0,7,5,4,0,11,3,0,0,4,0,0,5,1,0,2,23,0,1,0,0,0,0,4,3,0,0,1,2,2,0,1,0,5
"Ant332",1,1,0,2,8,4,0,0,0,7,10,10,1,4,1,4,7,0,0,0,0,0,5,5,0,0,7,0,1,7,0,3,4,0,5,0,9,0,2,6,4,2,10,2
"Ant342",0,10,2,4,10,0,3,0,5,8,6,5,12,2,2,4,2,1,4,0,0,0,8,3,13,0,5,0,4,13,0,3,3,5,0,1,7,2,7,3,1,1,8,1
"Ant356",0,3,0,7,0,15,3,0,2,1,0,0,2,1,0,0,1,0,0,3,0,0,15,0,0,2,0,0,6,0,0,0,0,0,1,0,1,0,0,2,2,7,0,0
"Ant395",0,7,9,1,7,0,0,0,0,5,13,2,1,0,3,0,0,0,13,0,0,0,6,4,0,0,1,0,0,3,0,10,0,9,7,1,0,3,2,3,0,1,18,0
"Ant400",29,0,0,1,2,1,12,0,2,5,0,0,2,3,1,1,10,0,0,0,0,0,0,2,0,1,0,0,3,0,0,4,1,0,2,0,3,0,0,4,0,0,3,3
"Ant437",0,2,13,1,6,0,1,0,0,14,26,4,1,1,31,4,0,0,2,2,0,0,2,3,0,0,2,0,0,21,0,3,2,2,7,0,2,0,0,0,0,5,13,2
"Ant492",5,1,0,0,1,0,2,0,2,1,1,5,3,1,3,2,1,0,12,3,0,0,2,3,0,12,5,0,0,0,0,20,2,6,3,2,3,4,0,0,1,0,3,0
"Ant552",0,0,0,3,0,4,0,0,0,2,1,0,26,11,0,0,0,0,1,2,0,0,2,1,0,2,0,0,0,0,0,3,0,4,1,2,0,0,0,1,0,0,0,0
"Ant560",0,0,2,3,0,5,2,0,0,0,2,5,2,3,1,3,0,1,1,0,0,0,5,1,0,1,2,0,5,1,0,0,1,2,1,7,1,0,5,0,0,0,1,1
"Ant564",0,5,15,0,18,0,1,0,2,24,34,3,2,0,9,1,1,0,14,0,0,0,19,6,0,0,14,1,3,42,0,0,0,10,8,0,18,3,13,3,0,1,0,0
"Ant593",1,0,5,1,1,1,1,0,1,0,3,1,0,31,1,2,6,0,0,16,0,0,4,0,0,0,0,0,8,0,0,2,5,2,1,0,0,3,2,0,0,1,0,0
