"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant60",6,24,0,0,3,2,11,11,2,11,0,13,10,13,10,5,1,16,27,8,15,8,8,9,0,12,2,1,6,0,7,0,1,0,12,10,0,0,9,4,0,7,23,3,2,8,9,0,20,2,1,3,1,0,0,13,19,4,15,0,8,0,19,12,3,2,9,13,10,0,3,3,3,8,16,0,1,3,1,4,4,10,9,2,1,7,0,6,6,3,0,2,6,6,9,7
"Ant64",2,27,2,2,9,5,13,10,11,18,13,0,69,20,30,10,0,5,3,3,37,14,2,10,0,7,1,2,11,0,3,0,1,0,2,5,0,2,19,7,7,9,7,8,2,1,40,8,2,5,0,1,0,0,0,10,3,6,0,0,4,0,26,29,2,6,65,40,30,1,7,8,3,14,10,0,1,4,1,0,21,5,3,0,10,22,1,6,5,8,17,3,4,34,6,1
"Ant73",5,28,0,1,13,0,2,9,15,15,10,69,0,13,7,8,0,6,1,0,28,9,5,4,0,5,10,0,9,0,4,7,7,0,2,2,0,0,17,2,6,3,8,3,1,0,26,22,25,0,0,0,2,0,1,2,0,2,0,11,2,0,28,23,0,0,26,3,14,10,2,6,7,3,14,8,0,0,0,0,12,1,0,0,1,30,0,10,10,23,0,1,0,64,2,3
"Ant76",2,26,1,2,25,1,11,6,21,21,13,20,13,0,4,12,0,2,11,2,16,21,7,1,0,4,10,5,8,1,12,18,10,1,3,3,16,19,26,8,10,11,9,4,1,0,42,9,1,3,0,2,0,7,0,1,5,4,0,28,6,0,39,22,0,1,12,8,16,11,6,18,14,5,7,17,0,0,1,3,5,0,4,1,4,12,2,21,4,25,16,0,2,34,3,4
"Ant148",1,26,3,2,28,2,15,6,47,26,10,30,7,4,0,3,0,2,67,1,14,18,10,0,0,2,3,3,6,2,13,10,8,0,6,0,3,3,40,1,11,19,6,1,6,1,13,25,5,0,4,0,0,1,0,0,0,3,0,13,2,0,11,34,0,6,40,19,35,20,5,5,30,10,7,1,0,2,0,0,4,6,0,0,12,6,0,23,7,10,21,1,1,27,1,0
"Ant158",4,18,3,2,21,1,6,4,15,10,5,10,8,12,3,0,0,5,7,2,20,13,3,5,0,1,12,1,4,1,3,6,3,0,3,1,6,10,12,6,6,7,4,1,0,0,16,11,0,0,0,2,0,8,0,1,4,12,0,13,1,1,14,11,0,2,16,11,5,13,4,35,5,7,11,16,0,2,0,1,3,1,9,3,2,5,0,15,7,13,7,0,0,5,4,5
"Ant191",2,2,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,4,1,0,0,0,0,0,0,1,18,0,2,1,0,2,0,0,0,4,2,0,2,0,0,2,7,4,9,12,0,1,1,4,3,0,0,1,18,2,0,3,0,0,1,0,0,0,0,0,1,0,0,10,3,1,0,5,2,1,2,0,0,1,1,0,2,0,2,5,2,0,0
"Ant202",4,16,17,7,0,5,4,1,0,6,16,5,6,2,2,5,0,0,0,13,4,9,11,18,3,10,0,12,11,0,20,0,1,7,8,7,0,0,10,2,1,7,12,4,4,3,2,0,5,3,0,0,3,0,0,2,4,8,5,0,5,0,7,1,2,5,1,8,3,0,8,3,0,6,4,0,5,10,1,0,8,25,5,3,0,7,10,3,21,0,0,10,13,1,23,12
"Ant209",9,9,0,0,69,1,10,19,94,40,27,3,1,11,67,7,1,0,0,0,13,14,25,6,1,2,10,12,1,10,3,37,32,0,6,0,21,21,29,5,20,20,14,7,2,0,13,48,5,0,0,2,1,14,0,2,0,2,1,39,0,0,28,86,3,3,41,46,29,48,7,9,55,8,17,15,0,2,1,5,2,6,0,0,41,1,1,57,5,33,30,7,7,45,12,3
"Ant268",1,3,2,5,0,1,5,1,0,4,8,3,0,2,1,2,1,13,0,0,0,4,1,1,5,2,0,0,11,0,4,0,0,4,1,7,0,0,6,2,1,1,2,0,2,6,3,0,3,2,2,0,12,0,0,0,0,6,2,0,0,0,1,1,4,4,0,1,3,0,2,0,0,2,2,0,0,1,1,3,9,3,0,8,0,3,3,0,4,0,0,7,4,0,9,13
"Ant308",11,25,0,1,3,0,19,11,19,13,15,37,28,16,14,20,0,4,13,0,0,19,24,4,1,5,0,8,5,3,5,9,8,0,5,1,8,5,16,12,17,2,14,0,3,0,9,11,3,0,0,3,0,1,1,7,1,22,1,22,3,1,17,7,1,1,32,30,15,7,11,5,14,20,11,16,0,4,0,1,6,2,2,3,7,9,0,4,7,3,7,2,6,47,13,4
"Ant311",12,18,6,6,7,4,13,11,13,16,8,14,9,21,18,13,1,9,14,4,19,0,10,4,3,19,3,3,10,4,14,4,2,2,5,10,0,6,21,15,10,2,8,1,1,7,14,4,5,4,2,0,0,3,1,4,6,0,3,3,5,0,15,11,1,5,15,21,12,2,10,21,6,16,11,4,2,9,1,7,4,14,4,2,5,12,6,7,3,13,6,0,4,11,8,0
"Ant518",2,26,0,0,23,2,13,6,19,8,8,2,5,7,10,3,0,11,25,1,24,10,0,2,1,2,10,2,3,1,7,2,9,1,1,0,10,11,4,1,10,2,2,1,0,0,15,12,1,0,0,1,0,8,0,3,2,16,0,7,0,0,17,9,0,0,10,22,4,17,10,2,7,22,14,3,0,3,1,1,2,0,2,2,7,7,0,8,12,18,24,0,1,5,3,0
"Ant620",4,9,4,1,4,13,3,4,1,6,9,10,4,1,0,5,2,18,6,1,4,4,2,0,6,2,0,2,5,0,3,0,1,5,8,1,5,0,4,3,0,2,8,1,2,2,0,0,4,3,3,3,3,0,0,6,1,2,0,0,3,1,0,12,0,1,11,3,12,0,0,0,1,1,4,0,2,17,3,0,4,5,14,3,0,12,3,1,4,0,1,6,11,1,9,4
"Ant0",1,1,14,1,0,3,2,2,0,0,0,0,0,0,0,0,4,3,1,5,1,3,1,6,0,10,0,0,2,0,4,0,0,10,0,2,2,0,1,0,0,1,4,8,2,4,0,0,7,5,1,0,1,0,1,6,0,5,4,0,5,0,1,1,0,2,0,1,0,0,1,0,0,2,2,0,5,4,0,1,2,0,3,4,0,4,4,0,1,0,0,2,4,1,2,1
"Ant13",7,1,17,9,1,1,12,12,0,5,12,7,5,4,2,1,1,10,2,2,5,19,2,2,10,0,0,1,2,0,3,0,3,3,1,13,0,0,9,2,3,1,10,10,2,0,0,0,4,12,3,4,4,0,5,26,9,6,14,0,11,0,11,6,1,13,1,10,3,0,6,2,0,8,2,0,1,5,0,10,10,3,7,0,0,3,8,2,3,0,1,16,5,1,8,13
"Ant23",0,5,0,1,18,0,0,1,14,8,2,1,10,10,3,12,0,0,10,0,0,3,10,0,0,0,0,12,0,5,0,10,14,0,0,0,9,2,9,0,8,7,0,1,0,0,27,31,0,0,0,1,0,1,0,9,0,0,2,1,1,0,0,0,0,0,9,12,3,19,9,3,8,0,16,10,0,0,0,0,0,1,0,0,17,0,1,24,0,23,2,0,0,1,2,0
"Ant27",6,5,0,0,7,2,0,4,17,8,1,2,0,5,3,1,0,12,12,0,8,3,2,2,0,1,12,0,3,5,13,2,16,1,3,0,4,5,39,0,5,3,0,3,2,2,11,12,1,0,0,1,0,11,1,0,0,1,0,2,0,0,10,1,2,3,2,9,2,8,10,0,0,4,4,7,0,3,0,0,3,2,1,1,11,7,0,18,1,5,7,5,3,1,14,1
"Ant29",2,9,1,1,1,16,6,4,1,4,6,11,9,8,6,4,0,11,1,11,5,10,3,5,2,2,0,3,0,0,14,0,0,5,10,5,1,0,19,5,3,3,8,8,8,0,1,0,3,1,0,1,0,0,7,3,15,9,0,0,3,1,5,12,8,5,11,10,9,0,1,2,6,5,10,0,2,8,7,13,6,2,5,2,1,9,9,3,16,1,1,19,2,1,6,5
"Ant32",0,0,0,0,15,0,0,0,27,3,0,0,0,1,2,1,0,0,10,0,3,4,1,0,0,0,5,5,0,0,0,6,6,0,0,0,4,3,8,0,6,3,0,0,0,0,12,5,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,2,8,5,4,0,2,9,0,0,0,0,0,0,0,0,7,0,0,6,0,1,13,0,0,0,3,0
"Ant42",2,22,1,1,0,4,2,10,0,10,7,3,4,12,13,3,0,20,3,4,5,14,7,3,4,3,0,13,14,0,0,0,0,1,14,2,1,0,17,7,3,3,3,4,3,3,4,0,1,1,1,1,0,0,1,6,1,3,3,0,0,0,12,18,1,7,12,15,11,0,1,1,3,4,5,0,3,12,0,7,5,24,4,5,1,8,3,0,12,0,0,5,7,8,17,17
"Ant43",0,0,0,0,28,0,0,0,27,21,0,0,7,18,10,6,0,0,37,0,9,4,2,0,0,0,10,2,0,6,0,0,10,0,0,0,17,21,8,0,6,2,0,0,0,0,23,24,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,1,0,0,0,4,2,31,5,8,10,0,10,35,0,0,0,0,0,0,0,0,3,0,0,12,0,20,27,0,0,6,0,0
"Ant44",2,7,0,1,19,0,1,0,52,19,1,1,7,10,8,3,1,1,32,0,8,2,9,1,0,3,14,16,0,6,0,10,0,0,1,0,1,6,25,0,21,5,0,1,0,0,10,22,0,0,0,0,0,4,0,1,2,0,1,4,0,0,7,5,1,1,16,4,4,8,11,4,3,0,8,10,0,4,0,0,2,2,0,0,13,2,1,19,2,17,30,0,0,1,5,0
"Ant50",2,2,6,7,0,1,0,1,0,0,0,0,0,1,0,0,18,7,0,4,0,2,1,5,10,3,0,1,5,0,1,0,0,0,0,10,0,0,1,0,0,0,8,4,3,6,2,0,2,8,12,3,16,0,5,1,7,6,3,0,2,8,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,5,10,6,2,0,5,0,0,0,0,0,1,0,0,9,13,0,2,1
"Ant55",7,5,3,9,1,3,14,13,1,5,12,2,2,3,6,3,0,8,6,1,5,5,1,8,0,1,0,3,10,0,14,0,1,0,0,7,7,1,16,6,4,5,15,2,2,4,5,3,11,2,0,0,0,0,1,2,5,4,2,0,0,0,15,12,0,4,7,19,13,0,4,0,5,11,2,0,2,11,0,5,6,8,11,0,0,16,1,1,12,1,0,2,11,8,15,3
"Ant63",1,8,2,1,0,4,5,1,0,2,10,5,2,3,0,1,2,7,0,7,1,10,0,1,2,13,0,0,5,0,2,0,0,10,7,0,0,0,4,5,0,0,3,3,13,3,3,0,3,10,0,3,4,0,12,9,1,0,0,0,2,0,5,3,12,3,0,3,3,0,1,6,0,2,1,0,0,7,9,3,0,1,1,5,0,2,3,2,3,0,0,2,5,1,7,3
"Ant97",1,7,0,0,17,1,9,4,11,5,0,0,0,16,3,6,1,0,21,0,8,0,10,5,2,0,9,4,1,4,1,17,1,0,7,0,0,8,9,1,8,8,5,1,0,3,8,17,8,0,0,10,0,5,0,1,1,1,0,11,0,0,2,2,1,0,7,8,7,2,5,3,28,2,9,3,0,5,0,0,0,0,0,0,10,1,3,20,0,12,16,1,0,3,1,0
"Ant98",1,1,0,0,19,0,0,1,16,18,0,2,0,19,3,10,0,0,21,0,5,6,11,0,0,0,2,5,0,3,0,21,6,0,1,0,8,0,11,1,11,3,1,2,0,2,20,22,1,0,0,0,0,3,0,0,1,0,0,4,2,0,0,0,0,0,2,1,3,10,8,6,2,3,3,8,0,0,0,0,0,4,2,0,33,1,0,20,0,9,22,0,1,2,0,0
"Ant100",11,36,3,1,20,6,5,14,23,13,9,19,17,26,40,12,2,10,29,6,16,21,4,4,1,9,9,39,19,8,17,8,25,1,16,4,9,11,0,2,33,21,7,9,0,1,32,17,9,0,0,1,1,17,1,1,10,8,1,9,15,0,5,14,1,15,26,15,16,18,16,22,10,7,18,22,0,16,3,4,5,7,0,1,28,14,0,15,6,9,11,5,1,36,25,7
"Ant109",3,11,6,1,0,0,17,1,4,1,4,7,2,8,1,6,0,2,5,2,12,15,1,3,0,2,0,0,5,0,7,0,0,0,6,5,1,1,2,0,1,2,29,1,0,0,10,0,0,1,3,4,1,0,0,26,4,7,7,0,4,2,10,10,4,5,13,41,7,0,2,2,1,10,5,0,1,5,0,0,2,0,1,11,0,12,0,2,21,0,1,0,5,3,5,2
"Ant113",1,3,0,0,21,1,8,4,21,17,0,7,6,10,11,6,0,1,20,1,17,10,10,0,0,3,8,5,3,6,3,6,21,0,4,0,8,11,33,1,0,0,6,0,0,0,14,11,0,0,0,0,0,13,0,0,0,0,0,14,2,0,2,11,0,0,3,8,2,10,10,3,6,3,7,18,0,0,0,0,0,1,0,0,8,1,0,17,2,6,14,0,1,13,6,1
"Ant115",2,29,0,0,13,2,9,14,12,22,7,9,3,11,19,7,0,7,20,1,2,2,2,2,1,1,7,3,3,3,3,2,5,0,5,0,8,3,21,2,0,0,14,0,1,1,15,30,0,0,1,0,1,1,0,2,1,4,0,8,0,0,7,9,1,0,9,4,16,5,1,2,6,6,7,7,0,2,0,0,1,0,1,0,0,3,0,19,3,12,6,1,1,25,6,0
"Ant117",12,9,10,9,2,1,24,18,1,4,23,7,8,9,6,4,4,12,14,2,14,8,2,8,4,10,0,0,8,0,3,0,0,8,15,3,5,1,7,29,6,14,0,3,3,1,3,0,5,3,5,1,20,0,12,14,6,9,15,0,12,1,4,9,1,1,13,16,12,0,3,0,29,7,4,0,5,11,8,2,7,12,9,2,1,1,3,1,25,0,3,3,5,3,17,4
"Ant127",0,4,6,2,0,5,2,1,0,1,3,8,3,4,1,1,2,4,7,0,0,1,1,1,8,10,1,3,8,0,4,0,1,4,2,3,1,2,9,1,0,0,3,0,6,0,1,0,8,2,0,3,0,0,0,2,2,5,0,0,0,0,3,2,2,6,12,3,6,0,1,0,0,6,1,0,0,11,1,1,5,4,9,0,0,3,2,2,1,1,2,2,1,5,6,5
"Ant137",6,0,4,4,0,1,5,0,1,0,2,2,1,1,6,0,0,4,2,2,3,1,0,2,2,2,0,2,8,0,3,0,0,3,2,13,0,0,0,0,0,1,3,6,0,2,0,0,5,4,0,0,7,0,0,0,3,5,4,0,0,0,0,3,5,1,0,2,4,0,0,0,0,0,1,0,0,2,11,2,2,2,0,18,0,0,8,0,0,0,0,3,9,0,1,2
"Ant139",1,0,6,6,0,2,1,4,0,1,8,1,0,0,1,0,2,3,0,6,0,7,0,2,4,0,0,2,0,0,3,0,0,6,4,3,3,2,1,0,0,1,1,0,2,0,1,0,2,5,0,4,0,0,0,0,3,2,0,0,6,0,8,6,7,1,0,0,1,0,1,0,0,0,0,0,0,4,1,4,0,1,8,1,0,6,10,2,3,0,0,3,3,3,2,1
"Ant142",2,4,0,3,41,0,15,3,49,36,9,40,26,42,13,16,0,2,13,3,9,14,15,0,0,0,27,11,1,12,4,23,10,2,5,3,8,20,32,10,14,15,3,1,0,1,0,23,3,0,0,0,0,10,0,3,7,3,1,21,0,0,44,30,0,1,8,28,11,28,13,10,17,14,23,16,0,4,1,0,0,1,8,1,30,16,0,16,8,14,19,2,1,21,5,0
"Ant149",0,6,0,0,34,0,1,5,19,36,0,8,22,9,25,11,0,0,48,0,11,4,12,0,0,0,31,12,0,5,0,24,22,0,3,0,17,22,17,0,11,30,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,1,8,0,2,7,6,5,30,14,26,20,0,11,32,2,0,0,0,0,0,0,0,9,1,0,25,0,41,32,0,0,43,1,0
"Ant153",1,0,7,7,0,5,4,3,1,3,20,2,25,1,5,0,2,5,5,3,3,5,1,4,7,4,0,1,3,0,1,0,0,2,11,3,8,1,9,0,0,0,5,8,5,2,3,0,0,1,0,3,1,0,0,0,2,8,3,0,4,0,2,9,6,14,0,3,10,0,1,0,0,4,4,0,2,4,5,6,13,8,2,1,0,3,0,2,9,0,0,2,13,9,10,4
"Ant156",4,0,8,6,0,6,2,0,0,0,2,5,0,3,0,0,7,3,0,2,0,4,0,3,5,12,0,0,1,0,1,0,0,8,2,10,0,0,0,1,0,0,3,2,4,5,0,0,1,0,3,7,7,0,33,10,2,4,2,0,3,23,0,0,9,2,0,1,2,0,1,0,0,0,1,0,6,0,2,12,2,0,1,6,0,4,6,0,12,0,0,4,14,0,2,1
"Ant159",4,0,5,0,0,3,4,0,0,0,1,0,0,0,4,0,4,0,0,2,0,2,0,3,1,3,0,0,0,0,1,0,0,12,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,3,0,5,9,0,10,1,1,4,2,0,0,5,2,0,1,1,0,2,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,4,0,1,0,0,2,5,0,0,0
"Ant169",3,0,0,5,0,0,1,4,0,3,3,1,0,2,0,2,9,0,2,0,3,0,1,3,0,4,1,1,1,0,1,0,0,3,0,3,10,0,1,4,0,0,1,3,0,4,0,0,3,7,5,0,4,0,4,7,8,3,0,0,1,10,5,1,6,1,0,2,2,0,0,0,0,4,0,0,12,5,2,2,0,1,1,14,0,1,3,1,4,0,0,4,9,0,1,4
"Ant173",3,1,7,2,0,6,0,0,0,1,1,0,2,0,0,0,12,3,1,12,0,0,0,3,1,4,0,0,0,0,0,0,0,16,0,4,0,0,1,1,0,1,20,0,7,0,0,0,1,7,9,4,0,0,6,0,2,4,0,0,0,15,0,1,4,3,0,0,1,0,0,0,0,0,2,0,6,0,1,0,2,4,4,1,0,0,3,0,0,0,0,2,7,1,0,0
"Ant176",0,0,0,0,4,0,0,0,16,3,0,0,0,7,1,8,0,0,14,0,1,3,8,0,0,0,1,11,0,7,0,4,4,0,0,0,5,3,17,0,13,1,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,8,6,7,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,3,0,8,14,0,0,0,1,0
"Ant178",3,1,6,4,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,5,0,1,7,0,1,0,0,5,1,12,0,0,1,0,0,0,12,0,0,0,0,0,0,33,10,4,6,0,0,9,2,3,0,0,2,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,1,0,1,0,0,0,1,1,0,0,2,0,0,10,3,0,0,0
"Ant186",14,8,2,13,0,7,15,8,0,2,13,10,2,1,0,1,1,2,2,0,7,4,3,6,6,26,9,0,3,0,6,0,1,1,2,9,1,0,1,26,0,2,14,2,0,0,3,0,0,10,1,7,0,0,9,0,15,5,2,0,3,2,14,10,3,0,6,35,1,0,1,2,0,10,3,0,3,1,4,3,7,1,16,0,0,8,0,1,29,0,0,6,5,3,0,1
"Ant190",3,0,5,8,0,4,5,1,0,4,19,3,0,5,0,4,4,4,0,0,1,6,2,1,0,9,0,0,15,0,1,0,2,7,5,1,1,1,10,4,0,1,6,2,3,3,7,0,2,2,1,8,2,0,2,15,0,5,3,0,7,2,6,1,2,1,4,15,4,0,0,0,0,0,1,0,8,8,2,1,3,9,4,1,0,5,4,2,2,0,0,10,8,1,5,1
"Ant207",2,8,5,2,0,2,11,1,0,5,4,6,2,4,3,12,3,8,2,6,22,0,16,2,5,6,0,1,9,0,3,0,0,6,4,0,1,0,8,7,0,4,9,5,5,2,3,0,8,4,4,3,4,0,3,5,5,0,1,0,1,2,1,3,11,5,0,21,12,0,1,0,0,11,3,0,1,16,3,4,7,2,8,14,0,4,7,2,12,0,1,3,5,0,12,8
"Ant215",2,0,1,1,0,0,0,0,0,1,15,0,0,0,0,0,0,5,1,2,1,3,0,0,4,14,2,0,0,0,3,0,1,3,2,0,0,0,1,7,0,0,15,0,4,0,1,0,3,2,2,0,0,0,0,2,3,1,0,0,3,0,8,0,5,3,0,3,1,0,2,0,0,1,0,0,1,2,0,6,6,7,0,0,0,0,1,0,0,0,0,0,1,0,3,0
"Ant217",0,0,0,0,19,0,0,0,17,7,0,0,11,28,13,13,0,0,39,0,22,3,7,0,0,0,1,2,0,7,0,18,4,0,0,0,11,4,9,0,14,8,0,0,0,0,21,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,58,4,29,24,0,8,18,0,0,0,0,0,0,0,0,8,0,0,15,0,17,15,0,0,0,0,0
"Ant218",24,8,8,8,0,0,7,4,0,4,8,4,2,6,2,1,1,5,0,0,3,5,0,3,5,11,1,0,3,0,0,0,0,2,0,2,0,2,15,4,2,0,12,0,0,6,0,0,4,3,0,1,0,0,2,3,7,1,3,0,0,0,0,3,0,2,4,1,11,0,2,0,0,13,2,0,0,8,0,6,2,0,7,0,1,1,0,2,6,0,5,2,7,2,10,4
"Ant219",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,23,5,10,15,0,8,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,4,0,0,34,5,0,0,0
"Ant232",6,13,2,5,5,2,38,19,0,8,19,26,28,39,11,14,2,7,28,1,17,15,17,0,1,11,0,10,5,0,12,0,7,0,15,5,2,0,5,10,2,7,4,3,0,8,44,1,2,0,2,5,0,0,4,14,6,1,8,0,0,0,0,29,0,3,62,41,19,0,3,6,4,21,6,0,3,4,0,6,1,1,2,0,0,24,0,18,18,14,2,2,1,16,11,3
"Ant238",10,74,2,3,4,0,22,29,23,19,12,29,23,22,34,11,0,1,86,1,7,11,9,12,1,6,0,1,12,0,18,1,5,0,12,3,2,0,14,10,11,9,9,2,3,6,30,8,9,0,0,1,1,0,0,10,1,3,0,0,3,0,29,0,0,2,47,26,32,0,0,5,32,1,6,0,0,4,2,3,4,5,5,0,9,25,0,7,16,0,3,1,3,44,17,1
"Ant242",0,2,6,1,0,12,2,1,0,2,3,2,0,0,0,0,3,2,3,4,1,1,0,0,0,1,0,2,8,0,1,0,1,6,0,12,1,0,1,4,0,1,1,2,5,7,0,0,6,9,1,6,4,0,0,3,2,11,5,0,0,2,0,0,0,7,0,1,0,0,3,0,0,2,0,0,5,3,6,0,1,2,3,10,0,2,4,0,2,0,0,1,11,0,3,2
