"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant60",4,0,0,4,6,2,16,2,5,5,0,11,1,6,0,9,0,30,4,1,2,1,1,1,0,7,0,5,1,9,4,0,8,0,4,1,5,4,6,4,3,4,1,4,5,1,3,4,6,1,1,2,0,0,0,8,0,2,0,4,2,0,0,0,0,2,1,5,5,0,1,1,0,8,8,0,1,11,0,0,3,17,1,10,1,7,0,0,5,0,3,0,7,7,5,5
"Ant64",15,40,2,2,16,11,15,7,6,23,11,0,92,18,0,20,1,8,22,0,11,5,2,9,1,5,2,14,5,23,3,2,18,0,0,0,0,12,21,7,7,19,13,4,3,1,28,46,9,1,0,0,2,0,2,17,6,2,0,17,7,0,10,8,0,5,3,23,12,5,6,11,0,5,9,3,2,5,0,0,2,10,2,11,25,7,9,7,4,0,12,3,2,34,1,1
"Ant73",4,187,0,2,1,1,2,25,11,23,1,92,0,4,0,5,2,5,10,0,9,3,0,0,0,0,3,8,0,10,0,3,12,0,1,0,12,17,13,0,1,1,5,0,2,0,28,18,8,2,0,1,0,0,0,3,1,0,0,9,1,0,7,11,0,2,1,10,18,5,2,5,0,1,10,2,0,1,0,0,1,0,0,3,8,14,0,8,1,0,2,0,1,61,0,1
"Ant76",3,10,0,1,10,2,1,7,5,14,6,18,4,0,0,5,0,4,11,0,4,5,1,0,0,0,3,1,0,11,0,5,9,1,4,0,11,10,19,3,5,7,1,3,1,0,18,2,0,0,2,1,0,2,0,1,13,0,0,9,1,0,11,6,0,1,11,14,9,3,2,8,5,1,18,5,2,7,0,0,1,1,0,14,13,1,1,4,11,10,10,0,5,5,1,0
"Ant148",0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,3,0,0,13,0,4,5,0,0,0,0,0,32,0,11,0,0,0,0,0,16,4,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,14,0,0,25,0,0,19,0,0,13,0,0,6,0,0,0,0,0,0,0,0,5,0,0,2,0,21,3,0,0,0,0,0
"Ant158",13,8,0,1,2,5,6,9,7,0,9,20,5,5,0,0,0,2,3,0,12,18,0,5,4,4,1,6,2,2,3,0,16,0,10,1,7,2,5,3,0,2,19,0,1,2,11,1,10,0,7,1,1,0,2,6,3,3,2,0,7,0,21,1,0,12,2,8,5,0,1,7,0,1,9,1,0,4,0,2,0,6,5,2,6,6,5,0,16,0,2,3,3,7,6,5
"Ant191",2,4,10,5,0,3,0,1,0,0,0,1,2,0,0,0,0,1,3,4,1,0,0,8,0,5,2,1,2,0,3,0,0,5,1,9,2,0,0,0,0,1,5,4,7,5,0,3,0,8,2,5,9,0,5,1,1,4,5,0,2,28,1,0,11,7,0,0,1,0,1,0,0,0,1,0,3,2,6,3,1,2,5,1,0,1,5,0,0,0,0,16,3,1,1,10
"Ant202",3,3,6,18,1,6,3,10,1,4,30,8,5,4,0,2,1,0,2,3,4,8,1,13,11,8,0,9,24,0,4,0,4,1,13,6,7,6,3,6,2,4,28,10,5,6,0,8,24,12,4,0,1,0,1,12,2,14,7,1,3,0,1,2,5,5,2,5,7,0,9,4,0,6,13,1,4,5,1,9,5,26,10,11,3,5,8,3,2,0,2,4,4,7,6,6
"Ant209",4,27,0,0,2,3,8,4,0,23,4,22,10,11,0,3,3,2,0,1,22,4,3,0,0,0,2,5,3,9,0,14,7,2,17,0,3,5,25,5,6,9,1,4,1,0,6,6,3,3,1,2,0,0,0,26,2,0,0,14,10,0,23,2,0,6,11,21,7,0,5,23,0,7,13,0,2,10,0,0,1,7,2,26,11,9,0,3,7,0,2,1,3,14,1,0
"Ant268",6,3,0,8,0,2,11,1,0,0,1,0,0,0,0,0,4,3,1,0,0,3,0,1,2,6,0,4,13,0,12,0,1,0,0,7,4,2,0,1,3,0,2,2,15,1,0,0,13,10,4,4,1,0,3,2,7,4,2,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,1,2,0,0,8,4,1,2,2,0,3,0,0,6,0,0,8,0,0,4,2
"Ant308",7,9,0,2,1,6,1,14,6,5,2,11,9,4,0,12,1,4,22,0,0,12,0,1,0,2,0,8,10,4,3,2,10,2,5,1,34,0,6,6,2,7,4,0,4,0,8,18,7,0,0,3,0,0,0,21,1,0,0,3,13,0,26,0,0,1,8,12,13,0,4,5,0,8,8,0,0,12,0,1,1,2,1,17,9,6,0,3,5,0,2,1,1,6,1,1
"Ant311",0,8,0,5,10,3,4,8,4,14,1,5,3,5,6,18,0,8,4,3,12,0,5,1,1,5,4,14,2,20,3,6,11,1,0,0,15,9,6,8,7,2,7,0,4,0,16,7,5,2,1,0,3,5,0,4,4,1,1,2,6,0,20,9,1,8,6,9,9,6,1,4,2,0,1,9,0,7,0,1,4,2,2,2,9,18,3,7,5,10,3,1,2,4,4,2
"Ant518",5,2,0,0,15,1,0,4,26,5,1,2,0,1,10,0,0,1,3,0,0,5,0,0,0,0,6,0,0,9,0,2,4,0,1,0,0,8,30,3,13,1,0,4,0,0,34,16,0,0,0,1,0,5,0,1,0,1,0,12,1,0,5,14,0,0,13,3,0,16,1,10,9,0,1,4,0,1,0,0,0,0,0,2,9,0,0,1,8,21,5,0,1,2,0,0
"Ant620",4,2,7,20,0,1,2,1,0,3,1,9,0,0,0,5,8,13,0,1,1,1,0,0,2,1,0,13,1,1,5,0,0,1,3,5,11,0,0,1,1,0,4,6,10,0,2,2,2,30,2,1,5,0,2,2,4,7,0,0,1,11,1,2,7,4,0,5,4,0,3,2,0,0,1,0,1,1,2,6,2,8,7,2,0,2,1,0,1,0,0,11,3,3,8,1
"Ant0",0,3,5,2,0,2,0,0,0,1,0,1,0,0,0,4,0,11,0,2,0,1,0,2,0,0,0,2,0,0,0,0,2,7,0,1,1,1,1,0,0,0,2,0,0,3,0,0,0,5,2,2,3,0,1,0,0,0,9,0,2,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,4,0,5,1,0,2,3,0,3,0,0,4,9,0,1,3
"Ant13",3,6,1,15,0,3,2,2,0,2,7,5,0,0,0,4,5,8,0,6,2,5,0,1,0,0,2,4,0,0,5,2,7,5,0,4,1,0,3,2,5,0,5,3,7,10,4,7,3,4,2,0,4,0,8,6,2,0,1,1,1,0,3,1,2,4,0,2,2,0,4,13,0,8,6,0,0,2,1,10,4,6,26,5,1,8,9,0,15,0,1,6,3,5,9,3
"Ant23",0,2,0,1,21,1,7,3,12,20,0,2,3,3,3,1,2,0,2,0,0,4,6,0,0,2,0,2,1,9,10,10,5,2,6,0,0,15,9,2,9,3,4,1,5,0,19,8,4,1,0,1,2,8,1,3,2,1,1,17,2,0,12,0,0,0,17,2,3,5,2,5,0,0,2,5,9,1,0,0,1,1,0,2,6,11,0,11,2,7,3,0,0,2,1,0
"Ant27",5,8,0,2,1,1,2,2,1,12,5,14,8,1,0,6,1,9,5,4,8,14,0,13,2,4,2,0,13,6,3,0,19,2,7,0,17,2,1,7,6,2,10,2,4,2,0,3,11,1,5,1,4,0,1,7,2,11,3,1,3,0,11,3,3,7,1,3,8,0,12,1,0,1,0,1,3,4,0,7,3,5,10,8,4,16,4,9,0,0,3,4,2,6,18,1
"Ant29",2,4,0,4,0,3,5,3,0,8,1,5,0,0,0,2,2,24,3,13,10,2,0,1,0,0,1,13,0,1,7,0,8,2,0,7,6,1,1,1,14,1,18,9,0,1,3,0,2,5,3,0,1,0,0,10,13,5,5,0,1,0,5,6,5,5,0,0,6,0,10,3,0,1,1,7,1,1,0,1,4,1,8,8,1,4,2,1,10,0,2,8,6,2,5,1
"Ant32",9,77,0,2,26,0,1,6,22,8,9,23,10,11,13,2,0,0,9,0,4,20,9,1,0,0,9,6,1,0,4,11,17,0,1,1,8,13,18,3,8,2,2,1,0,0,55,24,3,0,0,0,0,17,0,2,1,1,0,21,1,0,4,19,0,1,22,12,2,27,1,6,15,1,4,43,1,4,0,0,0,3,1,1,7,12,0,15,1,36,4,0,3,35,1,3
"Ant42",8,2,0,6,0,3,11,3,0,3,4,3,0,0,0,3,3,4,0,12,3,3,0,5,0,5,10,3,7,4,0,1,2,5,14,4,5,1,0,12,12,2,9,11,8,2,3,1,1,6,3,1,2,0,1,2,2,4,0,1,3,0,5,9,4,12,0,3,4,0,13,2,0,15,1,3,0,10,5,6,11,16,5,5,1,9,7,0,2,0,7,3,1,1,11,1
"Ant43",0,11,0,0,6,0,0,7,9,6,0,2,3,5,4,0,0,0,14,0,2,6,2,0,0,2,10,0,0,11,1,0,13,0,0,0,0,6,5,0,7,1,0,0,0,0,15,1,0,0,0,0,0,11,0,1,0,2,0,8,0,0,2,5,0,0,38,0,1,12,0,7,23,0,4,9,0,1,0,0,0,0,0,7,7,0,0,4,1,34,18,0,0,4,2,0
"Ant44",6,16,0,2,11,6,2,4,11,23,8,18,12,9,5,16,0,4,7,1,10,11,4,0,2,7,5,19,8,17,2,13,0,1,1,0,13,11,12,10,9,8,4,10,0,2,28,9,5,2,4,5,1,3,2,7,9,6,3,8,2,0,6,4,1,11,6,3,27,7,1,33,1,10,2,9,4,15,1,2,1,3,5,10,13,14,0,17,1,12,12,1,6,19,3,7
"Ant50",1,1,3,0,1,1,0,2,0,2,0,0,0,1,0,0,5,1,2,0,2,1,0,1,7,5,2,2,2,0,5,0,1,0,4,1,1,1,0,1,0,1,1,3,3,6,0,0,4,13,4,18,28,0,2,0,6,13,2,0,3,6,0,0,49,4,0,1,2,0,2,3,0,1,2,0,3,0,5,6,4,1,4,2,0,2,19,2,6,0,0,5,13,0,2,6
"Ant55",4,11,0,1,1,10,4,7,4,2,4,0,1,4,0,10,1,13,17,0,5,0,1,3,0,0,6,7,0,1,14,0,1,4,0,0,1,2,3,2,4,5,4,5,2,0,3,0,4,0,2,0,0,0,1,5,7,2,1,0,0,1,6,3,0,8,0,8,13,0,3,2,0,4,4,1,2,5,0,0,2,2,8,18,5,2,2,1,5,0,0,1,5,3,1,3
"Ant63",0,2,15,1,0,0,1,1,0,1,1,0,0,0,0,1,9,6,0,7,1,0,0,5,1,4,0,0,7,1,4,0,0,1,0,0,0,0,0,3,0,0,0,9,3,4,0,0,0,5,0,3,3,0,11,6,5,7,6,0,4,8,0,0,1,2,1,0,0,0,0,0,0,0,1,0,2,1,6,2,5,0,4,8,0,3,2,0,1,0,0,10,8,0,4,3
"Ant97",0,10,0,3,3,2,2,4,4,12,5,0,12,11,0,7,2,7,3,4,34,15,0,11,1,1,0,17,6,8,5,0,13,1,1,0,0,1,3,15,2,4,11,0,3,3,4,8,7,0,0,1,0,0,0,5,1,0,1,8,6,0,11,11,0,5,0,12,25,0,3,9,0,14,12,3,1,2,0,2,6,0,0,9,16,13,0,4,0,0,12,2,0,22,1,8
"Ant98",6,11,0,2,8,1,14,3,10,10,4,12,17,10,0,2,0,6,5,2,0,9,8,0,1,0,15,2,1,13,1,6,11,1,2,0,1,0,4,0,3,8,2,1,1,1,17,11,0,0,0,1,0,5,0,2,5,13,0,7,3,0,1,10,0,1,12,3,8,3,2,9,2,0,12,7,0,5,1,0,3,5,0,9,10,2,4,9,7,18,10,0,2,13,1,1
"Ant100",0,62,0,0,6,1,7,7,16,23,6,21,13,19,32,5,0,3,25,0,6,6,30,0,1,3,9,1,1,18,0,5,12,0,3,0,3,4,0,5,9,5,4,3,0,0,39,24,4,1,0,1,0,11,0,6,1,0,1,31,6,0,13,19,0,0,31,3,5,27,2,11,5,0,11,23,2,10,0,0,3,2,0,12,7,4,0,23,12,21,10,1,5,43,1,1
"Ant109",3,8,0,2,1,1,3,0,0,4,4,7,0,3,0,3,0,6,5,1,6,8,3,1,0,2,2,7,1,3,12,0,10,1,2,3,15,0,5,0,2,0,3,6,0,1,1,2,9,0,5,1,3,0,0,3,4,3,0,0,0,0,6,1,1,2,0,0,2,0,1,4,0,0,1,0,1,6,1,5,5,1,2,3,1,1,2,1,0,0,0,4,7,1,1,3
"Ant113",0,17,0,1,19,1,7,0,20,7,3,7,1,5,11,0,0,2,6,3,2,7,13,1,0,5,9,6,14,8,12,7,9,0,4,0,2,3,9,2,0,0,2,0,2,0,19,16,2,2,0,0,2,5,0,0,0,0,2,11,0,0,2,5,0,1,11,7,1,12,7,1,9,0,2,3,0,1,0,0,5,1,0,0,12,7,4,9,0,22,10,0,0,11,3,0
"Ant115",8,19,0,3,6,0,8,4,1,10,4,19,1,7,0,2,1,4,9,0,7,2,1,0,0,0,3,2,1,2,2,1,8,1,5,0,4,8,5,0,0,0,3,2,0,1,2,6,1,1,0,0,0,0,1,6,2,1,0,2,2,0,12,1,0,7,5,6,8,0,2,9,0,0,5,0,1,6,0,0,2,6,2,1,3,4,3,1,4,0,1,1,0,29,0,1
"Ant117",7,6,5,5,0,0,11,6,0,2,1,13,5,1,0,19,5,28,1,2,4,7,0,4,2,5,4,10,18,2,9,0,4,1,4,0,11,2,4,3,2,3,0,9,6,2,6,4,15,8,3,2,7,0,1,3,4,7,0,0,4,7,8,0,4,14,10,13,5,0,6,15,0,1,0,2,0,4,3,7,3,5,5,19,2,9,10,0,4,0,0,11,5,0,13,6
"Ant127",2,0,1,11,4,0,0,5,0,3,4,4,0,3,0,0,4,10,4,2,0,0,4,6,0,3,1,2,9,1,11,0,10,3,5,9,0,1,3,6,0,2,9,0,0,7,1,0,7,5,4,1,4,0,1,3,0,9,1,0,4,0,0,2,2,7,0,3,0,0,3,7,0,0,0,0,2,12,0,9,1,5,12,2,0,4,16,0,6,0,0,6,6,1,5,11
"Ant137",9,5,1,2,1,7,4,1,2,1,5,3,2,1,0,1,7,5,1,15,4,4,0,10,0,7,5,4,0,0,8,0,0,3,2,3,3,1,0,0,2,0,6,0,0,8,0,0,7,0,7,2,5,0,0,11,4,11,3,0,2,4,0,0,3,4,4,6,1,0,2,1,0,5,5,1,0,5,1,0,3,6,17,23,0,4,2,0,2,0,1,6,6,1,9,2
"Ant139",0,0,2,3,0,1,0,0,0,2,1,1,0,0,0,2,5,6,0,1,0,0,0,0,3,10,0,2,1,0,2,0,2,6,0,4,3,1,0,1,0,1,2,7,8,0,0,0,1,4,4,5,3,0,4,2,2,8,2,0,3,2,0,0,6,3,0,0,0,0,1,1,0,0,0,1,2,0,0,0,2,1,4,0,0,0,4,0,2,0,0,13,4,0,0,0
"Ant142",3,12,0,0,42,2,7,11,29,31,3,28,28,18,16,11,0,0,6,0,8,16,34,2,0,4,19,0,3,55,3,15,28,0,3,0,4,17,39,1,19,2,6,1,0,0,0,57,0,1,0,1,1,19,0,5,8,0,0,25,10,1,22,25,0,3,24,20,8,87,0,6,8,1,11,45,0,3,0,3,1,0,0,1,13,3,1,27,4,58,9,1,3,31,0,0
"Ant149",5,29,0,5,22,1,6,11,18,15,4,46,18,2,4,1,3,8,6,0,18,7,16,2,0,7,8,3,0,24,1,1,9,0,0,0,8,11,24,2,16,6,4,0,0,0,57,0,2,1,0,0,0,19,0,2,1,0,0,23,1,0,3,17,0,1,16,3,13,36,1,11,11,1,7,18,0,5,0,0,0,0,0,0,10,5,0,19,2,30,9,0,5,23,0,2
"Ant153",9,2,1,5,3,0,0,0,2,4,6,9,8,0,0,10,0,24,3,13,7,5,0,2,0,3,4,11,2,3,1,0,5,4,4,0,7,0,4,9,2,1,15,7,7,1,0,2,0,3,1,1,4,0,3,13,1,8,0,0,2,0,12,0,0,2,3,0,7,0,11,4,0,0,1,2,2,0,0,6,1,4,20,1,10,12,1,0,0,0,0,6,3,2,2,9
"Ant156",2,1,11,12,0,3,0,1,0,3,1,1,2,0,0,0,8,12,3,10,0,2,0,30,5,4,1,1,5,0,6,0,2,13,0,5,0,0,1,0,2,1,8,5,0,4,1,1,3,0,1,9,12,0,11,0,2,13,1,0,2,20,0,0,17,6,1,0,0,0,0,2,0,0,1,0,3,0,13,7,7,3,4,2,0,1,2,0,4,0,0,7,19,2,0,7
"Ant159",1,0,2,11,0,1,0,1,1,4,1,0,0,2,0,7,2,4,1,4,0,1,0,2,2,2,0,5,3,0,3,0,4,4,2,0,0,0,0,5,0,0,3,4,7,4,0,0,1,1,0,3,9,0,2,0,11,4,1,0,1,15,0,0,3,6,0,1,6,0,0,0,0,0,0,0,1,0,0,3,2,6,0,4,0,6,0,0,0,0,0,3,9,0,2,3
"Ant169",2,2,1,1,0,5,0,0,0,3,2,0,1,1,0,1,5,0,2,4,3,0,1,1,2,0,1,1,0,0,1,0,5,18,0,3,1,1,1,1,0,0,2,1,2,5,1,0,1,9,3,0,14,0,6,0,2,0,1,0,5,5,4,0,31,0,0,1,1,0,0,0,0,3,0,0,0,4,0,4,0,1,10,0,2,1,6,1,14,0,0,4,21,1,2,2
"Ant173",0,2,16,9,0,2,1,1,0,0,0,2,0,0,0,1,9,1,0,1,0,3,0,5,3,4,2,4,1,0,2,0,1,28,0,3,0,0,0,3,2,0,7,4,5,3,1,0,4,12,9,14,0,0,6,1,3,6,3,0,3,9,0,0,33,3,1,0,0,0,0,0,0,0,0,0,5,3,9,3,1,1,4,1,0,5,6,0,1,0,2,4,15,0,5,7
"Ant176",0,0,0,0,11,0,0,0,9,0,0,0,0,2,10,0,0,0,0,0,0,5,5,0,0,0,8,0,0,17,0,11,3,0,0,0,0,5,11,0,5,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,14,0,0,12,0,0,10,0,0,10,0,0,0,0,0,0,0,0,6,0,0,8,0,14,4,0,0,0,0,0
"Ant178",2,0,5,1,0,0,0,0,0,2,0,2,0,0,0,2,5,1,0,3,0,0,0,2,1,8,1,1,0,0,1,0,2,2,1,11,0,0,0,0,0,1,1,1,0,4,0,0,3,11,2,6,6,0,0,0,1,1,0,0,3,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,1,7,0,0,0,6,1,0,0,0,8,9,0,2,0
"Ant186",16,7,0,0,10,4,8,16,5,6,8,17,3,1,0,6,1,12,26,2,21,4,1,2,0,6,3,7,10,2,2,1,7,0,5,6,5,2,6,3,0,6,3,3,11,2,5,2,13,0,0,0,1,0,0,0,0,0,0,9,28,3,20,9,1,3,13,10,16,0,1,19,0,15,11,0,3,13,0,0,3,4,3,9,4,0,0,2,4,0,2,1,6,1,0,3
"Ant190",2,10,5,4,1,16,5,4,0,6,0,6,1,13,0,3,1,2,2,7,1,4,0,4,0,2,2,2,13,1,2,0,9,6,7,5,1,5,1,4,0,2,4,0,4,2,8,1,1,2,11,2,3,0,1,0,0,6,5,0,1,1,4,0,1,15,0,6,2,0,3,2,0,1,4,0,3,8,0,5,14,0,4,20,1,3,4,3,7,0,1,6,6,1,2,3
"Ant207",2,0,11,12,0,6,12,7,0,7,2,2,0,0,0,3,4,14,0,4,0,1,1,7,0,0,1,11,5,1,4,2,6,13,2,7,0,13,0,3,0,1,7,9,11,8,0,0,8,13,4,0,6,0,1,0,6,0,3,0,4,12,0,2,7,10,2,2,1,0,3,1,0,0,0,1,1,17,2,2,3,5,15,2,0,6,2,8,18,0,0,2,4,7,5,8
"Ant215",0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,2,5,7,0,2,0,1,0,0,9,1,1,3,5,0,0,0,3,2,1,6,1,0,1,0,2,0,0,1,3,2,0,0,0,1,1,1,3,0,0,0,5,3,0,0,0,2,0,0,1,1,1,0,4,0,8,0,0,0,0,0,4,1,0,4,2,0,4,0,0,0,1,0,1,0,0,12,3,0,3,1
"Ant217",0,32,0,1,20,0,5,0,10,14,4,17,9,9,16,0,0,1,14,0,3,2,12,0,0,1,17,1,0,21,1,8,8,0,0,0,8,7,31,0,11,2,0,0,0,0,25,23,0,0,0,0,0,7,0,9,0,0,0,0,2,0,7,12,0,0,45,5,5,11,0,5,3,0,8,11,1,0,0,0,0,0,0,4,2,0,0,5,1,17,6,0,0,16,0,0
"Ant218",3,5,8,2,3,2,3,2,1,2,2,7,1,1,0,7,2,3,10,0,13,6,1,1,2,1,2,3,1,1,3,0,2,3,0,4,6,3,6,0,0,2,4,4,2,3,10,1,2,2,1,5,3,0,3,28,1,4,0,2,0,0,23,4,0,5,0,10,8,0,8,2,0,1,1,0,8,7,0,0,1,4,1,16,3,0,3,0,13,0,3,0,5,0,14,0
"Ant219",0,4,11,0,0,1,1,1,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,1,8,0,0,0,0,0,0,7,0,4,2,1,0,0,20,15,5,9,0,0,3,1,12,2,0,0,0,0,0,19,4,0,1,0,0,0,0,0,0,0,0,3,1,7,7,1,1,0,0,0,1,1,0,0,0,0,12,4,4,0,3
"Ant232",11,3,0,0,4,9,3,20,0,6,0,10,7,11,0,21,1,1,23,0,26,20,5,1,0,3,12,11,5,4,5,2,6,0,6,0,11,1,13,6,2,12,8,0,0,0,22,3,12,0,0,4,0,0,0,20,4,0,0,7,23,0,0,11,0,1,2,5,11,0,4,8,0,18,5,0,2,18,0,0,5,7,3,12,2,1,1,5,8,0,8,0,7,3,5,5
"Ant238",0,34,0,0,10,1,1,8,11,14,0,8,11,6,14,1,0,2,2,1,0,9,14,2,0,1,0,3,6,19,9,5,4,0,3,0,11,10,19,1,5,1,0,2,0,0,25,17,0,0,0,0,0,3,0,9,0,2,0,12,4,0,11,0,0,4,3,3,13,19,1,8,11,11,4,8,0,7,0,0,3,0,4,2,6,0,2,16,2,22,7,0,1,10,4,2
"Ant242",0,1,2,4,0,0,1,2,0,1,0,0,0,0,0,0,11,5,0,1,0,1,0,7,7,2,0,3,5,0,4,0,1,49,0,1,0,0,0,1,0,0,4,2,3,6,0,0,0,17,3,31,33,0,11,1,1,7,1,0,0,19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,1,16,2,5,1,1,0,0,1,3,0,4,0,0,11,12,0,2,7
