"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant60",4,7,4,1,13,0,7,3,14,13,0,18,0,4,8,7,2,3,27,1,9,9,4,11,1,10,2,2,3,3,0,19,5,0,19,2,17,0,16,4,0,1,16,1,0,2,26,9,0,1,2,1,1,1,2,1,3,3,1,3,4,2,14,0,1,8,3,4,5,0,9,5,0,7,4,0,0,16,0,0,3,0,0,6,5,17,10,0,11,0,4,0,3,6,3,0
"Ant64",9,62,1,1,136,2,0,6,189,48,18,0,0,20,5,18,4,6,19,0,13,14,35,4,4,1,5,7,7,9,3,8,8,0,2,0,7,5,8,1,24,16,15,0,2,0,7,14,0,3,5,0,0,4,0,1,10,2,1,2,10,0,5,0,5,4,78,10,13,0,20,53,0,0,14,12,0,3,2,2,1,1,0,0,16,48,1,26,0,0,26,1,5,18,4,2
"Ant73",0,0,0,0,5,0,0,0,4,14,0,0,0,5,10,0,0,0,0,0,0,11,1,0,0,0,7,9,0,30,0,9,8,0,0,0,0,6,5,0,10,0,0,0,0,0,9,27,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,32,0,0,53,0,0,19,0,4,17,0,0,20,0,0,0,0,0,0,0,0,6,0,0,17,0,10,2,0,0,0,0,0
"Ant76",4,18,0,1,27,1,3,4,14,30,4,20,5,0,0,4,0,3,8,0,1,14,6,2,1,8,12,6,0,20,0,7,14,0,1,0,10,6,7,6,8,2,5,2,2,0,7,26,4,0,0,1,0,10,1,2,2,4,0,25,2,0,0,16,0,3,16,8,4,17,1,16,9,0,13,14,0,0,0,0,2,2,0,0,3,6,0,28,2,37,7,1,0,20,0,0
"Ant148",0,0,0,0,14,0,0,0,10,7,8,5,10,0,0,2,0,0,0,0,3,6,3,1,0,3,8,7,1,20,0,18,16,0,1,0,0,4,4,0,18,0,1,0,0,0,5,26,0,0,0,0,0,11,0,3,0,2,0,17,0,0,6,13,0,0,6,1,2,8,0,6,4,0,3,7,0,0,0,0,0,0,0,6,14,4,0,12,0,38,9,0,0,2,0,0
"Ant158",13,12,6,3,21,2,13,12,18,6,7,18,0,4,2,0,2,7,29,2,1,5,9,7,2,3,4,6,2,1,2,3,9,0,5,0,9,10,4,5,4,2,9,0,0,3,10,3,6,2,6,1,0,5,5,9,5,6,0,6,0,0,5,1,2,3,4,15,9,1,9,6,2,0,12,5,2,13,0,3,4,6,1,1,13,17,0,12,1,3,10,1,4,5,9,4
"Ant191",4,3,12,4,1,4,2,4,0,1,2,4,0,0,0,2,0,13,2,17,0,1,1,7,4,4,1,0,5,0,5,0,1,6,4,2,3,0,0,4,0,0,6,8,4,10,0,0,3,11,1,5,14,0,12,6,7,7,2,0,5,59,1,0,16,2,0,2,1,0,2,1,0,9,3,0,12,2,16,4,2,3,8,13,0,1,7,0,3,0,1,7,6,1,8,3
"Ant202",3,14,1,12,6,3,10,12,6,3,3,6,0,3,0,7,13,0,19,11,0,4,4,8,5,8,3,4,2,2,18,1,2,4,16,2,6,1,5,5,0,2,11,5,1,1,1,0,6,3,2,1,3,0,9,9,4,6,8,0,4,0,3,0,3,2,1,9,4,0,19,8,0,2,5,2,1,8,7,4,14,14,12,4,14,6,6,2,7,0,8,3,10,5,11,6
"Ant209",15,9,2,1,28,5,9,5,40,5,27,19,0,8,0,29,2,19,0,1,17,10,19,13,1,3,3,9,3,0,7,3,15,0,17,0,29,1,1,34,5,5,14,0,8,1,14,23,4,2,1,2,0,16,1,14,14,16,16,4,15,0,23,0,3,6,9,14,24,0,13,19,0,0,26,3,2,6,7,4,7,2,5,0,5,30,7,18,4,0,18,3,6,13,4,5
"Ant268",0,2,8,1,1,1,1,5,0,1,1,0,0,0,0,2,17,11,1,0,0,0,0,7,8,8,0,1,7,0,10,0,2,6,1,2,4,0,3,2,0,0,4,1,3,1,0,0,2,5,0,4,13,0,4,9,1,0,8,0,0,2,3,0,11,3,0,0,1,0,1,0,0,5,1,0,2,7,5,1,1,5,11,6,1,1,8,0,10,0,0,9,14,1,3,2
"Ant308",1,4,0,0,6,0,5,6,17,2,9,13,0,1,3,1,0,0,17,0,0,2,1,3,0,6,0,0,0,3,0,2,3,0,8,0,10,0,1,8,2,6,11,0,2,1,7,0,0,0,0,0,0,0,0,7,9,6,1,9,7,0,4,0,1,0,2,1,2,0,3,0,0,17,0,0,0,4,0,0,1,2,0,2,3,17,0,2,1,0,1,2,0,21,3,0
"Ant311",16,10,2,4,21,0,21,31,14,18,9,14,11,14,6,5,1,4,10,0,2,0,5,5,2,4,4,16,9,16,4,18,21,1,1,4,12,9,14,1,15,1,9,0,1,0,42,9,9,7,3,2,3,4,1,1,7,6,0,12,8,2,13,6,0,8,8,6,10,5,9,0,6,1,2,11,0,6,1,2,3,5,1,6,19,13,3,5,4,6,23,4,2,6,10,1
"Ant518",6,27,0,3,34,0,2,20,20,29,4,35,1,6,3,9,1,4,19,0,1,5,0,8,1,8,10,6,5,4,3,3,15,1,3,0,5,6,6,4,9,0,6,0,0,0,14,5,2,0,0,0,1,9,5,5,0,8,3,1,1,1,7,1,1,1,6,12,4,4,1,13,8,0,15,8,0,1,2,0,2,13,1,1,19,7,2,13,0,11,14,1,0,5,0,2
"Ant620",3,20,12,8,1,6,14,6,6,2,11,4,0,2,1,7,7,8,13,7,3,5,8,0,3,8,0,6,4,0,5,1,5,1,12,2,4,2,1,8,4,0,21,7,0,12,3,0,3,3,3,1,4,0,11,20,9,12,2,1,3,4,6,0,3,3,6,10,1,0,8,1,0,2,5,1,2,5,3,6,4,10,9,5,3,6,3,1,21,0,4,11,5,0,9,4
"Ant0",3,7,3,2,1,0,0,1,1,2,1,4,0,1,0,2,4,5,1,8,0,2,1,3,0,0,0,0,6,0,4,0,0,5,0,3,1,0,3,2,0,0,1,1,1,2,0,0,5,2,1,7,12,0,2,0,1,1,2,0,0,2,3,0,1,4,0,1,1,0,3,0,0,2,0,0,0,3,8,1,5,0,21,2,1,1,1,0,1,0,2,7,5,0,3,2
"Ant13",6,6,0,1,2,7,7,6,1,3,10,1,0,8,3,3,4,8,3,8,6,4,8,8,0,0,2,4,0,0,5,1,15,0,1,7,19,1,5,11,6,1,11,2,6,0,17,1,1,3,0,3,2,1,14,4,8,10,6,4,1,1,5,0,6,6,1,8,2,0,2,9,0,9,2,0,0,10,1,4,12,8,11,8,3,3,5,1,9,0,7,3,4,2,1,2
"Ant23",11,0,0,0,23,0,0,7,18,12,2,5,7,12,8,4,1,3,3,0,0,4,10,0,0,2,0,6,7,23,1,8,15,0,3,0,5,5,6,0,6,0,3,0,0,0,33,15,0,1,1,1,1,6,0,3,2,2,0,9,2,0,0,8,0,1,22,5,6,17,1,25,4,0,8,11,0,2,0,3,1,1,0,0,17,1,0,4,0,15,17,0,3,4,1,0
"Ant27",0,11,3,7,20,2,3,6,13,11,2,7,9,6,7,6,0,4,9,1,0,16,6,6,0,4,6,0,6,13,25,8,24,2,1,2,7,16,14,2,15,5,12,1,2,1,28,4,20,10,0,4,0,4,2,4,0,9,3,7,13,1,3,6,0,12,3,12,7,7,16,3,3,0,4,11,1,7,0,4,0,9,5,0,16,9,2,8,5,14,15,1,3,13,9,5
"Ant29",14,10,5,2,11,12,9,2,0,4,3,7,0,0,1,2,5,2,3,7,0,9,5,4,6,0,7,6,0,0,0,0,9,2,3,1,3,2,4,3,1,1,8,5,5,1,0,8,1,9,5,3,2,0,7,6,14,2,4,0,8,2,1,0,2,2,5,1,5,0,1,0,0,6,5,2,6,5,2,9,1,3,10,5,0,6,6,1,4,0,2,8,5,1,10,1
"Ant32",1,6,1,1,29,0,0,0,14,29,3,9,30,20,20,1,0,2,0,0,3,16,4,0,0,0,23,13,0,0,10,13,26,0,0,3,0,14,20,0,19,2,8,0,2,0,36,36,0,0,0,0,0,6,0,0,0,2,0,11,6,0,0,31,0,1,12,1,2,24,6,6,24,0,0,40,0,2,0,0,0,2,1,0,23,2,0,23,0,31,3,0,0,9,1,0
"Ant42",1,4,4,8,3,5,0,4,5,3,0,3,0,0,0,2,5,18,7,10,0,4,3,5,4,5,1,25,0,10,0,0,3,3,2,8,3,7,4,6,0,12,15,4,9,2,34,0,5,12,2,8,1,0,1,6,8,9,2,0,4,1,0,0,3,18,0,2,5,0,14,2,0,0,0,0,1,8,1,4,1,11,12,0,4,0,4,0,8,0,1,8,15,1,5,6
"Ant43",2,1,0,0,21,0,3,0,22,19,19,8,9,7,18,3,0,1,3,0,2,18,3,1,0,1,8,8,0,13,0,0,34,1,0,0,1,22,3,0,19,0,3,1,0,0,48,10,1,0,0,1,1,8,0,0,5,0,1,20,2,0,4,16,0,0,5,3,1,35,1,1,17,1,2,25,0,3,0,0,1,2,0,0,4,2,0,9,0,15,12,0,0,5,1,0
"Ant44",0,9,0,2,21,5,1,4,6,30,5,8,8,14,16,9,1,2,15,2,3,21,15,5,0,15,15,24,9,26,3,34,0,0,9,0,6,8,16,3,19,0,3,5,2,2,13,14,2,4,1,1,0,10,6,7,4,0,2,11,1,0,2,17,1,4,19,16,16,10,10,5,6,6,6,11,0,14,1,2,2,9,7,5,8,4,2,19,0,13,5,0,4,2,4,0
"Ant50",2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,1,1,1,5,0,0,2,2,0,3,1,0,0,1,4,1,0,0,0,0,1,4,8,1,4,0,0,4,2,24,3,4,0,1,2,6,0,8,0,1,26,0,0,12,3,0,0,0,0,2,0,0,0,0,0,15,0,2,3,0,0,11,1,0,0,1,0,2,0,0,6,15,1,0,0
"Ant55",9,1,4,0,3,2,5,0,11,9,19,2,0,1,1,5,4,16,17,1,8,1,3,12,0,1,3,1,3,0,2,0,9,1,0,2,13,0,26,11,1,3,23,2,6,0,7,0,4,0,5,3,0,3,12,11,3,8,0,0,1,1,5,0,2,2,8,1,13,0,12,8,0,4,20,0,3,7,0,9,4,9,1,9,2,3,4,0,2,0,3,4,5,2,5,5
"Ant63",1,0,16,3,4,5,1,3,0,2,2,0,0,0,0,0,2,2,0,2,0,4,0,2,3,7,0,2,1,3,8,0,0,4,2,0,2,0,0,1,0,0,3,0,4,5,0,0,1,7,5,9,16,3,5,13,1,5,1,0,5,7,1,0,11,2,1,1,0,0,4,0,0,0,0,0,5,0,1,1,0,1,2,1,1,3,3,0,8,0,0,3,6,0,1,4
"Ant97",5,19,2,1,10,5,15,7,10,9,17,7,0,10,0,9,3,6,29,4,10,12,5,4,1,19,5,7,3,0,3,1,6,1,13,2,0,0,10,5,5,2,6,9,2,2,11,3,0,6,1,3,3,14,5,21,8,11,3,3,2,0,26,0,5,2,3,15,20,0,7,14,0,0,12,0,1,3,3,7,4,6,1,2,4,5,4,0,5,0,2,2,2,2,12,2
"Ant98",0,23,1,0,27,0,3,4,8,11,0,5,6,6,4,10,0,1,1,0,0,9,6,2,0,1,5,16,2,14,7,22,8,0,0,0,0,0,7,2,13,0,5,0,1,0,53,10,1,2,0,0,0,7,0,0,3,3,1,9,2,0,0,12,2,5,5,8,6,3,7,1,16,0,2,4,0,3,0,3,1,3,1,0,11,1,0,9,2,23,17,3,0,4,3,6
"Ant100",1,1,2,0,23,0,7,1,6,13,16,8,5,7,4,4,0,5,1,3,1,14,6,1,3,5,6,14,4,20,4,3,16,0,26,0,10,7,0,1,4,7,3,2,4,0,7,14,1,2,2,0,0,4,2,3,2,5,0,3,0,0,20,3,1,6,22,3,14,20,9,18,0,1,13,6,1,4,0,1,8,0,3,2,11,9,0,11,0,17,2,1,1,6,9,3
"Ant109",1,8,2,1,0,3,6,5,0,6,4,1,0,6,0,5,4,5,34,2,8,1,4,8,2,11,0,2,3,0,6,0,3,0,11,1,5,2,1,0,0,1,6,0,2,0,13,1,5,0,1,3,0,0,3,7,17,14,1,3,1,0,14,0,1,0,4,35,11,0,2,15,0,10,6,0,1,3,0,3,5,1,5,2,0,17,1,0,8,0,4,2,2,0,10,2
"Ant113",3,9,0,2,48,2,3,2,33,13,0,24,10,8,18,4,0,0,5,0,2,15,9,4,0,6,6,15,1,19,0,19,19,0,1,0,5,13,4,0,0,0,9,2,0,0,29,12,0,2,1,0,0,10,0,0,6,2,1,26,0,0,2,16,1,0,15,4,5,28,0,10,11,0,2,57,0,2,3,0,2,3,0,1,16,7,1,24,0,11,11,1,3,9,6,0
"Ant115",4,7,1,2,9,2,0,7,4,5,1,16,0,2,0,2,0,2,5,0,6,1,0,0,0,1,0,5,1,2,12,0,0,1,3,0,2,0,7,1,0,0,12,1,2,1,0,5,6,1,0,1,1,0,1,0,3,2,0,2,5,0,15,0,1,9,1,5,7,0,5,0,0,4,3,1,1,2,1,0,2,1,0,3,4,4,1,3,0,0,4,0,2,40,6,2
"Ant117",14,44,12,6,20,0,13,11,19,9,16,15,0,5,1,9,6,11,14,4,11,9,6,21,1,11,3,12,8,8,15,3,3,4,23,3,6,5,3,6,9,12,0,6,2,9,9,1,12,2,1,10,3,0,7,17,11,20,14,2,5,6,5,0,6,8,1,14,6,5,10,13,11,2,24,4,8,17,3,9,4,4,7,5,7,24,3,6,2,3,33,1,5,10,11,3
"Ant127",0,9,9,9,1,0,6,8,0,0,1,0,0,2,0,0,8,5,0,1,0,0,0,7,1,2,0,1,5,0,4,1,5,8,2,0,9,0,2,0,2,1,6,0,2,1,0,0,0,6,3,9,8,0,1,14,0,3,3,0,0,8,0,0,1,1,4,3,2,0,0,3,0,1,0,0,7,6,5,17,1,1,0,0,0,0,5,0,3,0,1,0,8,0,9,1
"Ant137",3,8,5,6,4,2,5,1,3,5,0,2,0,2,0,0,4,1,8,3,2,1,0,0,1,6,0,2,5,2,9,0,2,1,6,4,2,1,4,2,0,2,2,2,0,6,3,0,0,3,2,8,2,0,0,0,0,1,2,0,0,2,0,0,2,2,0,1,6,0,3,0,0,0,3,0,4,6,1,3,1,2,3,6,0,0,3,0,9,0,0,3,10,1,5,5
"Ant139",3,0,6,0,0,4,1,0,0,0,2,0,0,0,0,3,10,1,1,1,1,0,0,12,2,0,0,1,1,0,2,0,2,4,0,5,2,0,0,0,0,1,9,1,6,0,4,0,5,7,5,3,7,0,0,8,0,2,6,0,10,18,3,0,4,2,0,0,2,0,2,0,0,0,2,0,2,2,2,5,1,2,2,1,0,1,4,0,0,0,0,0,6,0,1,2
"Ant142",8,2,0,4,65,1,3,5,21,36,26,7,9,7,5,10,0,1,14,0,7,42,14,3,0,17,33,28,0,36,34,48,13,0,7,0,11,53,7,13,29,0,9,0,3,4,0,13,1,0,0,0,0,36,1,4,2,3,3,38,0,0,14,18,0,6,6,0,9,18,15,20,7,0,6,48,0,6,0,3,0,1,1,2,38,9,0,12,1,33,16,0,4,8,7,1
"Ant149",2,16,0,0,25,0,3,1,35,5,9,14,27,26,26,3,0,0,23,0,0,9,5,0,0,1,15,4,8,36,0,10,14,0,0,0,3,10,14,1,12,5,1,0,0,0,13,0,0,0,0,0,0,28,0,0,0,0,0,30,4,0,8,23,0,0,7,2,1,21,6,2,7,0,12,7,0,0,0,0,0,1,1,1,13,20,0,18,0,15,12,0,0,11,1,0
"Ant153",1,2,3,5,12,3,4,0,0,0,0,0,0,4,0,6,3,6,4,2,0,9,2,3,5,1,0,20,1,0,5,1,2,4,4,1,0,1,1,5,0,6,12,0,0,5,1,0,0,3,0,1,0,0,3,7,0,1,0,0,1,2,20,0,1,7,0,1,0,0,6,0,0,0,0,0,2,13,2,1,0,4,1,0,0,0,0,0,13,0,0,6,3,0,7,3
"Ant156",0,2,8,4,2,1,3,1,3,1,1,3,0,0,0,2,11,3,2,5,0,7,0,3,2,3,1,10,9,0,12,0,4,2,0,7,6,2,2,0,2,1,2,6,3,7,0,0,3,0,15,14,24,0,3,4,0,2,10,0,6,17,0,0,20,3,0,1,0,0,5,1,0,1,3,0,7,4,4,5,3,1,4,2,0,0,2,0,4,0,0,18,18,1,5,5
"Ant159",2,1,11,2,4,7,0,1,1,0,2,5,0,0,0,6,1,2,1,0,0,3,0,3,1,0,1,0,5,0,2,0,1,24,5,5,1,0,2,1,1,0,1,3,2,5,0,0,0,15,0,5,9,0,7,1,0,3,6,0,4,22,4,0,4,0,0,1,1,0,1,4,0,0,3,0,1,2,3,2,3,0,7,3,0,0,5,0,0,0,0,2,5,0,2,3
"Ant169",2,7,3,4,1,0,1,2,0,1,1,0,0,1,0,1,5,1,2,4,0,2,0,1,7,3,1,4,3,0,8,1,1,3,3,9,3,0,0,3,0,1,10,9,8,3,0,0,1,14,5,0,1,0,3,7,0,1,6,0,0,4,1,0,10,0,0,0,2,0,1,0,0,0,0,0,2,5,5,0,8,5,2,0,0,0,12,0,1,0,0,3,22,1,8,1
"Ant173",1,2,9,5,0,1,0,1,0,0,1,0,0,0,0,0,14,3,0,13,0,3,1,4,12,2,1,0,2,0,1,1,0,4,0,16,3,0,0,0,0,1,3,8,2,7,0,0,0,24,9,1,0,0,4,1,1,0,3,0,5,33,0,0,10,0,0,0,0,0,0,3,0,2,0,0,4,1,3,2,3,0,3,1,0,0,3,0,1,0,0,29,6,0,1,4
"Ant176",0,1,0,0,16,1,0,1,13,10,1,4,5,10,11,5,0,0,16,0,0,4,9,0,0,1,6,4,0,6,0,8,10,0,3,3,14,7,4,0,10,0,0,0,0,0,36,28,0,0,0,0,0,0,0,0,2,0,1,13,0,0,1,11,0,7,26,1,5,8,21,4,1,0,2,20,0,0,0,0,4,0,1,0,8,0,0,26,0,13,1,0,0,3,0,0
"Ant178",3,1,29,3,8,9,2,3,0,2,2,0,0,1,0,5,12,9,1,4,0,1,5,11,2,14,0,2,7,0,1,0,6,1,12,5,5,0,2,3,0,1,7,1,0,0,1,0,3,3,7,3,4,0,0,7,14,3,3,2,0,28,2,0,11,1,1,2,2,0,0,4,0,6,2,0,1,10,1,3,4,1,0,6,3,0,18,1,4,0,2,5,11,1,3,0
"Ant186",5,5,16,4,1,0,2,9,3,0,1,1,0,2,3,9,6,9,14,9,7,1,5,20,0,4,3,4,6,0,6,0,7,2,11,13,21,0,3,7,0,0,17,14,0,8,4,0,7,4,1,7,1,0,7,0,6,1,0,1,0,3,6,0,6,0,12,6,9,0,3,11,0,0,7,0,9,0,10,11,8,2,1,8,3,5,1,0,4,0,0,4,7,1,7,3
"Ant190",10,3,4,0,4,9,6,10,1,4,3,10,0,2,0,5,7,4,14,1,9,7,0,9,1,8,2,0,14,0,8,5,4,6,3,1,8,3,2,17,6,3,11,0,0,0,2,0,0,0,0,0,1,2,14,6,0,8,2,1,5,4,5,0,3,6,0,6,11,0,5,2,0,2,6,0,7,3,5,3,3,0,1,5,3,7,8,0,17,0,6,5,16,1,1,0
"Ant207",8,4,7,4,2,7,11,0,8,11,3,2,0,4,2,6,7,6,16,0,6,6,8,12,1,10,2,9,2,2,9,0,0,0,8,5,11,3,5,14,2,2,20,3,1,2,3,0,1,2,3,1,0,0,3,1,8,0,8,13,1,0,14,0,1,8,0,2,17,0,6,1,0,3,7,3,1,8,0,5,6,6,5,6,5,9,16,1,14,0,3,1,5,0,4,5
"Ant215",2,4,7,1,2,0,5,1,0,6,1,1,0,0,0,0,2,8,16,8,1,0,3,2,2,6,0,3,4,0,2,1,2,8,0,1,3,1,0,1,1,0,14,3,2,6,3,0,0,10,6,6,3,1,3,0,2,8,0,0,0,5,0,0,3,2,0,1,2,0,0,11,0,2,0,0,0,3,3,2,1,4,3,0,0,3,4,0,0,0,1,3,7,0,1,1
"Ant217",0,0,0,0,26,0,1,0,37,12,3,2,20,25,17,6,0,0,4,0,9,12,1,1,0,4,9,7,0,11,0,20,11,0,0,0,3,9,3,3,26,2,2,0,0,0,38,30,0,0,0,0,0,13,2,1,1,13,0,0,0,0,7,29,0,0,31,0,0,59,3,22,24,0,4,55,0,0,0,0,0,0,1,0,18,27,0,26,0,34,9,1,0,8,0,0
"Ant218",1,15,4,7,14,2,3,6,9,0,4,10,0,2,0,0,5,4,15,0,7,8,1,3,0,1,2,13,8,6,4,2,1,1,1,5,2,2,0,1,0,5,5,0,0,10,0,4,1,6,4,0,5,0,0,0,5,1,0,0,0,9,11,0,0,2,0,6,2,0,6,0,0,0,5,0,0,1,1,3,4,1,1,0,3,2,2,0,6,0,7,1,9,2,4,0
"Ant219",5,0,28,0,1,5,0,2,0,0,2,0,0,0,0,0,59,0,0,2,0,2,1,4,2,1,0,1,2,0,1,0,0,26,1,7,0,0,0,0,0,0,6,8,2,18,0,0,2,17,22,4,33,0,28,3,4,0,5,0,9,0,2,0,21,2,0,1,2,0,6,0,0,1,0,0,28,4,6,12,3,1,1,3,0,0,4,0,0,0,2,14,17,1,1,1
"Ant232",4,6,2,2,7,3,4,7,4,3,14,5,0,0,6,5,1,3,23,3,4,13,7,6,3,5,0,3,1,0,0,4,2,0,5,1,26,0,20,14,2,15,5,0,0,3,14,8,20,0,4,1,0,1,2,6,5,14,0,7,11,2,0,0,2,12,2,15,15,0,10,8,0,0,20,0,3,13,0,0,3,6,0,1,3,17,7,3,18,0,4,1,10,4,4,3
"Ant238",0,0,0,0,12,0,0,0,14,8,0,0,32,16,13,1,0,0,0,0,0,6,1,0,0,0,8,6,0,31,0,16,17,0,0,0,0,12,3,0,16,0,0,0,0,0,18,23,0,0,0,0,0,11,0,0,0,0,0,29,0,0,0,0,0,0,23,0,0,13,0,7,25,0,3,38,0,0,0,0,0,0,0,0,8,0,0,20,0,33,0,0,0,0,0,0
"Ant242",3,2,16,2,0,6,4,0,0,1,1,5,0,0,0,2,16,3,3,11,1,0,1,3,1,6,0,0,2,0,3,0,1,12,2,11,5,2,1,1,1,1,6,1,2,4,0,0,1,20,4,10,10,0,11,6,3,1,3,0,0,21,2,0,0,4,0,1,1,0,2,1,0,11,2,0,15,0,1,7,3,0,5,2,0,2,9,0,1,0,0,10,12,0,6,1
