"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant60",3,11,1,0,4,0,4,11,0,4,0,3,0,17,3,8,0,5,22,2,7,3,14,2,1,1,0,3,6,0,2,1,0,0,11,0,2,0,2,4,2,4,9,0,0,1,14,2,5,0,0,1,0,0,0,3,3,4,3,0,3,0,13,11,3,4,8,13,14,0,7,22,0,5,3,0,1,1,1,1,1,3,3,15,4,8,4,14,3,5,5,3,2,2,4,0
"Ant64",22,23,2,4,23,5,1,11,8,9,3,0,2,7,20,14,10,9,15,0,10,9,5,5,7,8,2,8,9,0,4,0,3,12,2,0,1,4,0,3,4,1,4,0,0,0,0,4,2,2,4,16,2,0,0,2,2,6,5,0,5,0,17,0,4,6,8,17,31,0,15,17,0,11,10,0,0,1,1,1,1,2,3,1,4,7,2,17,4,0,8,4,6,4,3,0
"Ant73",1,5,0,0,22,0,0,1,20,4,0,2,0,11,8,7,0,0,4,0,1,0,10,0,0,0,8,3,0,8,0,6,4,0,0,0,16,6,19,0,11,2,0,0,0,1,21,17,1,0,1,0,0,9,0,0,1,1,0,49,0,0,1,12,0,0,19,0,11,25,3,0,15,0,18,51,0,0,0,1,0,0,0,0,8,0,0,16,0,28,9,1,0,8,0,0
"Ant76",9,65,0,0,33,0,2,12,28,34,17,7,11,0,26,12,0,5,42,4,16,5,11,7,0,1,19,11,4,18,4,21,17,6,9,4,22,11,35,8,4,17,5,4,0,0,26,23,3,0,4,0,1,30,1,10,0,5,2,28,8,0,16,18,3,1,41,17,35,18,10,19,36,16,19,30,0,1,2,0,1,5,1,5,15,12,2,15,1,24,3,0,4,38,6,1
"Ant148",0,22,0,0,33,0,2,0,21,11,3,20,8,26,0,36,0,4,10,0,4,9,19,0,0,0,5,7,2,15,0,14,11,0,3,0,0,13,35,1,8,4,0,0,0,0,15,24,0,0,0,0,0,3,0,0,0,1,1,24,0,0,18,6,0,0,21,6,4,9,8,12,4,3,28,6,0,0,0,0,0,0,0,0,9,0,0,14,5,37,14,0,0,6,2,0
"Ant158",6,13,0,0,15,1,4,10,8,17,8,14,7,12,36,0,2,1,32,0,7,4,4,2,1,0,10,5,1,8,0,12,5,1,8,0,9,8,11,1,13,6,5,1,0,0,19,15,1,1,0,2,0,16,2,5,4,0,4,10,7,0,18,9,0,3,17,21,18,13,2,8,7,7,15,11,0,1,2,0,7,6,1,1,5,10,2,13,3,17,11,0,0,15,4,0
"Ant191",0,2,1,1,0,2,0,0,0,0,0,10,0,0,0,2,0,5,2,1,0,0,0,1,5,1,0,0,2,0,1,0,0,3,1,11,0,0,0,1,0,0,6,1,6,2,0,0,1,17,1,5,1,0,1,0,2,1,2,0,1,6,1,1,3,7,0,0,1,0,2,0,0,0,0,0,16,0,2,1,0,0,1,0,0,2,0,0,3,0,0,5,5,0,2,1
"Ant202",2,10,1,8,4,1,1,14,2,9,5,9,0,5,4,1,5,0,10,9,2,17,2,4,1,5,1,2,4,0,17,1,0,4,0,10,3,0,4,8,0,0,10,10,0,2,2,1,7,2,2,1,1,0,2,7,5,4,1,0,3,0,13,4,5,4,0,7,4,0,3,3,0,0,0,0,0,5,2,12,9,22,4,10,2,6,3,1,9,0,0,3,12,0,7,22
"Ant209",0,87,0,0,48,2,7,13,16,55,22,15,4,42,10,32,2,10,0,7,42,13,20,19,0,4,6,8,1,8,5,5,1,3,24,2,27,7,6,8,7,17,10,13,0,0,56,26,1,0,0,1,0,1,0,14,10,0,1,0,18,1,47,44,1,4,26,41,57,2,25,30,1,43,11,3,3,5,1,0,0,6,13,0,17,10,4,24,24,6,6,0,0,58,9,0
"Ant268",4,1,4,0,1,12,4,0,0,0,2,0,0,4,0,0,1,9,7,0,6,6,3,7,4,7,0,1,15,0,3,0,0,0,2,0,3,0,0,1,0,0,3,4,1,2,0,1,13,2,0,1,10,0,2,25,4,1,0,0,2,0,2,0,4,1,1,2,3,0,0,7,0,7,0,0,0,2,1,1,1,1,12,0,0,2,3,3,11,0,0,1,2,0,1,1
"Ant308",3,54,0,0,23,0,5,2,31,15,7,10,1,16,4,7,0,2,42,6,0,10,9,9,0,2,5,5,2,3,0,6,7,1,2,0,3,16,27,4,0,6,11,5,0,0,34,11,1,0,0,0,0,6,1,2,4,0,0,14,6,0,21,15,1,2,1,14,27,27,14,22,11,46,15,35,1,1,0,1,3,4,3,0,8,19,3,15,1,17,12,0,2,43,4,0
"Ant311",4,14,2,5,22,3,10,11,5,21,3,9,0,5,9,4,0,17,13,6,10,0,11,13,0,0,2,7,5,5,7,12,8,1,7,6,6,11,11,10,14,8,5,1,0,4,1,11,16,2,1,2,0,4,1,1,21,0,0,5,4,0,1,3,6,4,1,9,8,1,12,12,0,16,3,0,0,2,1,3,5,8,6,2,22,12,1,12,3,14,3,4,4,19,5,2
"Ant518",2,11,1,0,24,0,7,5,22,6,14,5,10,11,19,4,0,2,20,3,9,11,0,5,0,1,5,8,1,1,1,7,10,0,16,3,8,3,10,0,11,0,0,0,0,0,9,9,0,0,0,0,1,1,0,2,2,1,0,5,0,0,5,9,0,0,17,9,3,12,6,14,8,1,13,21,0,0,0,0,0,0,0,1,6,12,0,9,1,12,18,0,1,7,1,1
"Ant620",4,17,3,1,7,9,0,9,6,4,2,5,0,7,0,2,1,4,19,7,9,13,5,0,1,14,0,4,18,0,17,6,1,4,6,3,4,0,2,6,7,3,5,8,0,3,9,0,6,3,1,4,2,0,5,10,6,1,1,0,2,1,8,1,0,7,0,7,3,0,9,12,0,9,0,0,0,7,2,3,7,11,2,5,0,2,5,5,5,15,0,2,2,5,5,3
"Ant0",3,1,5,4,0,6,0,0,0,1,1,7,0,0,0,1,5,1,0,4,0,0,0,1,0,1,0,1,3,0,0,0,3,5,1,3,1,0,0,0,0,0,3,1,3,4,0,0,0,2,3,1,4,0,0,3,0,3,4,0,6,2,1,0,1,2,0,0,0,0,3,2,0,2,0,0,1,2,0,0,0,3,0,3,0,1,3,0,1,0,0,3,5,0,0,2
"Ant13",4,2,0,0,0,2,10,13,0,11,1,8,0,1,0,0,1,5,4,7,2,0,1,14,1,0,1,4,11,0,4,0,2,3,1,13,2,0,1,9,1,1,3,9,7,7,0,0,7,8,4,4,1,0,2,6,2,2,2,0,4,0,4,1,4,11,0,0,0,0,8,2,0,9,0,0,2,7,6,6,14,2,5,12,1,1,8,3,3,0,0,6,27,0,7,7
"Ant23",3,6,0,0,31,1,3,0,12,9,0,2,8,19,5,10,0,1,6,0,5,2,5,0,0,1,0,16,1,6,0,10,6,0,1,0,17,4,5,5,7,2,2,1,0,1,19,10,2,0,0,0,0,30,1,1,4,0,0,7,0,0,3,2,0,0,23,6,4,9,21,7,5,0,7,11,0,0,1,0,0,0,0,0,15,7,0,13,0,12,17,0,1,2,0,0
"Ant27",3,12,5,2,34,1,6,2,10,16,3,8,3,11,7,5,0,2,8,1,5,7,8,4,1,4,16,0,6,8,6,5,13,0,5,1,7,11,14,7,3,1,3,1,0,7,22,36,3,3,0,1,0,8,1,0,0,6,0,3,1,0,1,1,0,9,9,6,5,9,12,7,5,1,14,9,0,7,0,0,0,3,4,0,11,1,1,5,1,22,5,0,0,7,13,2
"Ant29",5,0,0,12,4,18,3,0,0,2,6,9,0,4,2,1,2,4,1,15,2,5,1,18,3,11,1,6,0,0,4,0,0,7,10,4,3,1,0,4,0,3,1,10,5,9,0,0,2,3,0,2,1,0,0,0,3,8,3,0,3,0,1,0,6,5,0,0,0,0,4,4,0,1,0,0,0,4,0,2,4,2,15,1,0,2,6,2,7,0,0,0,7,4,22,1
"Ant32",0,0,0,0,47,0,0,0,12,5,0,0,8,18,15,8,0,0,8,0,3,5,1,0,0,0,6,8,0,0,0,7,8,0,0,0,37,7,5,0,11,0,0,0,0,0,10,25,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,2,0,0,4,0,0,5,8,10,0,0,5,1,0,0,0,0,0,0,0,0,12,0,0,2,0,8,17,0,0,0,0,0
"Ant42",7,5,2,2,2,2,4,9,0,5,2,4,0,4,0,0,1,17,5,3,0,7,1,17,0,4,0,6,4,0,0,0,1,2,3,3,5,0,1,10,1,2,8,1,3,4,3,0,2,2,1,1,1,0,4,1,1,11,1,0,2,1,5,1,1,4,0,4,2,0,7,4,0,8,5,0,0,19,3,1,8,6,3,1,1,6,10,4,6,0,1,4,9,4,11,15
"Ant43",0,9,0,0,40,0,1,9,27,11,1,0,6,21,14,12,0,1,5,0,6,12,7,6,0,0,10,5,0,7,0,0,6,0,0,0,14,12,22,0,8,3,0,0,0,0,8,19,4,0,0,0,0,6,0,3,0,0,0,24,1,0,3,6,1,0,33,8,5,19,6,6,14,0,17,57,0,1,0,0,0,0,1,6,24,10,0,11,0,29,19,0,0,19,1,0
"Ant44",1,2,1,0,17,0,0,6,22,35,0,3,4,17,11,5,0,0,1,0,7,8,10,1,3,2,6,13,0,8,1,6,0,1,3,0,9,10,11,1,16,10,2,1,3,1,5,14,4,1,0,0,0,21,0,0,0,5,0,8,0,0,4,3,0,0,15,4,8,11,9,22,1,1,14,12,0,2,0,1,1,0,0,3,11,2,0,5,0,3,20,0,0,1,2,2
"Ant50",4,2,12,3,0,5,3,1,0,0,0,12,0,6,0,1,3,4,3,0,1,1,0,4,5,3,0,0,7,0,2,0,1,0,6,0,0,1,1,1,0,0,5,5,1,2,8,0,3,1,1,3,7,0,15,10,2,3,2,0,2,29,4,1,4,4,3,2,0,0,5,0,0,3,0,0,6,1,1,3,9,5,10,6,0,2,12,0,7,0,3,1,9,2,2,1
"Ant55",3,4,10,2,3,1,12,6,0,11,11,2,0,9,3,8,1,0,24,2,2,7,16,6,1,1,1,5,10,0,3,0,3,6,0,2,0,1,1,3,2,4,5,1,5,6,11,1,14,1,1,2,2,0,4,4,10,0,3,0,9,3,24,1,0,2,2,7,4,0,5,9,0,9,4,0,0,12,1,10,6,4,3,0,1,6,1,10,4,0,2,1,0,3,9,3
"Ant63",6,2,4,8,0,3,4,5,0,3,0,0,0,4,0,0,11,10,2,0,0,6,3,3,3,13,0,1,4,0,3,0,0,0,2,0,2,0,0,1,0,1,0,0,8,7,0,0,8,1,0,1,1,0,0,0,6,1,0,0,0,0,1,0,3,2,0,1,0,0,7,2,0,8,0,0,0,1,1,2,0,0,11,24,0,9,4,0,1,0,0,2,3,0,5,0
"Ant97",1,12,0,0,28,0,1,8,16,12,2,1,16,22,0,9,0,3,27,3,3,6,8,4,1,2,17,7,3,37,5,14,9,0,0,2,0,2,8,17,18,7,4,0,9,0,7,9,1,6,0,0,0,15,2,5,7,7,0,20,5,0,23,3,2,7,19,4,3,3,6,23,10,8,11,8,0,2,0,0,4,3,0,5,6,5,4,18,0,7,5,2,2,1,5,1
"Ant98",0,6,0,0,33,0,0,2,36,6,0,4,6,11,13,8,0,0,7,0,16,11,3,0,0,0,4,11,1,7,0,12,10,1,1,0,2,0,25,1,7,0,1,0,0,0,20,32,0,0,0,0,0,14,0,0,0,0,0,12,0,0,6,6,0,1,2,1,0,6,11,15,3,1,5,17,0,1,0,0,0,1,0,0,12,5,0,11,0,29,15,0,1,5,1,1
"Ant100",0,15,0,0,32,1,0,1,31,32,2,0,19,35,35,11,0,4,6,0,27,11,10,2,0,1,5,14,0,5,1,22,11,1,1,0,8,25,0,0,11,4,1,4,0,0,22,57,0,0,0,0,0,20,0,0,2,0,0,14,8,0,0,14,0,0,3,5,3,27,12,24,8,4,20,26,0,0,1,0,0,3,2,0,19,8,0,11,0,51,19,0,0,22,0,3
"Ant109",3,4,3,7,2,0,1,2,1,2,4,3,0,8,1,1,1,8,8,1,4,10,0,6,0,9,5,7,4,0,10,0,1,1,3,1,17,1,0,0,4,2,5,3,4,0,5,0,2,3,2,2,0,0,5,10,4,5,0,0,8,0,24,0,3,2,3,2,8,0,9,5,0,6,1,0,0,17,1,0,2,1,2,4,6,6,11,7,3,7,3,3,8,2,12,1
"Ant113",0,16,1,0,53,0,5,1,19,15,2,4,11,4,8,13,0,0,7,0,0,14,11,7,0,1,7,3,0,11,1,8,16,0,2,0,18,7,11,4,0,6,1,0,2,0,25,18,0,1,3,0,0,9,0,0,1,0,1,12,0,0,3,3,0,3,19,3,10,6,17,6,6,2,16,7,0,2,0,2,3,1,0,0,15,3,1,13,0,22,14,0,0,3,1,0
"Ant115",2,36,0,1,4,0,6,2,18,6,4,1,2,17,4,6,0,0,17,0,6,8,0,3,0,1,2,1,3,0,2,3,10,0,4,1,7,0,4,2,6,0,2,1,1,0,13,13,5,0,0,1,0,5,0,1,0,1,0,1,1,0,10,14,0,0,9,5,5,7,2,4,2,3,4,9,0,0,0,0,1,0,3,1,5,10,0,6,0,8,2,0,5,15,6,0
"Ant117",11,22,3,10,2,4,13,12,0,8,9,4,0,5,0,5,6,10,10,3,11,5,0,5,3,3,2,3,1,0,8,0,2,5,5,0,4,1,1,5,1,2,0,7,0,4,2,0,9,5,4,3,1,0,11,10,11,4,5,0,10,4,2,7,0,5,0,12,10,0,13,1,0,2,15,0,0,5,8,5,4,5,1,5,1,9,4,1,24,0,3,3,4,10,7,4
"Ant127",1,4,5,2,0,1,2,6,0,6,0,0,0,4,0,1,1,10,13,4,5,1,0,8,1,9,1,1,10,0,1,0,1,5,1,0,0,0,4,3,0,1,7,0,3,4,5,0,6,3,3,9,3,0,0,0,7,7,2,0,0,0,2,0,12,1,0,6,0,0,6,6,0,4,0,0,0,4,3,3,3,6,4,1,1,1,3,0,2,0,3,3,11,1,5,3
"Ant137",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,3,7,0,0,5,0,3,0,3,1,5,8,9,0,0,4,2,1,0,3,0,2,0,0,2,3,2,8,0,0,0,0,0,3,0,0,3,3,0,0,1,7,0,0,0,0,3,0,0,0,0,0,0,6,4,1,14,0,0,3,1,1,3,0,3,0,0,1,15,1,6,2
"Ant139",2,5,2,9,0,0,1,0,0,0,1,0,1,0,0,0,2,2,0,2,0,4,0,3,4,7,1,7,9,0,4,0,1,2,6,7,0,0,0,0,0,0,4,4,2,0,0,0,3,1,3,2,5,0,0,0,0,15,0,0,1,0,0,0,9,3,0,0,0,0,6,0,0,4,0,0,0,6,2,0,0,1,0,3,0,2,3,0,5,0,0,3,4,1,1,7
"Ant142",2,39,0,0,27,0,4,7,28,40,14,0,21,26,15,19,0,2,56,0,34,1,9,9,0,0,19,22,0,10,3,8,5,8,11,0,7,20,22,5,25,13,2,5,0,0,0,16,3,0,0,0,0,5,0,1,4,1,0,2,0,0,9,21,0,1,5,11,30,15,22,6,4,7,7,9,0,0,0,2,2,4,0,0,27,7,1,11,4,21,3,0,0,32,2,0
"Ant149",0,11,0,0,59,0,0,0,35,26,2,4,17,23,24,15,0,1,26,1,11,11,9,0,0,0,10,36,0,25,0,19,14,0,1,0,9,32,57,0,18,13,0,0,0,0,16,0,0,0,0,0,0,20,0,0,0,0,0,17,3,0,3,9,0,0,28,1,21,41,15,32,23,0,14,31,0,0,0,0,0,0,0,0,30,2,0,15,0,34,10,0,0,18,0,0
"Ant153",20,0,3,9,3,1,2,5,0,3,5,2,1,3,0,1,1,7,1,13,1,16,0,6,0,7,2,3,2,0,2,4,4,3,14,8,1,0,0,2,0,5,9,6,2,3,3,0,0,3,0,1,0,0,0,0,9,8,13,0,0,0,0,4,3,2,5,7,5,0,7,2,0,17,1,0,0,2,0,2,26,2,8,3,1,7,7,1,8,0,0,3,6,0,6,2
"Ant156",10,0,10,8,0,5,0,2,0,1,0,2,0,0,0,1,17,2,0,2,0,2,0,3,2,8,0,3,3,0,2,0,1,1,1,1,6,0,0,3,1,0,5,3,3,1,0,0,3,0,1,8,5,0,1,2,2,5,2,0,0,6,0,0,10,5,0,0,0,0,3,0,0,0,0,0,4,1,5,3,4,1,1,2,0,1,4,2,6,0,0,2,4,1,1,2
"Ant159",2,0,2,1,0,0,1,2,0,1,0,4,1,4,0,0,1,2,0,0,0,1,0,1,3,4,0,0,0,0,1,0,0,1,1,0,0,0,0,2,3,0,4,3,2,3,0,0,0,1,0,5,4,0,7,1,2,4,0,0,8,9,0,0,14,3,2,0,0,0,2,0,0,1,0,0,0,1,0,4,0,1,1,0,1,1,1,0,0,0,0,6,0,0,2,0
"Ant169",1,1,4,1,0,1,3,1,0,3,1,16,0,0,0,2,5,1,1,1,0,2,0,4,1,4,0,1,2,0,1,0,0,3,2,1,0,0,0,2,0,1,3,9,8,2,0,0,1,8,5,0,2,0,1,0,6,0,0,0,4,1,0,0,3,4,0,2,3,0,1,0,0,0,0,0,4,0,2,3,7,0,5,0,2,1,7,0,4,0,0,1,1,2,4,3
"Ant173",1,0,7,2,0,2,3,0,0,0,0,2,0,1,0,0,1,1,0,10,0,0,1,2,4,1,0,0,1,0,1,0,0,7,2,1,0,0,0,0,0,0,1,3,0,5,0,0,0,5,4,2,0,0,6,23,0,5,3,0,0,7,1,0,8,3,0,0,0,0,2,0,0,0,0,0,8,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,9,1,0,0
"Ant176",0,0,0,0,34,0,0,0,24,6,0,0,9,30,3,16,0,0,1,0,6,4,1,0,0,0,30,8,0,12,0,6,21,0,0,0,15,14,20,0,9,5,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,8,0,5,4,4,12,18,0,15,17,0,0,0,0,0,0,0,0,19,0,0,7,0,12,4,0,0,0,0,0
"Ant178",1,1,0,3,0,4,0,0,0,0,0,0,0,1,0,2,1,2,0,2,1,1,0,5,0,2,1,1,0,0,4,0,0,15,4,0,2,0,0,5,0,0,11,0,0,0,0,0,0,1,7,1,6,0,0,14,2,0,0,0,10,6,0,1,5,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,2,0,1,4,1,0,9,0,0,0,21,0,2,0
"Ant186",4,3,0,0,4,2,5,0,5,2,3,2,0,10,0,5,0,7,14,25,2,1,2,10,3,6,1,0,0,0,1,3,0,10,4,0,5,0,0,10,0,1,10,0,0,0,1,0,0,2,1,0,23,0,14,0,17,0,10,0,37,4,18,1,7,0,1,11,2,0,0,1,0,7,1,0,1,0,0,2,12,0,5,0,0,6,5,4,20,3,0,0,3,1,0,0
"Ant190",0,0,3,0,0,7,9,4,2,3,3,2,1,0,0,4,2,5,10,4,4,21,2,6,0,2,4,0,3,0,1,0,0,2,10,6,7,0,2,4,1,0,11,7,0,0,4,0,9,2,2,6,0,0,2,17,0,1,0,0,3,0,5,7,11,3,0,5,1,0,6,5,0,3,0,0,0,0,10,0,7,1,12,5,1,2,6,3,4,0,0,3,3,1,10,5
"Ant207",31,4,8,2,1,0,1,5,0,4,4,6,1,5,1,0,1,4,0,1,0,0,1,1,3,2,0,6,8,0,11,0,5,3,0,1,7,0,0,5,0,1,4,7,3,15,1,0,8,5,4,0,5,0,0,0,1,0,3,0,1,0,3,3,11,13,0,4,4,0,12,0,0,2,3,0,4,6,0,4,14,6,4,3,0,2,2,7,8,0,1,10,5,0,10,6
"Ant215",7,4,9,0,0,2,4,0,0,0,3,5,0,2,1,4,2,1,1,0,0,0,0,1,4,2,0,0,3,0,1,0,0,2,3,0,0,0,0,0,1,0,5,2,0,0,0,0,13,2,0,0,3,0,0,10,0,3,0,0,0,0,2,0,2,1,0,1,0,0,7,1,0,2,0,0,0,1,0,1,0,1,0,0,1,1,1,3,0,0,0,0,8,1,0,0
"Ant217",0,0,0,0,34,0,0,0,28,8,0,0,49,28,24,10,0,0,0,0,14,5,5,0,0,0,7,3,0,6,0,24,8,0,0,0,20,12,14,0,12,1,0,0,0,0,2,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,9,0,4,50,8,3,35,0,17,37,0,0,0,0,0,0,0,0,20,0,0,13,0,39,14,0,0,0,0,0
"Ant218",1,7,0,2,2,0,12,3,3,3,3,5,0,8,0,7,1,3,18,2,6,4,0,2,6,4,0,1,3,0,2,1,0,2,9,0,5,0,8,8,0,1,10,0,3,1,0,3,0,0,8,4,0,0,10,37,3,1,0,0,0,2,17,3,2,0,11,6,3,0,10,1,0,6,2,0,1,0,1,1,4,0,6,0,1,16,2,1,0,0,0,2,11,11,2,8
"Ant219",0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,29,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,9,1,7,0,6,4,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,52,0,0,0
"Ant232",3,21,2,0,11,1,10,5,9,29,13,17,1,16,18,18,1,13,47,2,21,1,5,8,1,4,3,1,1,0,5,3,4,4,24,1,23,6,0,24,3,10,2,2,0,0,9,3,0,0,0,0,1,0,0,18,5,3,2,0,17,0,0,8,0,4,17,19,28,0,4,10,0,28,5,0,0,1,1,5,3,2,7,11,4,1,2,15,4,0,0,1,2,7,9,0
"Ant238",2,44,0,0,31,0,5,3,29,24,11,0,12,18,6,9,1,4,44,0,15,3,9,1,0,1,2,1,0,2,1,6,3,1,1,0,3,6,14,0,3,14,7,0,0,0,21,9,4,0,0,0,0,6,1,1,7,3,0,3,3,0,8,0,0,1,25,5,6,23,0,9,19,10,29,18,0,1,0,3,0,0,1,0,12,20,0,27,3,41,3,1,1,15,0,0
"Ant242",6,2,16,5,1,3,6,1,0,1,3,4,0,3,0,0,3,5,1,4,1,6,0,0,1,4,0,0,6,0,1,1,0,4,0,3,2,0,0,3,0,0,0,12,1,9,0,0,3,10,14,3,8,0,5,7,11,11,2,0,2,6,0,0,0,2,0,2,0,0,2,0,0,3,0,0,14,4,3,4,2,2,0,2,0,1,6,0,4,0,0,6,9,0,4,1
