"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant60",1,12,3,0,17,2,6,2,6,5,0,12,0,7,0,6,0,3,18,0,9,8,8,3,0,5,2,0,5,1,5,0,2,0,3,3,18,1,1,11,3,1,7,1,7,0,8,0,5,1,0,0,0,4,1,18,4,0,0,1,2,0,15,16,2,2,0,8,4,0,5,11,0,3,8,0,0,3,0,2,0,6,2,0,7,3,1,7,5,1,14,0,4,2,5,2
"Ant64",8,42,4,3,88,0,4,6,141,22,12,0,0,22,0,23,1,3,24,5,35,15,12,3,0,2,38,2,8,12,1,5,10,1,3,0,14,1,24,10,37,24,24,9,13,1,8,0,2,2,0,4,8,14,4,5,10,2,1,6,9,0,17,42,1,5,4,17,45,2,6,55,0,3,25,0,3,10,4,27,3,6,3,4,17,5,6,22,3,14,44,1,3,9,8,4
"Ant73",0,0,0,0,39,0,0,0,7,8,0,0,0,20,6,2,0,0,0,0,0,8,2,1,0,0,9,3,0,17,0,10,11,0,0,0,6,20,8,0,14,2,3,0,0,0,26,13,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,31,0,0,25,0,1,29,0,3,48,0,0,0,0,0,0,0,0,11,0,0,6,0,12,2,0,0,0,0,0
"Ant76",5,74,0,1,56,1,6,7,43,14,7,22,20,0,10,14,1,1,15,0,3,7,14,5,0,4,5,5,4,10,4,17,10,2,1,1,1,9,9,7,6,2,18,1,3,0,14,6,10,2,0,0,1,7,6,19,6,1,0,6,12,0,20,12,0,5,14,39,16,16,1,12,27,9,17,15,0,8,0,0,1,1,0,0,5,13,0,13,4,29,9,0,2,26,3,0
"Ant148",0,0,0,0,72,0,0,0,22,9,0,0,6,10,0,3,0,0,0,0,0,0,4,3,0,0,4,5,0,19,0,15,14,0,0,0,5,4,16,0,4,0,8,0,0,0,27,31,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,2,0,0,48,0,0,42,0,1,12,0,12,20,0,0,0,0,0,0,0,0,12,0,0,17,0,27,15,0,0,0,0,0
"Ant158",3,24,0,3,27,1,8,20,23,13,6,23,2,14,3,0,0,6,28,0,11,5,8,7,1,4,10,8,12,6,5,2,16,0,2,0,20,6,12,3,10,4,13,0,1,1,5,1,3,2,0,0,0,8,5,3,2,12,0,8,5,0,24,11,1,5,9,26,3,9,15,12,2,5,16,11,1,9,1,4,3,5,1,9,6,7,1,4,2,5,10,0,3,12,5,2
"Ant191",0,1,5,3,1,5,0,0,1,0,0,1,0,1,0,0,0,3,2,9,0,0,1,2,1,0,0,1,2,0,1,0,0,3,2,2,1,0,0,0,0,0,2,1,0,4,1,0,4,19,6,9,13,0,7,1,3,6,12,0,1,29,0,1,11,2,0,0,0,0,1,1,0,1,0,0,14,6,0,2,1,1,2,1,0,0,1,0,3,0,0,7,8,0,3,0
"Ant202",2,10,11,1,0,4,9,6,8,2,3,3,0,1,0,6,3,0,2,2,1,0,3,0,2,12,1,3,3,0,7,0,6,0,3,1,6,0,2,4,0,0,3,2,0,2,0,0,7,0,3,1,4,2,0,0,2,8,6,0,3,0,7,3,3,4,0,2,4,0,4,3,0,0,5,0,0,4,1,3,13,10,19,12,0,7,3,3,6,2,1,3,29,6,17,19
"Ant209",6,34,0,1,25,7,21,28,25,7,18,24,0,15,0,28,2,2,0,2,22,9,20,15,1,16,18,3,6,5,10,10,8,1,1,2,21,8,15,16,6,20,15,7,17,4,11,0,9,1,0,0,1,0,0,11,1,3,1,7,7,0,32,27,2,10,0,30,29,2,2,31,0,6,33,0,0,7,1,5,2,20,0,5,1,10,0,9,4,6,7,2,2,10,3,5
"Ant268",1,6,1,7,1,2,0,0,0,0,0,5,0,0,0,0,9,2,2,0,1,5,3,2,7,5,2,2,4,0,7,0,1,3,6,3,5,0,0,0,0,0,2,2,0,0,1,0,1,2,3,4,0,0,2,0,10,7,4,0,0,2,5,1,3,1,0,1,1,0,0,1,0,4,3,0,1,9,0,5,2,2,6,4,0,12,5,1,6,0,0,5,6,0,1,1
"Ant308",16,19,3,1,20,2,0,1,12,8,9,35,0,3,0,11,0,1,22,1,0,13,8,4,0,3,0,4,2,2,2,3,5,0,12,0,8,0,12,2,6,4,5,8,1,0,11,0,3,0,0,1,0,8,4,4,5,1,0,6,1,0,15,27,2,2,3,8,11,1,7,5,2,3,4,2,0,2,0,3,1,5,6,1,1,15,2,3,0,5,1,0,0,12,1,0
"Ant311",11,8,0,3,17,0,2,5,6,6,8,15,8,7,0,5,0,0,9,5,13,0,7,10,2,3,18,12,3,13,8,9,2,2,3,0,7,8,7,4,10,3,10,0,4,0,16,4,11,0,0,2,1,8,1,2,3,13,0,5,3,3,8,9,0,2,5,2,7,1,6,8,4,4,9,8,0,6,0,0,0,3,1,4,2,5,3,1,4,13,4,1,4,7,9,1
"Ant518",3,28,3,0,30,3,4,0,21,28,8,12,2,14,4,8,1,3,20,3,8,7,0,7,0,5,24,6,7,11,2,3,11,0,0,3,9,23,11,14,5,5,5,1,1,1,3,5,2,0,0,0,0,14,5,6,1,1,0,1,4,0,13,13,0,7,7,7,4,5,2,11,8,3,12,7,1,11,0,1,3,2,4,0,7,10,4,23,1,19,21,0,4,15,4,1
"Ant620",1,16,3,2,6,2,4,4,5,5,3,3,1,5,3,7,2,0,15,2,4,10,7,0,2,5,4,7,4,1,23,1,0,8,9,10,14,0,2,8,2,2,20,3,3,8,1,0,4,6,2,7,7,0,5,5,4,13,5,1,9,2,8,5,3,4,0,1,4,1,6,1,3,2,1,0,1,8,6,3,1,9,12,7,0,2,1,3,16,1,1,2,9,9,10,2
"Ant0",1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,7,0,2,0,2,0,2,1,2,5,0,2,0,0,9,2,1,0,0,0,0,0,0,0,3,1,3,1,0,0,10,0,6,4,0,1,0,2,2,3,0,0,16,0,1,9,4,0,1,0,0,1,0,0,0,0,0,0,3,1,0,3,1,1,0,0,2,1,0,5,0,1,1,4,0,0,2
"Ant13",7,3,10,2,13,29,3,2,2,0,5,2,0,4,0,4,0,12,16,5,3,3,5,5,2,0,5,3,17,0,15,0,3,1,2,0,15,0,0,10,3,9,14,4,14,3,0,0,10,4,2,4,0,0,14,17,5,4,3,0,6,1,11,1,0,4,3,24,11,0,4,13,0,2,9,0,7,2,0,3,2,3,1,5,3,18,4,8,4,4,1,4,10,7,0,6
"Ant23",1,25,2,1,41,1,4,7,20,34,2,38,9,5,4,10,0,1,18,2,0,18,24,4,1,5,0,7,8,12,5,1,8,0,2,2,7,9,12,0,18,8,8,0,3,0,22,9,6,0,0,0,0,11,0,4,2,3,0,9,2,0,25,8,0,2,11,10,13,10,12,3,24,0,4,4,0,9,1,0,0,5,1,1,15,3,3,8,2,9,15,1,0,14,4,2
"Ant27",1,7,0,2,15,11,5,1,11,7,0,2,3,5,5,8,1,3,3,2,4,12,6,7,2,3,7,0,0,12,9,5,19,1,2,6,9,13,10,6,5,2,17,0,4,4,19,2,5,0,1,2,0,3,0,9,1,12,2,7,10,1,3,3,0,4,2,1,2,2,4,11,3,2,2,5,0,3,0,2,5,7,1,0,11,3,2,6,9,6,9,0,4,3,7,3
"Ant29",5,4,3,1,3,12,1,5,7,5,5,8,0,4,0,12,2,3,6,4,2,3,7,4,5,17,8,0,0,0,2,3,1,1,3,10,7,0,2,3,4,2,4,1,6,0,3,0,1,5,0,2,3,4,5,8,2,2,0,0,0,1,5,3,11,2,0,1,6,0,2,10,0,2,6,0,5,1,4,16,4,2,2,6,1,1,3,5,5,5,0,5,4,0,1,5
"Ant32",0,6,0,0,48,0,2,4,29,29,1,12,17,10,19,6,0,0,5,0,2,13,11,1,0,0,12,12,0,0,0,8,18,0,0,0,6,27,13,0,30,1,4,0,0,0,63,19,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,2,0,0,7,0,1,18,2,4,26,0,0,27,0,0,0,0,0,3,0,0,24,1,0,11,0,37,23,0,0,8,0,0
"Ant42",4,7,9,6,2,1,3,3,2,2,5,1,0,4,0,5,1,7,10,7,2,8,2,23,2,15,5,9,2,0,0,1,7,7,1,2,13,0,2,4,0,0,13,6,10,1,1,0,9,3,5,5,3,0,10,18,3,9,3,6,9,5,13,6,3,6,0,6,1,0,8,7,0,3,5,0,1,4,3,2,5,8,6,1,0,6,5,3,3,0,2,11,5,0,6,8
"Ant43",2,29,0,1,39,0,2,0,54,4,0,5,10,17,15,2,0,0,10,0,3,9,3,1,0,0,1,5,3,8,1,0,12,0,0,0,5,20,15,0,16,1,11,7,0,0,15,9,1,0,0,0,0,4,0,0,0,0,0,15,2,0,4,4,0,2,1,3,4,19,3,8,13,0,1,19,0,2,0,0,0,0,0,1,10,7,0,9,0,7,20,0,0,8,1,0
"Ant44",5,28,1,4,21,1,2,8,27,9,2,10,11,10,14,16,0,6,8,1,5,2,11,0,0,3,8,19,1,18,7,12,0,0,3,4,11,5,16,1,10,12,4,7,1,1,16,17,6,0,0,1,0,6,1,10,4,1,2,15,4,0,15,7,1,5,5,17,8,1,1,11,12,0,10,10,0,7,1,0,4,2,3,1,13,10,0,10,3,13,7,0,1,8,3,1
"Ant50",0,0,7,1,0,3,0,0,0,0,0,1,0,2,0,0,3,0,1,3,0,2,0,8,9,1,0,1,1,0,7,0,0,0,1,2,1,0,0,2,1,0,3,2,0,2,0,0,1,11,4,2,5,0,0,0,1,12,5,0,0,9,0,0,13,1,0,0,0,0,2,1,0,0,1,0,1,4,2,7,0,1,1,0,0,1,1,0,11,0,0,0,8,0,4,0
"Ant55",6,5,5,5,2,4,19,5,2,2,3,3,0,1,0,2,2,3,1,6,12,3,0,9,2,2,2,2,3,0,1,0,3,1,0,4,2,0,0,6,1,1,8,4,5,0,0,0,9,2,0,2,2,0,4,8,16,7,0,7,3,0,12,4,0,4,0,3,2,0,4,2,0,3,3,0,0,9,0,0,5,5,1,2,1,0,1,1,13,1,0,2,0,1,4,2
"Ant63",2,1,5,0,0,0,9,0,0,0,3,0,0,1,0,0,2,1,2,3,0,0,3,10,1,0,2,6,10,0,2,0,4,2,4,0,3,0,0,1,1,1,3,3,1,1,0,0,1,15,3,3,2,0,1,0,4,8,8,1,3,2,5,6,5,3,0,1,0,0,2,3,0,3,0,0,2,4,4,5,5,7,1,5,0,3,2,0,8,1,0,10,12,2,6,4
"Ant97",12,30,1,4,6,1,4,14,12,2,18,14,6,1,5,20,1,6,21,5,8,7,9,14,0,15,7,9,7,6,13,5,11,1,2,3,0,4,21,7,18,8,16,3,5,4,8,1,10,0,4,1,1,1,4,8,2,1,0,2,6,0,7,14,2,5,6,22,9,2,13,27,3,1,10,11,0,8,3,2,1,9,7,0,2,25,6,10,2,7,7,6,1,16,14,1
"Ant98",0,7,0,0,55,0,0,2,16,20,1,1,20,9,4,6,0,0,8,0,0,8,23,0,0,0,9,13,0,27,0,20,5,0,0,0,4,0,20,0,14,2,6,1,0,0,29,15,0,0,1,0,0,9,0,0,0,0,0,9,1,0,12,3,0,0,3,0,2,7,0,7,6,0,4,19,0,0,0,0,0,3,1,0,11,2,0,26,1,9,21,0,1,1,0,0
"Ant100",5,36,1,0,57,1,1,4,27,35,1,24,8,9,16,12,0,2,15,0,12,7,11,2,0,0,12,10,2,13,2,15,16,0,0,0,21,20,0,0,31,9,5,0,10,0,20,20,0,0,0,0,3,9,2,3,12,1,0,12,11,0,17,12,0,3,11,11,6,26,20,17,14,9,5,26,0,1,1,0,0,0,2,0,12,9,0,49,0,7,9,2,1,26,3,2
"Ant109",5,14,2,4,3,1,8,1,2,1,11,10,0,7,0,3,0,4,16,0,2,4,14,8,0,10,0,6,3,0,4,0,1,2,6,1,7,0,0,0,1,2,10,2,2,6,6,0,0,0,0,1,0,0,0,6,3,5,4,0,3,0,11,5,5,4,1,12,4,0,5,7,0,1,8,0,0,9,3,8,0,6,4,2,1,5,2,2,6,2,4,1,1,3,8,5
"Ant113",7,22,0,0,51,1,2,13,29,23,3,37,14,6,4,10,0,0,6,0,6,10,5,2,0,3,18,5,4,30,0,16,10,1,1,1,18,14,31,1,0,8,11,0,4,0,31,22,2,1,1,1,0,9,2,2,4,1,0,30,0,0,7,10,0,2,14,8,7,27,5,6,9,0,7,28,0,0,0,1,0,4,0,4,13,13,0,13,1,9,19,0,0,15,6,0
"Ant115",0,28,0,3,14,1,3,5,23,9,1,24,2,2,0,4,0,0,20,0,4,3,5,2,0,9,8,2,2,1,0,1,12,0,1,1,8,2,9,2,8,0,13,3,3,0,2,1,3,0,0,0,0,6,1,2,3,4,1,2,8,0,15,8,0,2,5,6,11,6,4,10,0,2,0,2,0,5,2,1,1,0,4,3,0,15,0,5,0,0,4,0,1,14,5,0
"Ant117",5,52,6,8,9,18,14,16,42,7,7,24,3,18,8,13,2,3,15,2,5,10,5,20,0,14,8,17,4,4,13,11,4,3,8,3,16,6,5,10,11,13,0,4,10,2,3,3,9,5,4,0,2,7,3,3,5,6,2,2,8,4,11,1,5,7,11,6,5,5,8,29,11,2,10,12,3,16,3,2,8,11,9,11,5,8,3,4,6,11,3,1,10,23,18,6
"Ant127",4,8,5,5,3,5,1,6,2,4,1,9,0,1,0,0,1,2,7,2,8,0,1,3,3,4,0,0,1,0,6,7,7,2,4,3,3,1,0,2,0,3,4,0,6,4,1,0,0,14,2,0,0,0,14,7,24,12,3,0,38,2,5,3,6,15,0,1,0,0,1,6,0,0,0,0,4,1,8,2,0,11,11,3,0,2,16,1,0,1,0,0,4,0,10,1
"Ant137",6,8,0,0,14,0,9,1,7,5,7,13,0,3,0,1,0,0,17,0,1,4,1,3,1,14,3,4,6,0,10,0,1,0,5,1,5,0,10,2,4,3,10,6,0,0,3,0,1,1,0,3,1,3,4,11,4,0,0,1,15,0,8,4,2,1,0,12,7,1,2,6,0,15,4,0,7,0,0,1,1,1,4,0,2,11,8,1,0,0,0,6,3,0,0,0
"Ant139",0,9,4,5,1,2,3,0,0,0,0,1,0,0,0,1,4,2,4,0,0,0,1,8,3,3,0,4,0,0,1,0,1,2,0,1,4,0,0,6,0,0,2,4,0,0,0,0,3,4,6,1,0,0,0,1,0,5,1,0,2,4,0,0,4,3,0,2,1,0,1,0,0,0,0,0,0,1,7,0,0,9,3,1,0,1,4,1,4,0,0,21,2,0,7,3
"Ant142",0,8,0,0,63,0,3,5,4,27,8,8,26,14,27,5,1,0,11,1,11,16,3,1,1,0,22,19,3,63,1,15,16,0,0,0,8,29,20,6,31,2,3,1,3,0,0,40,0,0,0,0,0,20,0,0,0,0,0,28,1,0,6,7,2,1,46,4,6,26,6,10,31,1,4,54,0,0,0,0,0,2,1,1,72,2,0,31,3,15,13,1,0,18,8,7
"Ant149",0,0,0,0,37,0,0,0,29,8,0,0,13,6,31,1,0,0,0,0,0,4,5,0,0,0,9,2,0,19,0,9,17,0,0,0,1,15,20,0,22,1,3,0,0,0,40,0,0,0,0,0,0,25,0,0,0,0,0,23,0,0,0,5,0,0,62,0,0,15,0,7,28,0,1,21,0,0,0,0,0,0,0,0,14,0,0,22,0,36,14,0,0,0,0,0
"Ant153",0,7,5,3,5,4,5,4,2,4,5,2,0,10,0,3,4,7,9,1,3,11,2,4,0,10,6,5,1,0,9,1,6,1,9,1,10,0,0,0,2,3,9,0,1,3,0,0,0,0,1,1,5,0,0,2,0,13,2,0,0,0,2,8,1,3,0,1,4,0,5,19,0,5,1,0,1,16,2,3,5,4,9,0,5,8,1,1,3,8,0,4,16,11,6,4
"Ant156",2,2,4,1,0,4,0,0,0,0,1,2,0,2,0,2,19,0,1,2,0,0,0,6,10,4,0,0,5,0,3,0,0,11,2,15,0,0,0,0,1,0,5,14,1,4,0,0,0,0,2,4,17,0,4,5,5,7,11,0,1,6,1,0,23,0,0,0,0,0,0,1,0,0,0,0,16,0,5,1,2,0,2,1,0,0,2,0,10,0,0,4,2,0,3,0
"Ant159",2,4,9,0,0,4,2,1,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,2,0,2,0,1,0,0,5,0,0,4,0,3,4,1,0,0,1,0,4,2,0,6,0,0,1,2,0,3,5,0,0,4,0,5,1,0,1,7,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,4,9,7,1,0,0,0,2,2,0,0,0,0,3,2,4,2,1
"Ant169",1,1,4,8,0,0,0,0,0,3,0,4,0,0,0,0,9,1,0,4,1,2,0,7,6,4,0,2,2,0,5,0,1,2,2,3,1,0,0,1,1,0,0,0,3,1,0,0,1,4,3,0,7,0,2,6,2,1,2,0,0,3,1,0,4,0,0,0,0,0,2,1,0,0,1,0,1,0,1,8,0,8,3,5,0,0,7,0,6,0,0,3,5,0,3,1
"Ant173",1,3,7,1,0,0,2,1,0,1,0,8,0,1,0,0,13,4,1,0,0,1,0,7,4,0,0,0,3,0,3,0,0,5,2,2,1,0,3,0,0,0,2,0,1,0,0,0,5,17,5,7,0,0,2,2,0,0,1,0,2,12,0,1,17,0,0,0,1,0,1,1,0,2,0,0,7,1,6,4,9,0,0,1,0,2,6,0,2,0,0,13,4,0,1,0
"Ant176",2,0,0,0,24,0,1,8,22,14,4,14,1,7,5,8,0,2,0,0,8,8,14,0,0,0,11,3,4,8,0,4,6,0,0,0,1,9,9,0,9,6,7,0,3,0,20,25,0,0,0,0,0,0,0,0,2,0,0,9,1,0,4,6,1,0,10,7,3,5,0,13,7,0,4,12,0,0,0,0,0,1,2,2,7,8,2,9,0,32,19,0,0,5,0,0
"Ant178",13,0,0,4,4,1,5,2,3,2,1,4,0,6,0,5,7,0,0,2,4,1,5,5,1,14,0,0,5,0,10,0,1,0,4,1,4,0,2,0,2,1,3,14,4,0,0,0,0,4,0,2,2,0,0,8,4,4,2,4,2,2,2,4,13,3,2,6,0,0,0,4,0,8,6,0,9,1,1,5,0,0,7,7,0,2,0,0,0,2,0,5,5,2,6,0
"Ant186",12,5,5,12,1,5,13,7,3,0,18,5,0,19,0,3,1,0,11,0,4,2,6,5,0,17,4,9,8,0,18,0,10,0,8,0,8,0,3,6,2,2,3,7,11,1,0,0,2,5,4,6,2,0,8,0,26,2,4,0,12,17,4,10,5,7,0,9,5,0,1,5,0,24,14,0,9,1,1,2,2,3,0,9,3,2,2,2,6,3,10,7,5,0,1,0
"Ant190",5,0,1,0,8,5,1,2,0,2,4,10,0,6,0,2,3,2,1,10,5,3,1,4,2,5,2,1,2,0,3,0,4,1,16,4,2,0,12,3,4,3,5,24,4,0,0,0,0,5,0,2,0,2,4,26,0,0,15,2,20,0,6,9,3,0,4,4,12,0,5,3,0,1,3,0,19,0,8,3,0,0,2,7,3,1,6,4,1,0,1,3,5,3,1,4
"Ant207",3,4,24,2,1,4,6,5,0,2,0,2,0,1,0,12,6,8,3,7,1,13,1,13,2,4,3,12,2,0,9,0,1,12,7,8,1,0,1,5,1,4,6,12,0,5,0,0,13,7,5,1,0,0,4,2,0,0,4,0,1,12,1,3,1,5,0,0,0,0,3,12,0,1,0,0,0,21,2,1,5,7,2,0,0,2,6,5,15,3,0,1,8,0,5,3
"Ant215",1,3,3,4,0,5,0,0,1,4,0,1,0,0,0,0,12,6,1,4,0,0,0,5,3,3,0,2,0,0,3,0,2,5,0,8,0,0,0,4,0,1,2,3,0,1,0,0,2,11,1,2,1,0,2,4,15,4,0,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,1,0,6,0,2,1,1,1,1,4,0,0,5,0,13,1,0,0,5,1,1,1
"Ant217",0,0,0,0,36,0,2,2,17,5,1,6,28,6,20,8,0,0,7,0,6,5,1,1,0,0,9,7,0,13,6,15,15,0,7,1,2,9,12,0,30,2,2,0,1,0,28,23,0,0,0,0,0,9,4,0,2,0,0,0,0,0,8,1,0,0,49,2,2,31,1,5,32,0,14,54,0,0,0,0,7,0,0,0,11,0,0,14,0,13,22,0,0,3,0,0
"Ant218",1,2,0,1,6,1,0,1,1,6,2,9,0,12,0,5,1,3,7,0,1,3,4,9,0,6,2,10,0,0,9,2,4,0,3,3,6,1,11,3,0,8,8,38,15,2,1,0,0,1,1,0,2,1,2,12,20,1,0,0,0,0,9,4,11,6,3,5,3,0,6,11,0,9,16,0,1,0,1,3,2,1,3,1,2,6,2,4,7,0,2,1,3,1,5,1
"Ant219",0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,3,0,2,16,1,0,1,1,0,5,0,0,9,0,2,0,0,0,0,0,0,4,2,0,4,0,0,0,6,7,3,12,0,2,17,0,12,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,4,1,0,0,0,0,0,0,1,0,0,1,0,14,15,0,0,0
"Ant232",3,12,0,5,5,5,6,5,2,4,15,17,0,20,0,24,0,7,32,5,15,8,13,8,0,11,25,3,5,0,13,4,15,0,12,5,7,12,17,11,7,15,11,5,8,0,6,0,2,1,1,1,0,4,2,4,6,1,0,8,9,0,0,12,0,7,0,23,10,0,7,16,0,3,32,0,3,11,0,5,2,18,4,5,15,7,4,5,1,3,3,1,0,3,11,8
"Ant238",37,68,1,0,31,1,4,10,11,12,16,42,0,12,2,11,1,3,27,1,27,9,13,5,1,1,8,3,3,2,6,4,7,0,4,6,14,3,12,5,10,8,1,3,4,0,7,5,8,0,0,0,1,6,4,10,9,3,0,1,4,0,12,0,2,2,4,12,7,9,4,18,5,2,18,17,0,10,2,4,1,0,0,0,7,23,3,26,4,4,8,0,0,12,3,3
"Ant242",13,1,4,9,0,3,3,3,0,0,2,1,0,0,0,1,11,3,2,3,2,0,0,3,9,0,0,0,11,0,3,0,1,13,0,5,2,0,0,5,0,0,5,6,2,4,2,0,1,23,3,4,17,1,13,5,3,1,3,0,11,19,0,2,0,3,0,2,1,0,0,2,0,14,0,0,10,6,4,2,2,2,8,0,0,6,7,0,0,4,1,6,6,0,2,3
