"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant127","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant60",7,6,3,0,0,1,4,2,10,9,0,3,0,2,12,0,3,1,6,4,6,9,2,2,0,0,7,5,1,0,8,3,0,3,4,1,6,2,1,3,4,4,12,15,0,1,0,1,6,4,2,2,0,0,1,0,0,2,1,4,0,0,3,6,0,5,8,1,5,0,1,16,0,0,3,0,2,10,0,5,1,11,3,0,5,3,5,1,2,0,0,0,3,1,11,1
"Ant64",0,41,8,2,19,1,6,6,6,26,3,0,0,1,1,7,7,10,7,5,18,6,1,3,0,2,13,12,3,5,1,0,4,6,2,1,6,7,0,13,8,11,21,5,1,0,0,0,2,1,2,3,0,0,4,1,12,10,9,8,3,0,1,17,1,9,9,7,27,0,17,8,0,0,4,0,3,3,2,2,6,2,6,2,5,1,8,4,5,4,3,3,7,8,9,1
"Ant73",0,0,0,0,39,0,0,0,15,6,0,0,0,13,14,7,0,0,0,0,0,15,5,0,0,0,8,14,0,9,0,13,6,0,0,0,0,9,12,0,10,0,0,0,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,31,0,7,11,0,12,43,0,0,0,0,0,0,0,0,14,0,0,11,0,24,9,0,0,0,0,0
"Ant76",3,37,2,1,35,3,6,5,16,28,2,1,13,0,7,6,0,2,6,1,7,4,10,8,2,7,10,12,10,7,0,7,4,1,6,2,15,10,5,1,13,4,9,0,10,0,33,21,6,3,0,0,1,2,3,10,2,2,3,8,1,0,15,15,1,2,18,16,10,27,4,19,33,4,13,21,1,8,0,2,0,1,3,0,16,26,3,21,1,18,8,1,2,16,3,1
"Ant148",0,14,0,1,39,3,0,4,19,3,12,1,14,7,0,7,0,1,5,0,9,18,12,0,0,0,3,4,0,20,1,6,7,0,0,1,4,3,15,2,12,4,4,0,0,1,8,60,0,0,0,0,0,10,1,0,0,0,0,12,3,0,9,2,0,0,45,0,8,27,2,10,1,0,2,21,1,0,0,0,1,3,0,1,15,5,0,14,3,17,1,0,0,4,1,2
"Ant158",4,15,2,2,20,0,1,3,9,18,0,7,7,6,7,0,0,7,8,0,14,4,10,6,0,2,9,8,5,2,0,3,5,0,8,0,13,14,34,7,7,0,11,5,0,1,37,22,10,1,0,0,1,6,1,6,1,1,5,12,8,0,8,9,3,2,5,9,13,9,4,19,6,0,10,6,0,10,0,0,2,3,4,0,9,10,0,15,0,11,14,3,1,6,1,5
"Ant191",1,1,12,5,1,11,1,0,0,0,3,7,0,0,0,0,0,1,2,10,0,0,1,5,9,4,2,1,2,0,6,0,0,32,0,9,0,0,0,1,0,1,15,5,0,3,0,0,4,15,4,10,18,0,3,2,5,3,6,0,0,8,0,1,10,0,0,0,0,0,3,0,0,3,0,0,2,0,2,1,1,0,6,1,1,0,4,0,0,0,0,2,11,0,4,2
"Ant202",4,5,5,2,1,3,2,8,0,4,1,10,0,2,1,7,1,0,16,2,0,8,3,9,2,25,7,8,18,0,10,0,3,2,10,7,15,12,0,15,3,6,10,10,14,0,1,0,4,3,3,5,1,0,0,0,20,6,25,1,13,1,1,3,0,5,3,2,9,0,6,0,0,0,2,0,4,5,6,5,12,9,24,5,2,3,4,0,9,1,1,0,10,4,1,4
"Ant209",8,13,3,0,21,1,11,9,39,31,6,7,0,6,5,8,2,16,0,7,9,12,9,7,3,4,10,1,5,7,1,6,3,2,8,1,36,6,9,20,15,7,11,3,7,0,33,3,7,1,0,1,1,0,4,26,6,0,10,34,4,0,33,51,0,2,0,17,2,0,8,16,0,0,9,0,7,2,0,0,2,4,3,5,7,29,0,10,1,7,9,0,3,5,4,5
"Ant268",1,1,14,5,0,0,4,1,0,0,4,5,0,1,0,0,10,2,7,0,1,1,2,5,2,1,1,0,7,0,5,0,1,12,2,4,4,1,0,2,2,1,2,0,1,3,0,0,0,14,3,0,19,0,7,6,3,3,3,2,6,6,6,1,1,4,1,0,3,0,1,7,0,0,1,0,0,1,5,4,0,1,2,0,0,0,1,0,6,0,0,2,7,0,2,0
"Ant308",1,62,0,1,13,1,5,9,8,22,6,18,0,7,9,14,0,0,9,1,0,5,11,0,0,2,9,5,1,0,1,2,8,0,8,6,13,6,14,4,13,10,4,3,0,2,13,4,7,0,0,0,0,0,1,1,4,0,2,31,7,0,15,22,0,5,31,10,22,2,11,23,3,3,9,1,1,7,0,0,3,1,2,2,9,13,1,15,3,6,14,0,0,36,6,2
"Ant311",6,13,0,2,39,3,5,3,13,7,9,6,15,4,18,4,0,8,12,1,5,0,5,14,1,11,9,8,5,14,3,4,30,3,6,2,13,13,4,7,8,6,7,1,3,1,23,12,4,1,0,1,2,1,1,0,4,7,5,3,1,2,8,8,0,0,5,14,5,9,8,5,6,0,6,6,0,11,1,4,0,7,3,2,10,6,2,16,4,7,18,0,2,8,3,3
"Ant518",7,41,0,1,16,0,5,11,8,15,2,1,5,10,12,10,1,3,9,2,11,5,0,6,0,3,21,9,4,6,0,7,5,0,10,0,19,5,13,2,13,6,2,1,3,0,14,17,4,0,0,2,1,5,5,4,0,1,0,12,9,0,12,40,1,2,8,17,7,12,5,16,10,0,14,3,0,4,0,0,0,3,4,2,11,8,2,10,1,5,4,2,0,10,7,2
"Ant620",1,5,5,2,0,2,7,2,1,6,2,3,0,8,0,6,5,9,7,5,0,14,6,0,2,2,1,8,13,0,7,0,2,7,4,4,11,0,1,3,1,3,13,4,2,5,3,0,5,2,0,4,1,0,0,0,1,15,0,6,6,5,3,5,2,3,0,2,3,0,1,3,0,0,7,0,2,12,6,3,8,3,2,6,0,4,7,3,1,1,4,1,8,6,8,8
"Ant0",0,2,6,2,0,1,0,0,0,0,0,0,0,2,0,0,9,2,3,2,0,1,0,2,0,2,3,0,6,0,6,0,0,14,2,5,1,0,0,1,0,0,5,4,8,6,0,0,1,8,13,7,10,0,0,0,2,10,0,0,1,10,1,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,1,5,0,4,0,0,7,15,0,4,0
"Ant13",10,5,2,5,2,5,5,13,1,0,0,2,0,7,0,2,4,25,4,1,2,11,3,2,2,0,6,8,11,0,5,0,0,5,8,2,13,1,0,5,1,0,10,1,2,4,0,1,2,9,2,7,0,0,2,0,12,25,10,0,4,0,11,5,1,11,0,3,3,0,4,0,0,0,7,0,5,2,6,26,1,2,6,6,0,4,0,2,8,0,0,3,0,1,18,14
"Ant23",0,34,0,4,34,0,2,8,17,28,7,13,8,10,3,9,2,7,10,1,9,9,21,1,3,6,0,11,10,7,2,8,15,0,0,0,9,14,11,1,12,12,14,2,0,0,2,9,7,0,0,1,1,7,2,3,2,4,0,8,11,0,2,27,0,6,8,4,12,5,4,4,12,0,9,6,0,3,1,1,0,1,0,0,36,10,2,9,4,10,15,0,0,29,3,1
"Ant27",5,12,1,4,23,0,4,5,8,4,5,12,14,12,4,8,1,8,1,0,5,8,9,8,0,8,11,0,4,11,1,6,15,0,0,1,1,6,26,12,14,3,8,0,5,9,23,19,5,0,0,2,0,7,1,1,0,8,1,5,6,0,1,0,0,3,5,7,4,6,5,9,3,0,6,1,0,3,1,1,1,13,1,11,10,3,6,16,2,4,17,0,3,5,7,4
"Ant29",7,6,14,6,4,6,10,2,1,7,1,3,0,10,0,5,2,18,5,7,1,5,4,13,6,11,10,4,0,4,6,0,1,8,4,5,3,2,0,6,2,3,2,0,2,2,6,0,3,5,1,12,18,0,7,3,3,15,11,10,5,8,6,4,4,10,2,2,7,0,4,5,0,0,11,0,0,5,11,2,1,5,18,2,0,8,1,1,6,0,1,6,16,3,7,3
"Ant32",1,15,0,0,42,0,2,10,21,0,0,5,9,7,20,2,0,0,7,0,0,14,6,0,0,0,7,11,4,0,2,14,21,0,0,0,1,13,35,2,14,2,1,0,0,0,23,32,0,0,0,1,0,14,6,9,0,0,6,5,2,0,11,11,0,0,35,10,3,15,2,6,7,2,12,27,0,0,0,0,0,2,2,1,18,4,0,8,0,19,11,0,0,15,0,0
"Ant42",0,0,2,0,0,5,4,0,0,2,8,1,0,0,1,0,6,10,1,5,1,3,0,7,6,5,2,1,6,2,0,0,0,9,5,8,0,6,0,11,0,5,3,3,4,3,0,0,6,6,8,5,0,0,3,0,2,0,3,0,0,5,0,2,4,2,2,3,3,0,11,0,0,0,3,0,0,6,1,8,5,4,1,0,0,0,4,1,1,5,0,3,7,2,6,4
"Ant43",0,17,1,0,25,0,1,0,22,15,3,0,13,7,6,3,0,0,6,0,2,4,7,0,0,0,8,6,0,14,0,0,12,0,0,0,4,6,11,0,5,0,1,0,0,0,10,18,0,0,0,0,0,11,0,0,0,0,0,7,1,0,3,0,0,0,22,0,0,53,0,17,15,0,10,47,0,0,0,0,0,2,0,0,11,5,1,5,5,22,7,0,0,4,0,0
"Ant44",6,14,0,2,24,1,2,6,7,12,0,4,6,4,7,5,0,3,3,1,8,30,5,2,0,0,15,15,1,21,0,12,0,0,3,4,3,23,23,11,14,3,15,0,0,1,29,10,0,0,2,0,0,5,0,0,0,3,0,2,2,0,5,1,0,0,12,2,3,8,5,9,19,1,14,21,1,3,3,2,2,2,0,4,10,5,1,40,2,15,19,0,0,11,3,0
"Ant50",0,1,30,4,0,1,2,2,0,0,3,6,0,1,0,0,32,2,2,12,0,3,0,7,14,5,0,0,8,0,9,0,0,0,1,12,4,4,0,0,0,3,3,8,2,8,0,0,2,18,3,21,27,0,7,1,0,5,10,0,2,8,2,0,4,1,0,1,3,0,0,0,0,3,0,0,8,1,2,4,3,4,0,0,0,2,6,0,3,0,0,0,15,0,5,5
"Ant55",11,4,3,2,2,2,2,7,2,7,4,2,0,6,0,8,0,10,8,2,8,6,10,4,2,8,0,0,4,0,5,0,3,1,0,3,20,3,7,4,0,1,6,2,3,1,2,2,8,0,0,0,2,0,3,3,5,7,2,3,3,2,19,10,0,7,1,6,7,0,8,6,14,1,8,0,0,9,4,0,1,5,1,1,4,7,3,13,6,0,0,3,2,0,5,1
"Ant63",0,2,11,4,3,1,2,2,0,0,1,1,0,2,1,0,9,7,1,4,6,2,0,4,5,2,0,1,5,0,8,0,4,12,3,0,4,1,0,0,1,0,1,1,4,2,0,0,4,18,1,3,2,0,0,1,4,3,6,1,2,3,3,4,3,9,1,4,1,0,1,1,1,0,2,0,4,0,4,2,3,3,6,0,1,2,8,3,7,0,3,7,19,0,4,1
"Ant97",4,1,1,3,14,2,1,5,15,16,6,6,0,15,4,13,0,15,36,4,13,13,19,11,1,13,9,1,3,1,0,4,3,4,20,4,0,7,2,12,10,11,11,2,2,0,13,2,14,0,4,5,1,2,3,5,2,2,8,21,10,0,32,9,1,3,5,18,10,0,8,17,0,0,27,2,10,17,1,1,4,2,7,6,1,8,10,14,12,2,15,3,4,3,14,1
"Ant98",2,23,4,3,37,0,2,0,9,21,2,7,9,10,3,14,0,12,6,1,6,13,5,0,0,1,14,6,2,13,6,6,23,4,3,1,7,0,16,3,7,2,7,0,1,0,23,13,7,0,0,2,0,6,3,0,1,4,2,5,4,0,8,6,0,9,11,6,6,16,5,13,11,0,15,12,0,0,1,3,3,0,7,1,8,7,0,19,1,7,10,0,1,9,2,1
"Ant100",0,3,0,0,56,0,0,1,24,23,1,0,12,5,15,34,0,0,9,0,14,4,13,1,0,0,11,26,0,35,0,11,23,0,7,0,2,16,0,0,9,5,7,0,0,0,33,17,0,0,1,0,0,44,3,0,0,0,0,10,9,0,6,5,0,0,23,3,1,38,1,10,15,0,21,26,0,3,0,0,0,0,1,1,48,7,0,34,2,53,20,0,0,8,0,0
"Ant109",8,9,1,1,2,2,9,6,0,9,3,13,0,1,2,7,1,15,20,2,4,7,2,3,1,5,1,12,6,2,11,0,11,0,4,0,12,3,0,0,2,6,18,2,1,1,2,2,1,1,1,0,1,0,1,1,4,6,0,3,4,0,9,1,3,14,4,1,0,0,5,2,0,0,11,0,0,3,0,0,10,4,9,4,2,3,4,1,13,0,0,3,3,1,5,8
"Ant113",2,72,0,0,62,4,1,9,41,30,4,8,10,13,12,7,0,3,15,2,13,8,13,1,0,1,12,14,2,14,0,5,14,0,0,1,10,7,9,2,0,7,5,0,1,0,18,16,4,0,0,0,1,4,2,1,1,0,5,19,4,0,5,21,0,1,7,10,12,30,5,24,4,0,17,15,1,3,1,5,1,6,3,0,13,11,0,20,3,8,18,0,0,21,0,0
"Ant115",5,41,0,1,7,0,12,14,9,12,4,11,0,4,4,0,1,6,7,1,10,6,6,3,0,0,12,3,3,2,5,0,3,3,1,0,11,2,5,6,7,0,16,1,0,0,3,2,1,0,0,0,0,0,1,1,0,2,0,8,3,0,10,7,1,7,18,6,9,4,9,8,3,0,2,3,0,3,1,0,0,3,2,1,2,5,3,0,4,2,5,0,1,9,5,0
"Ant117",12,41,5,2,13,12,7,11,5,10,12,21,0,9,4,11,15,10,11,2,4,7,2,13,5,10,14,8,2,1,3,1,15,3,6,1,11,7,7,18,5,16,0,12,5,2,2,2,10,5,5,3,0,3,3,8,3,7,4,11,14,4,6,4,2,10,7,10,10,0,8,3,7,2,6,3,11,14,4,14,4,13,15,13,7,22,6,7,11,1,5,5,9,37,10,1
"Ant127",1,0,2,4,0,4,1,8,0,0,15,5,0,0,0,5,5,10,3,0,3,1,1,4,4,1,2,0,0,0,3,0,0,8,2,1,2,0,0,2,0,1,12,0,0,0,2,0,0,4,4,3,4,0,0,7,0,9,0,0,23,3,8,0,7,1,2,1,6,0,0,1,0,0,1,0,2,13,7,8,4,4,7,4,2,3,13,0,5,0,0,14,12,1,2,7
"Ant137",0,18,7,6,4,3,0,0,5,6,0,1,0,10,0,0,0,14,7,1,0,3,3,2,8,2,0,5,2,0,4,0,0,2,3,4,2,1,0,1,1,0,5,0,0,0,1,2,1,1,2,0,0,0,6,3,2,15,12,6,1,0,5,3,0,4,0,8,8,0,2,2,7,0,2,0,0,7,5,1,3,1,4,0,0,26,3,8,6,8,3,2,5,13,1,1
"Ant139",0,0,4,4,1,4,0,0,0,0,1,0,0,0,1,1,3,0,0,3,2,1,0,5,6,4,0,9,2,0,3,0,1,8,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,10,4,5,4,0,0,5,1,11,3,0,1,2,1,1,0,2,0,2,0,0,0,1,0,0,0,0,1,1,8,1,0,0,2,4,0,2,5,0,1,0,0,4,4,0,1,1
"Ant142",3,18,0,0,89,1,3,6,19,22,0,0,21,33,8,37,0,1,33,0,13,23,14,3,0,0,2,23,6,23,0,10,29,0,2,0,13,23,33,2,18,3,2,2,1,0,0,23,5,1,0,0,0,12,0,11,3,0,2,22,1,0,27,23,1,0,23,8,2,26,2,17,15,7,19,34,0,2,1,0,0,3,1,5,55,16,0,31,3,17,23,1,5,10,2,0
"Ant149",0,41,0,0,64,0,0,6,26,20,1,0,22,21,60,22,0,0,3,0,4,12,17,0,0,1,9,19,0,32,0,18,10,0,2,0,2,13,17,2,16,2,2,0,2,0,23,0,0,2,0,0,0,13,1,0,1,1,0,18,0,0,4,8,0,6,22,9,0,40,4,16,14,0,6,25,4,2,2,0,0,2,0,0,73,3,0,28,0,30,24,0,0,10,0,1
"Ant153",1,0,1,1,6,1,6,7,5,2,6,2,0,6,0,10,4,4,7,0,7,4,4,5,1,2,7,5,3,0,6,0,0,2,8,4,14,7,0,1,4,1,10,0,1,0,5,0,0,0,1,4,0,0,3,3,4,0,4,6,0,0,6,14,3,2,3,17,5,0,4,1,0,0,4,0,3,19,1,3,8,2,0,0,8,6,3,3,5,5,6,0,8,1,3,0
"Ant156",5,0,12,9,0,3,0,1,0,0,4,1,0,3,0,1,15,3,1,14,0,1,0,2,8,9,0,0,5,0,6,0,0,18,0,18,0,0,0,1,0,0,5,4,1,10,1,2,0,0,3,22,28,0,1,9,3,5,1,0,2,3,1,0,21,1,0,1,1,0,0,0,0,3,0,0,1,1,5,1,1,6,0,2,0,1,1,0,2,0,0,0,26,0,4,2
"Ant159",2,2,3,1,0,0,3,1,0,0,2,2,0,0,0,0,4,3,0,3,0,0,0,0,13,2,0,0,1,0,8,0,2,3,0,1,4,0,1,1,0,0,5,4,2,4,0,0,1,3,0,1,2,0,0,0,1,2,0,0,1,7,0,0,3,1,0,1,3,0,0,0,0,0,0,0,0,1,3,0,9,2,0,0,0,0,1,0,1,0,0,1,9,0,0,2
"Ant169",6,1,9,0,1,1,9,2,0,2,2,3,0,0,0,0,10,5,1,0,0,1,2,4,7,7,1,2,12,1,5,0,0,21,0,3,5,2,0,0,0,0,3,3,0,5,0,0,4,22,1,0,4,0,0,2,12,5,0,2,2,11,1,0,0,9,0,3,2,0,0,1,0,0,5,0,7,3,13,2,0,1,0,1,0,6,0,0,1,0,0,2,17,0,0,3
"Ant173",4,0,18,0,0,3,2,1,0,3,0,0,0,1,0,1,18,1,1,19,0,2,1,1,10,0,1,0,18,0,0,0,0,27,2,2,1,0,0,1,1,0,0,4,0,4,0,0,0,28,2,4,0,0,14,14,3,7,1,0,1,0,1,1,14,0,0,0,0,0,0,0,0,1,1,0,11,0,2,1,0,0,0,1,0,3,5,2,0,0,0,23,10,0,2,1
"Ant176",0,0,0,0,30,0,0,0,8,15,0,0,0,2,10,6,0,0,0,0,0,1,5,0,0,0,7,7,0,14,0,11,5,0,0,0,2,6,44,0,4,0,3,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,7,0,0,11,0,0,1,0,2,11,0,0,0,0,0,0,0,0,22,0,0,12,0,15,6,0,0,0,0,0
"Ant178",1,2,0,6,5,4,5,5,12,4,1,4,0,3,1,1,3,0,4,7,1,1,5,0,0,2,2,1,7,6,3,0,0,7,3,0,3,3,3,1,2,1,3,0,6,0,0,1,3,1,0,0,14,0,0,56,1,1,0,3,0,0,9,7,1,1,1,4,5,0,0,3,1,9,9,0,2,0,4,0,8,0,3,2,0,5,0,3,4,0,2,7,2,0,1,1
"Ant186",9,2,0,3,8,7,7,0,25,2,0,1,0,10,0,6,2,0,26,6,1,0,4,0,0,0,3,1,3,9,0,0,0,1,3,1,5,0,0,1,1,1,8,7,3,5,11,0,3,9,0,2,14,0,56,0,8,0,13,3,1,0,22,6,2,0,1,5,2,0,1,7,0,16,6,0,7,0,0,3,6,3,12,1,2,12,10,7,9,0,3,0,15,8,4,0
"Ant190",2,3,1,6,1,6,1,4,0,8,0,12,0,2,0,1,5,20,6,3,4,4,0,1,2,12,2,0,3,0,2,0,0,0,5,4,2,1,0,4,1,0,3,0,2,1,3,1,4,3,1,12,3,0,1,8,0,4,5,0,0,1,0,1,0,4,1,3,7,0,2,0,1,1,4,0,2,7,7,6,4,4,1,2,0,1,5,0,9,0,0,2,3,1,2,3
"Ant207",10,2,6,4,1,8,0,2,0,0,2,10,0,2,0,1,3,6,0,3,0,7,1,15,10,25,4,8,15,0,0,0,3,5,7,3,2,4,0,6,0,2,7,9,15,11,0,1,0,5,2,5,7,0,1,0,4,0,13,1,6,7,1,1,0,8,0,5,2,0,4,1,0,0,2,0,7,8,4,8,7,12,4,9,0,2,2,0,4,0,0,4,21,0,23,11
"Ant215",8,6,1,2,3,1,2,9,1,4,1,9,0,3,0,5,6,25,10,3,2,5,0,0,0,10,0,1,11,6,3,0,0,10,2,6,8,2,0,0,5,0,4,0,12,3,2,0,4,1,0,0,1,0,0,13,5,13,0,2,4,0,5,1,6,3,1,5,1,0,0,1,0,3,5,0,2,4,3,2,0,2,6,0,0,2,1,9,3,2,1,1,15,0,8,2
"Ant217",2,40,0,4,33,4,6,12,16,23,4,8,0,8,12,12,0,1,34,2,31,3,12,6,0,0,8,5,10,5,0,7,2,0,3,1,21,5,10,3,19,8,11,0,6,0,22,18,6,0,0,2,0,4,3,3,0,1,2,0,7,0,13,19,0,2,13,18,28,30,14,26,8,0,28,15,0,6,2,0,1,6,1,0,16,26,3,38,2,5,14,1,0,57,11,0
"Ant218",2,4,0,5,5,5,2,8,3,11,0,3,0,1,3,8,0,13,4,6,7,1,9,6,1,4,11,6,5,2,0,1,2,2,3,2,10,4,9,4,4,3,14,23,1,1,1,0,0,2,1,2,1,0,0,1,0,6,4,7,0,0,6,6,0,10,3,0,13,0,2,2,2,0,9,0,2,4,1,3,2,4,2,11,3,9,5,1,22,1,2,1,2,5,3,2
"Ant219",1,0,16,2,0,0,0,0,0,2,0,0,0,0,0,0,8,1,0,6,0,2,0,5,10,0,0,0,8,0,5,0,0,8,2,3,0,0,0,0,0,0,4,3,0,2,0,0,0,3,7,11,0,0,0,0,1,7,0,0,0,0,0,0,5,6,0,0,0,0,2,0,0,0,0,0,7,5,2,1,0,1,5,1,0,1,1,0,1,0,0,7,31,0,2,0
"Ant232",20,10,0,0,9,1,13,9,11,18,3,1,0,15,9,8,0,1,33,6,15,8,12,3,1,11,2,1,6,11,0,3,5,2,19,3,32,8,6,9,5,10,6,8,5,1,27,4,6,1,0,1,1,0,9,22,0,1,5,13,6,0,0,43,0,4,13,9,28,0,10,20,0,2,13,0,6,1,0,1,0,5,2,1,0,5,4,19,7,1,8,4,4,6,2,2
"Ant238",1,72,1,0,20,2,9,10,13,21,6,17,0,15,2,9,1,3,51,1,22,8,40,5,0,5,27,0,4,11,2,0,1,0,10,4,9,6,5,1,21,7,4,0,3,1,23,8,14,0,0,0,1,1,7,6,1,1,1,19,6,0,43,0,1,7,13,25,14,6,4,20,8,5,19,14,0,6,0,2,1,5,8,1,5,35,4,22,0,0,13,0,0,17,11,2
"Ant242",5,0,10,2,0,5,2,1,0,0,0,1,0,1,0,3,10,0,0,1,0,0,1,2,4,1,0,0,4,0,4,0,0,4,0,3,1,0,0,3,0,1,2,7,0,0,1,0,3,21,3,0,14,0,1,2,0,0,6,0,0,5,0,1,0,1,0,0,0,0,0,0,0,4,0,0,13,0,1,2,0,1,2,3,0,0,17,0,5,0,0,10,20,0,0,0
