"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant32","Ant43","Ant44","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant149","Ant159","Ant169","Ant176","Ant178","Ant186","Ant190","Ant198","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant298","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant492","Ant501","Ant538","Ant560","Ant564"
"Ant27",1,2,0,0,5,0,0,6,0,0,2,0,8,0,0,9,1,0,0,1,0,0,0,6,0,0,0,0,0,0,3,3,10,0,0,0,0,1,2,0,0,0,6,4,0,1,0,7,0,2,5,0,0,0,8,0,31,0,0,7,0,4,0,0,0,8,7,0
"Ant32",0,4,5,0,7,8,1,3,2,0,0,4,7,2,2,1,11,2,3,0,0,1,6,0,2,2,2,0,0,4,6,1,10,0,0,9,0,1,7,1,3,0,15,12,3,3,0,11,0,1,7,0,0,0,9,0,26,1,1,4,0,0,1,0,1,4,12,0
"Ant43",0,2,4,29,0,0,2,0,0,2,0,2,1,25,12,0,0,5,1,0,8,10,0,2,0,0,0,8,10,45,1,3,0,5,5,0,11,0,0,11,1,2,0,2,1,0,10,0,9,3,0,6,34,8,1,5,0,3,2,1,2,1,3,5,1,2,0,15
"Ant44",0,25,3,0,7,10,6,7,30,3,3,1,9,2,0,9,5,0,0,7,0,0,0,2,0,0,2,2,3,1,2,5,7,0,0,5,0,2,4,0,2,1,11,21,2,2,1,0,0,4,1,0,0,0,9,0,7,3,0,10,5,12,3,0,0,10,1,0
"Ant50",0,24,0,0,15,1,29,5,3,2,0,4,0,5,0,2,2,0,3,5,0,0,0,2,0,2,0,0,4,3,2,17,4,0,0,1,1,3,2,1,11,1,1,25,8,0,0,1,1,10,8,0,0,1,4,0,6,3,0,4,1,5,3,1,0,2,0,0
"Ant97",0,3,26,19,2,0,4,0,1,17,0,32,2,21,9,2,1,11,0,1,14,6,0,0,8,2,0,0,10,8,0,1,0,13,14,1,11,0,0,8,4,16,1,1,6,4,42,0,34,1,2,6,13,12,0,15,0,13,0,2,5,5,8,17,12,4,0,14
"Ant109",0,13,10,2,6,0,12,6,9,10,4,10,7,4,6,5,8,5,4,10,4,1,0,0,10,3,4,10,0,15,4,4,3,11,6,2,3,0,0,4,8,9,4,9,17,4,4,0,0,23,10,1,0,4,9,1,5,6,8,3,2,5,1,5,0,5,0,1
"Ant115",0,1,6,15,3,0,6,1,3,5,3,0,1,62,31,0,4,19,0,1,17,11,0,4,45,1,3,8,15,0,6,5,3,7,6,0,4,0,0,11,5,2,0,7,5,5,8,0,5,4,2,22,12,12,5,9,3,63,17,2,4,0,9,7,7,2,0,5
"Ant117",2,5,2,1,5,2,1,4,3,2,0,6,7,0,0,2,0,1,2,3,1,0,3,6,1,2,2,0,4,6,0,5,5,5,0,1,1,1,4,0,1,0,7,11,14,2,0,1,0,3,5,0,0,0,5,0,10,1,1,1,3,2,2,0,0,7,4,0
"Ant124",0,27,5,0,7,8,6,8,12,5,3,3,5,5,4,1,11,3,3,6,1,0,3,1,3,5,17,1,4,5,5,0,1,1,1,6,1,0,7,3,15,0,7,13,27,2,2,5,0,8,10,0,2,2,9,0,6,6,2,3,4,11,4,3,0,9,0,1
"Ant127",3,17,4,0,4,47,0,20,19,3,40,2,28,0,1,25,27,0,14,11,2,0,10,10,0,7,4,0,3,3,5,1,0,1,0,21,0,5,14,2,10,1,26,32,44,7,2,13,0,5,16,1,0,0,19,0,33,0,1,27,12,10,0,0,0,11,16,0
"Ant131",0,0,2,5,0,0,12,0,0,8,0,8,2,4,6,1,1,2,1,0,2,3,0,0,5,0,0,13,11,7,5,1,1,0,7,0,3,0,0,1,1,4,0,1,1,2,2,0,2,2,0,4,3,10,0,1,0,2,4,4,7,4,3,7,6,4,0,5
"Ant137",0,0,0,3,0,0,1,0,1,2,0,0,0,17,49,0,0,2,0,0,4,3,0,0,5,0,0,14,6,6,0,1,0,7,0,0,21,0,0,3,0,3,0,0,0,0,4,0,7,0,1,8,0,0,0,26,0,4,0,1,1,0,0,17,8,0,0,0
"Ant149",0,16,3,0,16,3,0,14,12,0,13,5,4,0,1,9,13,1,1,29,0,0,0,9,0,5,1,1,2,0,1,6,21,0,0,0,0,0,6,0,12,1,6,10,24,3,0,0,0,15,11,0,0,0,13,0,17,0,1,18,7,5,0,0,0,11,4,0
"Ant159",0,0,6,18,1,0,1,0,0,7,0,10,0,0,1,0,0,5,0,1,27,2,0,0,11,0,1,11,3,4,1,1,0,3,21,0,0,0,0,4,2,4,0,0,2,5,1,0,8,1,0,9,0,2,2,29,0,0,0,5,3,3,2,10,4,0,0,10
"Ant169",0,3,0,0,0,5,0,3,0,0,4,0,8,0,0,3,10,0,0,1,0,0,1,1,0,2,3,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,6,6,1,1,0,4,0,2,4,0,0,0,9,0,2,0,0,2,0,1,0,0,0,0,9,0
"Ant176",0,9,0,3,2,15,6,3,2,0,8,0,12,0,3,5,16,0,13,3,0,0,2,7,0,4,2,0,0,0,4,7,14,0,0,6,0,2,0,0,6,0,3,8,9,4,0,12,0,4,8,0,0,4,39,0,18,1,0,1,2,6,0,0,0,5,12,0
"Ant178",0,3,4,10,1,1,1,2,0,4,0,4,3,8,12,0,0,8,0,0,0,1,0,1,11,0,1,8,4,11,0,3,2,1,3,0,4,0,0,0,2,0,0,1,8,2,2,0,2,2,1,4,5,2,0,0,1,2,1,1,4,0,2,2,5,2,0,8
"Ant186",0,10,7,0,9,5,12,10,4,3,8,2,7,0,1,9,3,1,3,9,0,1,0,3,1,2,11,4,8,5,1,15,10,1,0,12,2,0,6,2,0,1,7,29,19,0,1,0,0,9,1,0,0,4,4,0,7,2,13,5,5,5,1,0,1,14,0,0
"Ant190",0,7,8,3,0,0,4,2,0,3,3,12,10,2,0,3,1,6,0,3,5,0,0,0,2,1,1,16,9,2,0,0,1,4,3,1,4,0,0,0,1,0,2,1,7,2,0,0,1,7,8,0,0,6,1,0,1,0,1,7,6,1,8,0,0,4,0,0
"Ant198",0,18,0,2,16,24,0,7,5,0,5,5,27,0,0,23,12,2,6,15,7,3,6,15,0,11,1,1,4,0,7,7,26,0,0,6,0,6,3,0,7,2,0,22,9,34,0,21,0,3,12,0,0,0,20,0,45,0,0,10,1,5,1,0,0,13,21,0
"Ant207",3,35,8,0,10,34,11,22,9,0,7,2,9,3,1,13,10,1,12,35,0,0,4,12,2,21,25,1,9,7,11,13,32,1,0,10,0,6,8,1,29,1,22,0,17,14,0,11,0,16,15,0,0,0,19,0,19,1,28,19,9,20,1,0,0,12,9,0
"Ant215",0,21,10,1,50,3,3,12,4,20,5,2,18,3,3,8,2,6,11,13,2,0,0,3,1,2,8,6,17,5,14,27,44,1,0,24,2,1,9,8,19,7,9,17,0,4,0,1,0,15,11,2,1,1,7,0,9,3,8,24,11,6,0,0,3,16,0,0
"Ant218",0,18,17,1,8,13,1,1,6,0,0,6,22,0,0,9,2,0,11,4,6,0,1,3,0,2,0,4,4,5,2,2,7,2,0,3,5,1,4,2,0,2,34,14,4,0,0,6,1,2,4,0,0,4,14,0,15,0,9,6,6,6,2,2,0,11,5,1
"Ant219",0,5,1,14,0,0,2,1,0,5,0,3,9,4,7,0,3,6,0,1,11,3,0,0,10,1,0,42,4,8,0,2,2,2,4,0,1,0,0,2,1,0,0,0,0,0,0,0,4,4,0,5,4,0,0,7,1,0,0,2,0,0,0,14,5,2,0,5
"Ant238",1,10,0,0,0,20,2,13,0,0,4,0,9,0,0,20,5,0,5,6,0,0,7,11,0,0,1,0,0,0,1,5,13,0,0,0,0,4,12,0,0,0,21,11,1,6,0,0,0,4,3,0,0,0,12,0,35,0,0,10,4,5,0,0,0,7,14,0
"Ant242",0,0,0,7,0,0,0,0,0,5,2,1,0,5,4,1,3,2,0,0,11,0,0,0,9,0,1,34,0,5,0,0,0,2,7,0,8,0,0,2,0,1,0,0,0,1,4,0,0,1,0,3,3,3,0,1,0,5,0,0,0,0,1,16,6,2,0,4
"Ant243",1,7,2,4,8,8,12,10,10,6,4,4,11,4,0,5,9,6,9,2,9,3,2,1,3,4,10,1,23,4,3,8,5,2,0,15,1,2,4,2,9,7,3,16,15,2,4,4,1,0,4,1,14,4,1,0,11,6,5,9,8,16,2,1,0,12,18,0
"Ant255",0,31,6,0,8,6,1,12,6,2,0,5,10,1,0,4,3,2,2,16,0,0,5,7,0,1,8,2,10,2,5,10,16,0,1,11,0,4,8,1,1,8,12,15,11,4,0,3,0,4,0,0,0,2,6,1,18,4,17,9,4,11,2,0,0,9,5,1
"Ant289",0,0,0,9,0,0,0,0,0,5,0,1,1,11,19,0,2,0,0,0,2,4,0,0,6,0,0,6,1,22,0,0,1,4,8,0,9,0,0,4,0,0,0,0,2,0,5,0,3,1,0,0,5,4,0,9,0,5,0,0,1,0,1,7,1,2,0,10
"Ant298",0,1,3,18,0,0,1,0,1,3,0,1,0,3,2,0,10,0,0,1,2,3,0,0,34,0,0,13,0,12,0,2,0,3,0,0,0,0,0,5,0,0,0,0,1,0,4,0,3,14,0,5,0,1,1,1,1,39,1,0,0,3,0,1,0,1,0,0
"Ant324",0,5,15,6,0,0,1,0,1,18,0,9,8,18,19,1,1,2,0,2,5,13,0,0,8,0,1,12,4,12,0,2,0,10,0,0,2,0,4,2,4,6,0,0,1,4,0,0,3,4,2,4,1,0,0,1,0,9,13,1,14,0,1,6,2,0,0,3
"Ant342",4,15,2,0,13,7,5,6,1,0,3,1,21,0,0,7,3,1,7,17,1,2,8,9,1,9,4,0,9,5,5,9,19,0,0,13,2,9,39,0,4,1,20,19,7,14,0,12,0,1,6,0,1,0,0,0,31,0,2,6,12,9,0,0,2,33,21,0
"Ant347",0,0,0,10,0,0,0,0,0,3,0,4,0,2,1,0,0,0,0,0,2,4,0,0,5,0,0,15,1,9,0,0,0,1,26,0,29,0,0,0,0,0,0,0,0,0,7,0,1,0,1,9,1,1,0,0,0,2,0,0,0,0,0,4,8,0,0,14
"Ant380",17,21,0,1,10,135,1,11,10,1,10,1,24,0,1,28,18,1,32,18,0,5,31,26,0,7,6,0,5,3,10,6,33,0,0,17,0,2,18,1,7,1,45,19,9,15,1,35,0,11,18,0,1,0,31,0,0,1,0,8,7,12,0,0,0,26,37,0
"Ant390",0,3,6,2,1,0,12,0,4,15,2,22,7,11,14,0,1,5,2,1,0,5,0,1,3,3,3,13,6,63,1,6,0,2,4,0,0,0,1,2,2,0,0,1,3,0,0,0,5,6,4,5,39,9,0,2,1,0,5,1,1,4,2,3,4,0,0,5
"Ant394",0,13,12,1,1,0,11,5,4,2,1,2,10,5,2,2,6,5,2,2,3,5,0,1,2,0,0,0,8,17,1,2,1,4,0,1,0,0,0,1,13,1,0,28,8,9,0,0,0,5,17,0,1,13,2,0,0,5,0,8,6,2,0,1,2,0,0,2
"Ant395",0,19,0,0,13,16,2,17,10,8,4,6,3,1,3,4,8,0,2,16,0,0,7,4,1,10,4,2,3,2,1,3,27,4,1,18,5,2,1,1,5,7,10,19,24,6,2,10,0,9,9,0,0,1,6,0,8,1,8,0,12,10,1,1,1,12,6,0
"Ant458",0,7,2,2,16,4,0,15,2,5,7,5,17,3,1,11,5,6,2,11,0,2,0,0,2,5,1,5,2,4,3,4,12,7,1,7,3,0,2,4,5,6,1,9,11,6,0,4,0,8,4,1,0,14,12,0,7,1,6,12,0,15,4,1,1,2,0,0
"Ant475",0,3,2,1,13,3,1,7,19,4,2,3,12,0,1,12,4,0,3,28,1,0,4,0,1,12,5,5,5,0,2,11,10,4,0,5,3,1,6,0,5,1,5,20,6,6,0,5,0,16,11,0,3,0,9,0,12,4,2,10,15,0,0,0,0,5,6,0
"Ant482",0,7,8,1,1,0,2,3,2,2,4,5,12,0,2,2,0,0,0,1,7,0,0,1,3,3,3,8,1,9,2,4,0,3,0,0,2,0,0,2,1,8,1,1,0,2,0,0,1,2,2,1,0,1,0,0,0,2,0,1,4,0,0,0,0,0,0,0
"Ant492",0,0,9,4,0,0,6,0,1,5,0,9,0,19,4,0,0,17,0,1,8,8,0,0,5,0,1,17,5,7,0,3,0,7,17,0,10,0,0,2,0,0,0,0,0,2,14,0,16,1,0,7,1,6,0,4,0,3,1,1,1,0,0,0,20,1,0,2
"Ant501",0,0,1,4,0,0,0,4,1,17,0,5,2,7,2,0,0,0,2,0,3,2,0,1,1,0,0,12,0,7,0,0,0,6,8,0,4,0,0,5,1,0,0,0,3,0,5,0,6,0,0,1,0,2,2,8,0,4,2,1,1,0,0,20,0,2,0,9
"Ant538",3,24,1,0,13,23,1,4,31,3,2,4,15,2,0,23,7,1,6,5,0,3,8,4,2,10,2,4,5,2,7,9,11,4,0,11,0,0,5,2,14,4,13,12,16,11,2,7,2,12,9,2,1,0,33,0,26,0,0,12,2,5,0,1,2,0,4,0
"Ant560",1,16,0,0,7,14,0,9,0,0,2,0,23,0,0,21,9,0,14,12,0,0,7,12,0,1,0,0,0,0,4,0,16,0,0,4,0,9,12,0,0,0,21,9,0,5,0,14,0,18,5,0,0,0,21,0,37,0,0,6,0,6,0,0,0,4,0,0
"Ant564",0,0,0,17,0,0,2,0,1,8,0,4,4,12,6,0,1,5,1,0,10,0,0,0,15,0,0,14,1,5,0,1,0,5,0,0,10,0,0,8,0,0,0,0,0,1,5,0,4,0,1,10,0,3,0,14,0,5,2,0,0,0,0,2,9,0,0,0
