"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant32","Ant43","Ant44","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant149","Ant159","Ant169","Ant176","Ant178","Ant186","Ant190","Ant198","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant298","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant492","Ant501","Ant538","Ant560","Ant564"
"Ant13",0,0,15,6,1,0,2,0,4,12,3,6,0,1,1,0,0,3,0,1,0,22,3,1,9,0,2,16,3,9,0,0,2,0,14,0,7,0,0,10,2,4,2,0,8,1,11,2,14,2,0,3,18,8,1,0,0,11,11,2,1,2,4,11,0,0,4,10
"Ant23",0,1,1,7,0,0,4,0,8,8,0,24,1,8,11,0,1,3,0,0,22,0,0,0,6,0,0,9,4,12,0,3,0,10,19,0,8,0,0,2,0,3,0,0,11,0,5,0,2,1,0,0,3,10,3,1,2,2,5,1,0,1,2,6,17,0,6,0
"Ant27",0,5,2,3,1,0,4,3,10,1,6,3,1,0,0,10,4,0,0,3,3,0,0,4,1,0,15,2,7,5,4,15,9,0,6,3,0,0,0,0,9,1,11,15,0,1,0,0,0,2,4,0,1,1,3,0,7,0,9,0,12,8,1,0,0,8,14,0
"Ant32",0,2,5,0,1,0,1,0,6,2,2,0,0,1,1,0,4,5,0,7,1,0,4,0,4,0,2,1,7,5,1,1,5,0,6,0,0,0,0,1,1,4,0,7,6,4,0,4,0,16,7,0,3,1,2,4,7,0,3,0,6,1,3,1,0,0,17,0
"Ant43",0,5,20,7,5,0,3,0,1,6,0,11,0,9,17,0,2,1,0,2,9,6,1,4,0,0,0,9,5,26,3,4,3,3,11,1,2,0,0,8,6,17,0,1,18,0,8,0,24,2,1,8,4,9,1,21,4,3,4,0,2,2,8,2,0,4,1,34
"Ant44",5,8,0,1,1,9,0,3,0,0,0,0,3,0,0,8,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,1,3,0,0,0,6,16,0,2,0,0,0,0,1,0,0,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0
"Ant50",3,4,2,0,4,0,6,0,9,0,2,1,0,0,1,13,3,11,0,9,2,0,15,2,0,0,0,0,9,18,0,16,6,0,5,9,0,0,0,0,5,6,2,31,0,1,0,0,0,1,5,0,0,1,15,0,11,0,21,1,3,0,1,0,0,2,17,0
"Ant97",0,1,17,27,1,0,0,0,0,4,0,24,1,8,14,0,0,10,0,0,16,9,2,1,9,0,0,0,4,14,1,3,3,22,35,0,65,0,0,20,2,5,0,0,3,2,42,0,35,2,1,25,20,9,1,18,1,16,15,2,1,0,2,21,7,3,1,21
"Ant109",0,4,22,10,5,0,13,0,6,12,1,7,1,19,0,7,1,7,1,6,3,4,7,7,5,0,9,4,0,23,3,9,17,3,8,2,1,0,0,7,1,8,0,12,10,1,8,4,1,13,7,1,0,14,13,2,11,4,26,3,4,1,4,6,0,4,15,1
"Ant115",0,5,18,15,4,0,16,0,2,14,5,20,1,46,16,1,0,23,0,0,9,12,5,5,26,0,18,14,23,0,14,6,6,30,33,2,11,0,0,23,6,6,0,3,7,1,27,0,13,4,6,4,9,4,4,20,3,36,12,5,1,4,4,11,32,1,4,4
"Ant117",7,6,7,2,8,6,0,2,4,0,2,1,2,1,1,3,6,0,4,1,0,0,4,1,3,0,0,1,3,14,0,0,3,2,3,9,0,0,6,0,0,0,4,3,4,7,0,1,0,9,3,0,0,4,5,0,16,1,1,3,10,0,3,2,0,3,6,0
"Ant124",0,19,7,4,4,0,19,0,5,3,2,5,0,0,0,10,8,4,0,12,0,3,15,1,4,0,16,3,9,6,0,0,10,0,3,3,0,0,0,1,4,9,14,11,7,5,1,4,0,6,3,0,3,3,10,0,0,2,12,4,10,7,8,1,1,8,10,0
"Ant127",5,13,0,0,12,20,6,5,17,0,9,0,12,2,1,31,2,2,4,16,2,0,9,5,3,10,6,3,17,6,3,10,0,2,3,8,0,1,4,0,6,3,24,19,7,4,0,3,0,3,5,0,1,7,20,0,40,0,10,4,18,10,9,0,0,19,25,1
"Ant131",0,0,2,7,0,0,1,0,2,2,0,11,0,1,10,0,1,11,0,1,0,10,0,0,3,0,0,22,3,30,2,0,2,0,5,0,0,0,0,2,1,0,0,0,4,1,18,0,5,0,1,10,8,8,1,5,1,3,1,2,0,0,1,11,5,0,1,9
"Ant137",0,4,5,3,3,0,7,0,10,15,0,6,0,14,13,0,2,4,0,3,14,19,6,6,11,0,5,35,8,33,3,3,3,5,0,0,23,0,0,12,3,8,0,0,7,2,24,0,17,5,2,13,2,2,1,12,1,5,18,0,3,2,14,18,38,2,11,4
"Ant149",0,6,0,0,2,11,6,1,1,2,18,0,10,2,1,16,0,0,0,3,0,0,3,0,1,4,9,0,2,2,9,3,8,0,0,0,0,0,3,1,0,1,9,13,0,10,0,7,0,0,4,1,0,4,11,0,11,0,0,2,2,7,4,0,2,5,12,0
"Ant159",0,0,1,17,0,0,1,0,0,4,0,12,0,6,2,0,0,2,0,0,7,8,0,0,2,0,0,65,1,11,0,0,0,0,23,0,0,0,0,6,0,1,0,0,1,0,24,0,9,3,0,7,8,2,0,6,0,1,1,0,0,1,1,9,40,0,0,13
"Ant169",1,1,0,0,0,7,0,5,0,0,1,0,1,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,2,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0
"Ant176",8,10,0,0,3,19,0,7,0,0,2,0,6,0,0,8,3,0,4,1,0,0,0,0,0,3,0,0,0,0,6,0,4,0,0,3,0,1,0,0,0,0,16,1,0,3,0,2,0,0,1,0,0,0,8,0,13,0,0,0,0,1,0,0,0,6,0,0
"Ant178",0,2,3,7,0,0,1,0,2,0,0,15,0,8,18,0,0,7,0,0,10,2,0,1,8,0,0,20,7,23,0,1,0,2,12,1,6,0,0,0,0,8,0,0,0,0,5,0,19,0,0,14,2,6,0,4,2,9,1,1,0,2,0,11,16,0,0,15
"Ant186",2,1,4,0,2,0,1,0,9,1,2,3,0,7,0,3,12,2,0,3,2,0,9,1,6,0,5,2,1,6,0,4,6,1,3,0,0,0,0,0,0,3,2,4,4,0,3,6,0,4,5,0,1,4,10,0,1,0,25,0,5,5,2,0,0,5,8,1
"Ant190",1,2,5,4,1,0,4,0,2,13,2,4,3,2,1,8,2,3,5,1,4,3,1,4,17,0,6,5,8,6,0,9,3,0,8,1,1,0,0,8,3,0,2,13,6,4,2,4,2,3,3,1,2,4,3,1,12,4,5,5,2,2,7,2,0,2,2,4
"Ant198",13,21,0,0,29,31,4,13,3,0,4,1,5,0,0,21,3,1,13,13,2,0,11,0,0,6,2,0,0,0,4,14,24,0,0,9,0,8,16,0,2,2,0,8,4,5,1,0,0,0,1,0,0,1,15,0,27,0,7,11,3,4,0,0,1,12,3,0
"Ant207",1,23,2,0,5,14,14,3,26,4,11,1,11,2,0,34,10,0,17,23,0,0,15,7,1,16,31,0,12,3,3,11,19,0,0,13,0,0,1,0,4,13,8,0,4,4,0,9,0,9,7,0,0,3,10,0,20,0,22,4,6,11,2,3,0,25,30,0
"Ant215",1,8,16,5,5,6,5,0,18,12,5,5,10,5,3,10,5,10,1,3,8,11,0,6,18,0,0,3,10,7,4,7,7,4,7,0,1,0,0,0,4,6,4,4,0,5,2,0,0,26,13,2,3,13,13,3,9,2,2,6,22,3,4,2,2,4,4,2
"Ant218",5,7,1,0,6,9,2,9,12,3,5,4,4,1,0,5,6,1,5,5,1,0,1,4,0,2,1,2,1,1,7,5,4,1,2,10,0,2,3,0,0,4,5,4,5,0,0,1,2,3,3,0,0,2,7,0,16,0,11,4,6,2,2,3,0,4,1,0
"Ant219",0,3,3,15,0,0,0,0,2,7,0,20,0,12,5,2,1,6,0,0,11,5,0,0,8,0,0,42,8,27,0,1,0,18,24,0,24,0,0,5,3,2,1,0,2,0,0,0,15,4,0,10,6,6,1,3,0,4,0,3,3,1,1,6,11,0,0,6
"Ant238",7,0,0,0,2,11,1,5,12,0,1,0,10,1,0,4,6,0,7,5,2,0,0,4,0,0,0,0,4,0,1,4,3,0,0,7,0,1,2,0,6,4,0,9,0,1,0,0,0,5,1,0,0,0,10,0,18,0,0,3,3,5,0,1,3,23,4,0
"Ant242",0,0,0,5,0,0,0,0,0,1,0,4,0,3,12,1,1,1,0,0,14,2,0,0,24,0,0,35,1,13,0,0,0,5,17,0,9,0,0,19,0,2,0,0,0,2,15,0,0,2,0,21,0,3,0,16,0,6,1,0,0,1,1,7,13,0,0,19
"Ant243",0,3,17,1,1,0,3,0,6,2,1,30,0,5,0,1,2,8,2,5,2,1,2,16,2,0,1,2,13,4,9,6,3,0,5,0,3,0,0,0,4,3,0,9,26,3,4,5,2,0,5,0,6,9,0,0,6,0,16,3,12,1,3,2,3,2,6,1
"Ant255",1,5,1,0,1,2,2,2,22,2,2,0,3,0,0,8,9,1,0,6,0,0,4,7,1,1,5,1,7,6,3,3,5,1,2,4,0,0,1,0,5,3,1,7,13,3,0,1,0,5,0,0,0,2,18,0,7,1,9,2,4,1,1,1,0,2,7,3
"Ant289",0,0,0,11,0,0,0,0,2,4,0,2,0,0,8,0,0,2,0,0,3,0,0,0,8,0,0,25,1,4,0,0,0,10,13,1,7,0,0,14,0,1,0,0,2,0,10,0,21,0,0,0,1,4,0,4,0,6,0,0,0,0,1,5,3,0,0,1
"Ant298",0,6,6,7,0,0,4,0,5,2,0,15,0,0,11,0,1,31,0,2,18,3,1,3,4,0,0,20,0,9,0,3,1,8,2,0,8,0,0,2,1,2,0,0,3,0,6,0,0,6,0,1,0,5,1,0,2,2,6,1,0,1,1,5,0,0,3,22
"Ant324",0,3,21,5,1,0,3,0,6,27,0,8,0,0,1,2,3,11,0,3,8,10,1,1,9,0,1,9,14,4,4,3,7,8,2,4,2,0,0,6,4,4,1,3,13,2,6,0,3,9,2,4,5,0,4,2,4,0,17,2,6,4,9,6,0,1,8,5
"Ant342",11,12,2,0,18,6,3,2,6,0,7,1,3,1,0,14,10,5,3,6,1,3,3,2,1,1,15,1,13,4,5,10,20,1,1,11,0,4,8,0,10,3,15,10,13,7,1,10,0,0,18,0,1,4,0,3,36,0,5,12,5,14,11,0,0,12,19,0
"Ant347",0,1,1,3,0,0,0,0,0,1,0,1,0,10,9,0,1,2,0,0,0,1,0,4,21,0,0,18,2,20,0,0,0,5,12,0,6,0,0,4,0,1,0,0,3,0,3,0,16,0,0,4,0,2,3,0,0,2,3,0,0,0,0,0,2,0,0,17
"Ant380",4,13,3,0,23,36,6,19,31,5,8,0,11,2,1,16,15,3,12,19,0,2,7,7,4,16,11,1,11,3,16,0,40,1,1,11,0,2,13,2,1,12,27,20,9,16,0,18,0,6,7,0,2,4,36,0,0,1,10,7,20,15,1,1,6,16,11,0
"Ant390",1,0,6,1,0,0,4,0,2,8,0,10,1,22,12,1,4,1,0,0,11,2,0,0,3,0,0,16,4,36,1,2,0,3,5,0,1,0,0,9,0,4,0,0,2,0,4,0,6,0,1,6,2,0,0,2,1,0,5,0,0,0,6,6,5,0,1,2
"Ant394",0,4,11,1,1,0,11,0,5,14,6,10,0,36,8,3,7,12,3,4,11,5,9,3,4,0,21,15,26,12,1,12,10,1,18,0,1,0,0,1,25,5,7,22,2,11,0,0,1,16,9,0,6,17,5,3,10,5,0,4,7,10,12,8,2,14,17,1
"Ant395",2,6,3,2,6,3,7,4,11,1,2,2,3,9,1,4,2,1,1,5,2,1,0,0,0,0,1,2,3,5,3,4,4,2,0,2,0,0,0,1,0,5,11,4,6,4,3,3,0,3,2,0,1,2,12,0,7,0,4,0,9,1,2,3,0,3,0,2
"Ant458",0,6,4,2,13,0,4,1,21,0,11,2,15,6,0,4,3,4,7,8,1,0,12,6,2,0,3,1,4,1,10,10,18,0,3,2,0,0,0,0,5,2,3,6,22,6,3,3,0,12,4,0,0,6,5,0,20,0,7,9,0,3,4,2,0,6,19,0
"Ant475",2,5,7,0,5,1,3,1,10,1,9,2,6,2,0,10,4,0,10,8,2,1,8,1,2,1,0,0,1,4,0,7,10,0,2,7,1,0,1,2,5,2,4,11,3,2,1,5,1,1,1,0,1,4,14,0,15,0,10,1,3,0,5,1,0,1,15,1
"Ant482",0,6,8,1,0,0,11,0,2,1,2,1,0,2,0,1,4,1,2,8,4,2,1,3,8,0,1,2,4,4,3,8,9,1,14,4,1,0,0,0,2,7,0,2,4,2,1,0,1,3,1,1,1,9,11,0,1,6,12,2,4,5,0,3,0,8,2,1
"Ant492",0,3,8,5,0,0,0,0,0,4,2,10,0,1,0,0,3,11,0,2,11,6,0,1,2,0,0,21,6,11,2,1,0,11,18,0,9,0,0,11,0,2,0,3,2,3,6,1,7,2,1,5,5,6,0,0,1,6,8,3,2,1,3,0,4,0,0,7
"Ant501",0,1,0,8,0,0,0,0,0,3,0,6,0,12,18,0,2,4,0,0,0,17,0,0,0,0,0,7,0,32,0,1,0,5,38,2,40,0,0,16,0,0,1,0,2,0,11,3,13,3,0,3,0,0,0,2,6,5,2,0,0,0,0,4,0,0,0,30
"Ant538",3,5,0,0,14,9,0,2,10,0,7,2,3,0,0,26,5,0,5,15,0,0,8,0,4,0,2,3,4,1,3,8,19,0,2,5,0,1,6,0,5,2,12,25,4,4,0,23,0,2,2,0,0,1,12,0,16,0,14,3,6,1,8,0,0,0,12,0
"Ant560",4,24,4,0,10,0,4,4,15,3,14,5,4,1,2,16,9,1,14,14,4,6,14,17,1,0,17,1,15,4,6,10,25,1,11,12,0,0,0,0,8,2,3,30,4,1,0,4,0,6,7,0,3,8,19,0,11,1,17,0,19,15,2,0,0,12,0,4
"Ant564",0,0,4,13,0,0,3,0,0,8,0,5,0,0,2,0,4,6,0,0,10,0,0,0,34,0,0,21,1,4,0,0,1,9,4,0,13,0,0,15,1,4,0,0,2,0,6,0,19,1,3,1,22,5,0,17,0,2,1,2,0,1,1,7,30,0,4,0
