"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant32","Ant43","Ant44","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant149","Ant159","Ant169","Ant176","Ant178","Ant186","Ant190","Ant198","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant298","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant492","Ant501","Ant538","Ant560","Ant564"
"Ant38",2,17,0,0,16,8,1,3,52,2,0,1,2,0,0,8,10,1,9,41,0,0,3,2,0,16,1,0,0,1,4,1,19,1,0,20,1,1,6,0,0,1,19,26,28,7,0,2,1,1,5,0,0,3,13,0,15,0,1,9,38,4,2,0,0,9,7,0
"Ant60",0,1,7,20,2,0,5,2,0,5,1,0,0,3,2,0,0,0,0,0,27,11,2,1,12,1,2,89,2,9,2,1,0,18,5,4,26,1,0,33,0,2,2,0,0,0,16,0,7,1,0,2,1,7,0,6,0,2,9,0,2,0,3,50,9,0,5,15
"Ant76",0,9,1,2,2,25,0,4,11,2,2,0,0,1,0,3,10,4,8,8,2,2,4,0,0,3,3,0,2,3,7,2,12,1,0,3,0,7,4,0,4,0,5,33,16,7,0,6,1,5,3,0,0,1,18,0,15,0,2,10,15,1,2,0,0,4,1,0
"Ant158",0,1,0,12,3,0,8,0,0,10,0,3,1,0,7,2,1,11,0,2,13,8,2,0,2,3,1,8,15,6,0,1,1,11,2,0,11,0,2,11,0,0,2,6,0,1,12,1,13,4,3,3,5,13,0,5,1,3,5,0,0,2,2,14,0,0,3,2
"Ant191",0,1,2,9,1,0,2,0,4,10,0,2,0,7,0,1,1,2,0,0,7,23,0,0,14,1,9,6,3,5,2,6,0,1,15,0,7,1,0,2,4,5,0,3,1,0,29,1,2,0,0,9,3,9,5,13,0,1,3,2,0,1,0,14,11,0,1,4
"Ant196",4,14,0,0,3,37,2,8,16,0,8,0,3,2,1,0,6,0,7,7,2,0,2,5,0,3,5,0,9,0,8,1,7,0,0,3,0,9,6,0,4,1,19,24,22,9,0,11,0,0,4,0,1,5,8,0,9,2,6,5,10,8,1,0,0,4,5,0
"Ant252",1,13,1,2,1,10,0,14,1,0,10,0,10,1,1,6,0,0,6,14,0,0,2,1,4,2,0,1,1,0,6,7,1,1,0,1,2,5,10,0,5,4,16,12,7,5,0,6,0,0,0,1,1,0,10,1,5,0,0,3,2,4,0,0,5,20,1,0
"Ant308",1,3,6,2,3,0,3,1,5,1,1,0,4,11,2,0,0,0,0,5,4,3,1,2,4,3,2,6,16,10,2,11,9,3,0,1,3,1,0,1,3,5,4,13,1,4,1,3,8,2,0,3,14,6,3,0,2,9,3,3,1,5,7,2,2,0,5,0
"Ant518",0,7,0,0,0,21,1,5,8,0,9,0,8,0,0,7,6,0,0,6,0,0,1,0,0,2,3,0,0,0,4,3,6,0,0,2,0,5,1,0,0,0,7,11,19,3,0,4,0,0,4,0,2,1,4,0,15,0,0,7,3,3,0,0,0,0,1,0
"Ant0",3,11,2,0,19,39,1,12,11,2,41,0,8,2,0,7,14,5,6,0,1,2,11,2,1,17,1,1,4,0,7,4,33,0,0,14,0,7,17,0,6,3,30,33,47,16,0,5,0,2,8,0,0,0,21,0,25,4,2,9,41,16,0,1,1,9,14,0
"Ant13",0,3,1,4,3,0,3,1,0,8,0,27,2,13,7,2,0,4,0,1,0,6,0,0,1,2,0,5,5,8,1,3,0,12,5,0,3,2,2,2,1,0,0,3,0,0,4,1,9,0,0,3,2,4,0,4,0,2,2,0,2,6,7,5,10,0,4,1
"Ant23",0,7,0,4,2,0,1,2,0,11,0,11,2,8,23,0,0,3,0,2,6,0,0,0,2,0,0,13,1,8,1,8,1,10,5,0,3,0,0,10,3,4,0,1,0,4,10,2,12,0,1,7,0,2,3,6,1,2,1,3,0,5,0,4,1,0,0,6
"Ant27",0,12,5,1,4,0,11,4,6,4,3,2,4,2,0,2,2,1,1,11,0,0,0,3,0,4,5,0,1,0,1,4,3,0,0,4,0,1,7,1,3,2,10,34,7,10,0,5,0,0,1,1,1,3,2,1,8,0,1,2,8,4,2,0,0,4,6,0
"Ant32",0,0,2,1,2,0,2,0,1,0,2,1,0,0,0,5,1,2,0,2,0,0,3,0,2,1,2,1,0,0,3,1,1,0,0,1,2,4,0,0,2,0,1,27,7,1,0,1,0,1,0,1,6,0,2,0,1,5,5,1,5,2,4,0,0,9,7,0
"Ant43",0,5,8,19,1,0,4,0,0,2,0,12,0,2,14,0,4,4,0,1,1,2,0,2,0,0,0,10,3,9,0,7,0,27,0,0,15,0,0,1,0,16,5,0,4,0,9,0,1,1,2,11,1,12,0,9,1,0,0,1,1,2,0,2,4,0,16,4
"Ant44",1,4,1,0,7,6,0,7,9,5,16,1,3,3,1,3,2,3,2,17,2,0,4,1,0,0,2,0,2,1,8,1,9,0,0,9,0,5,12,0,2,3,5,14,14,3,0,6,0,4,0,0,0,1,12,0,9,1,0,2,24,11,0,0,1,14,13,0
"Ant50",1,1,2,0,1,0,8,0,0,3,1,2,3,1,9,5,0,2,3,1,0,0,5,2,0,2,0,0,2,0,2,2,10,0,0,6,1,3,0,0,1,0,1,17,10,1,0,0,0,0,1,0,0,0,9,1,9,0,5,0,2,8,4,0,0,3,3,0
"Ant97",0,0,20,23,0,0,7,0,0,9,0,89,0,8,6,0,1,6,0,1,5,13,0,1,10,0,0,0,4,14,2,7,0,31,6,0,12,1,0,17,6,4,1,1,4,0,11,0,23,13,0,8,2,7,0,12,0,1,7,0,1,1,0,17,12,1,3,16
"Ant109",0,10,6,1,3,0,6,1,4,9,0,2,2,15,3,9,1,16,0,4,5,1,1,0,3,2,2,4,0,3,4,13,3,1,2,6,6,2,3,1,2,1,11,14,4,4,1,0,6,4,6,1,6,5,2,2,5,2,26,1,3,3,2,4,1,1,2,6
"Ant115",0,0,2,13,2,0,2,0,0,4,1,9,3,6,5,0,0,10,0,0,8,8,0,0,9,1,0,14,3,0,3,9,4,12,5,0,15,1,0,4,3,17,2,3,2,1,18,0,10,2,0,2,30,8,0,4,0,6,4,1,0,0,3,9,0,0,12,7
"Ant117",1,15,6,0,5,9,6,8,3,0,4,2,7,0,2,8,6,2,4,7,1,1,1,3,0,8,2,2,4,3,0,2,4,0,0,3,1,6,3,0,0,5,8,18,31,10,2,5,0,12,5,0,3,3,4,2,10,3,1,5,19,6,1,1,0,4,4,0
"Ant124",4,8,6,1,2,0,7,0,3,2,1,1,2,1,6,1,7,11,3,4,3,8,4,1,7,1,2,7,13,9,2,0,3,4,2,3,5,7,1,2,5,8,3,13,7,3,3,2,4,4,1,3,6,10,1,5,4,6,0,3,6,16,11,3,2,0,8,0
"Ant127",1,25,16,1,9,25,1,10,18,1,19,0,12,1,0,7,1,9,6,33,0,1,3,1,0,9,10,0,3,4,4,3,0,0,0,7,1,4,7,0,2,3,13,27,43,12,0,6,3,2,2,0,7,1,10,0,14,2,3,8,13,8,4,1,0,13,3,0
"Ant131",0,2,2,7,0,0,1,0,0,2,1,18,1,11,1,0,1,3,0,0,12,10,0,0,27,0,0,31,1,12,0,4,0,0,22,0,17,0,1,16,0,2,3,0,0,1,11,0,7,1,0,9,0,3,0,14,0,5,6,0,1,0,1,7,14,0,0,18
"Ant137",0,0,0,7,0,0,1,0,0,13,0,5,0,2,15,0,0,0,0,0,5,5,0,0,0,0,0,6,2,5,0,2,0,22,0,0,8,0,0,3,10,2,0,0,5,1,14,0,17,4,0,7,13,1,0,21,0,1,6,0,0,1,0,14,2,0,0,5
"Ant149",0,12,4,2,4,0,4,3,3,0,20,4,3,0,0,3,1,1,2,14,0,0,4,1,0,9,6,0,6,0,3,3,7,0,0,0,1,5,12,0,3,0,6,22,8,3,1,5,0,2,5,0,0,0,9,1,20,5,4,2,6,8,1,0,0,8,2,0
"Ant159",0,3,8,7,1,0,5,0,2,2,1,26,0,11,7,0,2,3,0,0,3,3,0,2,15,0,1,12,6,15,1,5,1,17,8,1,0,1,2,8,0,1,1,1,8,2,26,0,0,10,3,4,7,1,2,9,0,5,4,0,9,1,2,20,8,0,8,9
"Ant169",2,5,1,1,3,8,2,4,9,0,1,1,7,0,1,9,5,1,5,7,2,0,1,4,0,5,3,1,2,1,6,7,4,0,0,5,1,0,8,0,1,0,9,11,12,5,1,7,1,0,2,1,0,1,4,0,19,3,6,2,6,1,3,0,2,7,4,0
"Ant176",6,3,0,0,7,8,2,3,4,7,6,0,4,2,0,6,10,0,1,17,2,0,7,0,0,12,0,0,3,0,3,1,7,1,0,12,2,8,0,0,5,3,6,14,3,5,0,4,0,1,1,0,2,0,11,0,12,0,0,5,15,6,0,0,0,19,6,0
"Ant178",0,2,3,7,0,0,4,0,0,9,0,33,0,11,2,0,0,1,0,0,2,10,1,0,1,0,0,17,1,4,0,2,0,16,3,0,8,0,0,0,0,0,1,0,0,3,7,0,5,2,0,6,1,0,2,5,0,0,7,4,0,5,1,10,3,1,0,5
"Ant186",0,19,5,2,1,0,13,5,1,4,0,0,4,0,4,4,5,3,0,6,1,3,3,2,0,2,1,6,2,3,0,5,2,0,10,3,0,1,5,0,0,0,0,13,15,3,2,1,2,2,2,1,6,7,4,0,9,1,8,4,5,6,2,2,1,8,15,0
"Ant190",0,3,6,1,2,0,5,0,0,5,1,2,0,0,5,1,4,5,0,3,0,4,2,0,16,3,0,4,1,17,5,8,3,2,2,0,1,0,3,0,0,0,0,8,15,4,4,0,7,5,4,5,0,20,6,4,3,3,4,2,13,3,1,2,4,0,9,0
"Ant198",10,33,0,0,8,6,0,21,22,1,19,2,5,2,0,19,16,4,7,30,0,0,10,1,5,5,1,1,11,2,8,3,13,3,0,6,1,9,6,1,0,0,0,33,36,12,0,13,2,4,4,2,6,2,9,0,26,2,3,10,26,7,0,1,0,21,2,0
"Ant207",7,32,11,2,27,47,6,8,33,4,26,0,33,6,3,24,12,13,11,33,3,1,34,27,0,14,17,1,14,3,18,13,27,0,0,22,1,11,14,0,13,8,33,0,85,33,1,15,1,8,14,1,2,3,51,1,40,7,10,24,47,36,5,0,5,28,17,1
"Ant215",1,27,9,1,18,0,6,8,16,3,28,0,16,0,1,22,7,1,19,47,0,0,7,7,4,14,10,4,4,2,31,7,43,0,5,8,8,12,3,0,15,15,36,85,0,17,0,10,1,0,26,2,0,5,11,1,83,1,0,18,55,17,2,0,1,20,3,0
"Ant218",5,10,1,0,12,15,4,12,14,0,7,0,7,1,0,9,5,4,3,16,0,4,10,1,0,3,1,0,4,1,10,3,12,1,1,3,2,5,5,3,3,4,12,33,17,0,1,9,1,2,2,0,3,3,14,0,13,1,1,9,16,0,3,0,0,4,9,0
"Ant219",1,0,3,29,1,0,1,0,0,4,0,16,0,12,29,0,0,1,0,0,4,10,0,0,9,0,0,11,1,18,2,3,0,11,14,1,26,1,0,7,2,4,0,1,0,1,0,0,6,1,0,24,0,9,4,12,0,4,5,0,0,0,1,25,6,0,0,15
"Ant238",1,4,0,0,2,12,0,4,3,0,2,0,6,1,1,11,6,3,4,5,1,2,5,1,0,6,0,0,0,0,5,2,6,0,0,5,0,7,4,0,1,0,13,15,10,9,0,0,0,3,8,1,0,2,11,0,9,0,1,3,3,4,3,0,1,9,4,0
"Ant242",0,1,0,5,0,0,0,0,0,13,1,7,1,13,2,0,0,8,0,0,9,12,0,0,1,0,0,23,6,10,0,4,3,7,17,0,0,1,0,5,2,7,2,1,1,1,6,0,0,1,2,5,2,1,0,7,0,5,4,1,0,0,2,9,9,0,2,18
"Ant243",0,0,20,3,2,0,5,0,0,4,1,1,5,4,0,0,0,2,0,2,0,0,0,1,1,4,0,13,4,2,12,4,2,1,4,2,10,0,1,2,2,5,4,8,0,2,1,3,1,0,7,4,1,3,0,2,1,4,5,0,2,2,2,1,1,0,6,0
"Ant255",0,5,3,1,4,0,7,2,5,2,5,0,3,3,0,4,0,0,4,8,0,1,1,0,2,0,1,0,6,0,5,1,2,0,0,5,3,2,1,0,2,4,4,14,26,2,0,8,2,7,0,0,4,2,3,0,10,2,2,0,4,4,8,1,0,2,1,0
"Ant289",0,1,3,8,1,0,4,0,0,1,0,2,0,3,9,0,1,3,0,0,3,7,1,1,11,0,0,8,1,2,0,3,0,9,7,0,4,1,0,6,1,5,2,1,2,0,24,1,5,4,0,0,2,4,2,9,1,3,7,0,1,0,0,1,6,0,3,7
"Ant298",0,4,0,2,1,0,1,0,5,7,0,1,0,5,3,1,1,14,2,0,2,0,1,6,1,0,0,2,6,30,3,6,7,0,13,0,7,0,2,1,6,0,6,2,0,3,0,0,2,1,4,2,0,0,5,3,0,0,1,1,0,4,11,0,0,1,7,1
"Ant324",0,3,11,3,1,0,0,2,1,1,3,7,1,13,9,5,0,6,1,0,4,2,3,0,12,1,0,7,5,8,3,10,1,3,1,0,1,1,0,0,7,20,2,3,5,3,9,2,1,3,2,4,0,0,0,4,2,2,17,0,2,2,11,4,2,0,6,3
"Ant342",5,17,6,2,8,13,1,2,18,0,13,0,18,0,5,8,10,3,4,21,0,3,2,2,0,12,9,0,2,0,4,1,10,0,0,9,2,4,11,2,4,6,9,51,11,14,4,11,0,0,3,2,5,0,0,0,12,2,0,7,6,16,0,0,0,26,7,1
"Ant347",0,0,5,4,0,0,1,0,1,6,0,6,0,5,13,0,1,0,0,0,4,6,1,0,9,0,1,12,2,4,2,5,0,14,21,1,9,0,0,5,0,4,0,1,1,0,12,0,7,2,0,9,3,4,0,0,0,1,1,2,1,0,1,21,11,0,1,10
"Ant380",5,21,1,0,17,8,3,9,34,0,15,0,15,1,0,9,5,2,15,25,0,1,8,1,1,9,9,0,5,0,10,4,14,0,0,20,0,19,12,0,9,3,26,40,83,13,0,9,0,1,10,1,0,2,12,0,0,0,7,3,77,8,1,0,0,19,12,0
"Ant390",3,10,2,0,0,0,23,0,2,7,0,2,0,3,1,2,0,9,0,4,2,2,0,5,0,1,0,1,2,6,3,6,2,5,1,5,5,3,0,0,1,3,2,7,1,1,4,0,5,4,2,3,0,2,2,1,0,0,8,1,0,2,14,0,0,2,3,0
"Ant394",0,11,6,0,4,0,0,0,4,14,1,9,2,5,3,6,0,3,0,2,2,1,1,5,0,0,5,7,26,4,1,0,3,6,6,4,4,6,0,7,8,4,3,10,0,1,5,1,4,5,2,7,1,17,0,1,7,8,0,2,2,3,9,4,1,2,4,6
"Ant395",2,10,1,0,0,3,1,8,8,0,9,0,10,0,2,5,3,3,7,9,0,3,2,1,1,2,0,0,1,1,5,3,8,0,0,2,0,2,5,4,4,2,10,24,18,9,0,3,1,0,0,0,1,0,7,2,3,1,2,0,12,4,6,0,0,8,6,0
"Ant458",3,5,5,1,22,0,7,1,2,0,38,2,15,0,0,10,2,1,3,41,2,0,8,5,1,24,2,1,3,0,19,6,13,1,0,6,9,6,15,0,5,13,26,47,55,16,0,3,0,2,4,1,0,2,6,1,77,0,2,12,0,13,1,1,0,6,8,0
"Ant475",0,2,4,1,7,0,1,2,27,3,4,0,1,2,1,8,4,5,3,16,6,5,4,2,2,11,8,1,3,0,6,16,8,0,1,8,1,1,6,5,6,3,7,36,17,0,0,4,0,2,4,0,4,2,16,0,8,2,3,4,13,0,4,2,0,15,5,0
"Ant482",0,0,9,1,1,0,7,0,0,2,2,3,2,2,0,1,0,7,0,0,7,0,2,4,0,0,4,0,2,3,1,11,4,1,0,1,2,3,0,1,2,1,0,5,2,3,1,3,2,2,8,0,11,11,0,1,1,14,9,6,1,4,0,1,0,2,5,0
"Ant492",0,0,1,10,0,0,0,0,0,4,0,50,0,14,14,0,0,2,0,1,5,4,0,0,2,0,0,17,4,9,1,3,1,7,14,0,20,0,0,10,2,2,1,0,0,0,25,0,9,1,1,1,0,4,0,21,0,0,4,0,1,2,1,0,5,0,1,30
"Ant501",0,0,7,10,0,0,3,0,0,4,0,9,0,0,11,0,5,2,0,1,10,1,0,0,4,1,0,12,1,0,0,2,0,14,2,0,8,2,0,3,1,4,0,5,1,0,6,1,9,1,0,6,0,2,0,11,0,0,1,0,0,0,0,5,0,0,0,6
"Ant538",6,10,0,0,13,10,1,4,4,0,9,0,4,0,0,4,20,0,0,9,0,0,4,9,0,14,3,1,1,0,4,0,13,0,0,8,0,7,19,1,8,0,21,28,20,4,0,9,0,0,2,0,1,0,26,0,19,2,2,8,6,15,2,0,0,0,0,0
"Ant560",0,2,17,3,3,0,6,0,12,0,7,5,1,3,1,5,1,5,1,14,4,0,6,7,16,13,3,3,2,12,4,8,3,0,0,2,8,4,6,0,15,9,2,17,3,9,0,4,2,6,1,3,7,6,7,1,12,3,4,6,8,5,5,1,0,0,0,0
"Ant564",0,2,1,9,0,0,2,0,0,4,0,15,0,2,4,0,0,0,0,0,1,6,0,0,4,0,0,16,6,7,0,0,0,18,5,0,9,0,0,5,0,0,0,1,0,0,15,0,18,0,0,7,1,3,1,10,0,0,6,0,0,0,0,30,6,0,0,0
