"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant32","Ant43","Ant44","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant149","Ant159","Ant169","Ant176","Ant178","Ant186","Ant190","Ant198","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant298","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant492","Ant501","Ant538","Ant560","Ant564"
"Ant109",0,1,18,3,2,0,29,4,3,3,0,3,0,3,2,7,1,4,2,15,3,9,0,0,22,4,8,14,0,30,4,8,0,9,2,3,7,1,3,11,6,6,2,1,8,1,4,0,5,4,1,6,17,9,7,2,3,1,16,0,2,1,7,1,6,4,19,1
"Ant115",0,0,12,9,0,1,14,3,3,17,0,28,1,10,30,4,1,34,0,1,30,15,0,6,22,2,7,30,30,0,2,14,0,8,27,0,25,5,0,16,5,7,2,1,13,0,24,5,33,4,0,3,11,26,0,11,0,13,13,3,3,6,17,14,20,4,3,2
"Ant117",2,2,2,2,2,10,2,4,6,0,7,1,7,0,2,0,7,6,2,0,0,0,14,3,0,2,2,0,4,2,0,4,5,1,1,1,0,0,4,1,0,0,4,5,10,5,0,2,0,10,5,0,1,5,10,0,9,0,5,12,3,4,0,0,0,4,9,0
"Ant124",0,0,31,4,6,3,8,3,3,12,3,6,3,0,6,2,2,17,1,5,8,2,0,5,6,1,7,20,8,14,4,0,1,5,4,7,2,4,6,3,5,3,5,0,9,5,2,2,4,5,0,3,4,5,2,0,8,3,6,3,5,12,5,1,4,3,6,1
"Ant127",8,8,11,1,25,17,1,6,11,2,19,1,8,0,1,13,9,0,3,11,1,0,3,3,0,2,9,0,0,0,5,1,0,2,0,9,0,1,12,0,4,8,8,16,26,5,0,4,1,9,12,0,2,9,12,0,26,1,4,4,26,15,1,0,2,8,7,0
"Ant131",0,0,13,12,0,1,10,0,2,3,0,16,0,4,6,0,0,11,1,0,6,6,0,0,4,0,2,24,9,8,1,5,2,0,12,0,7,0,0,3,2,1,0,0,9,0,20,0,7,10,2,1,5,9,2,6,2,3,6,1,0,12,8,9,12,0,3,5
"Ant137",0,0,3,29,3,0,1,0,6,12,1,27,1,21,6,0,0,10,1,1,19,5,0,0,6,3,1,70,2,27,1,4,0,12,0,2,35,0,1,8,0,3,0,1,13,0,12,0,4,4,0,12,5,6,0,10,1,8,4,0,4,7,3,10,12,4,1,25
"Ant149",0,4,4,0,10,1,0,9,5,0,10,1,5,0,0,5,1,3,6,10,0,0,0,2,5,6,8,3,3,0,1,7,9,0,2,0,0,3,22,0,14,0,9,2,12,1,0,2,0,4,4,0,0,0,19,0,17,5,0,15,12,1,0,0,0,9,11,0
"Ant159",0,0,0,23,0,0,0,0,0,4,0,22,0,5,9,0,0,6,0,0,10,9,0,0,28,0,0,44,7,25,0,2,0,7,35,0,0,0,0,7,0,0,0,0,2,0,16,0,19,3,0,2,4,15,0,10,0,5,1,1,0,0,1,20,4,0,0,16
"Ant169",0,1,9,0,13,9,0,1,11,0,14,0,0,0,0,5,4,0,0,5,0,0,0,1,1,1,0,1,1,5,0,4,1,0,0,3,0,0,6,0,5,2,6,5,2,2,0,10,0,2,3,0,2,1,10,0,6,0,3,0,15,4,5,0,0,2,7,0
"Ant176",1,7,13,0,4,5,2,3,17,3,20,2,6,0,3,5,2,0,1,11,0,0,4,1,1,6,7,8,3,0,4,6,12,0,1,22,0,6,0,0,4,5,21,8,15,7,0,0,1,5,2,1,0,1,7,0,38,8,0,4,19,7,2,0,0,14,7,0
"Ant178",0,0,2,12,2,1,5,2,0,14,1,17,0,20,5,0,1,2,0,1,8,1,0,0,7,1,16,4,11,16,1,3,0,3,8,0,7,0,0,0,0,0,0,0,3,2,10,0,4,6,0,8,3,2,1,5,1,1,3,1,1,1,7,3,4,6,2,3
"Ant186",0,4,8,6,7,3,2,4,0,2,26,3,0,0,0,5,2,5,0,3,0,2,0,1,4,6,12,8,6,5,0,5,4,2,0,14,0,5,4,0,0,6,5,2,20,2,0,1,0,4,8,0,9,11,6,0,6,2,9,3,6,1,6,0,0,7,1,0
"Ant190",0,1,15,0,13,0,2,2,3,0,21,7,4,1,3,13,1,8,0,11,1,15,0,0,10,3,1,4,6,7,0,3,8,1,3,0,0,2,5,0,6,0,6,0,14,0,1,0,3,7,3,1,1,16,4,0,10,4,6,5,11,11,3,0,0,3,13,0
"Ant198",13,15,11,0,6,35,2,8,7,0,13,0,25,1,2,8,17,3,10,17,2,1,8,1,1,4,1,1,2,2,4,5,8,0,0,9,0,6,21,0,5,6,0,22,14,18,0,19,1,3,9,0,5,7,24,0,40,0,2,12,26,4,1,0,1,6,12,0
"Ant207",7,41,0,0,1,29,0,8,3,0,9,0,3,0,0,4,17,1,5,19,0,0,2,2,0,1,2,0,1,1,5,0,16,0,1,2,0,5,8,0,2,0,22,0,13,132,0,13,0,0,6,0,0,0,10,0,23,0,4,11,15,2,0,0,0,10,4,0
"Ant215",0,2,15,2,20,2,15,15,30,3,39,3,7,0,1,12,6,13,1,23,0,12,0,13,10,15,41,15,8,13,10,9,26,9,13,12,2,2,15,3,20,14,14,13,0,12,5,3,2,11,16,0,3,20,6,3,46,0,10,2,39,9,7,1,11,18,23,1
"Ant218",7,21,7,1,7,28,2,12,10,4,4,0,8,0,2,3,17,2,6,9,0,2,5,2,3,3,5,2,1,0,5,5,5,0,0,1,0,2,7,2,2,0,18,132,12,0,0,4,0,5,6,0,1,1,30,0,12,2,5,10,13,5,1,0,0,8,7,0
"Ant219",0,1,2,18,0,0,6,0,0,13,0,29,0,28,18,0,0,13,0,0,10,29,0,1,28,0,0,23,4,24,0,2,0,20,12,0,16,0,0,10,0,1,0,0,5,0,0,0,5,5,0,19,4,17,0,13,0,3,2,2,0,1,5,12,18,0,3,20
"Ant238",4,44,0,0,1,9,0,3,4,0,4,0,6,0,0,11,4,1,11,6,0,0,0,1,3,3,6,0,0,5,2,2,4,0,0,2,0,10,0,0,1,0,19,13,3,4,0,0,0,0,0,0,0,0,5,0,8,3,0,4,8,4,0,0,0,1,0,0
"Ant242",0,0,11,33,1,0,13,0,0,3,0,19,0,22,11,0,0,6,0,0,40,3,0,3,27,0,1,41,5,33,0,4,1,7,4,0,19,0,1,4,0,3,1,0,2,0,5,0,0,2,0,13,7,4,1,4,0,5,5,2,0,0,0,14,10,2,1,33
"Ant243",0,0,39,6,2,0,8,4,4,6,4,15,1,2,8,4,2,6,1,4,1,2,0,2,10,6,2,14,4,4,10,5,9,10,4,4,3,2,5,6,4,7,3,0,11,5,5,0,2,0,6,0,6,19,4,2,6,0,8,6,2,11,9,4,1,2,1,1
"Ant255",3,0,7,0,2,13,1,1,5,0,1,2,5,0,3,2,4,0,4,4,0,0,3,5,0,1,4,3,1,0,5,0,12,2,0,4,0,3,2,0,8,3,9,6,16,6,0,0,0,6,0,0,4,0,14,0,10,2,3,0,5,10,1,1,1,4,2,0
"Ant289",0,0,4,7,0,0,0,1,0,1,0,6,2,9,13,0,1,0,0,1,7,7,0,0,5,0,1,45,6,3,0,3,0,1,12,0,2,0,1,8,0,1,0,0,0,0,19,0,13,0,0,0,1,3,0,33,0,1,4,1,1,0,0,36,11,0,3,18
"Ant298",0,0,5,12,0,0,13,2,4,14,0,10,0,3,3,0,0,12,0,0,18,1,0,0,4,0,0,9,17,11,1,4,2,5,5,0,4,2,0,3,9,1,5,0,3,1,4,0,7,6,4,1,0,2,3,1,0,3,7,7,0,0,4,6,4,2,7,2
"Ant324",0,0,18,10,0,0,1,0,2,35,2,14,0,1,4,1,1,14,0,0,2,13,0,6,9,0,2,9,9,26,5,5,9,9,6,0,15,1,1,2,11,16,7,0,20,1,17,0,4,19,0,3,2,0,1,4,0,1,6,0,4,9,10,12,13,4,3,8
"Ant342",11,0,13,1,34,15,5,12,13,1,23,1,14,0,1,6,17,5,27,17,0,1,3,7,4,7,1,0,7,0,10,2,12,2,0,19,0,10,7,1,6,4,24,10,6,30,0,5,1,4,14,0,3,1,0,0,25,6,9,8,24,12,2,2,0,16,3,0
"Ant347",0,0,1,23,0,0,1,0,0,0,1,5,0,2,6,0,0,0,0,0,7,0,0,0,10,0,0,33,2,11,0,0,0,6,10,0,10,0,0,5,0,0,0,0,3,0,13,0,4,2,0,33,1,4,0,0,0,0,0,1,1,1,0,8,2,0,1,11
"Ant380",19,22,5,0,21,92,4,5,40,1,29,0,21,1,2,16,13,2,13,31,1,0,5,1,2,12,2,1,3,0,9,8,26,2,1,17,0,6,38,1,6,10,40,23,46,12,0,8,0,6,10,0,0,0,25,0,0,2,7,12,65,19,0,1,1,18,11,0
"Ant390",0,0,13,9,1,0,7,2,6,0,7,9,24,14,2,2,1,8,0,1,6,8,0,2,14,8,5,12,1,13,0,3,1,3,8,5,5,0,8,1,2,4,0,0,0,2,3,3,5,0,2,1,3,1,6,0,2,0,1,3,1,5,0,1,0,5,3,1
"Ant394",0,4,19,4,2,9,15,4,5,2,2,6,0,0,12,1,1,11,0,3,1,7,0,10,15,0,9,7,16,13,5,6,4,6,4,0,1,3,0,3,9,6,2,4,10,5,2,0,5,8,3,4,7,6,9,0,7,1,0,3,2,9,14,4,1,5,15,0
"Ant395",6,1,8,2,4,8,0,0,5,1,13,2,1,0,2,2,3,1,2,5,0,2,1,1,2,4,4,3,0,3,12,3,4,1,0,15,1,0,4,1,3,5,12,11,2,10,2,4,2,6,0,1,7,0,8,1,12,3,3,0,11,7,0,0,1,0,3,1
"Ant458",0,9,9,5,33,3,4,17,14,1,38,2,13,0,1,13,14,4,4,35,1,1,0,7,5,9,5,11,2,3,3,5,26,0,4,12,0,15,19,1,6,11,26,15,39,13,0,8,0,2,5,1,0,4,24,1,65,1,2,11,0,6,1,2,1,29,10,1
"Ant475",1,3,30,7,12,4,8,12,14,7,20,1,5,1,7,4,1,7,3,9,0,1,1,6,4,7,9,18,1,6,4,12,15,12,7,1,0,4,7,1,1,11,4,2,9,5,1,4,0,11,10,0,0,9,12,1,19,5,9,7,6,0,1,1,0,7,6,0
"Ant482",0,0,8,2,0,3,6,2,0,8,1,5,9,1,4,0,1,1,0,1,0,5,0,1,6,0,2,7,7,17,0,5,1,8,3,0,1,5,2,7,6,3,1,0,7,1,5,0,0,9,1,0,4,10,2,0,0,0,14,0,1,1,0,4,4,0,0,4
"Ant492",0,0,1,14,0,0,5,0,0,8,0,29,0,11,6,0,0,15,1,0,5,1,0,0,7,0,0,22,1,14,0,1,0,9,10,0,20,0,0,3,0,0,0,0,1,0,12,0,14,4,1,36,6,12,2,8,1,1,4,0,2,1,4,0,13,1,0,7
"Ant501",0,2,6,12,1,1,7,0,0,17,1,11,0,15,10,0,2,14,0,0,12,1,0,1,9,1,1,18,6,20,0,4,2,12,12,0,4,0,0,4,0,0,1,0,11,0,18,0,10,1,1,11,4,13,0,2,1,0,1,1,1,0,4,13,0,1,0,18
"Ant538",11,21,8,3,5,3,0,6,16,5,23,1,4,0,3,12,8,4,2,37,0,2,2,14,3,0,5,4,4,4,4,3,8,0,4,9,0,2,14,6,7,3,6,10,18,8,0,1,2,2,4,0,2,4,16,0,18,5,5,0,29,7,0,1,1,0,15,0
"Ant560",0,0,20,0,13,1,10,18,21,1,6,2,1,1,3,9,2,12,0,18,8,2,3,4,11,1,2,13,19,3,9,6,7,3,1,11,0,7,7,2,1,13,12,4,23,7,3,0,1,1,2,3,7,3,3,1,11,3,15,3,10,6,0,0,0,15,0,0
"Ant564",0,0,7,15,0,2,1,0,2,14,0,40,0,6,7,0,0,4,0,0,10,4,0,0,1,0,0,74,1,2,0,1,0,5,25,0,16,0,0,3,0,0,0,0,1,0,20,0,33,1,0,18,2,8,0,11,0,1,0,1,1,0,4,7,18,0,0,0
