"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant32","Ant43","Ant44","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant149","Ant159","Ant169","Ant176","Ant178","Ant186","Ant190","Ant198","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant298","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant492","Ant501","Ant538","Ant560","Ant564"
"Ant38",1,11,6,0,9,45,2,6,26,0,0,0,8,1,0,12,15,3,7,15,0,3,2,9,1,2,8,0,1,1,2,3,14,0,0,22,0,2,1,0,4,7,11,20,47,5,0,5,0,1,9,0,5,0,11,0,12,0,3,4,21,7,11,0,0,10,23,0
"Ant60",0,0,12,3,0,0,14,0,4,23,0,0,0,9,12,0,0,21,2,1,4,16,0,0,24,0,3,45,45,32,16,5,2,26,4,0,3,0,0,4,1,3,0,0,11,3,17,0,11,25,0,5,15,14,0,6,3,7,26,3,0,0,2,13,10,0,5,10
"Ant76",0,0,3,0,3,20,0,1,1,0,8,0,0,0,0,2,8,0,2,3,0,0,0,0,0,3,1,0,1,0,3,0,3,0,0,2,0,0,2,1,0,1,6,2,1,4,0,4,0,0,5,0,3,0,4,0,15,0,0,0,3,4,0,0,0,4,0,0
"Ant158",0,0,5,3,0,0,14,0,1,5,1,9,0,0,6,2,1,5,2,2,5,3,6,0,8,0,7,39,17,19,1,0,0,18,11,2,3,0,0,19,0,0,3,0,2,0,8,0,9,5,7,2,6,8,1,1,1,4,11,4,1,3,1,36,16,1,7,26
"Ant191",0,0,8,9,1,0,10,0,4,2,0,12,0,6,0,1,0,4,0,0,12,5,3,4,11,0,8,20,8,17,2,4,0,8,9,0,10,0,0,0,0,2,0,0,4,3,3,0,5,3,0,2,3,3,0,8,1,8,2,0,0,6,3,5,15,0,1,11
"Ant196",7,4,1,1,8,44,5,5,5,1,12,0,2,2,1,0,13,2,14,2,1,1,6,4,3,5,1,0,2,0,1,4,8,2,0,7,2,5,6,2,4,2,10,18,6,6,1,11,0,1,6,0,0,0,13,0,17,2,1,8,17,4,7,0,0,9,7,0
"Ant252",2,14,8,1,10,12,4,2,10,6,15,0,8,1,0,13,0,4,6,6,0,3,0,2,0,0,2,5,0,0,4,4,1,0,0,3,0,1,3,1,0,1,16,6,9,3,0,11,0,1,3,0,0,0,5,0,23,1,4,6,1,7,0,0,0,3,1,0
"Ant308",1,0,12,3,2,0,8,0,6,10,3,21,0,5,4,2,4,0,1,2,3,5,1,0,14,0,4,21,10,25,5,12,0,11,2,1,1,0,0,9,4,11,5,1,23,0,9,1,1,7,3,2,0,17,0,3,3,2,9,0,2,2,1,4,8,2,6,5
"Ant518",10,3,4,1,3,35,0,6,2,2,7,2,2,2,0,14,6,1,0,3,1,1,1,1,0,7,4,1,0,2,2,4,4,1,0,0,0,2,16,1,0,2,16,12,4,2,1,9,0,0,4,0,0,4,3,0,8,2,0,11,2,4,2,0,3,3,7,0
"Ant0",14,24,9,1,12,17,5,3,14,1,15,1,3,2,0,2,6,2,3,0,0,3,9,2,4,2,13,1,19,1,1,10,13,1,0,15,0,2,3,5,7,0,12,8,6,2,0,8,0,7,13,0,4,0,6,0,12,3,3,4,16,11,0,0,0,3,28,1
"Ant13",2,0,4,1,0,0,0,0,1,11,0,4,0,5,12,1,0,3,1,0,0,25,0,0,13,0,0,28,5,27,3,7,0,13,7,1,5,0,0,19,0,1,0,0,11,0,9,0,2,4,0,1,3,5,0,14,0,9,11,1,0,0,0,6,8,0,0,14
"Ant23",2,3,2,14,1,0,1,0,5,8,3,16,0,3,5,1,3,5,1,3,25,0,1,0,6,0,1,23,23,15,2,6,1,16,6,0,5,0,0,18,1,3,4,2,11,0,10,0,10,10,1,5,9,1,0,7,5,9,15,0,1,0,1,10,2,0,1,14
"Ant27",0,15,17,1,4,1,0,0,4,0,2,0,0,6,3,6,0,1,1,9,0,1,0,5,1,0,5,0,5,1,4,8,12,2,0,5,0,0,0,7,3,0,5,5,8,4,1,4,0,11,2,0,5,0,1,0,14,4,3,1,9,4,3,0,0,5,9,0
"Ant32",2,6,2,0,4,0,2,0,9,0,9,0,0,0,4,4,2,0,1,2,0,0,5,0,0,0,2,0,1,1,1,6,4,1,0,5,0,0,0,0,0,0,3,2,10,0,0,0,0,2,1,0,2,1,5,1,5,0,1,0,5,1,0,0,0,0,12,1
"Ant43",0,0,6,8,0,0,10,0,2,23,1,24,0,8,11,3,0,14,0,4,13,6,1,0,0,0,0,20,13,33,1,7,1,16,5,1,25,0,0,18,1,12,0,0,11,0,17,0,13,2,1,2,9,8,0,15,0,16,14,0,3,2,4,6,14,0,1,19
"Ant44",0,2,0,0,0,1,0,0,0,0,2,0,3,0,0,5,0,0,7,2,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0
"Ant50",0,12,7,0,0,0,5,0,6,2,8,3,1,7,8,1,2,4,4,13,0,1,5,2,0,0,0,4,1,4,2,15,3,3,0,6,1,0,0,0,0,0,7,5,8,3,0,2,1,4,6,0,2,1,22,1,14,1,6,2,7,7,4,0,1,12,25,0
"Ant97",0,1,14,18,5,0,14,0,8,15,0,45,0,39,20,0,5,21,1,1,28,23,0,0,20,0,4,0,20,43,1,3,0,38,38,0,17,0,0,10,5,8,0,0,17,3,16,4,46,11,2,12,15,5,0,33,0,23,32,1,4,5,0,19,10,0,0,47
"Ant109",1,11,7,7,4,0,10,0,9,8,1,45,1,17,8,2,0,10,0,19,5,23,5,1,13,0,1,20,0,12,9,12,14,10,7,6,14,0,0,12,2,7,11,8,20,0,5,2,7,5,1,0,12,7,5,9,3,7,25,2,7,7,3,3,8,2,9,3
"Ant115",3,1,12,19,1,0,6,0,2,15,1,32,0,19,17,0,0,25,2,1,27,15,1,1,33,0,4,43,12,0,2,7,3,9,5,0,12,0,0,20,2,8,3,1,18,0,19,1,23,9,3,5,26,18,2,11,0,12,14,4,5,3,0,8,16,1,1,30
"Ant117",0,9,11,1,2,6,3,8,7,3,2,16,3,1,2,1,4,5,2,1,3,2,4,1,1,6,2,1,9,2,0,15,2,4,0,0,0,0,1,3,3,2,3,0,14,4,3,1,1,17,1,0,2,8,8,0,4,1,5,5,4,5,3,2,1,2,5,2
"Ant124",1,5,23,1,4,1,9,0,8,3,3,5,0,0,4,4,4,12,4,10,7,6,8,6,7,0,15,3,12,7,15,0,3,3,0,7,1,0,0,4,5,8,5,3,16,2,0,6,0,12,2,0,4,9,7,2,13,1,3,2,10,9,7,3,4,6,16,0
"Ant127",12,11,1,0,10,28,0,5,20,0,14,2,3,0,0,8,1,0,4,13,0,1,12,4,1,4,3,0,14,3,2,3,0,0,0,7,0,2,15,1,1,0,10,9,33,9,1,10,0,1,4,0,2,2,7,1,4,0,1,3,18,15,0,0,0,6,9,1
"Ant131",1,2,7,16,0,0,30,0,3,10,0,26,0,18,8,2,0,11,1,1,13,16,2,1,16,0,3,38,10,9,4,3,0,0,7,0,11,0,0,8,3,9,1,0,7,0,16,1,18,1,0,7,5,11,0,17,0,14,11,2,0,2,0,6,7,1,1,14
"Ant137",0,0,0,19,0,0,1,0,0,2,0,4,0,11,9,0,0,2,0,0,7,6,0,0,5,0,0,38,7,5,0,0,0,7,0,0,8,0,0,3,1,1,0,0,3,0,3,0,19,0,0,19,3,6,0,17,0,3,1,0,1,1,0,9,5,0,0,21
"Ant149",0,16,4,0,5,0,2,0,8,0,22,0,2,2,0,7,3,1,0,15,1,0,5,5,1,0,6,0,6,0,0,7,7,0,0,0,0,0,0,1,2,1,7,7,4,3,0,0,0,4,3,0,1,0,12,0,10,2,3,0,18,6,0,0,1,6,21,0
"Ant159",0,0,1,22,0,0,0,0,0,9,0,3,0,3,10,2,0,1,0,0,5,5,0,0,25,0,1,17,14,12,0,1,0,11,8,0,0,0,0,5,0,0,0,0,0,2,5,0,20,3,1,9,9,0,0,13,0,7,3,0,0,0,1,2,1,0,0,5
"Ant169",1,14,0,0,0,9,1,0,0,0,2,0,0,0,0,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,8,1,0,2,0,2,0,1,1,0,0,0,11,0,12,0,1,3,2,0,0,0,0,3,0,0
"Ant176",1,3,0,0,2,22,0,6,0,0,1,0,2,0,0,6,3,0,16,3,0,0,0,0,0,1,0,0,0,0,1,0,15,0,0,0,0,4,0,0,0,0,2,1,0,4,0,9,0,0,0,0,0,0,2,0,11,0,0,11,0,1,0,0,0,8,0,0
"Ant178",0,5,9,5,2,0,2,0,5,4,0,4,1,19,0,2,1,9,1,5,19,18,7,0,18,0,0,10,12,20,3,4,1,8,3,1,5,0,0,0,2,5,1,1,5,0,4,0,5,2,0,2,6,9,1,14,0,11,5,2,7,3,6,8,5,0,0,7
"Ant186",1,3,3,0,0,2,7,0,4,3,4,1,0,0,0,4,0,4,0,7,0,1,3,0,1,0,0,5,2,2,3,5,1,3,1,2,0,1,0,2,0,5,3,1,7,0,0,7,0,2,0,0,6,5,2,1,1,0,3,1,4,0,4,1,1,10,2,2
"Ant190",0,0,5,1,0,0,8,0,0,2,7,3,1,0,2,2,1,11,2,0,1,3,0,0,12,0,0,8,7,8,2,8,0,9,1,1,0,0,0,5,5,0,3,0,9,0,4,0,0,11,0,1,0,17,0,1,0,2,26,0,2,1,2,0,0,0,1,2
"Ant198",2,8,8,2,7,17,1,2,3,0,11,0,6,3,0,10,16,5,16,12,0,4,5,3,0,0,7,0,11,3,3,5,10,1,0,7,0,8,2,1,3,3,0,8,8,6,1,12,0,2,7,0,0,1,29,1,20,3,0,12,2,6,1,0,0,9,8,0
"Ant207",5,40,6,1,5,19,1,20,2,3,20,0,2,0,0,18,6,1,12,8,0,2,5,2,0,1,5,0,8,1,0,3,9,0,0,7,0,1,1,1,1,0,8,0,6,20,1,4,0,2,9,0,3,0,21,0,46,0,4,3,6,6,1,0,0,1,5,0
"Ant215",10,9,4,1,21,25,11,0,24,6,47,11,1,2,4,6,9,23,4,6,11,11,8,10,11,0,8,17,20,18,14,16,33,7,3,4,0,0,0,5,7,9,8,6,0,3,3,10,2,17,5,1,7,30,8,5,5,10,10,3,19,7,6,0,0,0,9,2
"Ant218",8,12,0,0,16,18,3,13,4,2,5,3,4,0,3,6,3,0,2,2,0,0,4,0,0,0,3,3,0,0,4,2,9,0,0,3,2,2,4,0,0,0,6,20,3,0,3,5,0,5,7,1,1,3,15,0,14,3,2,3,10,2,0,0,0,7,4,0
"Ant219",0,0,3,19,0,0,2,0,0,6,0,17,0,8,3,1,0,9,1,0,9,10,1,0,17,0,0,16,5,19,3,0,1,16,3,0,5,0,0,4,0,4,1,1,3,3,0,0,25,2,0,3,1,9,0,5,0,7,3,0,3,0,1,8,4,0,0,23
"Ant238",1,8,3,0,5,21,8,1,0,0,5,0,4,0,0,11,11,1,9,8,0,0,4,0,0,2,2,4,2,1,1,6,10,1,0,0,0,2,9,0,7,0,12,4,10,5,0,0,0,0,3,0,3,0,2,0,6,2,1,4,10,1,0,0,0,7,6,0
"Ant242",1,0,7,28,3,0,0,0,2,12,0,11,0,9,5,0,0,1,0,0,2,10,0,0,13,0,1,46,7,23,1,0,0,18,19,0,20,0,0,5,0,0,0,0,2,0,25,0,0,0,0,9,4,2,0,9,0,12,14,0,0,0,0,11,6,0,0,7
"Ant243",0,1,11,3,4,1,7,0,4,6,1,25,0,5,3,1,1,7,0,7,4,10,11,2,2,0,4,11,5,9,17,12,1,1,0,4,3,1,0,2,2,11,2,2,17,5,2,0,0,0,5,0,8,7,0,11,7,5,20,0,2,3,3,3,2,3,5,2
"Ant255",2,7,13,0,4,11,3,6,3,0,9,0,5,7,0,6,3,3,4,13,0,1,2,1,1,0,6,2,1,3,1,2,4,0,0,3,1,1,0,0,0,0,7,9,5,7,0,3,0,5,0,0,0,0,6,1,11,0,4,4,5,5,1,0,0,3,9,0
"Ant289",0,0,0,8,0,0,1,0,1,3,0,5,0,2,2,0,0,2,0,0,1,5,0,0,2,0,0,12,0,5,0,0,0,7,19,0,9,0,0,2,0,1,0,0,1,1,3,0,9,0,0,0,1,1,0,7,0,4,1,0,0,0,2,17,11,0,0,2
"Ant298",5,7,6,13,0,1,9,0,0,3,5,15,3,6,3,0,0,0,0,4,3,9,5,2,9,0,2,15,12,26,2,4,2,5,3,1,9,0,0,6,6,0,0,3,7,1,1,3,4,8,0,1,0,2,0,4,1,2,3,0,0,6,0,3,0,0,1,9
"Ant324",0,0,3,10,1,0,7,0,8,24,0,14,0,8,3,0,0,17,4,0,5,1,0,1,8,0,1,5,7,18,8,9,2,11,6,0,0,0,0,9,5,17,1,0,30,3,9,0,2,7,0,1,2,0,0,16,0,7,8,0,0,0,1,19,2,0,1,5
"Ant342",18,33,1,0,12,15,0,23,0,0,11,0,4,1,0,13,5,0,3,6,0,0,1,5,0,0,22,0,5,2,8,7,7,0,0,12,0,11,2,1,2,0,29,21,8,15,0,2,0,0,6,0,0,0,0,0,46,0,0,5,4,12,0,0,0,11,29,0
"Ant347",0,2,4,9,0,0,2,0,1,7,0,6,0,1,8,0,0,3,0,0,14,7,0,1,15,0,1,33,9,11,0,2,1,17,17,0,13,0,0,14,1,1,1,0,5,0,5,0,9,11,1,7,4,16,0,0,0,9,12,0,5,0,0,15,7,0,3,27
"Ant380",19,25,3,0,24,110,0,20,14,0,12,3,15,1,1,17,23,3,8,12,0,5,14,5,0,10,14,0,3,0,4,13,4,0,0,10,0,12,11,0,1,0,20,46,5,14,0,6,0,7,11,0,1,0,46,0,0,0,7,7,16,11,5,0,1,16,20,2
"Ant390",2,4,5,0,1,0,15,0,3,31,0,7,0,4,8,2,1,2,2,3,9,9,4,0,16,0,1,23,7,12,1,1,0,14,3,2,7,0,0,11,0,2,3,0,10,3,7,2,12,5,0,4,2,7,0,9,0,0,1,0,1,5,8,1,2,0,0,3
"Ant394",0,0,10,14,1,0,11,0,3,19,3,26,0,11,2,1,4,9,0,3,11,15,3,1,14,0,6,32,25,14,5,3,1,11,1,3,3,1,0,5,3,26,0,4,10,2,3,1,14,20,4,1,3,8,0,12,7,1,0,0,4,7,18,2,1,3,7,4
"Ant395",2,12,3,0,4,13,0,6,0,0,4,3,0,4,0,8,6,0,11,4,1,0,1,0,0,2,2,1,2,4,5,2,3,2,0,0,0,3,11,2,1,0,12,3,3,3,0,4,0,0,4,0,0,0,5,0,7,0,0,0,1,1,0,0,2,4,0,0
"Ant458",12,17,2,0,18,0,0,0,8,0,21,0,3,1,0,17,1,2,2,16,0,1,9,5,3,0,7,4,7,5,4,10,18,0,1,18,0,2,0,7,4,2,2,6,19,10,3,10,0,2,5,0,0,0,4,5,16,1,4,1,0,18,1,2,1,9,6,2
"Ant475",8,10,1,1,5,6,6,4,3,0,7,0,4,3,6,4,7,2,4,11,0,0,4,1,2,0,7,5,7,3,5,9,15,2,1,6,0,0,1,3,0,1,6,6,7,2,0,1,0,3,5,0,6,0,12,0,11,5,7,1,18,0,1,0,1,1,5,0
"Ant482",0,0,2,0,1,0,3,0,1,10,11,2,0,1,3,7,0,1,2,0,0,1,3,0,4,0,4,0,3,0,3,7,0,0,0,0,1,0,0,6,4,2,1,1,6,0,1,0,0,3,1,2,0,1,0,0,5,8,18,0,1,1,0,1,2,0,0,3
"Ant492",0,0,5,8,0,0,11,0,8,4,0,13,0,36,5,0,0,4,0,0,6,10,0,0,6,0,0,19,3,8,2,3,0,6,9,0,2,0,0,8,1,0,0,0,0,0,8,0,11,3,0,17,3,19,0,15,0,1,2,0,2,0,1,0,7,0,0,15
"Ant501",0,0,2,7,0,0,2,0,1,2,0,10,0,16,15,0,0,8,3,0,8,2,0,0,14,0,1,10,8,16,1,4,0,7,5,1,1,0,0,5,1,0,0,0,0,0,4,0,6,2,0,11,0,2,0,7,1,2,1,2,1,1,2,7,0,0,3,6
"Ant538",9,28,1,0,9,19,1,6,0,0,10,0,4,1,0,9,3,2,3,3,0,0,5,0,0,0,12,0,2,1,2,6,6,1,0,6,0,3,8,0,10,0,9,1,0,7,0,7,0,3,3,0,0,0,11,0,16,0,3,4,9,1,0,0,0,0,2,0
"Ant560",10,22,21,0,13,1,0,0,6,2,23,5,0,7,1,7,1,6,7,28,0,1,9,12,1,0,25,0,9,1,5,16,9,1,0,21,0,0,0,0,2,1,8,5,9,4,0,6,0,5,9,0,1,1,29,3,20,0,7,0,6,5,0,0,3,2,0,0
"Ant564",1,0,7,9,0,0,7,0,1,0,0,10,0,26,11,0,0,5,0,1,14,14,0,1,19,0,0,47,3,30,2,0,1,14,21,0,5,0,0,7,2,2,0,0,2,0,23,0,7,2,0,2,9,5,0,27,2,3,4,0,2,0,3,15,6,0,0,0
