"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552"
"Ant191",10,7,5,6,5,2,10,1,1,1,0,4,0,2,2,3,0,7,2,4,10,4,15,11,0,15,2,5,7,3,7,0,0,0,0,7,5,0,5,0,1,0,0,0,11,5,8,0,2,9,1,1,0,0,10,5,3,0,5,0,0,0,2,0,12,0
"Ant196",10,3,4,2,2,0,6,6,16,4,4,0,7,3,19,2,2,33,4,10,2,10,0,12,1,9,7,20,6,12,10,6,4,5,0,13,7,0,29,3,7,0,6,0,10,2,3,0,2,9,2,4,6,2,3,20,11,0,9,1,5,1,14,0,11,0
"Ant202",3,1,7,0,23,7,2,0,9,10,0,7,0,0,7,5,4,0,1,0,1,9,6,5,24,0,1,5,0,6,46,27,8,5,2,2,0,32,2,2,10,4,0,13,0,0,0,12,0,3,2,1,17,33,0,8,2,52,29,4,9,28,3,25,11,1
"Ant209",0,0,8,16,1,8,0,4,2,4,2,3,0,0,0,2,0,6,5,1,7,5,0,7,0,26,5,3,2,4,6,5,12,0,1,10,5,0,6,6,1,0,1,0,3,8,11,0,7,13,1,1,10,1,3,11,2,0,6,1,5,0,0,0,8,0
"Ant268",0,0,0,1,5,6,4,5,44,3,2,19,7,0,0,2,2,3,0,1,3,4,2,8,3,0,9,0,6,1,2,12,5,0,0,17,0,0,36,0,17,0,6,0,12,2,1,0,5,18,2,30,1,0,5,43,3,3,6,4,17,0,8,0,15,0
"Ant308",3,3,6,2,6,10,11,2,0,12,3,2,5,2,2,0,0,8,4,7,0,7,9,14,0,2,0,3,12,20,13,3,6,5,0,8,13,5,11,0,0,0,2,0,12,0,8,7,0,15,1,10,19,3,3,15,8,1,7,0,5,0,2,0,15,1
"Ant620",0,0,1,0,0,0,0,11,0,1,0,2,4,0,2,0,0,1,0,0,0,0,0,2,2,0,12,0,2,0,0,8,0,4,0,1,0,0,4,2,18,0,0,0,0,0,0,0,0,0,2,8,0,1,0,6,0,1,7,0,1,0,1,0,5,0
"Ant13",2,6,4,3,0,1,13,6,7,5,7,33,0,6,3,8,1,0,7,6,10,8,9,15,0,0,7,14,4,1,3,3,3,7,0,12,5,0,5,0,1,0,17,0,6,5,1,4,0,31,2,15,1,0,0,3,3,0,0,1,6,0,16,0,12,3
"Ant27",0,0,1,2,0,2,3,1,5,8,2,4,1,5,0,4,0,7,0,0,7,4,1,12,0,26,4,0,2,6,2,1,0,0,0,8,2,1,2,0,0,0,1,0,8,4,8,0,7,19,0,1,5,4,0,11,6,0,0,0,0,0,0,0,9,0
"Ant29",0,0,1,2,0,3,13,1,10,0,4,10,0,1,1,7,0,6,0,0,2,1,0,11,0,7,3,15,1,5,4,0,0,0,0,4,0,0,6,0,0,0,3,0,21,4,5,0,10,3,0,1,0,0,4,5,7,0,2,0,0,0,6,0,5,0
"Ant32",5,19,19,6,0,1,8,1,14,1,10,2,1,7,3,0,0,10,7,2,0,12,16,10,0,26,0,3,1,1,8,7,13,1,0,6,1,0,3,1,0,0,0,0,9,2,18,1,14,17,0,3,1,2,1,3,6,0,5,1,1,0,1,0,9,0
"Ant42",2,1,8,3,2,14,8,2,2,21,4,10,9,5,4,7,0,8,4,1,12,0,2,10,1,1,5,19,10,8,24,6,9,7,0,5,6,9,7,0,3,0,10,0,5,1,6,4,3,13,5,3,5,2,0,5,2,0,19,4,7,0,12,0,22,0
"Ant43",9,11,4,6,3,2,8,0,2,6,15,0,6,0,2,9,0,9,1,0,16,2,0,10,1,4,8,5,0,15,6,1,15,0,0,1,4,11,1,1,0,1,1,1,13,3,2,1,0,12,0,1,4,2,3,8,25,0,2,0,3,0,4,0,12,0
"Ant50",12,3,3,10,6,7,17,5,17,11,11,12,5,7,8,14,2,15,12,11,10,10,10,0,0,2,8,8,6,14,18,4,1,2,0,22,9,2,7,3,5,0,10,0,21,3,0,1,12,6,3,4,9,9,7,15,16,2,6,13,0,2,12,0,29,0
"Ant55",1,0,2,0,4,6,0,0,2,2,0,1,24,0,3,0,2,0,0,0,0,1,1,0,0,0,3,0,0,1,14,45,2,18,8,0,0,31,0,14,0,13,0,6,0,0,0,39,0,0,0,1,1,10,0,0,0,50,40,35,8,9,0,24,5,6
"Ant91",6,2,31,49,1,0,6,0,2,0,15,9,0,26,0,2,0,0,26,7,26,1,4,2,0,0,0,0,0,0,2,2,5,0,0,0,1,0,1,0,0,0,0,0,25,6,106,0,26,5,0,0,0,1,35,8,23,0,2,0,0,0,0,0,85,0
"Ant97",0,0,0,0,7,10,4,11,6,14,2,7,1,5,9,0,12,7,4,3,0,5,8,8,3,0,0,13,4,3,26,27,4,5,0,5,6,0,15,4,17,0,9,0,7,4,1,3,0,2,9,21,4,3,0,8,0,2,7,15,15,4,6,0,17,0
"Ant100",3,11,1,2,9,11,16,1,2,13,5,20,5,3,0,3,0,14,0,15,3,19,5,8,0,0,13,0,18,10,22,12,1,1,0,1,8,3,3,3,1,0,9,1,14,12,19,0,6,4,3,1,1,2,1,14,8,0,3,15,7,0,6,0,21,0
"Ant113",29,0,2,0,3,5,18,1,1,13,7,6,0,2,6,12,2,4,2,1,1,10,0,6,0,0,4,18,0,6,8,11,4,2,0,7,1,16,6,0,13,2,8,0,3,1,2,9,2,10,5,3,17,5,1,15,3,0,4,0,13,2,5,0,7,2
"Ant117",0,1,5,0,6,19,6,4,1,17,3,12,6,4,1,20,0,1,6,5,1,8,15,14,1,0,3,10,6,0,8,9,5,6,0,5,2,48,8,5,2,0,5,3,7,1,0,0,0,7,2,6,12,0,4,13,5,6,3,4,6,0,2,0,11,0
"Ant137",3,6,4,2,34,30,3,11,1,39,7,10,46,6,2,13,0,3,2,4,8,24,6,18,14,2,26,22,8,8,0,44,21,11,2,13,11,52,5,24,8,4,6,2,5,1,4,25,4,9,11,10,55,50,3,8,4,25,60,3,17,17,2,0,17,6
"Ant139",0,0,2,2,37,14,0,4,11,5,0,6,27,5,12,3,8,3,1,0,7,6,1,4,45,2,27,12,11,9,44,0,2,30,12,4,9,30,7,20,20,3,6,24,6,1,1,34,1,1,10,0,28,20,1,5,5,28,53,26,7,29,4,4,16,21
"Ant142",5,6,7,1,0,3,5,0,1,2,0,4,8,12,5,6,0,3,0,0,13,9,15,1,2,5,4,1,4,5,21,2,0,0,0,20,3,16,2,0,0,1,3,2,4,1,6,4,0,4,0,1,2,6,2,6,1,2,12,2,14,0,7,0,17,0
"Ant149",0,0,2,1,16,1,0,14,1,7,0,5,5,0,0,5,4,7,0,0,1,7,0,2,18,0,5,1,2,6,11,30,0,0,3,3,0,5,4,11,4,5,0,14,0,0,1,11,0,1,2,8,1,12,1,1,0,18,20,21,5,7,2,5,2,11
"Ant156",0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,12,0,3,0,0,0,11,0,2,0,4,0,10,0,0,0,10,0,0,0,0,0,19,0,0,0,5,11,7,5,2,1,17,4,7
"Ant159",2,0,0,0,3,7,3,5,17,11,7,13,2,10,17,8,1,12,8,4,6,5,1,22,0,0,5,1,7,5,13,4,20,3,0,0,4,0,15,0,8,0,20,1,7,3,0,1,4,31,3,8,7,2,2,29,0,4,3,0,12,0,11,0,21,0
"Ant169",2,4,10,13,3,5,8,0,3,3,5,7,0,5,0,13,0,5,2,0,1,6,4,9,0,1,6,8,1,2,11,9,3,0,0,4,0,1,5,0,1,0,10,0,6,10,11,9,1,17,0,3,15,1,0,12,7,0,0,0,0,0,10,0,14,0
"Ant173",5,0,5,1,8,1,0,0,0,16,0,0,32,0,0,5,0,0,1,0,0,9,11,2,31,0,0,3,16,48,52,30,16,5,11,0,1,0,1,30,0,2,0,14,3,0,14,23,0,2,0,0,19,41,0,9,0,21,41,4,13,18,0,3,5,12
"Ant195",8,2,0,1,5,14,2,1,18,12,5,29,2,6,36,11,4,5,2,6,3,7,1,7,0,1,15,3,6,8,5,7,2,4,0,15,5,1,0,2,16,0,31,0,5,4,4,0,1,7,7,28,9,3,1,63,2,1,0,4,1,1,11,0,26,1
"Ant198",4,0,0,1,8,7,0,12,0,2,0,3,2,6,0,0,2,0,0,0,1,0,1,3,14,0,4,3,0,5,24,20,0,11,2,0,0,30,2,0,3,1,0,11,0,1,0,13,1,0,3,3,2,12,0,3,1,36,38,8,11,13,0,14,3,4
"Ant207",0,1,1,0,26,8,0,26,10,6,1,7,10,1,17,0,18,1,0,0,0,3,0,5,0,0,17,1,13,2,8,20,0,4,0,8,1,0,16,3,0,0,6,0,3,3,0,0,0,2,10,32,0,2,0,23,0,1,7,5,4,0,7,0,24,0
"Ant217",0,0,0,0,1,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,2,0,4,3,1,5,4,0,0,2,0,1,0,0,0,5,0,0,0,3,0,0,0,0,2,25,0,0,0,102,28,4,5,5,0,0,1,1
"Ant218",4,9,6,0,12,7,18,7,2,12,0,6,0,1,6,2,0,17,1,3,0,10,1,10,0,0,9,9,8,5,6,6,3,0,0,20,10,0,31,0,6,0,0,1,9,2,1,0,1,15,6,7,10,0,5,21,6,0,2,3,4,0,10,0,19,0
"Ant219",0,1,0,0,20,6,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,3,2,24,2,14,10,1,0,14,0,11,0,5,1,0,0,4,0,13,0,0,1,0,3,14,0,0,0,16,13,21,5,10,0,6,4,9
"Ant242",11,4,11,18,3,2,10,1,12,2,11,10,0,3,12,12,0,6,8,21,9,5,13,21,0,25,7,14,3,7,5,6,4,0,0,7,6,3,5,0,3,0,9,0,0,9,15,0,24,8,0,0,5,1,13,7,11,0,0,1,2,0,0,0,6,0
"Ant243",14,1,3,7,3,3,12,4,11,0,5,2,0,8,2,0,0,5,4,4,2,1,3,3,0,6,4,12,1,1,1,1,1,0,0,3,10,0,4,1,3,0,2,4,9,0,1,1,6,4,0,6,0,2,3,17,10,0,5,1,0,0,1,0,13,0
"Ant255",7,4,15,10,3,9,5,0,5,8,8,3,0,11,1,8,0,1,8,5,18,6,2,0,0,106,1,19,2,0,4,1,6,1,0,0,11,14,4,0,0,0,1,0,15,1,0,3,1,4,0,0,4,3,15,6,9,0,0,0,2,0,2,0,8,0
"Ant257",5,3,0,6,9,11,0,2,0,4,0,0,12,0,0,7,0,4,0,0,1,4,1,1,39,0,3,0,9,0,25,34,4,11,10,1,9,23,0,13,0,3,0,13,0,1,3,0,0,2,14,1,9,30,0,5,2,51,39,8,7,4,0,7,10,8
"Ant263",0,0,1,9,0,0,4,0,3,0,2,2,0,7,5,0,0,0,7,10,14,3,0,12,0,26,0,6,2,0,4,1,0,0,0,4,1,0,1,1,0,0,1,0,24,6,1,0,0,1,0,0,0,0,0,4,7,0,2,0,4,0,1,0,5,0
"Ant294",8,4,6,11,3,7,18,1,6,7,9,9,3,13,18,15,0,31,19,3,17,13,12,6,0,5,2,4,10,7,9,1,4,1,0,31,17,2,7,0,2,0,15,0,8,4,4,2,1,0,0,3,10,5,11,22,18,0,3,1,5,0,2,0,11,1
"Ant318",3,0,1,0,13,10,2,3,6,16,1,2,2,1,2,1,2,2,0,0,0,5,0,3,0,0,9,3,5,2,11,10,0,2,0,3,0,0,7,3,10,0,6,1,0,0,0,14,0,0,0,3,2,1,0,9,0,11,21,11,14,0,2,0,11,3
"Ant332",3,0,0,0,11,2,3,10,17,8,1,4,1,1,30,10,8,15,1,1,3,3,1,4,1,0,21,1,3,6,10,0,1,8,0,8,3,0,28,3,32,0,7,0,0,6,0,1,0,3,3,0,3,0,3,5,0,2,9,0,10,5,9,0,12,0
"Ant342",2,0,8,1,19,64,7,3,7,22,0,6,17,10,1,19,0,1,5,0,1,5,4,9,1,0,4,1,17,12,55,28,2,1,0,7,15,19,9,2,0,2,10,3,5,0,4,9,0,10,2,3,0,12,1,13,5,0,35,2,10,9,6,0,17,5
"Ant347",1,1,4,1,16,11,2,4,2,6,0,2,33,1,0,3,1,0,4,0,2,2,2,9,10,1,3,2,5,0,50,20,6,12,19,2,1,41,3,12,2,25,0,14,1,2,3,30,0,5,1,0,12,0,0,2,1,42,34,12,14,19,3,2,20,7
"Ant353",5,3,0,16,0,12,1,0,24,0,10,3,0,3,5,3,0,0,0,4,1,0,3,7,0,35,0,1,1,4,3,1,2,1,0,2,0,0,1,0,0,0,5,0,13,3,15,0,0,11,0,3,1,0,0,10,10,4,0,0,1,0,1,0,3,0
"Ant356",3,6,4,2,2,10,4,4,168,16,5,20,8,11,43,15,6,3,11,5,3,5,8,15,0,8,8,14,15,13,8,5,6,1,0,29,12,9,63,3,23,0,21,0,7,17,6,5,4,22,9,5,13,2,10,0,2,0,6,0,7,0,9,0,8,0
"Ant387",3,4,4,6,1,2,15,0,2,6,3,11,2,2,3,8,0,3,6,7,6,2,25,16,0,23,0,8,3,5,4,5,1,0,0,0,7,0,2,1,0,0,6,0,11,10,9,2,7,18,0,0,5,1,10,2,0,1,1,0,3,0,0,0,6,0
"Ant390",0,0,0,0,20,6,0,0,0,3,0,0,52,0,3,1,1,0,0,0,0,0,0,2,50,0,2,0,0,6,25,28,2,18,5,4,0,21,1,36,1,102,0,16,0,0,0,51,0,0,11,2,0,42,4,0,1,0,92,29,36,28,1,7,16,11
"Ant394",3,0,6,2,48,17,3,10,8,15,5,9,29,6,6,7,7,0,0,2,5,19,2,6,40,2,7,3,4,3,60,53,12,20,11,3,0,41,0,38,7,28,2,13,0,5,0,39,2,3,21,9,35,34,0,6,1,92,0,16,17,7,10,5,19,27
"Ant395",0,0,0,0,37,3,0,0,2,4,0,1,4,1,4,0,0,1,0,0,1,4,0,13,35,0,15,15,0,4,3,26,2,21,7,0,0,4,4,8,5,4,3,21,1,1,0,8,0,1,11,0,2,12,0,0,0,29,16,0,2,8,0,0,6,18
"Ant437",1,3,0,0,10,10,3,2,10,11,0,5,9,5,17,5,1,6,0,0,1,7,3,0,8,0,15,7,13,6,17,7,14,5,5,12,0,13,1,11,4,5,4,5,2,0,2,7,4,5,14,10,10,14,1,7,3,36,17,2,0,5,1,3,9,4
"Ant475",0,0,0,0,13,0,1,0,0,8,0,1,28,0,0,0,0,0,0,0,0,0,0,2,9,0,4,0,2,0,17,29,0,7,2,0,0,18,1,13,0,5,0,10,0,0,0,4,0,0,0,5,9,19,0,0,0,28,7,8,5,0,0,2,6,14
"Ant492",1,0,3,1,5,12,3,7,18,6,2,14,3,0,8,2,1,16,0,6,1,12,4,12,0,0,6,6,5,2,2,4,7,2,1,11,10,0,11,0,7,0,10,0,0,1,2,0,1,2,2,9,6,3,1,9,0,1,10,0,1,0,0,0,10,3
"Ant501",0,0,0,0,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,0,5,17,0,0,3,0,14,0,0,0,6,0,0,0,7,0,0,0,0,0,2,0,0,0,7,5,0,3,2,0,0,1,2
"Ant527",17,27,13,22,26,9,6,7,9,16,12,11,11,8,15,15,5,12,9,5,9,22,12,29,5,85,17,21,7,11,17,16,17,2,4,21,14,5,26,3,24,1,19,4,6,13,8,10,5,11,11,12,17,20,3,8,6,16,19,6,9,6,10,1,0,8
"Ant552",0,0,1,1,9,5,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,6,0,0,0,2,0,6,21,0,11,7,0,0,12,1,4,0,1,0,9,0,0,0,8,0,1,3,0,5,7,0,0,0,11,27,18,4,14,3,2,8,0
