"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552"
"Ant191",1,17,9,0,0,0,8,0,1,0,0,5,1,12,1,0,0,2,1,0,2,3,3,5,0,14,1,2,2,3,6,0,0,3,0,3,4,1,0,0,0,0,10,3,24,2,32,0,0,0,0,0,0,0,9,1,12,0,0,0,3,0,4,0,2,0
"Ant196",0,2,1,3,0,0,2,6,1,9,5,0,0,2,10,1,7,9,0,1,0,2,2,5,0,24,4,13,3,11,5,0,0,0,0,4,2,15,4,2,3,0,14,0,3,7,1,6,2,5,2,6,6,8,13,5,0,4,0,3,3,3,11,2,7,5
"Ant202",1,0,0,0,24,9,0,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,106,0,0,0,1,0,0,80,0,1,0,3,0,35,0,3,0,0,3,18,0,1,0,20,0,0,1,0,0,57,0,0,0,21,59,1,0,4,1,7,0,0
"Ant209",1,5,5,2,0,2,2,3,1,4,12,2,0,0,1,5,3,10,0,6,2,2,4,10,0,12,1,13,1,0,6,0,4,1,0,0,5,3,8,0,9,0,3,1,7,14,13,1,2,2,0,3,1,0,0,1,9,0,0,5,3,0,7,0,5,2
"Ant268",0,1,0,2,2,13,1,4,35,6,1,10,0,1,0,4,8,4,1,2,0,3,2,7,0,2,12,2,9,21,8,0,4,7,0,7,5,8,12,6,14,3,15,1,2,2,0,0,2,1,5,26,4,1,0,13,0,1,0,3,17,2,14,7,4,2
"Ant308",2,19,8,0,0,1,8,9,0,6,0,1,1,5,4,0,3,20,3,5,9,21,2,22,0,14,3,4,15,3,10,0,4,4,0,4,10,7,13,5,1,0,6,2,1,13,0,5,2,18,0,13,5,0,2,2,18,0,0,6,7,2,3,0,10,6
"Ant620",0,0,0,0,0,10,2,8,6,14,0,7,1,3,8,3,0,2,0,1,3,1,3,3,0,1,25,9,2,5,16,0,0,10,0,14,4,9,9,11,19,6,0,2,1,3,1,6,1,0,15,26,2,3,0,12,4,2,0,5,14,4,6,2,11,5
"Ant13",0,0,10,3,0,6,19,2,15,5,2,9,1,10,4,20,2,0,4,3,11,28,13,11,0,1,2,11,13,12,3,0,6,4,0,3,9,2,10,2,4,1,13,6,6,16,6,2,4,7,6,10,3,0,8,7,0,0,0,1,8,5,6,0,11,3
"Ant27",1,1,15,1,0,1,10,0,1,1,1,0,0,0,1,3,0,4,0,3,2,0,10,13,0,11,0,3,7,10,2,0,8,0,0,0,14,0,4,2,0,0,7,3,1,0,0,0,2,11,0,10,1,1,5,1,0,1,0,0,3,1,1,0,0,3
"Ant29",24,3,3,5,0,2,7,0,4,0,0,1,1,6,2,5,1,3,3,0,6,1,8,3,0,0,1,5,2,3,4,0,0,0,0,2,4,1,0,2,2,2,0,0,5,2,1,0,10,4,0,4,0,0,4,1,0,0,0,0,1,1,2,0,5,1
"Ant32",4,7,18,17,2,0,7,1,0,2,2,0,0,2,0,9,3,11,2,6,0,7,3,12,0,14,0,3,17,13,8,0,3,2,0,1,25,8,7,2,0,0,3,1,3,7,11,2,7,8,0,1,0,0,0,1,7,2,0,0,4,2,0,0,0,6
"Ant42",0,0,1,3,0,2,18,4,2,9,3,2,0,2,3,21,1,28,0,1,7,0,3,4,0,0,0,15,0,3,2,0,9,2,0,0,4,0,8,0,1,2,2,0,6,5,4,3,1,2,0,0,0,0,1,11,2,5,0,4,6,3,10,0,6,2
"Ant43",5,0,1,7,0,7,3,1,3,8,3,2,0,4,2,2,3,13,10,8,3,3,0,13,0,2,1,14,3,5,9,0,3,3,0,1,6,2,6,0,1,0,8,3,9,9,0,4,0,9,5,2,7,5,15,6,1,3,0,2,2,0,6,9,19,5
"Ant50",4,9,20,3,3,17,54,3,13,20,5,5,0,10,7,22,3,11,13,3,12,4,13,0,0,14,1,27,13,10,9,0,16,9,0,10,12,6,13,3,3,0,10,7,11,3,12,5,4,12,2,7,7,1,1,11,11,1,0,6,27,2,7,1,17,14
"Ant55",0,0,0,0,31,18,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,6,0,0,0,82,0,7,0,1,0,13,0,0,0,22,0,0,0,0,0,33,0,0,0,16,37,0,0,4,0,0,0,0
"Ant91",11,6,13,4,0,1,25,1,3,3,14,24,0,12,2,14,1,1,11,0,14,0,2,14,0,0,0,1,4,1,11,0,14,1,0,1,5,4,4,6,0,0,6,0,63,25,49,1,0,38,0,1,3,5,27,0,9,2,0,0,1,1,2,0,0,4
"Ant97",0,9,0,1,1,4,0,20,1,1,1,4,0,1,12,3,25,2,0,1,0,0,1,1,0,0,0,10,0,1,18,0,2,12,0,9,1,27,17,11,92,5,4,3,1,1,0,3,1,0,7,8,29,8,0,6,0,3,0,8,8,13,3,0,4,4
"Ant100",0,3,13,8,1,9,17,6,4,11,2,13,0,13,2,4,9,11,3,5,3,15,14,27,0,1,10,0,13,11,20,0,2,2,0,3,9,14,10,1,5,10,6,1,8,4,0,13,10,6,3,3,9,11,8,22,4,5,0,3,43,6,11,4,34,3
"Ant113",0,50,2,0,9,11,0,1,0,0,2,3,1,1,9,15,2,13,7,2,17,0,3,13,0,4,0,13,0,3,2,0,11,19,0,9,15,25,0,8,0,2,10,12,1,8,0,5,1,13,9,3,1,7,1,2,6,4,0,4,8,2,5,1,1,7
"Ant117",0,11,2,6,8,4,3,2,6,7,3,11,0,0,21,3,5,12,10,3,13,3,5,10,0,1,1,11,3,0,19,0,6,4,0,1,9,3,0,4,2,0,12,3,5,4,6,1,4,5,10,6,1,4,1,4,4,8,0,2,21,4,14,0,10,8
"Ant137",0,8,7,1,9,8,2,10,2,22,6,5,0,6,8,10,16,3,2,4,8,2,9,9,0,11,18,20,2,19,0,0,7,16,0,2,7,23,11,7,26,20,12,7,0,10,6,27,4,4,13,15,33,7,4,6,5,2,0,21,5,10,1,1,19,19
"Ant139",0,0,0,0,19,20,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,39,0,16,0,14,0,28,0,0,0,35,0,0,0,0,0,40,0,0,0,12,84,0,0,17,0,4,0,0
"Ant142",0,3,0,7,1,2,13,0,1,3,0,0,0,4,4,4,0,6,8,0,3,9,3,16,0,14,2,2,11,6,7,0,0,0,0,21,15,4,0,4,0,0,3,0,3,10,2,0,0,7,1,0,5,3,3,10,6,0,0,0,0,0,4,0,0,8
"Ant149",0,5,5,0,5,13,2,3,0,8,3,0,1,1,7,4,10,4,0,0,2,2,3,9,6,1,12,2,19,4,16,0,0,0,0,1,4,16,7,24,7,10,8,1,1,3,2,7,0,4,12,9,2,4,0,2,0,26,1,12,7,8,5,0,4,23
"Ant156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Ant159",25,19,3,9,0,1,3,3,17,6,3,4,3,0,7,4,14,3,0,2,1,0,1,10,0,1,9,3,9,1,2,0,21,1,0,0,0,0,9,1,8,0,3,1,6,4,7,2,3,4,2,8,3,1,1,7,2,1,0,10,2,2,3,1,7,1
"Ant169",0,15,12,1,1,2,10,6,7,5,4,2,0,5,5,10,4,9,14,4,25,4,6,12,0,5,1,9,15,9,7,0,15,4,0,0,0,14,1,0,0,0,14,0,3,6,8,3,0,17,1,1,8,0,3,6,4,2,0,0,9,5,5,2,4,8
"Ant173",0,16,3,0,42,12,0,2,1,8,1,15,35,3,8,7,9,2,0,1,8,0,2,6,82,4,27,14,25,3,23,39,4,16,0,0,14,0,8,21,30,6,2,13,0,2,0,16,1,0,11,9,12,25,0,0,0,16,37,5,8,23,0,0,0,20
"Ant195",0,8,1,0,1,12,5,8,10,6,0,4,0,8,12,13,9,10,4,0,7,8,6,13,0,4,17,10,0,0,11,0,0,7,0,9,1,8,0,9,17,1,18,1,1,2,0,21,5,3,6,16,6,2,0,10,1,3,0,9,12,3,15,0,13,3
"Ant198",0,3,0,0,14,6,0,3,1,7,0,2,3,0,6,5,11,2,2,2,2,0,0,3,7,6,11,1,8,4,7,16,4,24,1,1,0,21,9,0,18,22,3,7,3,2,0,7,0,3,9,5,2,26,1,4,0,28,13,3,15,14,4,7,5,24
"Ant207",0,0,0,0,7,4,0,18,0,3,0,3,0,9,14,1,19,4,0,2,0,1,1,3,0,0,92,5,0,2,26,0,0,7,0,8,0,30,17,18,0,8,2,1,0,4,0,5,1,0,7,9,34,9,1,4,1,7,0,6,6,9,10,1,6,3
"Ant217",0,1,0,0,14,6,0,2,0,6,0,0,0,0,3,0,6,1,0,2,0,2,0,0,1,0,5,10,2,0,20,14,0,10,0,0,0,6,1,22,8,0,1,2,0,0,0,12,0,0,11,6,3,4,0,2,0,5,27,8,3,6,0,9,0,3
"Ant218",0,9,7,0,0,4,10,9,13,15,10,14,3,3,15,6,0,13,7,0,3,2,8,10,0,6,4,6,10,12,12,0,3,8,0,3,14,2,18,3,2,1,0,8,1,41,2,16,5,2,6,6,9,4,10,5,7,1,0,11,14,5,4,0,25,5
"Ant219",0,2,0,0,4,5,0,4,0,0,3,0,18,1,1,2,2,6,3,0,1,0,3,7,13,0,3,1,12,3,7,28,0,1,0,1,0,13,1,7,1,2,8,0,0,2,0,0,0,0,1,4,2,3,0,0,0,10,31,0,3,0,0,0,1,7
"Ant242",1,4,2,9,0,2,13,1,2,1,24,3,0,7,2,1,1,6,1,5,3,6,9,11,0,63,1,8,1,5,0,0,3,1,0,6,3,0,1,3,0,0,1,0,0,2,6,2,3,6,0,3,0,0,6,2,2,0,0,1,7,2,8,0,3,1
"Ant243",0,3,0,0,0,0,18,7,4,6,2,7,1,14,2,13,3,16,0,2,7,5,9,3,0,25,1,4,8,4,10,0,10,3,0,4,6,2,2,2,4,0,41,2,2,0,3,7,1,15,0,6,2,2,3,4,2,1,0,2,4,2,11,0,4,4
"Ant255",5,4,13,9,0,1,3,1,0,1,32,1,0,13,0,0,1,6,0,1,11,4,0,12,0,49,0,0,0,6,6,0,2,2,0,7,8,0,0,0,0,0,2,0,6,3,0,0,1,4,1,0,0,0,5,0,3,1,0,0,1,0,7,0,5,0
"Ant257",0,6,2,0,11,9,1,9,0,16,0,6,20,1,0,5,6,2,0,0,2,3,4,5,22,1,3,13,5,1,27,35,0,7,0,2,3,16,21,7,5,12,16,0,2,7,0,0,0,0,4,1,1,11,2,3,1,5,31,27,0,3,0,1,9,1
"Ant263",2,0,0,0,0,0,13,1,1,0,0,2,0,2,2,2,1,4,2,10,7,1,0,4,0,0,1,10,1,4,4,0,0,0,0,3,0,1,5,0,1,0,5,0,3,1,1,0,0,0,0,1,0,0,2,4,1,0,0,3,3,1,0,0,4,0
"Ant294",0,5,15,11,1,3,22,1,5,3,0,5,0,2,1,18,0,7,11,4,8,2,9,12,0,38,0,6,13,5,4,0,7,4,0,4,17,0,3,3,0,0,2,0,6,15,4,0,0,0,0,5,4,0,2,0,13,4,0,2,5,9,3,0,3,14
"Ant318",0,8,0,1,6,9,0,3,4,5,0,2,1,0,5,0,15,6,0,0,0,0,5,2,0,0,7,3,9,10,13,0,1,12,0,2,1,11,6,9,7,11,6,1,0,0,1,4,0,0,0,4,8,2,1,3,2,4,1,3,2,1,5,2,6,10
"Ant332",0,9,2,0,2,8,2,9,10,7,0,6,0,3,26,13,26,10,10,4,1,0,2,7,0,1,8,3,3,6,15,0,0,9,0,8,1,9,16,5,9,6,6,4,3,6,0,1,1,5,4,0,4,4,0,1,5,2,0,2,14,3,11,0,12,4
"Ant342",0,14,2,0,7,11,2,6,1,3,0,6,0,1,4,5,2,3,1,0,0,0,7,7,0,3,29,9,1,1,33,0,5,2,0,3,8,12,6,2,34,3,9,2,0,2,0,1,0,4,8,4,0,19,3,3,8,9,0,3,10,13,5,0,2,7
"Ant347",0,1,0,0,23,14,0,2,1,2,0,8,57,0,1,0,3,0,1,0,0,0,5,1,33,5,8,11,7,4,7,40,3,4,0,1,0,25,2,26,9,4,4,3,0,2,0,11,0,0,2,4,19,0,0,3,5,23,63,3,6,26,1,11,5,7
"Ant353",13,0,4,3,0,0,6,2,0,0,9,13,0,0,0,2,0,8,5,4,0,1,15,1,0,27,0,8,1,1,4,0,3,0,0,1,3,0,0,1,1,0,10,0,6,3,5,2,2,2,1,0,3,0,0,0,25,0,0,1,1,0,1,0,9,1
"Ant356",3,1,2,2,3,7,1,3,71,6,1,5,0,1,13,2,12,7,1,1,1,11,6,11,0,0,6,22,2,4,6,0,10,2,0,7,6,0,10,4,4,2,5,0,2,4,0,3,4,0,3,1,3,3,0,0,1,0,0,4,17,0,22,0,5,2
"Ant387",7,0,4,13,0,2,2,3,0,4,12,0,0,9,0,18,4,0,0,0,7,2,1,11,0,9,0,4,6,4,5,0,6,0,0,2,4,0,1,0,1,0,7,0,2,2,3,1,1,13,2,5,8,5,25,1,0,0,0,0,3,0,5,0,3,3
"Ant390",0,7,1,0,28,10,0,1,2,3,0,4,21,0,1,0,2,0,1,0,2,5,3,1,16,2,3,5,4,8,2,12,0,26,0,1,2,16,3,28,7,5,1,10,0,1,1,5,0,4,4,2,9,23,0,0,0,0,17,11,16,30,2,1,1,18
"Ant394",0,0,0,0,24,8,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,84,0,1,0,0,0,37,0,13,0,27,0,31,0,0,0,31,0,0,1,0,0,63,0,0,0,17,0,0,0,23,0,8,0,0
"Ant395",2,8,0,2,0,1,0,11,0,13,0,3,1,5,3,6,5,1,0,0,0,4,2,6,0,0,8,3,4,2,21,0,0,12,0,10,0,5,9,3,6,8,11,0,1,2,0,27,3,2,3,2,3,3,1,4,0,11,0,0,4,7,2,0,11,15
"Ant437",0,3,10,0,8,11,7,8,20,16,3,3,0,3,17,7,14,8,3,1,4,6,2,27,0,1,8,43,8,21,5,0,0,7,0,2,9,8,12,15,6,3,14,3,7,4,1,0,3,5,2,14,10,6,1,17,3,16,0,4,0,4,2,6,1,4
"Ant475",0,6,0,0,28,7,0,4,1,11,0,3,4,0,2,2,4,5,1,1,2,3,0,2,4,1,13,6,2,4,10,17,0,8,0,2,5,23,3,14,9,6,5,0,2,2,0,3,1,9,1,3,13,26,0,0,0,30,23,7,4,0,2,1,6,11
"Ant492",0,4,0,8,0,0,3,3,26,7,4,11,1,7,14,3,6,6,1,2,0,10,6,7,0,2,3,11,5,14,1,0,4,5,0,3,5,0,15,4,10,0,4,0,8,11,7,0,0,3,5,11,5,1,1,22,5,2,0,2,2,2,0,2,2,3
"Ant501",0,1,0,0,0,0,0,2,0,0,0,2,7,0,7,0,2,0,0,0,0,0,9,1,0,0,0,4,1,0,1,4,0,0,0,1,2,0,0,7,1,9,0,0,0,0,0,1,0,0,2,0,0,11,0,0,0,1,8,0,6,1,2,0,0,1
"Ant527",0,4,2,4,0,14,6,10,10,6,2,7,0,5,4,10,11,11,0,5,0,6,19,17,0,0,4,34,1,10,19,0,0,4,0,7,4,0,13,5,6,0,25,1,3,4,5,9,4,3,6,12,2,5,9,5,3,1,0,11,1,6,2,0,0,3
"Ant552",0,9,2,0,6,10,1,3,5,6,0,5,0,2,2,6,5,3,3,1,6,2,5,14,0,4,4,3,7,8,19,0,8,23,2,1,8,20,3,24,3,3,5,7,1,4,0,1,0,14,10,4,7,7,1,2,3,18,0,15,4,11,3,1,3,0
