"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552"
"Ant191",4,18,13,12,0,0,10,2,0,0,0,0,0,2,2,3,2,0,4,6,2,13,0,3,0,25,1,10,1,5,0,3,11,0,0,8,4,0,1,0,3,0,2,0,1,25,14,0,1,4,2,9,7,1,12,2,16,1,0,0,0,0,3,0,0,0
"Ant196",0,0,0,2,12,0,8,7,15,0,0,0,0,5,5,10,1,9,0,2,2,4,0,3,0,0,14,3,0,8,0,3,2,0,0,4,7,3,10,3,1,3,14,1,9,0,8,0,2,10,3,8,3,0,2,5,0,2,5,0,7,2,9,0,3,1
"Ant202",0,0,2,0,29,0,0,4,1,1,0,0,0,0,1,0,2,0,0,0,0,6,2,0,16,0,1,0,1,9,4,20,0,2,0,2,0,0,7,8,3,1,2,1,8,0,3,3,0,1,0,2,3,8,0,3,0,3,2,1,5,28,2,0,3,4
"Ant209",1,0,15,13,2,0,3,3,4,1,2,5,0,0,0,4,0,3,0,0,10,11,11,0,0,4,1,25,2,2,0,2,1,0,0,13,1,1,0,2,3,1,10,1,8,4,19,0,6,4,6,3,3,0,6,6,10,0,0,0,0,2,0,0,2,2
"Ant268",0,1,0,0,6,5,6,6,0,13,2,5,1,0,0,17,8,4,0,1,0,8,8,7,4,0,11,7,5,3,0,8,2,3,1,21,2,4,4,6,2,0,7,1,3,5,1,5,0,1,5,24,4,10,0,6,9,5,1,3,4,10,2,1,3,1
"Ant308",8,0,4,10,7,0,7,10,8,7,3,10,0,4,17,0,0,6,0,3,1,19,8,10,0,1,15,9,13,10,2,3,3,0,0,13,5,4,11,4,9,0,17,2,13,8,0,0,3,3,4,8,2,7,5,8,6,0,5,0,5,2,8,0,1,2
"Ant620",0,1,0,0,11,7,1,5,2,23,2,1,2,0,8,0,0,3,0,0,0,3,2,6,27,0,10,0,2,3,9,35,0,13,10,1,0,33,4,14,14,10,0,6,1,0,0,7,2,2,3,7,2,13,2,7,3,32,27,8,9,9,1,3,22,10
"Ant13",0,8,0,1,2,0,2,6,13,2,0,9,0,3,4,6,3,0,4,0,1,8,7,9,1,0,8,5,4,9,0,4,0,0,0,1,15,2,9,4,3,0,6,0,0,2,0,0,4,11,1,7,10,1,3,15,7,0,0,0,6,2,9,5,3,5
"Ant27",14,5,0,0,1,0,3,1,2,0,4,0,0,0,0,0,0,4,0,25,1,2,0,0,0,66,0,0,0,2,0,0,2,0,0,1,0,0,2,0,2,1,0,0,2,11,8,0,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"Ant29",4,12,9,1,0,0,6,2,1,0,6,2,0,0,1,3,0,0,25,0,2,2,0,9,0,15,1,2,1,2,0,1,9,0,0,0,1,0,2,0,1,0,8,0,3,4,28,0,20,2,0,2,2,0,6,0,0,2,3,0,1,0,2,0,1,0
"Ant32",0,1,1,4,1,0,6,1,2,6,2,2,0,10,0,1,0,1,1,2,0,1,10,0,0,16,6,10,19,6,0,2,3,0,0,2,2,4,1,0,0,0,0,1,9,5,11,0,0,0,0,2,6,0,4,1,5,0,0,0,3,1,6,0,0,1
"Ant42",2,12,2,17,12,0,11,6,2,4,13,4,6,11,8,19,3,8,2,2,1,0,5,9,0,0,15,7,16,40,4,0,5,0,0,19,6,7,8,7,13,0,31,4,8,5,0,0,0,11,1,5,14,0,0,2,6,0,5,0,0,12,9,0,3,0
"Ant43",0,0,0,3,3,0,3,16,2,9,0,0,2,11,8,8,2,7,0,0,10,5,0,3,0,0,4,9,2,2,0,1,0,0,0,3,2,3,0,0,5,0,0,0,1,0,2,0,0,4,2,2,14,1,0,0,4,0,0,0,1,5,0,0,2,3
"Ant50",0,3,0,5,8,3,10,4,2,8,3,3,0,0,7,10,6,9,0,9,0,9,3,0,6,1,4,16,8,23,4,7,11,1,5,3,9,12,8,2,1,2,5,1,8,12,2,3,0,11,4,2,13,11,3,6,6,1,2,2,0,3,3,0,6,2
"Ant55",0,2,0,0,5,76,0,1,0,7,0,0,16,0,4,0,27,1,0,0,0,0,0,6,0,0,0,0,0,1,30,137,0,45,37,0,0,112,0,30,0,22,0,65,0,0,0,63,0,0,5,10,0,60,0,4,0,278,131,5,7,17,0,25,19,19
"Ant91",26,8,5,12,0,0,13,0,1,0,25,0,0,4,0,1,0,0,66,15,16,0,0,1,0,0,0,9,0,2,0,0,11,0,0,0,2,0,2,0,0,0,0,0,11,32,44,0,12,4,2,0,5,0,11,0,2,0,0,0,4,1,1,0,0,0
"Ant97",1,0,2,0,27,0,5,19,3,8,1,14,1,1,11,15,10,8,0,1,6,15,4,4,0,0,0,5,9,9,1,8,3,0,0,18,6,2,6,4,11,12,16,0,3,2,0,0,2,6,17,5,2,4,2,2,4,1,1,0,9,2,1,0,1,8
"Ant100",0,18,4,4,5,0,6,0,1,5,10,3,0,25,7,9,0,5,0,2,10,7,9,16,0,9,5,0,1,11,3,2,6,0,0,4,3,5,7,1,2,3,3,0,3,6,2,0,7,9,0,4,9,2,32,1,1,0,0,0,4,4,3,6,0,3
"Ant113",0,14,0,1,6,0,4,2,0,6,1,0,1,2,5,13,2,4,0,1,19,16,2,8,0,0,9,1,0,24,0,10,20,0,0,6,5,0,4,2,0,0,13,0,6,1,2,0,0,5,4,8,12,1,2,2,8,0,4,0,5,5,5,0,3,0
"Ant117",0,39,0,2,4,0,3,1,0,15,5,8,9,2,3,10,3,9,2,2,6,40,2,23,1,2,9,11,24,0,1,7,15,0,0,6,12,1,15,2,0,0,10,1,1,15,0,0,1,18,3,5,11,0,3,8,6,0,0,0,3,16,7,0,4,16
"Ant137",0,1,0,0,18,18,0,2,0,16,0,0,4,0,0,2,9,0,0,0,0,4,0,4,30,0,1,3,0,1,0,13,0,20,5,0,0,20,0,7,0,4,2,19,1,4,0,25,0,0,1,0,0,14,0,7,0,29,29,1,3,7,1,4,12,11
"Ant139",1,2,1,1,19,45,5,9,2,10,3,3,20,2,8,3,35,4,0,1,2,0,1,7,137,0,8,2,10,7,13,0,1,20,27,3,4,50,8,12,15,23,5,42,0,1,0,47,3,4,2,20,5,42,8,9,0,99,66,15,6,22,4,8,11,15
"Ant142",3,12,0,2,2,0,3,0,0,0,11,2,0,1,2,3,0,0,2,9,3,5,0,11,0,11,3,6,20,15,0,1,0,0,0,3,0,0,0,0,0,0,14,2,4,8,3,0,0,1,2,0,1,0,7,2,0,0,0,0,3,0,0,0,3,0
"Ant149",0,0,0,0,5,21,0,0,0,12,0,0,2,0,3,0,13,0,0,0,0,0,0,1,45,0,0,0,0,0,20,20,0,0,6,0,0,32,0,8,0,2,0,27,0,0,0,18,0,0,1,13,0,12,0,5,0,29,18,1,2,4,0,3,10,9
"Ant156",0,0,0,0,15,6,0,0,0,4,0,0,0,0,1,0,10,0,0,0,0,0,0,5,37,0,0,0,0,0,5,27,0,6,0,0,0,30,0,1,0,9,0,14,0,0,0,26,0,0,0,1,0,22,0,0,0,69,41,16,1,20,0,6,8,6
"Ant159",0,0,0,3,8,0,11,9,25,0,8,4,2,13,21,13,1,1,1,0,2,19,3,3,0,0,18,4,6,6,0,3,3,0,0,0,1,1,7,7,1,3,9,0,10,1,3,0,0,4,0,7,0,0,4,2,11,0,7,0,4,2,13,0,2,2
"Ant169",0,16,0,0,5,0,2,1,7,3,4,7,0,1,2,5,0,15,0,1,2,6,2,9,0,2,6,3,5,12,0,4,0,0,0,1,0,0,6,0,0,0,8,1,4,1,6,0,0,6,5,2,10,0,12,1,1,0,0,0,1,2,4,0,3,2
"Ant173",0,2,0,0,19,68,0,5,0,17,0,3,0,1,4,4,33,2,0,0,4,7,3,12,112,0,2,5,0,1,20,50,0,32,30,1,0,0,5,10,0,14,1,29,0,0,0,14,0,3,6,14,5,49,4,1,3,149,56,18,7,3,0,17,26,12
"Ant195",0,5,1,11,10,0,2,16,5,1,1,10,7,0,4,11,4,9,2,2,1,8,0,8,0,2,6,7,4,15,0,8,0,0,0,7,6,5,0,2,13,13,26,1,12,0,1,0,0,7,5,12,2,0,2,10,18,0,9,0,5,6,14,0,1,1
"Ant198",0,0,0,1,20,7,0,11,1,11,0,3,8,2,6,4,14,4,0,0,0,7,0,2,30,0,4,1,2,2,7,12,0,8,1,7,0,10,2,0,10,3,1,9,2,0,0,7,1,2,8,21,8,4,0,3,0,16,12,3,6,12,1,1,10,14
"Ant207",0,0,1,2,24,0,0,30,1,4,3,1,3,3,2,9,14,3,2,1,0,13,5,1,0,0,11,2,0,0,0,15,0,0,0,1,0,0,13,10,0,11,3,0,17,0,0,0,0,0,8,5,0,5,0,6,0,0,3,0,2,11,3,0,2,0
"Ant217",1,0,0,0,14,0,0,19,0,2,0,3,1,1,0,0,10,0,1,0,0,0,0,2,22,0,12,3,0,0,4,23,0,2,9,3,0,14,13,3,11,0,1,9,1,2,0,9,0,0,0,0,1,8,0,4,1,16,11,23,0,5,0,4,8,2
"Ant218",0,8,8,1,5,0,8,10,22,9,2,14,2,10,7,17,0,6,0,8,0,31,0,5,0,0,16,3,13,10,2,5,14,0,0,9,8,1,26,1,3,1,0,1,9,8,4,0,2,11,0,9,5,2,4,9,7,2,6,0,0,1,6,0,7,1
"Ant219",0,0,0,0,7,14,0,2,0,1,0,1,1,1,1,2,6,0,0,0,1,4,0,1,65,0,0,0,0,1,19,42,2,27,14,0,1,29,1,9,0,9,1,0,0,0,0,16,0,0,1,2,1,26,0,1,0,58,30,17,10,8,0,3,12,20
"Ant242",8,1,1,8,4,0,4,5,33,1,1,9,8,8,3,13,1,0,2,3,9,8,1,8,0,11,3,3,6,1,1,0,4,0,0,10,4,0,12,2,17,1,9,0,0,2,3,0,0,4,1,12,2,1,4,5,6,0,0,0,3,3,10,0,4,1
"Ant243",3,20,2,0,3,0,5,0,4,0,25,0,0,4,5,8,0,2,11,4,5,5,0,12,0,32,2,6,1,15,4,1,8,0,0,1,1,0,0,0,0,2,8,0,2,0,7,0,3,7,0,0,0,1,32,1,6,0,0,0,0,0,2,0,0,1
"Ant255",4,10,8,18,5,0,2,0,4,0,14,8,3,19,1,0,0,0,8,28,11,0,2,2,0,44,0,2,2,0,0,0,3,0,0,3,6,0,1,0,0,0,4,0,3,7,0,0,7,6,1,1,7,0,8,1,4,0,0,0,0,3,0,0,0,2
"Ant257",0,0,0,0,13,16,0,0,0,17,0,0,3,0,5,0,7,0,0,0,0,0,0,3,63,0,0,0,0,0,25,47,0,18,26,0,0,14,0,7,0,9,0,16,0,0,0,0,0,0,7,6,0,13,0,7,0,33,16,14,10,14,0,3,14,3
"Ant263",15,0,2,4,0,0,0,2,1,1,1,2,0,6,0,3,2,4,4,20,0,0,0,0,0,12,2,7,0,1,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,3,7,0,0,0,0,0,0,0,0,3,1,0,1,0,0,2,0,0,1,1
"Ant294",0,5,3,3,3,0,4,4,29,2,4,10,1,4,1,3,2,11,1,2,0,11,4,11,0,4,6,9,5,18,0,4,1,0,0,4,6,3,7,2,0,0,11,0,4,7,6,0,0,0,2,2,4,1,7,4,4,0,1,0,1,0,2,1,1,0
"Ant318",0,4,0,3,3,8,0,11,1,2,2,3,0,6,5,4,3,1,0,0,0,1,2,4,5,2,17,0,4,3,1,2,2,1,0,0,5,6,5,8,8,0,0,1,1,0,1,7,0,2,0,5,2,3,0,4,0,5,1,0,1,1,6,0,0,1
"Ant332",0,0,0,4,9,2,2,6,0,6,9,8,2,3,24,8,7,7,0,2,2,5,2,2,10,0,5,4,8,5,0,20,0,13,1,7,2,14,12,21,5,0,9,2,12,0,1,6,0,2,5,0,9,8,0,10,1,6,2,2,4,15,6,0,12,4
"Ant342",0,0,0,0,19,0,3,3,6,6,7,3,3,3,4,2,2,10,0,2,6,14,14,13,0,5,2,9,12,11,0,5,1,0,0,0,10,5,2,8,0,1,5,1,2,0,7,0,0,4,2,9,0,4,2,2,0,5,2,0,5,3,3,0,1,1
"Ant347",0,0,0,0,7,16,1,5,0,6,1,0,8,0,10,7,13,1,0,0,0,0,1,11,60,0,4,2,1,0,14,42,0,12,22,0,0,49,0,4,5,8,2,26,1,1,0,13,0,1,3,8,4,0,1,4,0,72,19,6,14,6,0,6,7,3
"Ant353",0,8,1,7,1,0,1,2,0,0,12,2,0,6,0,5,2,3,2,6,4,0,0,3,0,11,2,32,2,3,0,8,7,0,0,4,12,4,2,0,0,0,4,0,4,32,8,0,0,7,0,0,2,1,0,3,0,1,2,0,0,1,2,1,0,0
"Ant356",0,0,0,2,7,3,1,6,3,8,2,5,3,6,6,8,7,15,0,0,1,2,0,6,4,0,2,1,2,8,7,9,2,5,0,2,1,1,10,3,6,4,9,1,5,1,1,7,3,4,4,10,2,4,3,0,6,8,3,1,2,9,6,0,3,1
"Ant387",1,1,3,16,6,0,8,1,5,4,16,0,0,10,9,6,3,7,0,0,5,6,4,6,0,2,4,1,8,6,0,0,0,0,0,11,1,3,18,0,0,1,7,0,6,6,4,0,1,4,0,1,0,0,0,6,0,0,0,0,1,2,5,0,2,1
"Ant390",0,1,0,0,33,66,0,0,0,19,1,2,3,0,5,0,32,0,0,2,0,0,0,1,278,0,1,0,0,0,29,99,0,29,69,0,0,149,0,16,0,16,2,58,0,0,0,33,0,0,5,6,5,72,1,8,0,0,166,4,11,10,0,22,15,21
"Ant394",0,0,0,0,5,16,0,3,2,14,0,5,2,0,1,5,27,0,0,3,0,5,0,2,131,0,1,0,4,0,29,66,0,18,41,7,0,56,9,12,3,11,6,30,0,0,0,16,1,1,1,2,2,19,2,3,0,166,0,9,6,5,0,20,16,22
"Ant395",0,0,0,0,7,11,0,0,0,20,0,0,1,0,3,0,8,0,0,0,0,0,0,2,5,0,0,0,0,0,1,15,0,1,16,0,0,18,0,3,0,23,0,17,0,0,0,14,0,0,0,2,0,6,0,1,0,4,9,0,1,7,0,6,5,5
"Ant437",0,0,0,1,9,9,0,0,3,9,0,7,5,0,4,5,9,6,0,1,3,0,1,0,7,4,9,4,5,3,3,6,3,2,1,4,1,7,5,6,2,0,0,10,3,0,0,10,0,1,1,4,5,14,0,2,1,11,6,1,0,10,2,0,16,2
"Ant475",0,3,1,0,24,7,2,8,1,9,0,2,28,2,10,2,9,2,1,0,1,12,5,3,17,1,2,4,5,16,7,22,0,4,20,2,2,3,6,12,11,5,1,8,3,0,3,14,2,0,1,15,3,6,1,9,2,10,5,7,10,0,2,2,8,3
"Ant492",0,10,0,2,16,0,7,2,27,3,3,9,2,0,2,8,1,9,0,2,6,9,0,3,0,1,1,3,5,7,1,4,0,0,0,13,4,0,14,1,3,0,6,0,10,2,0,0,0,2,6,6,3,0,2,6,5,0,0,0,2,2,0,0,5,0
"Ant501",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,5,0,0,0,0,0,0,25,0,0,6,0,0,4,8,0,3,6,0,0,17,0,1,0,4,0,3,0,0,0,3,0,1,0,0,0,6,1,0,0,22,20,6,0,2,0,0,4,9
"Ant527",2,2,0,2,8,22,1,1,5,10,0,3,3,2,3,1,22,3,0,1,0,3,2,6,19,0,1,0,3,4,12,11,3,10,8,2,3,26,1,10,2,8,7,12,4,0,0,14,1,1,0,12,1,7,0,3,2,15,16,5,16,8,5,4,0,33
"Ant552",0,1,0,1,4,11,3,1,0,4,0,1,4,2,1,2,10,5,0,0,1,0,3,2,19,0,8,3,0,16,11,15,0,9,6,2,2,12,1,14,0,2,1,20,1,1,2,3,1,0,1,4,1,3,0,1,1,21,22,5,2,3,0,9,33,0
