"","Ant52","Ant6","Ant26","Ant30","Ant148","Ant191","Ant196","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant139","Ant142","Ant156","Ant159","Ant169","Ant195","Ant198","Ant207","Ant218","Ant242","Ant243","Ant255","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant387","Ant437","Ant492"
"Ant55",0,22,7,0,0,0,2,3,0,0,40,0,2,1,0,1,3,0,0,1,1,0,14,3,0,0,0,2,28,0,4,1,3,2,0,0,18,11,2,27,0,1,9,0
"Ant91",6,0,0,4,0,6,0,3,0,0,0,0,0,10,7,0,31,0,0,0,16,0,0,0,0,12,4,0,0,0,0,34,1,33,9,0,0,0,0,0,9,13,0,0
"Ant97",0,19,15,2,2,11,13,0,10,3,0,16,2,2,0,6,13,1,0,0,10,2,2,0,0,11,3,11,2,7,34,8,3,1,1,6,2,13,12,0,2,0,12,8
"Ant100",1,2,9,7,6,11,6,2,13,13,0,5,5,12,15,6,17,1,16,10,0,7,0,3,0,10,28,9,0,2,12,12,15,21,10,8,1,17,14,1,0,5,10,17
"Ant113",0,17,32,3,0,3,0,0,5,0,9,0,0,0,1,5,5,0,0,2,7,0,1,4,0,2,0,2,9,0,1,4,7,2,0,1,13,5,7,4,8,1,3,0
"Ant139",0,4,13,0,2,1,0,0,0,0,5,0,0,0,0,0,2,14,0,2,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,3,10,3,2,8,0,0,2,0
"Ant142",22,0,1,2,1,5,0,7,0,5,0,1,3,2,17,0,1,3,0,0,3,4,0,0,0,6,3,3,0,0,1,4,1,21,4,2,1,1,3,1,5,7,0,8
"Ant156",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ant159",1,3,4,1,7,6,10,3,12,3,0,4,3,3,18,4,6,0,12,11,10,2,0,6,0,0,6,17,0,2,8,5,1,4,1,15,0,7,5,2,5,2,4,4
"Ant169",0,2,6,6,12,1,22,9,7,3,0,7,8,3,6,11,5,0,4,3,28,0,0,3,0,6,0,1,1,3,7,8,12,10,4,14,1,7,2,2,10,3,5,4
"Ant195",2,11,2,2,13,0,6,8,10,2,0,11,4,0,5,7,7,2,0,11,9,2,0,3,0,17,1,0,2,7,5,4,2,4,0,5,0,5,15,5,7,1,9,9
"Ant198",1,8,32,1,0,1,0,1,2,0,7,1,2,0,1,0,6,28,0,2,0,9,11,0,0,0,1,2,0,3,16,3,0,0,0,2,9,17,9,28,3,0,2,1
"Ant207",1,4,2,1,0,0,1,0,12,14,0,5,7,0,0,8,8,0,0,7,2,0,0,0,0,2,3,7,3,0,15,17,2,0,2,5,0,31,7,0,3,1,12,2
"Ant218",4,3,16,3,5,1,6,2,12,6,0,15,5,0,5,8,17,4,0,34,12,1,0,1,0,8,7,5,16,15,0,12,4,5,6,1,2,16,4,2,9,1,11,3
"Ant242",4,3,11,12,10,6,13,9,3,14,0,11,9,4,6,17,27,1,34,8,12,4,0,4,0,5,8,4,3,17,12,0,7,16,12,28,2,5,6,1,2,5,7,4
"Ant243",1,0,1,1,1,2,9,5,12,8,0,9,2,1,2,11,11,3,1,3,15,7,0,1,0,1,12,2,0,2,4,7,0,6,13,1,1,2,5,0,1,5,7,2
"Ant255",2,2,1,5,9,3,0,6,8,1,0,1,0,12,7,1,4,2,33,1,21,2,0,21,0,4,10,4,0,0,5,16,6,0,5,5,0,1,1,0,1,1,0,0
"Ant263",5,2,0,4,4,3,1,1,5,4,0,3,1,5,7,3,13,0,9,1,10,0,0,4,0,1,4,0,0,2,6,12,13,5,0,2,0,2,4,0,9,20,0,3
"Ant294",2,1,1,11,39,17,9,2,6,2,0,2,6,0,6,5,7,0,0,6,8,1,3,2,0,15,14,5,2,5,1,28,1,5,2,0,0,1,4,0,9,3,1,22
"Ant318",1,8,18,2,0,2,6,1,2,5,1,4,0,0,3,2,6,18,0,2,1,13,10,1,0,0,1,0,9,0,2,2,1,0,0,0,0,19,2,9,1,0,5,0
"Ant332",11,8,37,7,6,7,4,0,16,18,0,1,1,3,2,10,16,11,0,13,17,5,3,1,0,7,7,5,17,31,16,5,2,1,2,1,19,0,21,32,3,1,11,3
"Ant342",1,9,17,2,0,9,6,5,11,9,0,4,7,1,1,10,9,2,0,12,14,7,2,3,0,5,2,15,9,7,4,6,5,1,4,4,2,21,0,8,3,3,2,1
"Ant347",0,6,19,1,1,1,0,3,4,0,1,0,0,0,0,1,4,27,0,0,1,4,8,1,1,2,2,5,28,0,2,1,0,0,0,0,9,32,8,0,1,0,8,0
"Ant353",21,2,4,19,0,3,2,1,2,0,0,0,7,4,27,3,6,0,9,2,0,8,0,5,0,5,10,7,3,3,9,2,1,1,9,9,1,3,3,1,0,6,3,2
"Ant387",15,0,0,5,3,0,1,4,4,3,0,1,6,6,1,0,12,1,13,0,5,1,0,7,0,2,3,1,0,1,1,5,5,1,20,3,0,1,3,0,6,0,1,3
"Ant437",0,4,5,3,5,0,3,9,11,10,1,1,0,0,4,6,2,9,0,12,10,3,2,0,0,4,5,9,2,12,11,7,7,0,0,1,5,11,2,8,3,1,0,10
"Ant492",1,6,5,2,5,1,4,0,7,7,0,21,2,0,3,2,12,0,0,8,17,0,0,8,0,4,4,9,1,2,3,4,2,0,3,22,0,3,1,0,2,3,10,0
