"","Ant52","Ant6","Ant26","Ant30","Ant148","Ant191","Ant196","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant139","Ant142","Ant156","Ant159","Ant169","Ant195","Ant198","Ant207","Ant218","Ant242","Ant243","Ant255","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant387","Ant437","Ant492"
"Ant50",0,11,13,4,10,26,20,10,11,15,0,19,4,0,8,15,0,0,5,30,10,8,0,10,0,8,11,8,15,4,5,11,8,5,11,7,5,11,26,0,2,11,3,12
"Ant55",0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0
"Ant91",22,0,0,0,0,17,3,1,0,1,0,1,2,23,9,2,5,0,0,2,15,1,0,13,0,2,5,0,1,2,3,1,5,71,22,1,0,3,12,0,66,17,1,0
"Ant97",0,0,37,1,1,3,5,7,11,22,0,12,8,0,2,25,30,0,2,0,9,34,0,2,0,4,3,6,5,0,6,12,0,2,2,10,4,1,5,0,0,0,19,10
"Ant100",0,1,16,7,2,23,15,2,11,10,0,9,5,9,11,20,10,0,15,9,0,22,5,1,0,7,8,3,9,4,27,16,18,11,7,8,1,3,19,0,10,20,3,7
"Ant113",0,12,25,3,3,1,16,9,15,13,1,6,6,4,0,12,8,0,1,34,22,0,2,13,0,4,1,8,13,8,20,8,4,5,1,5,9,24,29,1,0,4,28,6
"Ant139",0,11,20,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2,0,1,0,2,2,0,0,0,0,0,2,11,5,2,0,0,5,0
"Ant142",0,5,10,0,1,8,1,0,0,0,0,1,0,4,2,1,10,0,13,2,1,13,0,0,0,0,0,0,18,1,14,8,10,1,8,6,1,16,21,0,6,1,0,0
"Ant156",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant159",0,3,7,4,6,3,5,3,6,13,0,12,4,2,1,7,8,0,2,4,7,4,2,0,0,0,4,9,0,3,6,2,3,0,1,4,3,7,2,0,0,1,5,11
"Ant169",0,3,1,3,5,25,5,0,4,4,0,6,3,1,6,5,11,0,5,3,8,1,0,0,0,4,0,1,0,13,10,9,4,9,8,0,0,3,4,0,4,5,1,1
"Ant195",0,6,6,1,2,3,4,1,10,1,0,21,14,0,1,3,8,0,0,6,3,8,1,0,0,9,1,0,0,5,5,2,2,1,1,2,5,6,9,0,0,1,16,14
"Ant198",3,0,8,0,0,0,0,4,4,1,3,0,2,1,3,5,15,2,1,5,9,13,0,18,0,0,0,0,0,0,9,3,8,1,1,0,0,22,23,1,3,1,14,1
"Ant207",1,1,35,17,1,2,0,6,12,15,0,3,16,4,1,2,4,0,2,0,4,8,2,1,0,3,13,5,0,0,2,10,47,2,0,2,3,8,10,0,2,2,5,7
"Ant218",0,7,12,6,13,31,10,5,22,11,0,7,5,5,12,9,5,0,3,6,27,20,2,14,0,6,10,5,9,2,0,19,6,8,10,1,4,10,26,0,4,5,17,5
"Ant242",0,4,19,9,12,18,4,10,13,20,0,3,9,4,13,18,11,0,1,12,16,8,0,8,0,2,9,2,3,10,19,0,6,2,5,7,2,15,29,0,1,5,16,3
"Ant243",8,0,0,0,1,8,4,4,6,1,0,0,4,3,9,14,8,0,5,0,18,4,0,10,0,3,4,2,8,47,6,6,0,1,6,6,1,0,12,0,12,1,2,2
"Ant255",1,0,5,8,1,16,4,0,1,4,0,1,0,19,6,1,5,0,71,2,11,5,0,1,0,0,9,1,1,2,8,2,1,0,3,2,0,1,4,0,14,11,0,9
"Ant263",1,3,0,12,2,18,3,5,0,1,0,2,1,2,7,4,11,0,22,2,7,1,0,8,0,1,8,1,1,0,10,5,6,3,0,2,0,2,2,0,4,6,1,0
"Ant294",0,0,3,3,13,7,6,0,2,7,0,8,5,0,3,4,7,0,1,10,8,5,0,6,0,4,0,2,0,2,1,7,6,2,2,0,4,3,7,0,0,0,2,11
"Ant318",0,5,13,0,3,1,0,4,9,2,7,8,1,0,3,0,5,0,0,4,1,9,2,1,0,3,0,5,0,3,4,2,1,0,0,4,0,6,7,6,0,1,5,3
"Ant332",0,15,24,5,1,2,2,7,15,4,5,6,2,2,2,7,11,1,3,1,3,24,11,16,0,7,3,6,22,8,10,15,0,1,2,3,6,0,45,5,3,2,17,1
"Ant342",1,5,20,1,22,7,8,11,9,4,0,2,2,22,12,12,26,0,12,5,19,29,5,21,0,2,4,9,23,10,26,29,12,4,2,7,7,45,0,0,19,5,4,7
"Ant347",0,9,30,0,0,0,0,0,1,0,31,0,0,0,0,0,0,9,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0
"Ant353",2,0,1,5,0,0,0,2,0,1,0,0,0,10,9,0,2,0,66,0,10,0,0,6,0,0,4,0,3,2,4,1,12,14,4,0,0,3,19,0,0,0,0,1
"Ant387",0,3,4,1,1,5,9,7,0,0,0,1,1,16,0,1,11,0,17,0,20,4,0,1,0,1,5,1,1,2,5,5,1,11,6,0,1,2,5,0,0,0,0,3
"Ant437",0,12,18,1,4,2,2,10,7,15,0,12,4,2,7,0,3,0,1,19,3,28,5,0,0,5,1,16,14,5,17,16,2,0,1,2,5,17,4,0,0,0,0,9
"Ant492",0,3,8,1,9,17,12,2,6,3,0,8,8,1,1,9,12,0,0,10,7,6,0,0,0,11,1,14,1,7,5,3,2,9,0,11,3,1,7,0,1,3,9,0
