"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552"
"Ant202",0,7,0,6,36,6,0,0,4,0,2,0,0,0,1,3,0,1,0,1,2,8,4,14,13,0,1,1,2,0,34,19,21,5,3,1,1,59,10,11,33,14,0,17,0,0,2,9,0,1,1,5,1,17,0,4,1,29,64,16,10,8,8,10,3,10
"Ant209",6,0,1,24,0,0,4,6,3,0,4,6,0,0,11,2,1,3,12,3,0,1,4,3,4,0,5,29,0,0,10,0,7,2,0,16,10,0,1,0,4,1,5,0,12,0,7,0,3,7,2,1,1,4,0,4,1,0,0,0,2,1,3,0,8,0
"Ant268",0,0,2,2,2,2,1,5,11,0,0,1,1,11,0,15,4,4,1,0,3,1,12,22,8,2,6,6,1,1,1,4,0,5,0,2,5,2,6,3,12,5,2,2,4,0,0,8,2,7,2,7,3,3,0,7,3,0,7,0,7,5,7,0,9,4
"Ant308",8,3,2,10,1,0,5,0,8,0,2,11,3,2,15,0,0,10,2,4,6,2,5,8,0,0,11,17,16,8,1,3,6,11,0,8,7,2,2,1,5,0,11,0,8,11,0,0,0,4,1,9,7,1,4,3,3,2,2,0,8,5,13,2,4,0
"Ant620",0,0,0,0,0,5,0,9,2,0,1,2,0,1,4,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,3,1,0,0,0,5,0,0,5,2,25,6,1,0,0,0,0,1,0,0,2,3,4,6,0,6,2,3,6,0,4,6,2,0,2,0
"Ant13",2,0,21,2,3,0,11,4,4,0,2,5,1,3,4,10,0,0,0,0,3,1,11,18,0,0,4,1,7,0,1,5,0,1,0,5,6,2,12,0,6,0,19,0,10,9,3,0,5,1,1,6,4,1,0,6,7,0,0,0,8,1,9,0,5,2
"Ant27",5,0,1,1,0,0,4,0,9,16,0,3,0,12,1,2,0,0,0,6,7,1,5,2,0,72,2,0,2,3,0,0,4,2,0,6,2,1,1,2,1,0,2,0,7,9,11,0,2,6,0,4,2,1,1,4,3,3,0,0,2,0,20,0,6,0
"Ant29",7,24,10,0,0,0,3,0,4,12,23,0,1,3,0,4,0,0,6,0,4,2,13,5,0,51,0,0,0,2,0,0,5,1,0,0,3,2,0,0,0,0,8,0,7,0,5,0,8,4,0,0,0,2,1,0,2,0,0,0,2,0,0,0,3,0
"Ant32",21,7,10,5,2,0,12,0,6,8,9,1,2,0,3,6,0,3,7,4,0,1,3,15,0,0,0,3,4,16,5,0,0,4,0,5,13,1,0,6,0,0,5,0,5,4,2,0,1,6,1,5,7,1,4,9,0,0,1,0,1,0,2,0,6,0
"Ant42",2,22,5,8,8,15,4,0,7,6,3,5,8,1,1,2,0,1,1,2,1,0,6,18,3,0,0,4,2,14,11,2,19,10,0,10,6,21,2,16,0,1,26,0,4,5,4,4,3,3,7,1,6,5,0,4,6,1,11,0,8,13,1,0,17,0
"Ant43",6,11,0,6,1,9,2,1,5,5,1,0,4,4,12,5,0,11,5,13,3,6,0,19,0,0,0,12,12,5,3,0,0,1,0,1,6,11,5,0,2,1,7,1,13,2,0,0,1,5,1,1,4,0,1,0,5,2,6,0,2,0,1,1,3,1
"Ant50",1,5,7,0,24,10,0,8,19,4,4,3,14,3,22,8,1,18,2,5,15,18,19,0,5,4,3,10,12,20,15,9,2,14,1,10,7,3,22,14,9,8,12,3,6,14,0,4,1,4,2,9,20,9,0,21,2,19,15,5,12,5,7,5,23,4
"Ant55",0,0,0,3,28,7,0,0,0,0,0,0,13,4,8,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,15,20,0,16,2,0,0,20,0,1,0,15,0,8,3,0,0,39,0,0,6,1,0,14,0,0,0,43,13,13,10,2,0,5,3,41
"Ant91",5,10,28,0,0,0,42,0,3,50,17,5,0,0,2,0,0,0,72,51,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,2,0,44,8,38,0,11,21,0,0,0,2,76,0,2,0,0,0,0,0,0,0,14,0
"Ant97",0,2,5,1,11,10,0,10,2,0,0,13,1,5,6,11,17,4,2,0,0,0,0,3,0,0,0,14,12,0,9,15,7,19,0,5,1,3,6,0,12,22,15,0,2,5,2,0,1,1,2,2,10,11,0,23,2,7,5,0,8,2,6,1,24,1
"Ant100",0,0,34,5,10,5,12,0,8,5,4,6,1,29,6,17,0,1,0,0,3,4,12,10,0,0,14,0,22,11,5,9,0,2,0,7,14,8,4,2,16,2,18,0,6,3,3,7,10,0,6,11,2,1,0,15,6,6,0,0,8,19,10,0,27,0
"Ant113",1,6,1,2,8,2,3,2,1,3,7,0,2,0,1,16,0,7,2,0,4,2,12,12,0,0,12,22,0,23,6,2,1,7,0,9,5,6,7,0,1,0,4,1,2,1,3,0,1,7,0,8,4,1,0,4,0,12,3,0,9,6,4,0,18,0
"Ant117",10,7,18,2,1,2,3,0,0,11,8,5,0,0,1,8,0,0,3,2,16,14,5,20,0,1,0,11,23,0,1,0,6,8,0,2,7,12,7,5,0,0,9,0,9,5,4,0,4,9,0,5,6,2,2,3,5,0,1,0,5,0,1,3,5,0
"Ant137",3,0,3,0,27,19,0,2,3,1,2,6,34,10,1,1,3,1,0,0,5,11,3,15,15,0,9,5,6,1,0,27,1,5,10,2,1,30,10,8,5,14,8,20,2,2,0,33,1,6,13,6,5,34,0,6,0,37,36,9,9,5,3,2,15,3
"Ant139",0,0,0,0,9,10,0,1,6,0,0,5,19,0,4,3,1,5,0,0,0,2,0,9,20,0,15,9,2,0,27,0,6,11,16,3,2,10,7,27,11,13,4,6,4,0,1,41,0,0,19,6,1,18,0,6,2,99,27,39,8,25,1,6,9,14
"Ant142",2,43,0,0,14,0,4,0,1,14,0,1,21,7,0,6,0,0,4,5,0,19,0,2,0,3,7,0,1,6,1,6,0,4,0,3,0,15,2,2,0,0,1,0,3,0,0,0,6,6,1,4,7,11,3,3,0,10,12,0,2,18,0,0,4,2
"Ant149",0,19,2,2,34,23,0,2,10,0,6,1,5,2,5,11,0,1,2,1,4,10,1,14,16,0,19,2,7,8,5,11,4,0,0,3,4,28,9,3,8,0,7,5,2,14,1,3,0,1,4,15,15,3,0,10,0,10,7,2,11,14,5,2,13,3
"Ant156",0,0,0,0,4,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,10,16,0,0,0,0,0,4,0,4,0,4,0,9,0,0,0,2,0,0,4,0,0,15,0,0,0,22,13,1,13,3,0,0,1,2
"Ant159",5,2,3,0,9,1,5,6,11,1,8,12,1,16,2,8,5,5,6,0,5,10,1,10,0,1,5,7,9,2,2,3,3,3,0,0,2,3,7,0,12,6,17,0,20,1,0,0,2,5,3,7,5,5,1,21,9,0,0,0,17,0,17,0,5,0
"Ant169",17,5,0,0,1,2,3,2,3,8,0,1,1,10,5,7,0,6,2,3,13,6,6,7,0,0,1,14,5,7,1,2,0,4,0,2,0,2,4,0,2,0,9,1,0,4,1,0,4,11,0,7,9,0,1,3,7,0,1,0,5,3,5,0,10,0
"Ant173",2,20,0,3,32,39,0,0,1,2,0,5,59,0,2,2,0,2,1,2,1,21,11,3,20,0,3,8,6,12,30,10,15,28,4,3,2,0,28,12,1,9,2,38,1,0,0,39,1,3,11,0,10,22,0,1,0,24,16,26,23,15,7,13,33,2
"Ant195",0,7,1,0,7,4,1,6,4,0,4,8,10,1,6,2,5,12,1,0,0,2,5,22,0,0,6,4,7,7,10,7,2,9,0,7,4,28,0,6,10,1,12,11,1,3,1,2,0,9,2,4,12,9,0,7,3,4,7,0,5,6,14,0,7,0
"Ant198",3,18,0,0,15,1,0,2,2,0,0,4,11,0,3,1,2,0,2,0,6,16,0,14,1,0,0,2,0,5,8,27,2,3,4,0,0,12,6,0,5,7,2,3,0,0,0,5,0,0,1,2,5,18,0,1,0,21,24,9,7,11,2,2,2,7
"Ant207",0,0,0,4,0,2,0,25,7,0,3,5,33,4,12,5,25,6,1,0,0,0,2,9,0,0,12,16,1,0,5,11,0,8,0,12,2,1,10,5,0,10,5,2,5,2,0,3,0,2,1,12,14,11,0,5,0,4,7,0,6,11,7,0,9,0
"Ant217",0,0,0,0,8,1,0,1,0,0,1,4,14,1,5,0,6,0,0,0,0,1,1,8,15,0,22,2,0,0,14,13,0,0,4,6,0,9,1,7,10,0,2,1,3,0,0,7,0,2,4,1,7,14,0,0,0,20,64,1,10,6,1,0,3,1
"Ant218",16,14,8,3,4,6,2,2,34,4,2,21,0,5,2,11,1,19,2,8,5,26,7,12,0,2,15,18,4,9,8,4,1,7,0,17,9,2,12,2,5,2,0,3,15,0,7,1,5,10,10,8,12,10,6,11,1,2,2,0,1,6,7,0,21,0
"Ant219",0,0,0,0,4,34,0,2,1,0,0,0,17,0,2,0,0,0,0,0,0,0,1,3,8,0,0,0,1,0,20,6,0,5,9,0,1,38,11,3,2,1,3,0,0,0,0,7,0,1,6,2,1,15,0,0,0,7,12,15,1,0,0,4,1,2
"Ant242",2,10,6,6,2,3,19,0,8,8,25,11,0,12,4,8,0,10,7,7,5,4,13,6,3,44,2,6,2,9,2,4,3,2,0,20,0,1,1,0,5,3,15,0,0,8,9,0,15,7,0,3,5,1,9,2,3,0,0,0,2,0,10,0,7,3
"Ant243",11,0,3,5,0,1,5,1,4,8,9,2,0,0,0,11,0,9,9,0,4,5,2,14,0,8,5,3,1,5,2,0,0,14,0,1,4,0,3,0,2,0,0,0,8,0,16,1,4,0,0,0,0,1,2,1,1,1,3,0,2,0,4,0,10,0
"Ant255",5,0,11,7,1,1,4,0,0,12,10,5,2,7,0,0,0,3,11,5,2,4,0,0,0,38,2,3,3,4,0,1,0,1,0,0,1,0,1,0,0,0,7,0,9,16,0,2,26,4,0,0,2,0,7,0,1,0,0,0,3,1,0,0,4,0
"Ant257",0,0,0,0,15,26,0,8,0,1,0,14,9,0,8,0,1,0,0,0,0,4,0,4,39,0,0,7,0,0,33,41,0,3,2,0,0,39,2,5,3,7,1,7,0,1,2,0,6,0,11,1,1,14,0,0,1,10,18,12,3,8,0,3,12,12
"Ant263",0,3,8,3,0,0,2,0,2,21,7,16,0,3,2,0,0,5,2,8,1,3,1,1,0,11,1,10,1,4,1,0,6,0,0,2,4,1,0,0,0,0,5,0,15,4,26,6,0,7,0,1,0,2,4,1,2,0,0,0,0,0,0,0,5,0
"Ant294",23,39,1,7,1,1,12,0,6,10,2,12,1,7,7,4,0,1,6,4,6,3,5,4,0,21,1,0,7,9,6,0,6,1,0,5,11,3,9,0,2,2,10,1,7,0,4,0,7,0,0,3,10,2,1,3,8,1,1,0,1,0,13,0,2,0
"Ant318",0,0,0,0,3,5,0,0,1,0,1,1,1,2,2,1,2,1,0,0,1,7,1,2,6,0,2,6,0,0,13,19,1,4,4,3,0,11,2,1,1,4,10,6,0,0,0,11,0,0,0,2,1,2,0,3,0,9,8,3,7,6,0,1,1,3
"Ant332",0,1,5,3,4,3,3,11,11,1,5,7,5,1,7,9,3,6,4,0,5,1,1,9,1,0,2,11,8,5,6,6,4,15,0,7,7,0,4,2,12,1,8,2,3,0,0,1,1,3,2,0,27,6,0,5,2,0,4,0,12,8,9,0,17,2
"Ant342",1,9,0,2,7,15,2,8,6,0,3,4,1,1,3,7,4,4,2,0,7,6,4,20,0,0,10,2,4,6,5,1,7,15,0,5,9,10,12,5,14,7,12,1,5,0,2,1,0,10,1,27,0,6,0,5,0,4,2,0,9,8,3,0,18,1
"Ant347",0,3,1,3,35,10,1,6,7,1,2,4,17,4,3,1,6,1,1,2,1,5,0,9,14,2,11,1,1,2,34,18,11,3,15,5,0,22,9,18,11,14,10,15,1,1,0,14,2,2,2,6,6,0,0,9,3,42,22,19,13,8,5,6,10,5
"Ant353",2,16,13,0,0,0,5,0,0,11,1,2,0,0,0,4,0,0,1,1,4,0,1,0,0,76,0,0,0,2,0,0,3,0,0,1,1,0,0,0,0,0,6,0,9,2,7,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0
"Ant356",0,0,2,3,2,5,2,1,66,5,2,10,4,4,7,3,6,6,4,0,9,4,0,21,0,0,23,15,4,3,6,6,3,10,0,21,3,1,7,1,5,0,11,0,2,1,0,0,1,3,3,5,5,9,0,0,2,4,5,0,3,3,9,1,11,0
"Ant387",4,1,7,14,1,0,8,2,6,3,7,0,1,1,3,3,2,7,3,2,0,6,5,2,0,2,2,6,0,5,0,2,0,0,0,9,7,0,3,0,0,0,1,0,3,1,1,1,2,8,0,2,0,3,1,2,0,2,0,0,6,3,0,0,8,2
"Ant390",0,0,0,1,39,7,0,2,4,2,0,0,29,0,0,2,3,0,3,0,0,1,2,19,43,0,7,6,12,0,37,99,10,10,22,0,0,24,4,21,4,20,2,7,0,1,0,10,0,1,9,0,4,42,0,4,2,0,117,33,21,21,0,11,12,16
"Ant394",8,0,0,5,21,24,0,3,1,0,1,0,64,0,7,2,6,0,0,0,1,11,6,15,13,0,5,0,3,1,36,27,12,7,13,0,1,16,7,24,7,64,2,12,0,3,0,18,0,1,8,4,2,22,0,5,0,117,0,13,22,5,3,1,9,11
"Ant395",0,0,0,0,7,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,9,39,0,2,1,0,0,26,0,9,0,1,0,15,0,0,0,12,0,0,3,0,0,19,0,0,0,33,13,0,1,10,0,5,3,8
"Ant437",2,0,0,1,5,12,0,35,2,0,2,5,10,2,7,8,4,8,2,2,1,8,2,12,10,0,8,8,9,5,9,8,2,11,13,17,5,23,5,7,6,10,1,1,2,2,3,3,0,1,7,12,9,13,0,3,6,21,22,1,0,12,5,0,7,4
"Ant475",0,8,0,0,9,3,0,4,0,1,2,4,8,1,5,5,6,1,0,0,0,13,0,5,2,0,2,19,6,0,5,25,18,14,3,0,3,15,6,11,11,6,6,0,0,0,1,8,0,0,6,8,8,8,0,3,3,21,5,10,12,0,2,1,2,1
"Ant492",0,11,2,2,3,0,0,6,17,0,5,0,8,3,7,13,2,9,20,0,2,1,1,7,0,0,6,10,4,1,3,1,0,5,0,17,5,7,14,2,7,1,7,0,10,4,0,0,0,13,0,9,3,5,1,9,0,0,3,0,5,2,0,0,10,1
"Ant501",0,0,0,0,6,4,0,0,1,0,0,0,10,0,0,2,0,0,0,0,0,0,1,5,5,0,1,0,0,3,2,6,0,2,0,0,0,13,0,2,0,0,0,4,0,0,0,3,0,0,1,0,0,6,0,1,0,11,1,5,0,1,0,0,0,0
"Ant527",3,5,1,9,10,20,12,26,10,1,9,7,3,8,9,4,2,5,6,3,6,17,3,23,3,14,24,27,18,5,15,9,4,13,1,5,10,33,7,2,9,3,21,1,7,10,4,12,5,2,1,17,18,10,6,11,8,12,9,3,7,2,10,0,0,4
"Ant552",0,3,0,0,2,0,0,1,0,0,0,0,10,0,4,0,0,2,0,0,0,0,1,4,41,0,1,0,0,0,3,14,2,3,2,0,0,2,0,7,0,1,0,2,3,0,0,12,0,0,3,2,1,5,0,0,2,16,11,8,4,1,1,0,4,0
