"","Ant52","Ant6","Ant26","Ant30","Ant148","Ant191","Ant196","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant139","Ant142","Ant156","Ant159","Ant169","Ant195","Ant198","Ant207","Ant218","Ant242","Ant243","Ant255","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant387","Ant437","Ant492"
"Ant113",1,7,33,11,1,2,4,11,12,4,0,10,2,1,0,0,2,3,2,19,10,0,0,0,14,7,3,5,2,15,15,7,1,0,1,3,0,2,11,0,0,2,4,6
"Ant139",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ant142",0,0,0,0,3,0,14,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0
"Ant156",0,8,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,6,0,0,0,14,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,1,0
"Ant159",0,11,5,3,8,0,5,1,1,7,0,8,4,0,0,6,21,0,0,9,8,7,0,1,0,0,4,5,3,4,16,9,1,6,3,1,5,2,6,0,0,10,7,14
"Ant169",18,0,11,11,1,5,0,6,2,6,1,2,0,0,4,0,10,0,4,9,10,3,0,0,0,4,0,3,1,2,7,2,3,1,2,3,0,6,2,0,0,1,3,3
"Ant195",0,10,7,2,8,1,14,2,7,6,4,11,6,0,0,3,25,0,0,3,8,5,0,1,0,5,3,0,4,4,3,6,0,0,3,15,4,4,2,0,0,2,9,4
"Ant198",0,10,3,0,2,0,1,2,1,0,0,2,5,1,0,0,8,0,2,0,0,2,0,0,0,3,1,4,0,7,5,0,1,0,0,0,4,3,2,2,0,3,1,0
"Ant207",0,6,64,1,1,5,8,4,17,0,0,7,7,0,1,12,7,0,2,18,3,15,0,0,0,4,2,4,7,0,8,4,1,0,2,2,5,2,6,0,0,2,10,3
"Ant218",0,1,22,10,25,10,7,14,6,9,2,5,0,2,3,3,17,0,0,28,40,15,0,0,2,16,7,3,5,8,0,11,8,2,7,7,3,10,29,0,2,4,7,8
"Ant242",2,4,9,7,2,4,4,9,0,1,3,6,2,0,1,8,24,0,3,10,10,7,0,1,0,9,2,6,0,4,11,0,1,1,0,2,3,7,7,0,0,2,2,9
"Ant243",1,0,4,4,3,5,28,2,1,6,0,0,0,5,1,2,2,0,0,6,1,1,0,0,0,1,3,0,1,1,8,1,0,2,3,5,5,2,2,0,10,6,1,6
"Ant255",0,0,5,6,3,9,4,3,2,1,0,2,19,8,11,3,15,0,23,1,4,0,0,0,0,6,1,0,0,0,2,1,2,0,0,3,0,2,2,0,5,2,1,3
"Ant263",5,0,3,1,6,2,14,4,0,0,0,2,9,14,2,0,4,0,23,0,0,1,0,0,0,3,2,3,0,2,7,0,3,0,0,1,0,0,2,0,0,4,1,2
"Ant294",0,1,4,5,3,4,10,3,0,5,1,6,6,1,1,7,5,0,1,7,2,3,0,5,0,1,3,15,0,2,7,2,5,3,1,0,2,6,2,0,0,3,3,0
"Ant318",0,8,6,0,1,0,2,2,6,2,6,1,0,0,0,2,0,0,0,3,0,0,1,0,6,5,0,4,4,5,3,3,5,0,0,2,0,3,2,7,1,0,0,6
"Ant332",0,4,4,14,1,2,2,3,6,0,7,5,1,0,2,1,17,0,0,12,25,2,0,0,1,2,6,4,3,2,10,7,2,2,0,6,3,0,11,0,0,1,12,5
"Ant342",4,2,27,7,6,5,2,7,28,4,2,1,1,4,3,5,6,0,5,1,19,11,0,0,0,6,2,2,2,6,29,7,2,2,2,2,2,11,0,0,2,10,11,4
"Ant347",0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"Ant353",3,0,1,0,2,5,1,1,0,0,0,0,1,1,7,0,6,0,54,0,3,0,0,0,0,0,0,0,0,0,2,0,10,5,0,0,1,0,2,0,0,0,0,0
"Ant387",0,1,4,9,9,0,4,6,4,2,0,5,4,17,3,2,4,0,13,1,4,2,0,0,0,10,1,2,3,2,4,2,6,2,4,3,0,1,10,0,0,0,1,1
"Ant437",0,14,22,0,9,0,2,3,10,0,0,18,3,0,1,4,5,0,1,6,7,4,0,0,1,7,3,9,1,10,7,2,1,1,1,3,0,12,11,0,0,1,0,6
"Ant492",0,2,12,0,4,2,6,4,4,6,0,15,5,2,1,3,14,0,1,3,0,6,0,0,0,14,3,4,0,3,8,9,6,3,2,0,6,5,4,0,0,1,6,0
