"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552"
"Ant191",2,0,1,7,1,0,2,0,2,0,0,7,0,6,0,2,2,2,4,4,4,4,2,2,0,18,0,14,0,3,1,4,1,2,0,2,25,0,1,0,2,0,2,0,4,3,28,0,2,3,0,1,2,1,5,1,22,0,0,0,0,5,9,0,1,1
"Ant196",0,18,2,1,3,0,7,6,1,1,7,0,0,6,2,6,0,6,2,0,7,5,3,6,0,0,6,6,5,0,2,0,3,0,0,4,5,1,9,0,2,0,5,0,5,3,5,0,1,2,0,7,1,2,0,7,2,0,0,0,1,0,6,0,2,0
"Ant202",0,0,0,0,31,33,1,4,3,4,0,0,0,0,0,0,2,1,0,0,0,7,1,1,45,0,4,0,3,7,23,85,3,9,5,1,0,12,0,8,0,2,0,11,3,2,3,15,0,3,5,0,12,18,0,1,1,44,10,13,1,15,2,5,7,4
"Ant209",3,24,4,0,4,0,13,1,0,0,6,6,0,0,4,2,0,4,4,6,1,3,0,0,4,5,3,10,2,3,2,1,0,3,0,0,2,0,2,0,1,0,7,0,11,0,1,0,13,3,0,0,4,2,1,12,10,1,0,0,0,0,1,0,9,0
"Ant268",0,13,0,1,4,3,3,4,6,1,0,2,0,4,0,3,0,2,0,1,1,3,4,6,1,1,6,10,1,8,7,2,10,0,0,10,5,11,6,3,1,4,2,12,4,2,2,7,5,12,0,6,6,3,2,8,2,11,3,5,1,5,9,2,14,1
"Ant308",0,4,17,1,2,0,11,14,1,0,2,6,0,2,3,0,1,3,8,0,0,11,8,1,0,0,3,18,1,31,2,0,11,3,0,1,1,4,6,1,3,0,14,5,13,6,8,0,3,4,0,12,10,4,4,1,10,0,0,0,4,0,1,1,3,2
"Ant620",0,1,0,0,17,9,0,4,0,27,2,0,2,0,0,1,0,3,1,0,1,17,0,21,18,0,7,1,4,7,4,28,4,15,5,0,5,9,11,17,7,3,18,4,0,0,0,16,1,0,7,6,1,6,1,5,0,15,3,13,5,10,2,0,15,5
"Ant13",0,9,9,2,3,0,5,4,3,0,2,6,1,4,2,3,3,0,2,0,0,8,3,5,7,0,5,13,5,18,11,1,3,8,0,1,3,0,13,1,6,0,12,1,16,2,11,0,1,2,0,7,12,6,1,1,1,0,0,0,1,3,7,0,11,1
"Ant27",10,0,3,1,0,0,9,6,8,2,4,2,0,4,0,8,1,2,0,7,2,3,0,3,0,24,1,0,0,7,2,2,8,1,0,2,4,5,7,0,0,0,3,0,8,1,4,0,2,2,0,0,3,0,5,4,5,1,0,0,3,1,4,0,3,0
"Ant29",10,18,1,10,0,0,0,0,0,0,4,0,0,6,1,0,0,0,7,0,5,0,0,9,0,89,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,6,0
"Ant32",6,0,2,9,0,0,5,1,5,0,4,7,0,1,1,0,1,0,2,5,0,17,0,3,0,4,3,12,0,3,0,0,15,0,0,4,2,0,3,0,2,0,4,0,5,2,3,0,12,1,0,0,0,0,6,4,1,1,0,0,1,1,0,4,2,0
"Ant42",3,2,8,6,15,0,10,6,8,16,4,5,7,3,3,11,17,8,3,0,17,0,8,11,5,0,7,23,8,19,7,11,11,7,2,7,18,14,15,5,0,0,30,4,12,2,10,13,4,19,1,1,10,8,3,13,3,9,2,2,8,7,25,0,19,12
"Ant43",0,0,3,0,0,0,5,3,3,2,2,3,1,0,4,8,0,3,0,0,0,8,0,0,0,0,20,20,4,4,4,0,0,0,0,11,3,11,9,0,5,0,25,0,4,1,4,0,0,2,0,10,3,3,0,6,0,0,0,0,0,6,3,0,3,0
"Ant50",4,4,7,1,12,5,4,4,0,11,2,6,1,0,6,1,21,5,3,9,3,11,0,0,3,3,4,5,1,4,3,19,1,15,4,6,0,2,3,6,0,0,1,13,4,3,5,32,2,3,8,2,5,9,3,1,1,11,21,22,9,8,0,0,3,10
"Ant55",0,2,0,0,27,47,3,1,2,35,0,0,45,4,1,0,18,7,0,0,0,5,0,3,0,0,2,6,16,4,17,192,0,32,24,3,0,80,1,8,0,8,2,42,1,1,0,53,0,0,16,3,12,43,0,2,0,169,43,48,9,18,4,15,3,14
"Ant91",46,1,0,20,2,0,0,0,0,0,18,0,0,5,1,0,0,0,24,89,4,0,0,3,0,0,0,6,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,32,0,0,3,0,0,32,4,5,0,0,0,0,1,0,2,8,0
"Ant97",0,0,0,3,3,0,3,11,5,5,0,6,4,3,6,3,7,5,1,0,3,7,20,4,2,0,0,5,6,19,11,0,0,0,0,5,2,62,23,2,16,2,11,0,2,4,0,0,0,1,0,8,2,1,0,6,3,0,0,0,3,9,3,0,7,2
"Ant100",3,13,12,6,3,0,11,3,2,1,14,6,0,10,10,18,1,13,0,1,12,23,20,5,6,6,5,0,0,40,8,11,7,13,0,2,11,13,5,1,3,0,22,1,5,21,13,0,1,10,0,5,4,0,1,2,0,4,0,0,0,3,24,12,8,0
"Ant113",0,0,4,0,2,21,1,0,0,6,0,5,3,2,1,1,4,5,0,0,0,8,4,1,16,0,6,0,0,5,2,33,0,6,1,0,0,5,3,6,2,3,0,6,0,5,0,10,0,6,0,0,0,4,0,1,0,25,1,4,1,1,0,4,8,3
"Ant117",1,33,2,17,7,0,12,5,1,10,3,0,7,3,8,31,7,18,7,0,3,19,4,4,4,0,19,40,5,0,14,4,4,7,0,2,19,5,9,0,0,0,10,0,4,10,7,0,8,7,0,2,21,3,4,12,6,6,0,0,3,5,7,3,23,0
"Ant137",0,3,1,0,10,13,1,17,1,15,1,2,23,2,7,2,4,11,2,3,0,7,4,3,17,3,11,8,2,14,0,13,3,9,9,2,2,7,6,11,5,1,5,9,1,0,1,29,4,3,4,6,18,8,0,2,1,11,5,12,5,4,1,3,12,2
"Ant139",0,0,0,1,42,78,1,0,1,43,4,0,85,1,2,0,28,1,2,0,0,11,0,19,192,0,0,11,33,4,13,0,0,40,30,0,2,93,3,22,0,34,0,40,2,0,2,70,0,0,18,5,4,38,0,6,1,207,37,38,10,14,0,20,20,20
"Ant142",1,5,0,6,3,0,7,4,5,5,1,3,3,0,10,11,4,3,8,0,15,11,0,1,0,2,0,7,0,4,3,0,0,4,0,0,5,5,6,10,0,0,25,2,5,3,5,0,1,10,0,0,0,11,2,11,14,4,0,0,0,4,1,1,1,0
"Ant149",0,3,3,1,8,11,6,1,0,12,2,0,9,3,0,3,15,8,1,0,0,7,0,15,32,0,0,13,6,7,9,40,4,0,4,1,0,23,10,21,0,9,10,16,2,0,2,24,0,2,15,6,1,18,3,4,1,28,7,17,11,9,1,1,1,4
"Ant156",0,0,0,0,9,4,0,0,0,9,0,0,5,0,0,0,5,0,0,0,0,2,0,4,24,0,0,0,1,0,9,30,0,4,0,0,0,30,0,2,0,13,0,7,0,0,0,20,0,0,6,1,0,3,0,0,0,9,24,6,2,16,0,2,0,3
"Ant159",0,9,0,1,2,0,6,2,13,0,2,4,1,0,10,1,0,1,2,0,4,7,11,6,3,0,5,2,0,2,2,0,0,1,0,0,11,8,15,1,2,0,6,0,16,0,4,0,1,2,0,4,2,0,0,7,0,1,0,0,4,0,14,0,17,0
"Ant169",0,5,1,1,1,0,4,0,0,5,25,5,0,2,5,1,5,3,4,1,2,18,3,0,0,0,2,11,0,19,2,2,5,0,0,11,0,5,3,0,0,0,11,0,1,6,20,0,10,7,0,0,1,0,4,1,6,1,0,0,2,4,4,0,13,4
"Ant173",0,2,6,0,29,16,6,8,7,8,0,1,12,0,11,4,9,0,5,0,0,14,11,2,80,0,62,13,5,5,7,93,5,23,30,8,5,0,15,35,9,26,13,38,5,1,1,33,1,2,13,1,10,30,0,2,2,49,47,8,8,25,5,2,14,12
"Ant195",0,0,11,3,4,0,18,12,10,0,1,9,0,2,6,6,11,13,7,0,3,15,9,3,1,0,23,5,3,9,6,3,6,10,0,15,3,15,0,0,16,2,24,4,7,2,1,0,1,13,0,8,10,10,1,6,0,0,0,0,9,7,11,0,11,6
"Ant198",0,0,0,0,15,5,1,4,1,10,0,0,8,0,3,1,17,1,0,0,0,5,0,6,8,0,2,1,6,0,11,22,10,21,2,1,0,35,0,0,5,8,0,7,1,0,0,44,0,2,3,5,0,7,0,4,0,17,15,11,2,7,0,5,4,5
"Ant207",0,2,0,0,0,0,1,21,5,0,2,2,0,1,1,3,7,6,0,0,2,0,5,0,0,0,16,3,2,0,5,0,0,0,0,2,0,9,16,5,0,4,10,0,10,0,1,0,0,0,0,6,16,7,0,2,0,0,0,0,2,7,5,0,8,2
"Ant217",0,0,0,0,9,14,0,4,0,14,0,0,2,0,4,0,3,0,0,0,0,0,0,0,8,0,2,0,3,0,1,34,0,9,13,0,0,26,2,8,4,0,3,5,0,0,0,11,0,0,1,4,1,7,0,3,0,12,6,3,7,30,0,5,8,0
"Ant218",0,1,7,2,9,0,14,13,13,10,2,5,0,7,2,14,18,12,3,0,4,30,25,1,2,0,11,22,0,10,5,0,25,10,0,6,11,13,24,0,10,3,0,5,13,3,3,0,9,6,0,9,2,8,5,2,0,0,0,0,3,5,14,2,18,0
"Ant219",0,2,2,0,7,24,0,5,0,32,0,0,11,0,12,5,4,1,0,0,0,4,0,13,42,0,0,1,6,0,9,40,2,16,7,0,0,38,4,7,0,5,5,0,2,0,0,7,0,4,16,10,3,14,0,6,2,37,23,39,4,12,0,3,5,5
"Ant242",4,8,6,6,2,0,3,4,36,2,4,5,3,11,4,13,0,16,8,0,5,12,4,4,1,3,2,5,0,4,1,2,5,2,0,16,1,5,7,1,10,0,13,2,0,3,7,0,2,10,0,4,2,2,4,3,3,2,0,0,2,3,3,1,8,1
"Ant243",3,21,1,5,1,0,5,1,0,1,3,3,2,0,2,6,0,2,1,0,2,2,1,3,1,7,4,21,5,10,0,0,3,0,0,0,6,1,2,0,0,0,3,0,3,0,9,0,4,2,0,2,1,0,15,3,4,3,0,0,0,0,2,0,1,0
"Ant255",0,4,5,7,0,0,10,1,0,0,28,5,3,1,2,8,0,11,4,2,3,10,4,5,0,4,0,13,0,7,1,2,5,2,0,4,20,1,1,0,1,0,3,0,7,9,0,0,0,2,0,0,1,1,14,5,14,2,0,0,1,2,4,0,2,0
"Ant257",0,0,0,0,26,6,0,0,0,6,0,0,15,0,7,0,16,0,0,0,0,13,0,32,53,0,0,0,10,0,29,70,0,24,20,0,0,33,0,44,0,11,0,7,0,0,0,0,0,0,20,17,0,25,0,8,0,60,54,33,12,10,0,1,8,16
"Ant263",16,9,0,5,0,0,4,0,1,1,2,1,0,13,5,3,1,1,2,32,12,4,0,2,0,32,0,1,0,8,4,0,1,0,0,1,10,1,1,0,0,0,9,0,2,4,0,0,0,4,0,0,1,0,8,3,61,0,0,0,0,0,1,1,0,0
"Ant294",0,3,3,4,6,0,14,9,8,0,3,2,3,3,12,4,0,2,2,0,1,19,2,3,0,0,1,10,6,7,3,0,10,2,0,2,7,2,13,2,0,0,6,4,10,2,2,0,4,0,0,0,6,2,1,8,6,0,0,0,5,5,3,2,13,2
"Ant318",0,0,0,0,5,26,0,0,0,12,0,0,5,0,0,0,7,0,0,0,0,1,0,8,16,0,0,0,0,0,4,18,0,15,6,0,0,13,0,3,0,1,0,16,0,0,0,20,0,0,0,3,0,4,0,1,0,8,2,9,6,4,0,1,1,3
"Ant332",0,0,1,1,9,4,1,2,0,2,1,7,0,0,6,12,6,7,0,0,0,1,10,2,3,3,8,5,0,2,6,5,0,6,1,4,0,1,8,5,6,4,9,10,4,2,0,17,0,0,3,0,3,5,0,2,0,2,12,11,8,13,0,2,8,4
"Ant342",0,3,0,1,12,0,6,16,3,6,2,1,12,4,6,10,1,12,3,0,0,10,3,5,12,0,2,4,0,21,18,4,0,1,0,2,1,10,10,0,16,1,2,3,2,1,1,0,1,6,0,3,0,6,2,10,12,5,0,0,1,4,4,4,3,0
"Ant347",0,1,0,0,22,17,0,2,1,10,1,2,18,2,3,4,6,6,0,0,0,8,3,9,43,0,1,0,4,3,8,38,11,18,3,0,0,30,10,7,7,7,8,14,2,0,1,25,0,2,4,5,6,0,0,3,0,36,37,12,11,15,10,3,14,2
"Ant353",30,1,1,7,2,0,2,5,1,1,5,0,0,1,2,4,1,1,5,6,6,3,0,3,0,32,0,1,0,4,0,0,2,3,0,0,4,0,1,0,0,0,5,0,4,15,14,0,8,1,0,0,2,0,0,1,6,2,0,0,0,3,7,0,14,0
"Ant356",1,8,2,2,3,0,5,13,23,4,1,7,1,12,8,1,5,1,4,0,4,13,6,1,2,4,6,2,1,12,2,6,11,4,0,7,1,2,6,4,2,3,2,6,3,3,5,8,3,8,1,2,10,3,1,0,9,3,0,0,8,5,2,1,9,0
"Ant387",16,8,3,2,0,0,8,0,5,0,22,2,1,10,2,10,0,1,5,1,1,3,0,1,0,5,3,0,0,6,1,1,14,1,0,0,6,2,0,0,0,0,0,2,3,4,14,0,61,6,0,0,12,0,6,9,0,0,0,0,0,1,1,0,1,0
"Ant390",0,3,0,0,43,45,0,0,0,8,0,0,44,1,11,0,15,0,1,1,1,9,0,11,169,0,0,4,25,6,11,207,4,28,9,1,1,49,0,17,0,12,0,37,2,3,2,60,0,0,8,2,5,36,2,3,0,0,41,35,10,3,1,21,6,11
"Ant394",0,0,0,0,7,19,0,0,0,10,0,0,10,0,3,0,3,0,0,0,0,2,0,21,43,0,0,0,1,0,5,37,0,7,24,0,0,47,0,15,0,6,0,23,0,0,0,54,0,0,2,12,0,37,0,0,0,41,0,6,10,19,0,4,3,13
"Ant395",0,0,0,0,8,18,0,0,0,2,0,0,13,0,5,0,13,0,0,0,0,2,0,22,48,0,0,0,4,0,12,38,0,17,6,0,0,8,0,11,0,3,0,39,0,0,0,33,0,0,9,11,0,12,0,0,0,35,6,0,2,14,0,2,5,12
"Ant437",0,0,2,0,11,10,0,4,0,5,0,1,1,0,1,4,5,1,3,0,1,8,0,9,9,0,3,0,1,3,5,10,0,11,2,4,2,8,9,2,2,7,3,4,2,0,1,12,0,5,6,8,1,11,0,8,0,10,10,2,0,11,1,2,6,5
"Ant475",0,0,1,2,15,5,1,15,3,2,5,0,15,0,5,0,10,3,1,0,1,7,6,8,18,1,9,3,1,5,4,14,4,9,16,0,4,25,7,7,7,30,5,12,3,0,2,10,0,5,4,13,4,15,3,5,1,3,19,14,11,0,5,0,10,13
"Ant492",0,9,0,2,5,0,2,5,7,5,9,6,2,1,9,1,2,7,4,0,0,25,3,0,4,0,3,24,0,7,1,0,1,1,0,14,4,5,11,0,5,0,14,0,3,2,4,0,1,3,0,0,4,10,7,2,1,1,0,0,1,5,0,0,27,1
"Ant501",1,0,1,0,10,10,0,7,0,3,0,0,5,0,2,1,0,0,0,0,4,0,0,0,15,2,0,12,4,3,3,20,1,1,2,0,0,2,0,5,0,5,2,3,1,0,0,1,1,2,1,2,4,3,0,1,0,21,4,2,2,0,0,0,0,3
"Ant527",1,12,1,2,10,2,11,6,10,4,1,2,7,9,14,3,15,11,3,6,2,19,3,3,3,8,7,8,8,23,12,20,1,1,0,17,13,14,11,4,8,8,18,5,8,1,2,8,0,13,1,8,3,14,14,9,1,6,3,5,6,10,27,0,0,8
"Ant552",0,2,0,0,8,4,0,0,1,12,1,0,4,0,1,2,5,1,0,0,0,12,0,10,14,0,2,0,3,0,2,20,0,4,3,0,4,12,6,5,2,0,0,5,1,0,0,16,0,2,3,4,0,2,0,0,0,11,13,12,5,13,1,3,8,0
