"","Ant52","Ant6","Ant26","Ant30","Ant148","Ant191","Ant196","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant139","Ant142","Ant156","Ant159","Ant169","Ant195","Ant198","Ant207","Ant218","Ant242","Ant243","Ant255","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant387","Ant437","Ant492"
"Ant207",0,7,0,3,3,0,5,6,8,14,0,0,0,0,1,3,6,0,0,4,8,0,2,0,0,6,2,7,0,0,19,12,0,2,0,2,1,9,2,0,0,0,12,15
"Ant218",5,7,3,3,15,5,5,11,4,20,0,3,1,2,2,11,5,1,0,15,21,20,3,0,0,7,14,11,4,19,0,7,12,6,9,5,8,10,10,8,7,0,4,16
"Ant242",4,5,2,7,22,5,7,14,6,26,0,1,5,14,6,4,8,0,52,15,6,3,0,2,0,15,4,31,2,12,7,0,6,5,4,5,2,14,4,1,8,2,6,18
"Ant243",4,0,6,6,4,9,18,10,11,4,0,8,7,8,5,12,13,0,13,7,13,0,2,1,0,3,13,3,1,0,12,6,0,20,12,11,7,4,1,0,4,1,7,12
"Ant255",1,0,1,4,6,3,4,11,3,6,0,3,9,6,5,8,8,0,0,6,16,2,0,0,0,1,6,3,6,2,6,5,20,0,2,3,0,2,0,0,11,1,1,0
"Ant263",8,0,2,0,0,3,1,4,2,7,0,1,0,1,8,10,1,0,15,15,9,3,3,1,0,3,7,2,1,0,9,4,12,2,0,0,1,2,6,1,15,4,0,5
"Ant294",2,0,0,2,17,0,10,2,6,4,0,7,2,10,4,8,5,0,2,4,5,3,2,1,0,5,7,11,0,2,5,5,11,3,0,0,8,8,1,0,1,5,2,3
"Ant318",0,6,15,1,2,4,2,1,15,1,7,3,0,1,1,7,4,0,0,9,9,2,0,0,3,0,2,9,5,1,8,2,7,0,1,8,0,4,14,3,0,0,1,6
"Ant332",12,8,8,5,4,0,3,3,7,8,7,0,0,3,1,3,9,2,0,14,9,9,4,1,0,6,7,9,9,9,10,14,4,2,2,8,4,0,9,5,4,0,8,1
"Ant342",8,10,0,0,2,2,2,11,18,8,0,2,1,2,8,7,6,17,0,11,5,1,1,3,0,1,19,4,14,2,10,4,1,0,6,1,14,9,0,11,5,1,14,5
"Ant347",1,21,12,0,0,0,0,0,7,2,6,2,0,0,2,0,4,19,0,0,5,2,21,2,7,0,3,6,13,0,8,1,0,0,1,0,3,5,11,0,1,0,8,2
"Ant353",4,2,0,10,6,19,2,2,1,3,0,2,2,8,12,2,9,0,16,1,10,0,0,5,0,0,4,1,0,0,7,8,4,11,15,1,0,4,5,1,0,2,0,0
"Ant387",1,0,0,16,14,7,0,2,1,3,0,12,4,0,10,0,6,0,11,2,14,0,2,0,0,3,5,1,0,0,0,2,1,1,4,5,0,0,1,0,2,0,1,0
"Ant437",16,6,9,1,8,3,3,3,11,1,5,0,1,2,3,0,20,5,0,6,9,0,9,0,0,2,3,7,6,12,4,6,7,1,0,2,1,8,14,8,0,1,0,4
"Ant492",4,2,1,1,19,5,4,0,11,3,0,0,2,2,1,9,1,1,0,4,13,0,0,7,0,8,4,30,5,15,16,18,12,0,5,3,6,1,5,2,0,0,4,0
