"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552"
"Ant191",20,15,10,19,0,0,8,1,2,1,0,3,0,8,0,5,0,6,16,3,2,0,3,3,0,56,2,11,0,12,2,0,22,0,0,0,3,0,5,0,0,1,2,1,9,10,35,0,11,3,1,5,7,1,16,7,9,0,0,0,4,0,6,0,0,2
"Ant196",1,4,2,12,7,0,17,1,12,9,3,0,3,1,9,8,0,0,3,2,2,0,7,3,0,0,9,13,0,6,6,2,0,0,0,7,3,1,5,1,5,1,15,2,8,2,1,0,4,1,0,11,10,2,0,16,5,0,0,0,0,0,10,0,2,0
"Ant202",1,0,0,1,22,3,5,5,2,4,0,3,0,0,0,2,2,9,0,0,0,2,1,3,38,0,0,0,0,17,12,32,0,12,10,11,1,25,5,17,2,0,7,17,2,1,1,22,1,11,11,3,9,11,1,2,4,31,6,0,1,2,15,1,6,1
"Ant209",6,6,5,15,0,0,11,0,0,0,8,1,0,0,3,8,0,0,0,10,8,0,18,2,1,1,5,9,0,0,4,0,0,0,0,1,3,0,0,1,1,0,1,0,6,0,10,0,6,2,0,0,1,0,6,0,1,0,0,0,0,0,1,15,4,0
"Ant268",6,9,4,4,17,2,3,8,2,8,0,9,0,3,0,9,3,1,1,0,0,2,13,8,0,0,16,13,0,19,10,3,0,1,4,9,6,12,12,5,21,1,20,3,6,1,3,5,4,4,2,1,4,6,3,5,3,0,3,0,8,9,6,3,11,2
"Ant308",15,1,10,16,5,0,13,5,7,1,5,8,2,8,9,0,0,2,9,5,6,0,3,11,1,2,7,1,0,17,5,5,0,0,1,3,6,1,1,7,1,2,33,4,12,2,8,3,12,10,0,8,5,0,2,2,3,0,0,0,4,2,27,6,11,1
"Ant620",0,0,0,0,14,11,0,0,0,5,0,0,2,0,3,0,0,0,0,0,0,6,0,8,42,0,0,0,12,0,9,32,0,24,3,0,0,25,0,6,0,8,0,15,0,0,0,10,0,0,14,12,0,7,0,2,0,21,7,0,4,6,0,0,14,21
"Ant13",20,48,0,0,11,0,1,5,0,0,6,0,9,0,1,2,0,0,0,0,3,0,2,2,0,3,0,3,0,57,17,2,0,0,0,0,2,0,0,4,3,4,40,6,5,3,17,5,1,7,0,6,4,1,4,5,0,0,0,0,0,2,7,0,6,8
"Ant27",1,5,1,4,2,0,3,1,1,0,16,3,0,0,1,9,0,0,0,4,11,0,6,6,0,39,1,7,0,0,3,0,2,0,0,3,2,2,1,2,0,0,8,0,6,7,2,0,3,7,0,1,1,1,6,2,9,0,0,0,0,0,0,3,1,1
"Ant29",0,0,12,4,0,0,1,0,1,0,3,2,0,10,0,5,0,0,4,0,1,0,0,0,0,49,1,1,0,0,1,0,4,0,0,0,8,0,1,1,0,0,2,0,5,23,15,0,6,0,0,0,0,0,7,0,15,0,0,0,0,0,0,1,1,0
"Ant32",10,0,11,1,2,0,2,2,5,0,2,2,0,8,0,6,0,3,11,1,0,0,0,2,0,27,0,6,0,0,2,0,3,0,0,0,18,0,1,0,0,0,4,0,5,6,14,2,9,3,0,0,21,0,11,1,9,0,0,0,0,0,3,0,0,0
"Ant42",0,0,0,0,6,2,0,0,0,5,0,0,2,0,2,0,6,0,0,0,0,0,0,3,13,0,0,0,12,0,4,28,0,17,1,0,0,14,0,10,0,0,0,4,0,0,0,11,0,0,4,2,0,5,0,1,0,5,11,0,4,4,0,1,0,3
"Ant43",0,0,3,4,2,0,10,3,3,5,3,7,1,18,13,3,0,2,6,0,0,0,0,1,0,0,7,11,0,3,10,0,0,0,0,4,1,7,13,2,7,0,8,1,7,0,0,4,5,3,0,4,7,2,1,2,0,0,0,0,1,1,6,0,6,0
"Ant50",3,4,1,5,6,12,8,2,6,11,3,3,3,2,8,11,8,2,6,0,2,3,1,0,7,5,6,6,18,1,10,13,6,15,4,3,1,11,9,14,0,4,3,19,4,1,5,17,0,2,3,9,2,15,0,6,3,8,14,0,9,5,1,2,13,2
"Ant55",0,0,0,0,32,17,0,0,0,27,0,0,38,1,0,1,42,0,0,0,0,13,0,7,0,0,2,0,35,0,12,258,0,42,6,0,0,47,0,30,0,31,0,37,0,0,2,38,0,0,33,1,0,35,0,3,0,263,53,0,5,5,0,6,4,20
"Ant91",4,2,23,16,0,0,28,0,0,0,56,0,0,1,0,2,0,3,39,49,27,0,0,5,0,0,0,4,0,6,0,0,38,0,0,0,20,0,2,0,2,0,3,1,10,49,62,0,10,5,0,0,2,0,32,0,0,0,0,0,3,0,1,0,0,0
"Ant97",1,0,5,1,5,0,9,5,4,7,2,9,0,5,16,7,0,0,1,1,0,0,7,6,2,0,0,5,0,3,16,0,0,0,0,0,2,3,8,1,4,1,18,2,7,1,0,0,4,1,0,5,2,2,0,4,6,0,0,0,0,7,2,4,5,11
"Ant100",3,7,6,15,14,0,8,1,2,14,11,13,0,9,13,1,0,3,7,1,6,0,11,6,0,4,5,0,0,5,23,0,0,0,0,10,25,1,21,3,2,5,17,0,5,5,16,2,12,5,0,2,13,3,3,1,5,0,0,0,3,4,3,6,0,5
"Ant113",0,0,0,0,5,8,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,12,0,18,35,0,0,0,0,0,2,27,0,13,3,0,0,14,0,14,0,0,0,4,0,0,0,9,0,0,1,1,0,13,0,0,0,37,14,0,0,0,0,1,3,3
"Ant117",9,3,9,13,5,0,4,0,1,8,12,6,17,0,19,17,0,57,0,0,0,0,3,1,0,6,3,5,0,0,12,3,3,0,4,1,2,7,8,5,3,2,31,3,4,5,3,0,8,7,0,8,11,9,8,2,3,0,0,0,1,4,4,0,8,4
"Ant137",5,3,3,10,19,4,5,7,1,14,2,6,12,4,10,5,9,17,3,1,2,4,10,10,12,0,16,23,2,12,0,15,0,12,22,4,3,10,4,8,9,5,4,11,2,0,1,17,3,6,4,14,37,14,2,6,6,16,13,0,14,6,5,2,11,4
"Ant139",0,0,0,0,39,23,0,2,0,29,0,2,32,0,3,5,32,2,0,0,0,28,0,13,258,0,0,0,27,3,15,0,0,91,31,2,0,57,2,27,2,33,4,60,0,0,0,69,1,2,30,3,0,50,0,5,0,239,40,0,22,14,0,9,8,23
"Ant142",19,0,13,1,0,0,3,0,0,0,22,0,0,0,0,0,0,0,2,4,3,0,0,6,0,38,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,0,16,0,0,0,0,0,4,0,5,0,0,0,2,0,0,0,1,0
"Ant149",0,0,0,0,27,12,0,0,0,22,0,0,12,0,1,0,24,0,0,0,0,17,0,15,42,0,0,0,13,0,12,91,0,0,7,0,0,42,0,19,0,0,0,19,0,0,0,23,0,0,4,3,0,9,0,2,0,34,11,0,27,42,0,0,10,7
"Ant156",0,0,0,1,22,0,0,0,0,8,0,0,10,0,4,1,3,0,0,0,0,1,0,4,6,0,0,0,3,4,22,31,0,7,0,0,0,12,0,16,1,14,0,6,0,0,0,16,1,0,1,8,0,6,0,6,0,5,32,0,1,8,0,6,0,5
"Ant159",1,1,0,6,0,0,2,5,23,8,0,7,11,1,9,3,0,0,3,0,0,0,4,3,0,0,0,10,0,1,4,2,0,0,0,0,0,4,13,6,10,0,6,0,25,0,0,2,2,5,0,3,17,1,2,4,1,0,0,0,6,6,16,0,6,1
"Ant169",10,0,24,14,2,0,3,0,0,0,3,3,1,3,6,6,0,2,2,8,18,0,1,1,0,20,2,25,0,2,3,0,0,0,0,0,0,1,0,1,1,0,1,0,1,5,19,1,8,7,0,1,11,1,2,4,5,0,0,0,1,3,1,0,5,0
"Ant173",0,1,0,1,17,22,2,10,2,18,0,1,25,0,12,1,25,0,2,0,0,14,7,11,47,0,3,1,14,7,10,57,0,42,12,4,1,0,8,19,12,17,7,23,4,0,0,48,2,2,15,15,3,20,0,6,1,53,22,0,22,16,2,9,17,4
"Ant195",4,7,0,7,5,0,2,8,7,1,5,5,5,0,12,1,0,0,1,1,1,0,13,9,0,2,8,21,0,8,4,2,0,0,0,13,0,8,0,1,28,1,8,0,11,0,0,9,1,3,0,6,5,5,0,4,1,0,0,0,3,6,3,0,11,0
"Ant198",0,0,2,0,15,6,0,1,0,12,0,1,17,1,5,7,6,4,2,1,0,10,2,14,30,0,1,3,14,5,8,27,0,19,16,6,1,19,1,0,7,12,3,14,2,0,1,7,0,2,5,6,5,14,1,5,1,35,12,0,8,15,16,4,3,4
"Ant207",6,9,2,1,5,0,0,21,5,5,0,5,2,1,21,1,0,3,0,0,0,0,7,0,0,2,4,2,0,3,9,2,0,0,1,10,1,12,28,7,0,0,14,4,16,0,0,7,3,4,0,12,7,3,0,15,2,0,0,0,0,4,10,0,5,3
"Ant217",0,0,0,0,9,5,1,1,3,4,1,1,0,0,1,2,8,4,0,0,0,0,0,4,31,0,1,5,0,2,5,33,0,0,14,0,0,17,1,12,0,0,2,8,3,0,1,15,0,1,1,2,0,9,1,3,0,38,31,0,0,7,0,4,8,1
"Ant218",0,0,5,6,3,0,4,8,8,4,2,15,7,1,20,33,0,40,8,2,4,0,8,3,0,3,18,17,0,31,4,4,0,0,0,6,1,7,8,3,14,2,0,5,14,3,13,0,3,11,0,19,17,4,2,4,9,0,0,0,3,8,7,2,12,3
"Ant219",1,7,1,0,12,11,0,1,0,11,1,2,17,0,3,4,15,6,0,0,0,4,1,19,37,1,2,0,4,3,11,60,0,19,6,0,0,23,0,14,4,8,5,0,1,0,3,21,0,4,6,8,6,16,0,7,0,41,27,0,19,7,11,1,6,11
"Ant242",5,12,6,12,5,0,7,3,42,5,9,8,2,6,6,12,0,5,6,5,5,0,7,4,0,10,7,5,0,4,2,0,2,0,0,25,1,4,11,2,16,3,14,1,0,5,6,0,19,7,0,2,8,3,1,4,1,0,0,0,1,5,14,1,4,0
"Ant243",2,0,4,3,0,0,1,0,0,0,10,2,1,0,1,2,0,3,7,23,6,0,0,1,0,49,1,5,0,5,0,0,1,0,0,0,5,0,0,0,0,0,3,0,5,0,17,1,14,2,0,0,1,1,4,0,8,0,0,0,0,1,13,0,0,1
"Ant255",4,17,15,18,1,0,8,0,6,1,35,1,1,10,3,8,0,17,2,15,14,0,0,5,2,62,0,16,0,3,1,0,16,0,0,0,19,0,0,1,0,1,13,3,6,17,0,0,10,2,0,0,2,1,9,3,0,0,0,0,1,1,0,3,0,2
"Ant257",1,0,2,2,8,13,0,5,0,10,0,0,22,0,5,3,10,5,0,0,2,11,4,17,38,0,0,2,9,0,17,69,0,23,16,2,1,48,9,7,7,15,0,21,0,1,0,0,0,0,4,8,20,22,0,9,0,39,35,0,15,16,0,2,4,7
"Ant263",8,1,17,17,0,0,5,1,8,2,11,4,1,6,4,12,0,1,3,6,9,0,5,0,0,10,4,12,0,8,3,1,16,0,1,2,8,2,1,0,3,0,3,0,19,14,10,0,0,9,0,0,2,0,3,1,16,0,0,0,0,0,3,0,2,3
"Ant294",1,1,5,2,5,0,8,3,20,3,3,1,11,2,4,10,0,7,7,0,3,0,3,2,0,5,1,5,0,7,6,2,0,0,0,5,7,2,3,2,4,1,11,4,7,2,2,0,9,0,0,0,4,2,2,4,0,0,0,0,0,3,20,2,4,0
"Ant318",0,0,0,0,2,9,0,0,0,13,1,0,11,0,2,0,14,0,0,0,0,4,0,3,33,0,0,0,1,0,4,30,0,4,1,0,0,15,0,5,0,1,0,6,0,0,0,4,0,0,0,3,0,10,0,0,0,8,7,0,3,2,0,0,4,12
"Ant332",3,1,4,4,5,0,2,8,0,1,5,11,3,0,1,8,12,6,1,0,0,2,4,9,1,0,5,2,1,8,14,3,0,3,8,3,1,15,6,6,12,2,19,8,2,0,0,8,0,0,3,0,9,2,3,5,5,3,2,0,3,2,3,5,11,2
"Ant342",3,5,6,1,2,0,9,2,5,12,7,10,9,1,4,5,0,4,1,0,21,0,7,2,0,2,2,13,0,11,37,0,0,0,0,17,11,3,5,5,7,0,17,6,8,1,2,20,2,4,0,9,0,5,0,8,3,0,0,0,1,8,4,0,6,13
"Ant347",2,5,2,0,11,10,0,1,12,4,1,2,11,0,6,0,7,1,1,0,0,5,2,15,35,0,2,3,13,9,14,50,0,9,6,1,1,20,5,14,3,9,4,16,3,1,1,22,0,2,10,2,5,0,1,6,0,53,36,0,9,7,0,2,9,11
"Ant353",8,3,3,0,2,0,5,0,5,2,16,0,1,6,3,2,0,4,6,7,11,0,1,0,0,32,0,3,0,8,2,0,4,0,0,2,2,0,0,1,0,1,2,0,1,4,9,0,3,2,0,3,0,1,0,3,6,0,0,0,0,3,1,2,6,0
"Ant356",0,9,0,3,11,2,1,10,20,2,7,16,2,0,5,2,2,5,2,0,1,1,2,6,3,0,4,1,0,2,6,5,0,2,6,4,4,6,4,5,15,3,4,7,4,0,3,9,1,4,0,5,8,6,3,0,1,1,4,0,2,5,4,1,5,3
"Ant387",13,15,4,8,0,0,7,0,0,1,9,5,4,1,3,3,0,0,9,15,9,0,0,3,0,0,6,5,0,3,6,0,5,0,0,1,5,1,1,1,2,0,9,0,1,8,0,0,16,0,0,5,3,0,6,1,0,0,0,0,0,3,3,1,0,2
"Ant390",0,0,0,0,37,14,0,0,0,37,0,0,31,0,0,0,21,0,0,0,0,5,0,8,263,0,0,0,37,0,16,239,0,34,5,0,0,53,0,35,0,38,0,41,0,0,0,39,0,0,8,3,0,53,0,1,0,0,28,0,6,0,0,2,0,21
"Ant394",0,0,0,0,8,13,0,0,0,10,0,0,6,0,3,0,7,0,0,0,0,11,0,14,53,0,0,0,14,0,13,40,0,11,32,0,0,22,0,12,0,31,0,27,0,0,0,35,0,0,7,2,0,36,0,4,0,28,0,0,6,5,0,2,3,8
"Ant395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant437",1,0,2,1,9,16,0,3,2,2,4,0,1,0,8,4,4,0,0,0,0,4,1,9,5,3,0,3,0,1,14,22,2,27,1,6,1,22,3,8,0,0,3,19,1,0,1,15,0,0,3,3,1,9,0,2,0,6,6,0,0,10,1,1,2,8
"Ant475",0,0,1,1,10,11,0,2,0,6,0,0,2,0,9,2,6,2,0,0,0,4,1,5,5,0,7,4,0,4,6,14,0,42,8,6,3,16,6,15,4,7,8,7,5,1,1,16,0,3,2,2,8,7,3,5,3,0,5,0,10,0,2,2,8,2
"Ant492",0,1,0,6,9,0,1,3,8,8,6,10,15,1,6,27,0,7,0,0,3,0,6,1,0,1,2,3,0,4,5,0,0,0,0,16,1,2,3,16,10,0,7,11,14,13,0,0,3,20,0,3,4,0,1,4,3,0,0,0,1,2,0,0,16,0
"Ant501",0,3,1,1,3,0,0,1,0,0,0,0,1,15,3,6,0,0,3,1,0,1,0,2,6,0,4,6,1,0,2,9,0,0,6,0,0,9,0,4,0,4,2,1,1,0,3,2,0,2,0,5,0,2,2,1,1,2,2,0,1,2,0,0,3,0
"Ant527",4,0,0,3,4,10,2,12,5,5,0,2,6,4,11,11,14,6,1,1,0,0,6,13,4,0,5,0,3,8,11,8,1,10,0,6,5,17,11,3,5,8,12,6,4,0,0,4,2,4,4,11,6,9,6,5,0,0,3,0,2,8,16,3,0,3
"Ant552",0,3,1,0,12,7,1,3,0,3,2,0,1,0,2,1,21,8,1,0,0,3,0,2,20,0,11,5,3,4,4,23,0,7,5,1,0,4,0,4,3,1,3,11,0,1,2,7,3,0,12,2,13,11,0,3,2,21,8,0,8,2,0,0,3,0
