"","Ant52","Ant6","Ant26","Ant30","Ant148","Ant191","Ant196","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant139","Ant142","Ant156","Ant159","Ant169","Ant195","Ant198","Ant207","Ant218","Ant242","Ant243","Ant255","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant387","Ant437","Ant492"
"Ant100",28,2,4,12,2,13,8,4,16,21,0,5,4,3,6,11,12,0,7,10,0,19,0,2,0,4,27,9,6,4,2,8,13,4,12,5,0,23,14,0,1,11,4,0
"Ant113",7,1,1,0,5,0,5,5,7,9,0,0,7,0,1,3,4,0,0,20,19,0,1,0,0,0,2,5,3,1,15,7,0,2,1,1,6,30,22,0,15,3,3,5
"Ant139",0,5,1,0,0,1,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,2,0,9,0,2,0,0,0,3,12,0,0,0,0,0,0
"Ant142",0,1,0,0,0,2,4,0,0,3,0,0,5,8,3,2,5,0,12,0,2,0,0,0,0,2,2,0,0,0,4,4,3,1,0,3,0,10,4,0,7,0,0,2
"Ant156",0,3,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0
"Ant159",3,1,8,0,5,11,1,3,10,11,0,9,0,6,3,0,10,0,0,12,4,0,3,2,0,0,2,25,0,7,7,6,3,0,9,6,4,5,7,0,0,0,3,3
"Ant169",7,1,0,8,7,1,3,0,6,18,0,0,6,5,5,4,10,0,6,2,27,2,0,2,0,2,0,0,1,1,5,10,3,12,14,6,0,0,14,0,1,0,6,3
"Ant195",0,11,2,2,8,2,2,2,5,4,0,1,1,1,2,1,18,0,12,9,9,5,0,0,0,25,0,0,4,4,11,9,5,0,0,5,0,6,7,0,1,1,7,11
"Ant198",2,5,5,0,3,1,0,5,4,5,10,0,0,1,1,1,0,0,0,6,6,3,2,0,1,0,1,4,0,2,4,4,0,0,1,1,2,13,17,13,0,1,1,7
"Ant207",2,1,1,2,5,3,1,0,21,5,0,11,1,0,0,17,8,0,0,12,4,1,0,0,0,7,1,4,2,0,3,9,4,1,0,4,0,0,12,0,0,0,7,4
"Ant218",2,4,0,4,6,2,19,20,14,16,0,9,7,2,10,14,9,0,0,30,2,15,9,4,0,7,5,11,4,3,0,45,3,2,8,9,1,20,25,0,0,0,5,9
"Ant242",6,0,0,2,2,8,11,3,11,7,0,22,6,0,2,6,6,0,16,11,8,7,0,4,0,6,10,9,4,9,45,0,9,2,5,5,1,4,20,0,1,1,9,4
"Ant243",11,0,0,16,0,7,0,11,8,20,0,7,7,16,2,1,5,0,1,3,13,0,2,3,0,3,3,5,0,4,3,9,0,3,12,1,0,2,5,0,2,3,1,1
"Ant255",1,0,2,6,1,2,3,0,1,1,0,0,2,5,7,1,3,0,15,6,4,2,0,1,0,0,12,0,0,1,2,2,3,0,2,0,0,0,12,0,0,3,0,0
"Ant263",2,1,2,16,2,5,2,2,1,3,0,4,2,0,6,1,2,0,2,1,12,1,0,0,0,9,14,0,1,0,8,5,12,2,0,13,0,3,3,0,0,2,2,2
"Ant294",0,1,0,10,22,1,12,1,4,1,0,7,1,0,4,1,34,0,1,7,5,1,0,3,0,6,6,5,1,4,9,5,1,0,13,0,0,1,3,0,0,10,4,4
"Ant318",0,1,19,0,0,0,0,0,3,4,26,1,0,0,0,0,0,1,0,0,0,6,3,0,5,4,0,0,2,0,1,1,0,0,0,0,0,16,0,12,0,1,9,0
"Ant332",1,7,60,1,1,4,15,2,7,15,20,0,1,0,1,0,1,0,0,0,23,30,12,10,0,5,0,6,13,0,20,4,2,0,3,1,16,0,34,5,0,10,8,3
"Ant342",11,4,1,6,5,5,13,1,2,14,0,4,7,2,4,3,9,0,0,22,14,22,0,4,0,7,14,7,17,12,25,20,5,12,3,3,0,34,0,0,1,4,11,7
"Ant347",0,10,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0
"Ant353",11,0,0,8,0,7,0,0,3,2,0,0,9,2,9,0,1,0,30,0,1,15,0,7,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0
"Ant387",1,0,0,9,0,7,3,11,1,2,0,3,5,14,8,2,0,0,4,0,11,3,0,0,0,0,0,1,1,0,0,1,3,3,2,10,1,10,4,0,0,0,0,0
"Ant437",0,2,3,0,5,2,8,0,7,12,4,0,1,1,1,1,9,1,10,4,4,3,0,0,0,3,6,7,1,7,5,9,1,0,2,4,9,8,11,0,0,0,0,3
"Ant492",0,0,4,6,2,4,9,1,15,3,0,10,2,1,2,5,5,0,0,11,0,5,0,2,0,3,3,11,7,4,9,4,1,0,2,4,0,3,7,0,0,0,3,0
