"","Ant52","Ant6","Ant26","Ant30","Ant148","Ant191","Ant196","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant139","Ant142","Ant156","Ant159","Ant169","Ant195","Ant198","Ant207","Ant218","Ant242","Ant243","Ant255","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant387","Ant437","Ant492"
"Ant139",0,9,3,0,0,0,1,1,5,2,23,0,1,0,1,2,8,24,1,7,3,8,0,0,0,0,0,9,4,24,1,0,0,0,2,3,13,8,26,5,0,0,3,1
"Ant142",1,0,0,4,0,8,0,5,4,0,0,0,19,31,6,7,1,0,11,0,1,2,0,0,0,1,1,4,1,0,0,2,5,21,2,11,1,0,1,0,3,5,3,4
"Ant156",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Ant159",1,6,3,4,14,5,2,3,7,4,0,3,0,0,10,2,7,1,0,15,9,2,0,1,0,0,3,14,3,3,33,16,0,0,5,5,0,2,0,0,7,0,7,25
"Ant169",0,1,9,3,1,5,3,2,1,3,0,0,8,0,7,0,9,1,2,5,2,10,0,1,0,3,0,3,1,0,9,4,12,6,4,1,1,7,2,0,5,4,7,6
"Ant195",4,3,1,0,8,1,3,4,10,6,0,7,4,0,2,2,7,0,0,15,5,5,9,4,0,14,3,0,4,4,16,15,7,0,0,9,6,14,2,4,1,1,7,8
"Ant198",1,14,6,2,1,0,2,0,9,3,5,3,1,0,0,2,1,7,0,0,0,5,4,1,1,3,1,4,0,1,2,6,1,1,2,0,12,10,4,1,0,0,12,3
"Ant207",0,2,0,2,0,0,1,10,8,7,0,6,0,0,0,13,2,3,0,26,6,5,24,0,0,3,0,4,1,0,19,9,1,0,3,3,0,4,0,0,0,0,4,6
"Ant218",0,4,14,10,22,0,21,10,14,8,0,17,16,0,3,8,17,10,0,13,10,0,1,0,0,33,9,16,2,19,0,18,7,4,7,10,11,8,12,1,5,3,6,13
"Ant242",5,5,0,4,24,4,5,13,13,30,0,8,5,1,15,7,16,0,8,8,15,6,0,2,0,16,4,15,6,9,18,0,0,7,4,29,0,3,12,0,6,1,12,13
"Ant243",1,6,0,4,7,8,7,9,3,3,0,0,7,0,1,8,21,1,1,11,8,5,0,5,0,0,12,7,1,1,7,0,0,16,11,0,2,3,2,0,0,1,7,3
"Ant255",0,0,0,23,0,2,7,0,5,9,0,1,19,0,5,0,9,0,9,0,4,0,0,21,0,0,6,0,1,0,4,7,16,0,3,9,0,1,14,0,12,0,1,0
"Ant263",0,0,0,14,3,17,16,3,2,22,0,4,7,0,7,2,18,0,5,2,19,0,2,2,0,5,4,0,2,3,7,4,11,3,0,4,0,3,3,0,4,1,3,2
"Ant294",0,2,1,14,28,2,8,12,7,11,0,13,0,0,5,8,4,1,1,4,8,8,3,11,0,5,1,9,0,3,10,29,0,9,4,0,1,2,2,0,9,6,8,11
"Ant318",1,3,6,2,0,5,2,0,4,1,1,3,0,0,0,0,2,11,0,4,0,12,13,1,0,0,1,6,12,0,11,0,2,0,0,1,0,7,15,0,0,0,6,0
"Ant332",1,9,22,0,1,0,6,5,11,3,2,14,1,0,0,4,6,22,0,0,2,22,8,0,0,2,7,14,10,4,8,3,3,1,3,2,7,0,9,1,10,2,6,1
"Ant342",0,19,6,4,0,1,10,2,7,7,0,7,6,0,2,2,8,9,1,3,1,11,26,1,0,0,2,2,4,0,12,12,2,14,3,2,15,9,0,1,1,1,18,2
"Ant347",0,4,8,0,0,1,0,0,0,0,10,0,0,0,0,1,0,2,0,0,0,3,5,0,2,0,0,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
"Ant353",34,1,4,11,0,1,0,1,2,4,0,1,3,9,24,5,8,1,0,0,1,13,0,3,0,7,5,1,0,0,5,6,0,12,4,9,0,10,1,0,0,0,0,0
"Ant387",0,1,0,1,1,5,10,2,8,4,0,8,0,5,5,0,3,1,2,17,5,0,0,5,0,0,4,1,0,0,3,1,1,0,1,6,0,2,1,0,0,0,2,1
"Ant437",3,5,3,3,3,0,3,3,9,7,3,2,2,0,3,11,9,4,3,11,13,2,3,3,0,7,7,7,12,4,6,12,7,1,3,8,6,6,18,1,0,2,0,0
"Ant492",1,6,0,2,25,2,24,15,11,13,0,14,1,0,2,9,28,3,0,5,2,2,1,4,0,25,6,8,3,6,13,13,3,0,2,11,0,1,2,0,0,1,0,0
